회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(비교)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),당기순이익(손실)(비교)(IFRS연결)(천원)
(주)파인테크닉스,106240,2011/12,-1385025,-1385025,20961839,20961839
(주)파인테크닉스,106240,2012/12,324927,324927,15820857,15820857
(주)파인테크닉스,106240,2013/12,-20291638,-20291638,-23740834,-23740834
(주)파인테크닉스,106240,2014/12,16172859,16172859,13497836,13497836
(주)파인테크닉스,106240,2015/12,4736732,4736732,4671704,4671704
(주)파인테크닉스,106240,2016/12,559989,559989,963685,963685
(주)파인테크닉스,106240,2017/12,-37306350,-37306350,-42400009,-42400009
(주)파인테크닉스,106240,2018/12,-20230026,-20230026,-21165095,-21165095
(주)파인테크닉스,106240,2019/12,10546614,10546614,-2154808,-2154808
(주)파인텍,131760,2015/12,793286,793286,3023722,3023722
(주)파인텍,131760,2016/12,-9867385,-9867385,-7387891,-7387891
(주)파인텍,131760,2017/12,-21411696,-21411696,-22277313,-22277313
(주)파인텍,131760,2018/12,-20190563,-20190563,-15415265,-15415265
(주)파인텍,131760,2019/12,-3875076,-3875076,90323,90323
(주)파커스,065690,2011/12,2654900,2654900,3490113,3490113
(주)파커스,065690,2012/12,2359041,2359041,741053,741053
(주)파커스,065690,2013/12,2239917,2239917,-4781727,-4781727
(주)파커스,065690,2014/12,1941358,1941358,3185777,3185777
(주)파커스,065690,2015/12,3730506,3503760,3503760,3503760
(주)파커스,065690,2016/12,2691799,2691799,2536253,2536253
(주)파커스,065690,2017/12,-1510622,-1510622,-2587245,-2587245
(주)파커스,065690,2018/12,4513026,4513026,4523593,4523593
(주)파커스,065690,2019/12,-3566443,-3566443,-3785758,-3785758
(주)파크시스템스,140860,2015/12,3434333,3434333,3607735,3607735
(주)파크시스템스,140860,2016/12,3553134,3553134,3727284,3727284
(주)파크시스템스,140860,2017/12,4682742,4682742,4544616,4544616
(주)파크시스템스,140860,2018/12,5921953,5921953,5595336,5595336
(주)파크시스템스,140860,2019/12,8042245,8042245,8506309,8506309
(주)파트론,091700,2011/12,32282000,32282079,24277000,24276798
(주)파트론,091700,2012/12,67999912,67999912,71286978,71286978
(주)파트론,091700,2013/12,99614823,99614823,110364978,110364978
(주)파트론,091700,2014/12,59501433,59501433,49411756,49411756
(주)파트론,091700,2015/12,48170277,48170277,45638104,45638104
(주)파트론,091700,2016/12,19343632,29099382,28268101,28268101
(주)파트론,091700,2017/12,2895084,2486691,4464966,3024627
(주)파트론,091700,2018/12,8901628,8901628,11197572,11197572
(주)파트론,091700,2019/12,56749395,56749395,64151886,64151886
(주)판타지오,032800,2011/12,517659,517659,,517659
(주)판타지오,032800,2012/12,-1032693,-1032693,-1621843,-1621843
(주)판타지오,032800,2013/12,-2871781,-2871781,-4257321,-4257321
(주)판타지오,032800,2014/12,-24976354,-24976354,-27140548,-27140548
(주)판타지오,032800,2015/12,2206693,2206693,991509,991509
(주)판타지오,032800,2016/12,-2352206,-2352206,-3763140,-3763140
(주)판타지오,032800,2017/12,-8580580,-8580580,-8837074,-8837074
(주)판타지오,032800,2018/12,-7175800,-7175800,-9200334,-9200334
(주)판타지오,032800,2019/12,-17439619,-17384101,-15835105,-15779587
(주)팜스빌,318010,2019/12,7341856,7341856,7235997,7235997
(주)팜스코,036580,2011/12,19326375,19326375,20151495,20151495
(주)팜스코,036580,2012/12,29356553,29356553,25810995,25810995
(주)팜스코,036580,2013/12,13482869,13482869,9009046,9009046
(주)팜스코,036580,2014/12,18443624,18443624,10499357,10499357
(주)팜스코,036580,2015/12,16779418,16779418,10652235,10652235
(주)팜스코,036580,2016/12,28590779,28590779,26469789,26469789
(주)팜스코,036580,2017/12,32389853,32389853,39363765,39363765
(주)팜스코,036580,2018/12,10477759,10477759,3453458,3453458
(주)팜스코,036580,2019/12,-28845809,-28845809,-7958647,-7958647
(주)팜스토리,027710,2011/12,6607040,6607040,-5421735,-5421735
(주)팜스토리,027710,2012/12,15132551,15132551,16568780,16568780
(주)팜스토리,027710,2013/12,11175234,11175234,5552708,5552708
(주)팜스토리,027710,2014/12,16919956,16919956,-3311637,-3311637
(주)팜스토리,027710,2015/12,2224216,2224216,1798484,1798484
(주)팜스토리,027710,2016/12,11365047,11365047,12896143,12896143
(주)팜스토리,027710,2017/12,9410115,9410115,12813397,12813397
(주)팜스토리,027710,2018/12,6846700,6846700,-8964393,-8964393
(주)팜스토리,027710,2019/12,8730015,8730015,-13759043,-13759043
(주)팬스타엔터프라이즈,054300,2011/12,-2159184,-2109708,-5243250,-5193774
(주)팬스타엔터프라이즈,054300,2012/12,-2773757,-818710,-818710,
(주)팬스타엔터프라이즈,054300,2013/12,-4811392,-4811392,,
(주)팬스타엔터프라이즈,054300,2014/12,-796350,-796350,,
(주)팬스타엔터프라이즈,054300,2015/12,-759290,-759290,,
(주)팬스타엔터프라이즈,054300,2016/12,-3365630,-3365630,,
(주)팬스타엔터프라이즈,054300,2017/12,1796018,1796018,,
(주)팬스타엔터프라이즈,054300,2018/12,-946393,-946393,,
(주)팬스타엔터프라이즈,054300,2019/12,920134,920134,,
(주)팬엔터테인먼트,068050,2011/12,381459,381459,283662,283662
(주)팬엔터테인먼트,068050,2012/12,131829,131829,133038,133038
(주)팬엔터테인먼트,068050,2013/12,-1677656,-1677656,-2334551,-2334551
(주)팬엔터테인먼트,068050,2014/12,-393161,-393161,262385,262385
(주)팬엔터테인먼트,068050,2015/12,-6910684,-6910684,-7033202,-7033202
(주)팬엔터테인먼트,068050,2016/12,470871,470871,610010,610010
(주)팬엔터테인먼트,068050,2017/12,-1697063,-1697063,-1689763,-1689763
(주)팬엔터테인먼트,068050,2018/12,-1050852,-1050852,-1037628,-1037628
(주)팬엔터테인먼트,068050,2019/12,1149386,1149386,1133304,1133304
(주)팬젠,222110,2016/12,-5125184,-5125184,,
(주)팬젠,222110,2017/12,-7015593,-7015593,,
(주)팬젠,222110,2018/12,-4630126,-4630126,,
(주)팬젠,222110,2019/12,-8937571,-8937571,,
(주)퍼시스,016800,2011/12,34671152,34055673,34055673,
(주)퍼시스,016800,2012/12,29400286,29400286,,
(주)퍼시스,016800,2013/12,20749972,20749972,,
(주)퍼시스,016800,2014/12,24751934,24751934,,
(주)퍼시스,016800,2015/12,29995075,29995075,,
(주)퍼시스,016800,2016/12,23186786,23186786,,
(주)퍼시스,016800,2017/12,22061158,22061158,,
(주)퍼시스,016800,2018/12,45495149,45495149,,
(주)퍼시스,016800,2019/12,33958312,33958312,,
(주)펄어비스,263750,2018/12,154609947,154609947,146446177,146446177
(주)펄어비스,263750,2019/12,140743138,140743138,157651214,157651214
(주)펩트론,087010,2015/12,-2730420,-2730420,,
(주)펩트론,087010,2016/12,-3190976,-3190976,,
(주)펩트론,087010,2017/12,-4426817,-4426817,,
(주)펩트론,087010,2018/12,-3725911,-3725911,,
(주)펩트론,087010,2019/12,-17717555,-17717555,,
(주)포메탈,119500,2011/12,5196690,5196690,,
(주)포메탈,119500,2012/12,4531819,4531819,,
(주)포메탈,119500,2013/12,1393320,1393320,,
(주)포메탈,119500,2014/12,441394,441394,,
(주)포메탈,119500,2015/12,866686,866686,,
(주)포메탈,119500,2016/12,1882009,1882009,,
(주)포메탈,119500,2017/12,2454141,2454141,,
(주)포메탈,119500,2018/12,2091422,2091422,,
(주)포메탈,119500,2019/12,2202168,2202168,,
(주)포스코아이씨티,022100,2011/12,30578407,30578407,26447766,26447766
(주)포스코아이씨티,022100,2012/12,40088963,40088963,11670928,11670928
(주)포스코아이씨티,022100,2013/12,33795673,33795673,22497856,22497856
(주)포스코아이씨티,022100,2014/12,20326634,20326634,23949662,23949662
(주)포스코아이씨티,022100,2015/12,-79634626,-79634626,-56259710,-56259710
(주)포스코아이씨티,022100,2016/12,27890529,27890529,37558729,37558729
(주)포스코아이씨티,022100,2017/12,42375837,42375837,41996485,41996485
(주)포스코아이씨티,022100,2018/12,-33230148,-33230148,-34160439,-34160439
(주)포스코아이씨티,022100,2019/12,38093077,38093077,39675368,39675368
(주)포스코엠텍,009520,2011/12,12447431,12447431,10828550,10828550
(주)포스코엠텍,009520,2012/12,14737278,14737278,8369027,8369027
(주)포스코엠텍,009520,2013/12,-10648876,-10648876,-15266468,-15266468
(주)포스코엠텍,009520,2014/12,-100512762,-100512762,-105445735,-105445735
(주)포스코엠텍,009520,2015/12,27155391,27155391,26168327,26168327
(주)포스코엠텍,009520,2016/12,2501060,3117534,3117534,
(주)포스코엠텍,009520,2017/12,9881348,9881348,,
(주)포스코엠텍,009520,2018/12,14101413,14101413,,
(주)포스코엠텍,009520,2019/12,10576708,10576708,,
(주)포스코인터내셔널,047050,2011/12,160087808,160087808,210718356,210718356
(주)포스코인터내셔널,047050,2012/12,306041024,306041024,215501918,215501918
(주)포스코인터내셔널,047050,2013/12,132540678,132540678,132993497,132993497
(주)포스코인터내셔널,047050,2014/12,173421149,173421149,176385469,176385469
(주)포스코인터내셔널,047050,2015/12,81850203,81850203,108577876,108577876
(주)포스코인터내셔널,047050,2016/12,123708754,123708754,122212627,122212627
(주)포스코인터내셔널,047050,2017/12,150380940,150380940,166818739,166818739
(주)포스코인터내셔널,047050,2018/12,97771702,97771702,115741119,115741119
(주)포스코인터내셔널,047050,2019/12,191704149,191704149,202398051,202398051
(주)포스코케미칼,003670,2019/12,89609078,89609078,101163401,101163401
(주)포시에스,189690,2015/06,5202453,5202453,5048916,5048916
(주)포시에스,189690,2016/06,4264311,4264311,4250807,4250807
(주)포시에스,189690,2017/06,2096586,2096586,2067682,2067682
(주)포시에스,189690,2018/06,6282442,6282442,6316845,6316845
(주)포시에스,189690,2019/06,2085533,2085533,1888343,1888343
(주)포인트엔지니어링,256630,2017/12,,,,
(주)포인트엔지니어링,256630,2018/12,,,,
(주)포인트엔지니어링,256630,2019/12,904348,904348,1133556,1133556
(주)포커스에이치엔에스,331380,2019/12,,,,
(주)폴라리스세원,234100,2017/12,-36940,-36940,,
(주)폴라리스세원,234100,2018/12,1314958,1314958,,1314958
(주)폴라리스세원,234100,2019/12,639357,639357,3312198,3312198
(주)폴라리스오피스,041020,2011/12,2802941,2802941,2178315,2178315
(주)폴라리스오피스,041020,2012/12,7831688,7831688,2692063,2692063
(주)폴라리스오피스,041020,2013/12,9318867,9318867,6698766,6698766
(주)폴라리스오피스,041020,2014/12,-10337078,-10337078,-6988333,-6988333
(주)폴라리스오피스,041020,2015/12,-21830101,-21830101,-23189048,-23189048
(주)폴라리스오피스,041020,2016/12,-31049067,-31049067,-26136766,-26136766
(주)폴라리스오피스,041020,2017/12,-14703049,-14703049,-14565930,-14565930
(주)폴라리스오피스,041020,2018/12,-7314887,-7314887,-10114155,-10114155
(주)폴라리스오피스,041020,2019/12,-6809807,-6809807,-7753316,-7753316
(주)폴라리스우노,114630,2011/12,6994142,6994142,,
(주)폴라리스우노,114630,2012/12,4709457,4709457,,
(주)폴라리스우노,114630,2013/12,2260216,2260216,,2260216
(주)폴라리스우노,114630,2014/12,4621143,4621143,3965320,3965320
(주)폴라리스우노,114630,2015/12,4012434,4012434,3522476,3522476
(주)폴라리스우노,114630,2016/12,-843156,-843156,343623,343623
(주)폴라리스우노,114630,2017/12,-1341581,-1341581,-559846,-559846
(주)폴라리스우노,114630,2018/12,-1887628,-1887628,-2290957,-2290957
(주)폴라리스우노,114630,2019/12,272295,272295,-473522,-473522
(주)푸드나무,290720,2018/12,6041923,6041923,6049473,6049473
(주)푸드나무,290720,2019/12,4465515,4465515,4453856,4453856
(주)푸드웰,005670,2011/12,1963850,1963850,574192,574192
(주)푸드웰,005670,2012/12,1280183,1280183,1403022,1403022
(주)푸드웰,005670,2013/12,788281,788281,1336778,1336778
(주)푸드웰,005670,2014/12,507045,507045,2115149,2115149
(주)푸드웰,005670,2015/12,177065,177065,1917618,1917618
(주)푸드웰,005670,2016/12,2055752,2055752,2151421,2151421
(주)푸드웰,005670,2017/12,1191799,1191799,2931471,2931471
(주)푸드웰,005670,2018/12,1455104,1455104,5433623,5433623
(주)푸드웰,005670,2019/12,27994974,27994974,31984838,31984838
(주)푸른기술,094940,2011/12,1869800,1869800,,1869800
(주)푸른기술,094940,2012/12,2937699,2937699,2869311,2869311
(주)푸른기술,094940,2013/12,2570292,2617149,2617149,
(주)푸른기술,094940,2014/12,-1554821,-1554821,,
(주)푸른기술,094940,2015/12,-1080403,-1080403,,
(주)푸른기술,094940,2016/12,433504,433504,,
(주)푸른기술,094940,2017/12,851822,851822,,851822
(주)푸른기술,094940,2018/12,1313941,1313941,1313941,1313941
(주)푸른기술,094940,2019/12,597559,597559,597559,597559
(주)풀무원,017810,2011/12,25325254,25325254,17739931,17739931
(주)풀무원,017810,2012/12,7215416,7215416,10071236,10071236
(주)풀무원,017810,2013/12,6390804,6390804,-12027983,-12027983
(주)풀무원,017810,2014/12,61923569,61923569,50537783,50537783
(주)풀무원,017810,2015/12,18973595,18973595,12199867,12199867
(주)풀무원,017810,2016/12,8121269,8121269,9977820,9977820
(주)풀무원,017810,2017/12,12179503,12179503,30406813,30406813
(주)풀무원,017810,2018/12,15829160,15829160,12638785,10980041
(주)풀무원,017810,2019/12,10195736,10195736,-7535425,-7535425
(주)풍강,093380,2011/08,4314123,4314123,,
(주)풍강,093380,2012/08,5947042,5947042,,
(주)풍강,093380,2013/08,4789829,4838687,,4838687
(주)풍강,093380,2014/08,4577841,4577841,4505605,4505605
(주)풍강,093380,2015/08,2959454,2959454,2935104,2935104
(주)풍강,093380,2016/08,2012327,2012327,1854635,1854635
(주)풍강,093380,2017/08,3023949,3023949,2648132,2648132
(주)풍강,093380,2018/08,1671813,865140,849032,849032
(주)풍강,093380,2019/08,1041292,1041292,1158576,1158576
(주)풍산,103140,2011/12,72020495,72020495,40726700,40726700
(주)풍산,103140,2012/12,85191565,85191565,61729519,61729519
(주)풍산,103140,2013/12,84561088,84561088,60503280,60503280
(주)풍산,103140,2014/12,93309611,93309611,73734126,73734126
(주)풍산,103140,2015/12,78212478,56753208,51652436,51652436
(주)풍산,103140,2016/12,137706574,137706574,137705683,137705683
(주)풍산,103140,2017/12,148534131,148534131,150694835,150694835
(주)풍산,103140,2018/12,61991534,61991534,62100098,62100098
(주)풍산,103140,2019/12,15111280,15111280,17625569,17625569
(주)풍산홀딩스,005810,2011/12,35893370,35893370,47374679,47374679
(주)풍산홀딩스,005810,2012/12,16077111,16077111,37900424,
(주)풍산홀딩스,005810,2013/12,15414371,15414371,35013792,35013792
(주)풍산홀딩스,005810,2014/12,22121972,22121972,44936888,44936888
(주)풍산홀딩스,005810,2015/12,13471122,13471122,36043561,36043561
(주)풍산홀딩스,005810,2016/12,14306672,14306672,61162441,61162441
(주)풍산홀딩스,005810,2017/12,13653960,13653960,67705336,67705336
(주)풍산홀딩스,005810,2018/12,14489483,14489483,35462840,35462840
(주)풍산홀딩스,005810,2019/12,6893804,6893804,24174967,24174967
(주)퓨쳐켐,220100,2016/12,-27286242,-27286242,,-27286242
(주)퓨쳐켐,220100,2017/12,-3958451,-3958451,-4490673,-4490673
(주)퓨쳐켐,220100,2018/12,-11071210,-11071210,-12079639,-12079639
(주)퓨쳐켐,220100,2019/12,-3749718,-3749718,-5489808,-5489808
(주)프럼파스트,035200,2011/12,550433,550433,1039674,1039674
(주)프럼파스트,035200,2012/12,976621,976621,1295918,1295918
(주)프럼파스트,035200,2013/12,2633118,2633118,2930848,2930848
(주)프럼파스트,035200,2014/12,2846980,2846980,2581209,2581209
(주)프럼파스트,035200,2015/12,3220789,3220789,2934600,2934600
(주)프럼파스트,035200,2016/12,3072245,3072245,3204787,3204787
(주)프럼파스트,035200,2017/12,4652279,4652279,4345509,4345509
(주)프럼파스트,035200,2018/12,2086956,2086956,1647789,1647789
(주)프럼파스트,035200,2019/12,1928672,1928672,1182469,1182469
(주)프로스테믹스,203690,2014/12,,,,
(주)프로스테믹스,203690,2015/12,-8344385,-8344385,-8516956,-8516956
(주)프로스테믹스,203690,2016/12,4506679,4506679,4312998,4312998
(주)프로스테믹스,203690,2017/12,-2891517,-2891517,-3157630,-3157630
(주)프로스테믹스,203690,2018/12,-6830030,-6830030,-6299086,-6299086
(주)프로스테믹스,203690,2019/12,-2911725,-2911725,-3183337,-3183337
(주)프로이천,321260,2019/12,,,,
(주)프로텍,053610,2011/12,18811192,18927177,,18811192
(주)프로텍,053610,2012/12,14690467,14690467,15001641,15001641
(주)프로텍,053610,2013/12,8561122,8561122,7408787,7408787
(주)프로텍,053610,2014/12,16030193,16030193,14899811,14899811
(주)프로텍,053610,2015/12,10629222,10629222,10722792,10722792
(주)프로텍,053610,2016/12,12899000,12899000,12307310,12307310
(주)프로텍,053610,2017/12,25376983,25376983,25389937,25389937
(주)프로텍,053610,2018/12,25103309,25103309,25418955,25418955
(주)프로텍,053610,2019/12,35817465,35417267,37400834,37400834
(주)프리엠스,053160,2011/12,2303330,2303330,2205662,2205662
(주)프리엠스,053160,2012/12,3238097,3238097,3062485,3062485
(주)프리엠스,053160,2013/12,2746658,2746658,2648106,2648106
(주)프리엠스,053160,2014/12,1971276,1971276,2115290,2115290
(주)프리엠스,053160,2015/12,1515524,1515524,1689786,1689786
(주)프리엠스,053160,2016/12,1674154,1674154,1641568,1641568
(주)프리엠스,053160,2017/12,1270569,1270569,1138315,1138315
(주)프리엠스,053160,2018/12,2188198,2188198,2306497,2306497
(주)프리엠스,053160,2019/12,660466,660466,540725,540725
(주)플래스크,041590,2011/12,4637684,4637684,,
(주)플래스크,041590,2012/12,5488400,5488400,,
(주)플래스크,041590,2013/12,1347402,1347402,,
(주)플래스크,041590,2014/12,2740069,2740069,,
(주)플래스크,041590,2015/12,-7307784,-7307784,-8403078,-8403078
(주)플래스크,041590,2016/12,-23167976,-23167976,-23734032,-23734032
(주)플래스크,041590,2017/12,-10887478,-10887478,-11150833,-11150833
(주)플래스크,041590,2018/12,-7695047,-7695047,-13220027,-13220027
(주)플래스크,041590,2019/12,-62907942,-67227634,-71341362,-75729821
(주)플랜티넷,075130,2011/12,4014688,4014688,3244950,3244950
(주)플랜티넷,075130,2012/12,5305571,5305571,7327475,7327475
(주)플랜티넷,075130,2013/12,5144507,5144507,5074169,5074169
(주)플랜티넷,075130,2014/12,-1841586,-1841586,728175,728175
(주)플랜티넷,075130,2015/12,-366007,-366007,3811297,3811297
(주)플랜티넷,075130,2016/12,2066619,2066619,3110147,3110147
(주)플랜티넷,075130,2017/12,-960640,-960640,-746195,-746195
(주)플랜티넷,075130,2018/12,971944,971944,1491299,1491299
(주)플랜티넷,075130,2019/12,1876361,1876361,2669253,2669253
(주)플레이그램,009810,2011/12,-490449,-490449,-4962726,-4962726
(주)플레이그램,009810,2012/12,-5696867,-5696867,-7103256,-7103256
(주)플레이그램,009810,2013/12,-35783,-35783,-473,-473
(주)플레이그램,009810,2014/12,-9481965,-9481966,-10562630,-10562630
(주)플레이그램,009810,2015/12,3779674,3779674,2158058,2158058
(주)플레이그램,009810,2016/12,-124027,-124027,-1793173,-1793173
(주)플레이그램,009810,2017/12,-8382696,-8382696,-7763486,-7763486
(주)플레이그램,009810,2018/12,-13908253,-13908253,-14119688,-14119688
(주)플레이그램,009810,2019/12,-2685532,-2685532,-3276104,-3276104
(주)플레이위드,023770,2011/12,-8410112,-8410112,-7989956,-7989956
(주)플레이위드,023770,2012/12,-14416690,-14416690,-10566451,-10566451
(주)플레이위드,023770,2013/12,-6759211,-10082725,-10082725,
(주)플레이위드,023770,2014/12,2077322,2077322,,
(주)플레이위드,023770,2015/12,911045,911045,,
(주)플레이위드,023770,2016/12,2037999,2037999,,
(주)플레이위드,023770,2017/12,-2818331,-2818331,,
(주)플레이위드,023770,2018/12,-7545381,-7545381,,
(주)플레이위드,023770,2019/12,9076281,9076281,,
(주)플리토,300080,2019/12,-5923842,-5923842,-5970720,-5970720
(주)피델릭스,032580,2011/12,3056578,3056578,,3056578
(주)피델릭스,032580,2012/12,2359219,2359219,2185278,2185278
(주)피델릭스,032580,2013/12,5274812,5274812,4737071,4737071
(주)피델릭스,032580,2014/12,1001625,271760,271760,
(주)피델릭스,032580,2015/12,-6160266,-6160266,,
(주)피델릭스,032580,2016/12,-9203946,-9203946,,
(주)피델릭스,032580,2017/12,490826,490826,,
(주)피델릭스,032580,2018/12,3540702,3540702,,
(주)피델릭스,032580,2019/12,-1217544,-1217544,,
(주)피씨디렉트,051380,2011/12,2156915,2156915,,
(주)피씨디렉트,051380,2012/12,1354794,1410979,,
(주)피씨디렉트,051380,2013/12,-2755883,-2755883,,
(주)피씨디렉트,051380,2014/12,-187880,-187880,,
(주)피씨디렉트,051380,2015/12,170328,170328,,
(주)피씨디렉트,051380,2016/12,1265588,1265588,,
(주)피씨디렉트,051380,2017/12,3003717,3003717,,
(주)피씨디렉트,051380,2018/12,3333270,3333270,,
(주)피씨디렉트,051380,2019/12,3771348,3771348,,
(주)피에스엠씨,024850,2011/12,-8982902,-14342885,-22396323,-22396323
(주)피에스엠씨,024850,2012/12,-5859502,-5859502,-3241020,-3241020
(주)피에스엠씨,024850,2013/12,-5232801,-5232801,-4538884,-4538884
(주)피에스엠씨,024850,2014/12,-4777389,-4777389,-4631440,-4631440
(주)피에스엠씨,024850,2015/12,-11830501,-11830501,-11750644,-11750644
(주)피에스엠씨,024850,2016/12,-2983740,-2983740,-3272784,-3272784
(주)피에스엠씨,024850,2018/03,-16437,-16437,598730,598730
(주)피에스엠씨,024850,2019/03,-108055,-108055,-864141,-864141
(주)피에이치씨,057880,2011/12,2951841,2951841,1971734,1962577
(주)피에이치씨,057880,2012/12,-15555885,-15555885,-13706084,-13706084
(주)피에이치씨,057880,2013/12,-4536407,-4536407,-3007326,-3007326
(주)피에이치씨,057880,2014/12,-36560015,-36560015,-38603783,-38603783
(주)피에이치씨,057880,2015/12,-16302104,-16302104,-11440802,-11440802
(주)피에이치씨,057880,2016/12,-6074170,-6074170,-5930602,-5930602
(주)피에이치씨,057880,2017/12,-19529066,-19529066,-18962639,-18962639
(주)피에이치씨,057880,2018/12,-17366737,-17366737,-20750932,-20750932
(주)피에이치씨,057880,2019/12,-26749156,-26749156,-25521284,-25521284
(주)피엔티,137400,2012/12,5558207,5558207,4952026,4952026
(주)피엔티,137400,2013/12,3952999,3952999,3320331,3320331
(주)피엔티,137400,2014/12,7280109,7280109,6143450,6143450
(주)피엔티,137400,2015/12,887095,826706,-232630,-232630
(주)피엔티,137400,2016/12,6676071,6676071,2895031,2895031
(주)피엔티,137400,2017/12,920377,920377,2234115,2234115
(주)피엔티,137400,2018/12,2586495,2586495,740320,740320
(주)피엔티,137400,2019/12,-2457391,-2457391,-3016158,-3016158
(주)피엔풍년,024940,2011/12,-81588,-81588,,
(주)피엔풍년,024940,2012/12,757597,757597,,
(주)피엔풍년,024940,2013/12,985962,976481,,
(주)피엔풍년,024940,2014/12,1061858,1061858,,
(주)피엔풍년,024940,2015/12,1319384,1319384,,
(주)피엔풍년,024940,2016/12,1753874,1753874,,
(주)피엔풍년,024940,2017/12,1434999,1434999,,
(주)피엔풍년,024940,2018/12,1197018,1197018,,
(주)피엔풍년,024940,2019/12,5421554,5421554,,5421554
(주)피제이메탈,128660,2011/12,4194422,4194422,,
(주)피제이메탈,128660,2012/12,4367887,4374510,,
(주)피제이메탈,128660,2013/12,2343765,2343765,,
(주)피제이메탈,128660,2014/12,4571026,4571026,,
(주)피제이메탈,128660,2015/12,5158749,5158749,,
(주)피제이메탈,128660,2016/12,2393038,2393038,,
(주)피제이메탈,128660,2017/12,5352111,5352111,,
(주)피제이메탈,128660,2018/12,3223560,3223560,,
(주)피제이메탈,128660,2019/12,2112420,2112420,,
(주)피제이전자,006140,2011/12,8228297,8228297,,
(주)피제이전자,006140,2012/12,9547274,9547274,,
(주)피제이전자,006140,2013/12,9270504,9270504,,
(주)피제이전자,006140,2014/12,6640352,6640352,,
(주)피제이전자,006140,2015/12,6317757,6317757,,
(주)피제이전자,006140,2016/12,7720304,7720304,,
(주)피제이전자,006140,2017/12,5910914,5910914,,
(주)피제이전자,006140,2018/12,7087926,7087926,,
(주)피제이전자,006140,2019/12,4885174,4885174,,
(주)피피아이,062970,2019/12,2813809,2813809,,
(주)픽셀플러스,087600,2015/12,11551454,11390724,11390724,
(주)픽셀플러스,087600,2016/12,-6790629,-6790629,,
(주)픽셀플러스,087600,2017/12,-2215924,-2215924,,
(주)픽셀플러스,087600,2018/12,-9504673,-9504673,,
(주)픽셀플러스,087600,2019/12,-6142136,-6142136,,
(주)필옵틱스,161580,2017/12,17649931,17649931,17453096,17453096
(주)필옵틱스,161580,2018/12,-27631345,-27631345,-27466777,-27466777
(주)필옵틱스,161580,2019/12,-15855949,-15855949,-16001294,-16001294
(주)하나투어,039130,2011/12,19514660,19514660,21454353,21454353
(주)하나투어,039130,2012/12,29962151,29962151,37396165,37396165
(주)하나투어,039130,2013/12,32726832,32726832,36062740,36062740
(주)하나투어,039130,2014/12,28120590,28120590,35387288,35387288
(주)하나투어,039130,2015/12,28704677,28704677,34161709,34161709
(주)하나투어,039130,2016/12,9495828,9495828,7527451,7527451
(주)하나투어,039130,2017/12,26013480,26251793,12714207,12929740
(주)하나투어,039130,2018/12,13396332,13396332,10586798,10586798
(주)하나투어,039130,2019/12,-34655306,-34655306,-11951852,-11951852
(주)하림,136480,2011/12,13428599,13428599,,
(주)하림,136480,2012/12,4775308,4775308,,
(주)하림,136480,2013/12,15509762,10024908,,15509762
(주)하림,136480,2014/12,-8278589,-8278589,-4950531,-4950531
(주)하림,136480,2015/12,-4983276,-4983276,-3174858,-3174858
(주)하림,136480,2016/12,17220395,17220395,19134377,19134377
(주)하림,136480,2017/12,20606445,20606445,22233819,22233819
(주)하림,136480,2018/12,-7678454,-7678454,-12074785,-12074785
(주)하림,136480,2019/12,-40751187,-40751187,-39850732,-39850732
(주)하림지주,003380,2017/12,-6414185,-6414185,333723097,333723097
(주)하림지주,003380,2018/12,5602905,5602905,194337800,194337800
(주)하림지주,003380,2019/12,1478670,1478670,94582869,94582869
(주)하이로닉,149980,2014/12,6447349,6447349,,6447349
(주)하이로닉,149980,2015/12,3023374,3023374,2822832,2822832
(주)하이로닉,149980,2016/12,1531174,1531174,595148,595148
(주)하이로닉,149980,2017/12,1398876,1398876,762581,762581
(주)하이로닉,149980,2018/12,1070003,1070003,140763,140763
(주)하이로닉,149980,2019/12,3150934,3150934,3048462,3048462
(주)하이비젼시스템,126700,2011/12,,,,
(주)하이비젼시스템,126700,2012/12,14821141,14821141,,14821141
(주)하이비젼시스템,126700,2013/12,11040407,11040407,10888583,10888583
(주)하이비젼시스템,126700,2014/12,7400576,7400576,7172310,7172310
(주)하이비젼시스템,126700,2015/12,9286128,9286128,9352122,9352122
(주)하이비젼시스템,126700,2016/12,3352624,3352624,4630603,4630603
(주)하이비젼시스템,126700,2017/12,19464461,19464461,20442632,20442632
(주)하이비젼시스템,126700,2018/12,23520880,23520880,20294871,20294871
(주)하이비젼시스템,126700,2019/12,9396115,9396115,6512620,6512620
(주)하이소닉,106080,2011/12,1703961,1703961,903078,903078
(주)하이소닉,106080,2012/12,3732363,3732363,3839686,3839686
(주)하이소닉,106080,2013/12,-2518799,-2518799,-5682378,-5682378
(주)하이소닉,106080,2014/12,-5466587,-5466587,-7799451,-7799451
(주)하이소닉,106080,2015/12,-363327,-363327,623606,623606
(주)하이소닉,106080,2016/12,-5664126,-5664126,-7284678,-7284678
(주)하이소닉,106080,2017/12,-9421012,-9421012,-9153618,-9153618
(주)하이소닉,106080,2018/12,-42694783,-60046882,-33001201,-48708328
(주)하이소닉,106080,2019/12,-7126361,-7126361,-7318936,-7318936
(주)하이스틸,071090,2011/12,1861464,1861464,,
(주)하이스틸,071090,2012/12,2080555,2080555,,
