회사명,거래소코드,회계년도,유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원)
(주)로지시스,067730,2017/12,21349187,,1122497,
(주)로지시스,067730,2018/12,18875053,,619837,
(주)로지시스,067730,2019/12,17978186,,189385,
(주)루멘스,038060,2011/12,136165198,144404470,39187167,40316511
(주)루멘스,038060,2012/12,169799565,179787452,58976637,64647761
(주)루멘스,038060,2013/12,206693604,212984980,44865703,47916896
(주)루멘스,038060,2014/12,217664632,232182087,64605440,68601737
(주)루멘스,038060,2015/12,210636434,209169275,59251795,66508154
(주)루멘스,038060,2016/12,192756066,198941477,62112973,74376147
(주)루멘스,038060,2017/12,158234100,178468593,51613675,77640725
(주)루멘스,038060,2018/12,132719271,178699578,38510876,71878159
(주)루멘스,038060,2019/12,89637034,150965050,15408448,59502468
(주)루트로닉,085370,2011/12,26087597,25522206,10027800,11660770
(주)루트로닉,085370,2012/12,29022172,28664387,14060165,15095322
(주)루트로닉,085370,2013/12,26297979,27708287,11422659,13087214
(주)루트로닉,085370,2014/12,31006797,32474481,14328406,15641451
(주)루트로닉,085370,2015/12,55601335,56099856,16979080,17420983
(주)루트로닉,085370,2016/12,113236512,115004883,20492381,21971342
(주)루트로닉,085370,2017/12,118400078,113369467,23957625,25803372
(주)루트로닉,085370,2018/12,129633168,116677169,27496785,31483049
(주)루트로닉,085370,2019/12,160426271,138852504,21965436,26591249
(주)룽투코리아,060240,2011/12,10598949,12100078,0,33300
(주)룽투코리아,060240,2012/12,12264760,15176970,0,6176
(주)룽투코리아,060240,2013/12,9394682,12893173,0,6301
(주)룽투코리아,060240,2014/12,11356865,13892695,0,0
(주)룽투코리아,060240,2015/12,14336481,30683857,0,1320912
(주)룽투코리아,060240,2016/12,22278101,30528942,0,82849
(주)룽투코리아,060240,2017/12,39740452,79922518,0,0
(주)룽투코리아,060240,2018/12,48006362,47685500,0,0
(주)룽투코리아,060240,2019/12,46945218,47761478,0,0
(주)리노스,039980,2011/12,44615825,,15535551,
(주)리노스,039980,2012/12,61042112,,19028911,
(주)리노스,039980,2013/12,47291735,,25519077,
(주)리노스,039980,2014/12,45553962,58689573,27906711,27906711
(주)리노스,039980,2015/12,76574918,,34078260,
(주)리노스,039980,2016/12,79599311,81586671,42382841,43148491
(주)리노스,039980,2017/12,81488436,84048897,41538863,42454120
(주)리노스,039980,2018/12,82969530,83047483,44662778,44662778
(주)리노스,039980,2019/12,100397956,100777736,46273637,46501132
(주)리더스코스메틱,016100,2011/12,14502256,,1780691,
(주)리더스코스메틱,016100,2012/12,20851992,,2450571,
(주)리더스코스메틱,016100,2013/12,26823102,30380442,3307279,5395060
(주)리더스코스메틱,016100,2014/12,32963288,44920224,5031150,6645168
(주)리더스코스메틱,016100,2015/12,74534983,104523091,28861193,36397866
(주)리더스코스메틱,016100,2016/12,55877193,104167054,18359145,26524345
(주)리더스코스메틱,016100,2017/12,57482204,100695221,15359303,23248001
(주)리더스코스메틱,016100,2018/12,40049703,73914124,12551835,14859140
(주)리더스코스메틱,016100,2019/12,22220805,54234141,9652262,11854816
(주)리드,197210,2015/12,24632515,24667407,586622,586622
(주)리드,197210,2016/12,48479061,48579969,1227328,1227328
(주)리드,197210,2017/12,40587892,40587892,0,0
(주)리드,197210,2018/12,49787124,54576699,0,0
(주)리드,197210,2019/12,26581827,27454258,0,868673
(주)리드코프,012700,2011/12,295918161,327093567,3719087,3719087
(주)리드코프,012700,2012/12,356826588,425927680,816928,816928
(주)리드코프,012700,2013/12,398993071,473524367,2569383,2569383
(주)리드코프,012700,2014/12,475985923,597680036,2064204,2064204
(주)리드코프,012700,2015/12,561819805,728551375,721673,721673
(주)리드코프,012700,2016/12,652751818,884833190,4075470,4075470
(주)리드코프,012700,2017/12,773215503,1046191558,1035087,1035087
(주)리드코프,012700,2018/12,801908118,1062526608,449222,449222
(주)리드코프,012700,2019/12,47817100,48689777,2054964,2054964
(주)리메드,302550,2019/12,21087414,,3168335,
(주)링네트,042500,2011/12,50324964,50738719,2595363,2595363
(주)링네트,042500,2012/12,58248787,58552703,2111294,2111294
(주)링네트,042500,2013/12,63931216,64555563,3152789,3152789
(주)링네트,042500,2014/12,69932097,71064438,2202266,2377364
(주)링네트,042500,2015/12,72204900,73603979,2005347,2568657
(주)링네트,042500,2016/12,76583647,77912680,2707397,2926504
(주)링네트,042500,2017/12,71905682,73664072,3093748,3706247
(주)링네트,042500,2018/12,79252444,82222061,5272367,6208142
(주)링네트,042500,2019/12,76909954,79307234,5717441,6533800
(주)링크제니시스,219420,2018/12,30273434,31594090,34091,34091
(주)링크제니시스,219420,2019/12,32955110,33920999,25927,25927
(주)마니커,027740,2011/12,111245922,130458763,3499818,10733280
(주)마니커,027740,2012/12,95537267,126128559,4839370,15784292
(주)마니커,027740,2013/12,94057663,113901896,6753121,17963296
(주)마니커,027740,2014/12,70206111,74464760,11220947,12139267
(주)마니커,027740,2015/12,69734270,68220572,5112319,5634080
(주)마니커,027740,2016/12,41727907,47164890,3056614,3799452
(주)마니커,027740,2017/12,41229718,43502590,3240635,4243270
(주)마니커,027740,2018/12,38141210,37020563,4408951,4478074
(주)마니커,027740,2019/12,31292985,31745075,2800739,2800739
(주)마니커에프앤지,195500,2019/12,30221349,,8781404,
(주)마이크로디지탈,305090,2019/12,17312998,,1784136,
(주)마이크로컨텍솔루션,098120,2011/12,12097569,,2122541,
(주)마이크로컨텍솔루션,098120,2012/12,14892891,14916200,2640643,2640643
(주)마이크로컨텍솔루션,098120,2013/12,17514162,18412194,3173405,3625451
(주)마이크로컨텍솔루션,098120,2014/12,23298154,24988492,4440638,4801417
(주)마이크로컨텍솔루션,098120,2015/12,23326005,25746560,5264207,5723498
(주)마이크로컨텍솔루션,098120,2016/12,21128864,23599897,4266371,4826410
(주)마이크로컨텍솔루션,098120,2017/12,20916372,22622967,3277122,3585397
(주)마이크로컨텍솔루션,098120,2018/12,17083144,16875307,2796184,2877168
(주)마이크로컨텍솔루션,098120,2019/12,19505335,19479418,3298952,3426435
(주)마이크로프랜드,147760,2016/12,43539833,,14782474,
(주)마이크로프랜드,147760,2017/12,37200219,,18326137,
(주)마이크로프랜드,147760,2018/12,29780531,,14888937,
(주)마이크로프랜드,147760,2019/12,25761123,,11609588,
(주)마크로젠,038290,2011/12,32617085,33423115,2801649,2820510
(주)마크로젠,038290,2012/12,47898079,50460637,4474111,4532742
(주)마크로젠,038290,2013/12,59835315,60619015,3563521,3630163
(주)마크로젠,038290,2014/12,70594672,71846756,6082591,6781577
(주)마크로젠,038290,2015/12,82051706,83813515,9971155,12190576
(주)마크로젠,038290,2016/12,85607543,96570988,10880101,14421180
(주)마크로젠,038290,2017/12,114929175,125507512,12456778,15860662
(주)마크로젠,038290,2018/12,125922764,133788717,18331256,20937947
(주)마크로젠,038290,2019/12,92407640,105384757,10364890,13298323
(주)만도,204320,2014/12,848629191,1764657020,122947191,324871945
(주)만도,204320,2015/12,859306289,1946430713,134679476,321200530
(주)만도,204320,2016/12,889370160,2100900335,146859028,336436557
(주)만도,204320,2017/12,724440346,2021067511,128830424,313440300
(주)만도,204320,2018/12,776918290,1972735305,128596831,318629995
(주)만도,204320,2019/12,877869111,2109809126,146638968,336797164
(주)매직마이크로,127160,2015/12,40987729,28632463,8799949,9398347
(주)매직마이크로,127160,2016/12,35664066,31967684,9352249,10328569
(주)매직마이크로,127160,2017/12,32098692,20544514,6215306,10426581
(주)매직마이크로,127160,2018/12,62878825,36744959,8691820,12938102
(주)매직마이크로,127160,2019/12,56231127,31496328,4679038,8740692
(주)매커스,093520,2011/12,22962142,28134947,7082963,7082963
(주)매커스,093520,2012/12,38899015,44179627,20110009,20110009
(주)매커스,093520,2013/12,44791853,52871788,9330036,9901711
(주)매커스,093520,2014/12,44995492,56313367,5484253,6339807
(주)매커스,093520,2015/12,60573553,72633959,5587412,6529456
(주)매커스,093520,2016/12,64404463,71152438,6381960,7097680
(주)매커스,093520,2017/12,64331469,74252486,4918258,4918258
(주)매커스,093520,2018/12,66769746,77249500,7485885,7485885
(주)매커스,093520,2019/12,81810474,91615351,20477795,20477795
(주)머큐리,100590,2018/12,64100808,,21793994,
(주)머큐리,100590,2019/12,78264006,,16630405,
(주)멀티캠퍼스,067280,2011/12,76783382,,781665,
(주)멀티캠퍼스,067280,2012/12,74603381,80060510,906740,906740
(주)멀티캠퍼스,067280,2013/12,83874743,90075075,418077,418077
(주)멀티캠퍼스,067280,2014/12,105960602,112398318,203433,203433
(주)멀티캠퍼스,067280,2015/12,33324406,42195438,2426,2426
(주)멀티캠퍼스,067280,2016/12,47066659,56704504,0,0
(주)멀티캠퍼스,067280,2017/12,61656299,70573046,0,0
(주)멀티캠퍼스,067280,2018/12,80269324,91468928,0,0
(주)멀티캠퍼스,067280,2019/12,78244362,90036804,0,0
(주)메드팩토,235980,2019/12,76026875,,0,
(주)메디아나,041920,2014/12,25556371,26383141,6285361,6753254
(주)메디아나,041920,2015/12,28696699,29939407,7935366,8362623
(주)메디아나,041920,2016/12,31934359,33976580,10495134,11329243
(주)메디아나,041920,2017/12,30698985,32222993,10634284,11273504
(주)메디아나,041920,2018/12,30895524,32314073,7889402,8376653
(주)메디아나,041920,2019/12,36556392,37858725,9617079,9795412
(주)메디콕스,054180,2011/06,4344084,,260674,
(주)메디콕스,054180,2012/06,3285024,,292125,
(주)메디콕스,054180,2013/06,2595442,,325076,
(주)메디콕스,054180,2014/06,2580894,,378415,
(주)메디콕스,054180,2015/06,2776127,,318637,
(주)메디콕스,054180,2016/06,3379550,,472895,
(주)메디콕스,054180,2017/06,8936420,,395458,
(주)메디콕스,054180,2018/06,6701152,,925419,
(주)메디콕스,054180,2019/06,9049680,10137889,1275178,1275178
(주)메디톡스,086900,2011/12,28425235,,858338,
(주)메디톡스,086900,2012/12,38544098,,928358,
(주)메디톡스,086900,2013/12,27522805,31374283,1545941,1703634
(주)메디톡스,086900,2014/12,98431825,103246838,3535224,3771864
(주)메디톡스,086900,2015/12,95957118,103481002,5198780,5842352
(주)메디톡스,086900,2016/12,60268419,68598147,6495669,6879307
(주)메디톡스,086900,2017/12,82442800,103154148,10968688,11609096
(주)메디톡스,086900,2018/12,93551548,116431673,20566761,21510965
(주)메디톡스,086900,2019/12,93379321,120029582,25988229,29332108
(주)메디프론디비티,065650,2011/12,10706101,,2929002,
(주)메디프론디비티,065650,2012/12,8631997,,2937404,
(주)메디프론디비티,065650,2013/12,6523549,,2478018,
(주)메디프론디비티,065650,2014/12,5100165,,1580385,
(주)메디프론디비티,065650,2015/12,7216332,,1777515,
(주)메디프론디비티,065650,2016/12,9464961,,3073119,
(주)메디프론디비티,065650,2017/12,20524280,,3297995,
(주)메디프론디비티,065650,2018/12,20086463,,3865611,
(주)메디프론디비티,065650,2019/12,17625476,,5083182,
(주)메지온,140410,2012/12,59570618,,0,
(주)메지온,140410,2013/12,58239093,,455045,
(주)메지온,140410,2014/12,73507038,,2268260,
(주)메지온,140410,2015/12,97328893,,2050826,
(주)메지온,140410,2016/12,92414000,94194167,1984346,2406405
(주)메지온,140410,2017/12,64915160,70500591,2557152,2736841
(주)메지온,140410,2018/12,64962034,70018630,2370262,2399857
(주)메지온,140410,2019/12,48231502,51849133,6002666,6002666
(주)메카로,241770,2017/12,114680318,,16222566,
(주)메카로,241770,2018/12,109724128,111130620,17519514,17519514
(주)메카로,241770,2019/12,71771094,77228037,11343787,12043690
(주)메타랩스,090370,2011/12,112365120,124085275,60248429,70230092
(주)메타랩스,090370,2012/12,104252845,114969481,56468867,65069280
(주)메타랩스,090370,2013/12,85377636,100565930,56965609,65240534
(주)메타랩스,090370,2014/12,96552567,111458139,64042613,74355521
(주)메타랩스,090370,2015/12,71129978,87565318,45546805,56549041
(주)메타랩스,090370,2016/12,41034742,53226146,17012467,26081684
(주)메타랩스,090370,2017/12,25071711,28022224,8038867,8038867
(주)메타랩스,090370,2018/12,26774402,41734769,1461090,3213944
(주)메타랩스,090370,2019/12,17532464,35542887,3232879,4779371
(주)메타바이오메드,059210,2011/12,18049466,19177901,4699342,5680114
(주)메타바이오메드,059210,2012/12,15208594,23387615,5285796,7187124
(주)메타바이오메드,059210,2013/12,28409353,35016810,4970516,7936817
(주)메타바이오메드,059210,2014/12,25351126,37450699,5335104,9241075
(주)메타바이오메드,059210,2015/12,28839931,34847720,9553544,15697703
(주)메타바이오메드,059210,2016/12,36421419,46724121,8363747,15619802
(주)메타바이오메드,059210,2017/12,31720536,43609656,7271977,14632350
(주)메타바이오메드,059210,2018/12,36181141,40275974,8060082,13159255
(주)메타바이오메드,059210,2019/12,39345444,41331664,9324707,15172656
(주)멕아이씨에스,058110,2015/12,6149497,,1869475,
(주)멕아이씨에스,058110,2016/12,9872428,10025369,2539715,2635999
(주)멕아이씨에스,058110,2017/12,7990451,8258773,2516260,2661939
(주)멕아이씨에스,058110,2018/12,6932435,8237770,2441751,3895163
(주)멕아이씨에스,058110,2019/12,7896837,8189221,2949167,3751108
(주)멜파스,096640,2011/12,86577230,,41598059,
(주)멜파스,096640,2012/12,206774708,,86036837,
(주)멜파스,096640,2013/12,179743201,,83948828,
(주)멜파스,096640,2014/12,98206232,,40652620,
(주)멜파스,096640,2015/12,57231383,,28775910,
(주)멜파스,096640,2016/12,52005458,,24354997,
(주)멜파스,096640,2017/12,41564647,,4814294,
(주)멜파스,096640,2018/12,14450429,,2536204,
(주)멜파스,096640,2019/12,17603430,17603430,7560541,7560541
(주)모나리자,012690,2011/12,23677476,,8049428,
(주)모나리자,012690,2012/12,28597571,,9984387,
(주)모나리자,012690,2013/12,29658432,,7193267,
(주)모나리자,012690,2014/12,37074845,,5729951,
(주)모나리자,012690,2015/12,40056623,,7399804,
(주)모나리자,012690,2016/12,41904496,,7862511,
(주)모나리자,012690,2017/12,44121983,,9971106,
(주)모나리자,012690,2018/12,40496850,,9786785,
(주)모나리자,012690,2019/12,37077157,,8359266,
(주)모나미,005360,2011/12,79580911,126611863,28069965,49773396
(주)모나미,005360,2012/12,74437849,110963026,27766725,41469572
(주)모나미,005360,2013/12,41983042,79751462,15944297,29029391
(주)모나미,005360,2014/12,36766861,78233182,16542672,31369219
(주)모나미,005360,2015/12,32238118,74588817,17828505,31118591
(주)모나미,005360,2016/12,32376755,78568533,16482842,33269517
(주)모나미,005360,2017/12,27798903,74374098,11527643,29786706
(주)모나미,005360,2018/12,28150942,77725827,12728328,32949913
(주)모나미,005360,2019/12,30350066,81274104,11499648,33770366
(주)모다이노칩,080420,2011/12,60152503,61227090,10907060,10941072
(주)모다이노칩,080420,2012/12,61793809,62869419,9106155,9126955
(주)모다이노칩,080420,2013/12,62604860,63694824,8479974,8527078
(주)모다이노칩,080420,2014/12,65929183,66980758,9258731,9351362
(주)모다이노칩,080420,2015/12,66628870,68704756,12067068,12290806
(주)모다이노칩,080420,2016/12,172566050,220110246,14402718,46032276
(주)모다이노칩,080420,2017/12,145739091,238947532,19101585,45900073
(주)모다이노칩,080420,2018/12,114494393,221581363,30974821,61354724
(주)모다이노칩,080420,2019/12,102559672,172662262,25331661,71545798
(주)모두투어네트워크,080160,2011/12,104348700,111730459,0,0
(주)모두투어네트워크,080160,2012/12,108132654,115468378,0,58045
(주)모두투어네트워크,080160,2013/12,110415885,116994467,0,38485
(주)모두투어네트워크,080160,2014/12,123723039,132326761,0,48491
(주)모두투어네트워크,080160,2015/12,94967228,114478390,0,4121576
(주)모두투어네트워크,080160,2016/12,137075479,151136372,0,117365
(주)모두투어네트워크,080160,2017/12,178235670,208697161,0,139705
(주)모두투어네트워크,080160,2018/12,180019569,200627583,10499308,10908824
(주)모두투어네트워크,080160,2019/12,188836394,203684840,9144027,9842580
(주)모바일리더,100030,2011/12,11594410,,0,
(주)모바일리더,100030,2012/12,12612517,18037855,0,1463
(주)모바일리더,100030,2013/12,15963862,19959293,0,1497
(주)모바일리더,100030,2014/12,13263447,17449793,0,198
(주)모바일리더,100030,2015/12,15579936,19999805,0,0
(주)모바일리더,100030,2016/12,12576775,16441662,0,0
(주)모바일리더,100030,2017/12,9939995,12793864,0,0
(주)모바일리더,100030,2018/12,12277491,18867372,0,0
(주)모바일리더,100030,2019/12,10134605,21585744,0,0
(주)모베이스,101330,2011/12,42609965,59562235,3660615,8331034
(주)모베이스,101330,2012/12,32441800,62245769,1083292,7079659
(주)모베이스,101330,2013/12,44425162,64460419,1709394,8094746
(주)모베이스,101330,2014/12,59740821,85261550,1200593,6790378
(주)모베이스,101330,2015/12,48530604,99492092,584321,12969258
(주)모베이스,101330,2016/12,40047700,115114018,362762,20526780
(주)모베이스,101330,2017/12,50092083,113810592,482799,21020034
(주)모베이스,101330,2018/12,48850137,132787032,453543,24331334
(주)모베이스,101330,2019/12,54831369,454510197,132620,136021107
(주)모베이스전자,012860,2011/12,152518604,216619190,17412262,52515683
(주)모베이스전자,012860,2012/12,150880455,226749413,16049870,65353760
(주)모베이스전자,012860,2013/12,163802844,232568216,14613568,67242649
(주)모베이스전자,012860,2014/12,156920475,253109605,21026076,79874623
(주)모베이스전자,012860,2015/12,172681290,279837027,23344326,91185643
(주)모베이스전자,012860,2016/12,229473803,322925126,36304298,102516275
(주)모베이스전자,012860,2017/12,196245546,262156502,38774023,96436059
(주)모베이스전자,012860,2018/12,230316890,308365679,47078229,114399641
(주)모베이스전자,012860,2019/12,264319160,337536524,48295576,113952552
(주)모비스,250060,2016/12,,,,
(주)모비스,250060,2017/12,12810500,,39314,
(주)모비스,250060,2018/12,16201692,17096766,12844,12844
(주)모비스,250060,2019/12,6711337,21290074,13831,18697
(주)모아텍,033200,2011/12,68467049,103308314,13435160,16489705
(주)모아텍,033200,2012/12,87443533,111468177,14050753,17277235
(주)모아텍,033200,2013/12,82349335,100594655,14335779,15915996
(주)모아텍,033200,2014/12,79393155,81884724,17211335,16790764
(주)모아텍,033200,2015/12,66614520,82170266,3382422,3521022
(주)모아텍,033200,2016/12,74917932,80566596,3192643,3192643
(주)모아텍,033200,2018/03,50453000,55265287,3501525,3501525
(주)모아텍,033200,2019/03,51035005,56126845,2834459,2834459
(주)모토닉,009680,2011/12,282317064,361710407,15827292,27224232
(주)모토닉,009680,2012/12,295975771,390340532,10895577,18872521
(주)모토닉,009680,2013/12,296642928,391352147,9611107,17183037
(주)모토닉,009680,2014/12,339568126,348676738,13969048,16850811
(주)모토닉,009680,2015/12,314930556,325024567,15941618,18373526
(주)모토닉,009680,2016/12,315540356,325694440,13982179,15279634
(주)모토닉,009680,2017/12,317591212,328035226,12736704,13483457
(주)모토닉,009680,2018/12,328686067,338939832,12337338,12864279
(주)모토닉,009680,2019/12,338779419,341600216,11401370,11401370
(주)모헨즈,006920,2011/12,11259816,30409929,1647332,9050007
(주)모헨즈,006920,2012/12,6565000,25138539,1465941,8819052
(주)모헨즈,006920,2013/12,7800488,29016640,1813525,9283755
(주)모헨즈,006920,2014/12,11034202,38281131,1926326,10180932
(주)모헨즈,006920,2015/12,12147690,42588934,1787328,10874040
(주)모헨즈,006920,2016/12,12718862,43935048,1305431,10300954
(주)모헨즈,006920,2017/12,11442329,47196093,1700381,11116075
(주)모헨즈,006920,2018/12,13261021,37348191,672058,3493034
(주)모헨즈,006920,2019/12,9374925,27379222,761786,3264549
(주)무학,033920,2011/12,99458069,100199791,46126791,47224817
(주)무학,033920,2012/12,86917807,90587405,41787407,43147380
(주)무학,033920,2013/12,129878000,133615742,40598031,41826914
(주)무학,033920,2014/12,66720610,70844184,20615928,21822716
(주)무학,033920,2015/12,55404009,64387158,7666790,9923737
(주)무학,033920,2016/12,89495885,99325584,7864300,11379103
(주)무학,033920,2017/12,107185534,122590209,7601848,11291636
(주)무학,033920,2018/12,64829904,76095657,8123538,12734618
(주)무학,033920,2019/12,92486052,115049475,8299112,12900154
(주)미래생명자원,218150,2015/12,,,,
(주)미래생명자원,218150,2016/12,,,,
(주)미래생명자원,218150,2017/12,22510675,24849220,2964409,2968213
(주)미래생명자원,218150,2018/12,18378002,22373898,3377007,3380584
(주)미래생명자원,218150,2019/12,22293393,26639405,2684916,2686529
(주)미래아이앤지,007120,2011/12,11127379,11833148,1843650,2433815
(주)미래아이앤지,007120,2012/12,6691744,7500542,1237992,2115086
(주)미래아이앤지,007120,2013/12,17689713,17931623,1788678,2793405
(주)미래아이앤지,007120,2014/12,5779147,5839036,410184,410184
(주)미래아이앤지,007120,2015/12,36657306,36653416,325201,325201
(주)미래아이앤지,007120,2016/12,12605748,13189476,793326,793326
(주)미래아이앤지,007120,2017/12,25854921,26447989,330727,330727
(주)미래아이앤지,007120,2018/12,22629601,23216877,22451,22451
(주)미래아이앤지,007120,2019/12,21597284,22181201,28028,28028
(주)미래컴퍼니,049950,2011/12,57652302,57184108,3956275,4536659
(주)미래컴퍼니,049950,2012/12,65891784,67588847,14252461,14757023
(주)미래컴퍼니,049950,2013/12,40988360,42374315,5448212,5818430
(주)미래컴퍼니,049950,2014/12,39117279,41286295,4132578,4434925
(주)미래컴퍼니,049950,2015/12,43686858,45631113,4733588,4962317
(주)미래컴퍼니,049950,2016/12,53806645,55884421,5205398,5500654
(주)미래컴퍼니,049950,2017/12,118482061,121408520,11783842,12094184
(주)미래컴퍼니,049950,2018/12,100726427,103779137,23932341,24344383
(주)미래컴퍼니,049950,2019/12,78285461,81517047,13385963,13791181
(주)미코,059090,2011/12,41741668,50389263,8732422,12722774
(주)미코,059090,2012/12,48190965,48283381,9564955,13852262
(주)미코,059090,2013/12,51163560,58681564,7370135,12423816
(주)미코,059090,2014/12,37994292,56920503,6312974,10580388
(주)미코,059090,2015/12,31374252,64737285,8065107,11225958
(주)미코,059090,2016/12,28692202,72387218,10028793,14696455
(주)미코,059090,2017/12,29968236,91025783,7255515,11752403
(주)미코,059090,2018/12,46993785,158247633,10323169,16589551
(주)미코,059090,2019/12,53072273,168047919,11923286,18729354
(주)미투온,201490,2016/12,34571735,38988994,0,0
(주)미투온,201490,2017/12,33634190,50394240,0,0
(주)미투온,201490,2018/12,7425821,51320508,0,0
(주)미투온,201490,2019/12,12571101,78097009,0,0
(주)바른손,018700,2011/03,22999916,26103910,9336613,11605000
(주)바른손,018700,2012/03,28341339,30151192,9649036,11422237
(주)바른손,018700,2013/03,17391118,19430704,2043369,8812878
(주)바른손,018700,2014/03,14067685,20624287,6212428,11172306
(주)바른손,018700,2015/03,8191926,5884624,2621958,3112182
(주)바른손,018700,2016/03,2933550,2881056,179429,568794
(주)바른손,018700,2017/03,17908187,17797220,95807,850946
(주)바른손,018700,2018/03,7930267,9759908,336508,785174
(주)바른손,018700,2019/03,22113121,24183770,2410,440222
(주)바른손이앤에이,035620,2011/12,5595551,5755201,0,0
(주)바른손이앤에이,035620,2012/12,4357532,7173369,0,0
(주)바른손이앤에이,035620,2013/12,5127865,6561455,0,267834
(주)바른손이앤에이,035620,2014/12,1813360,3112415,0,0
(주)바른손이앤에이,035620,2015/12,7909006,8490502,0,0
(주)바른손이앤에이,035620,2016/12,15028886,24692060,0,0
(주)바른손이앤에이,035620,2017/12,10386598,44970216,0,0
(주)바른손이앤에이,035620,2018/12,32169118,37083357,0,0
(주)바른손이앤에이,035620,2019/12,9139878,9569152,0,0
(주)바른전자,064520,2011/12,59874598,59331934,25242563,25242563
(주)바른전자,064520,2012/12,50395072,49938019,22434332,22434332
(주)바른전자,064520,2013/12,56588602,56608255,27426565,27426565
(주)바른전자,064520,2014/12,60012392,,26136456,
(주)바른전자,064520,2015/12,74291454,75334332,27765975,27765975
(주)바른전자,064520,2016/12,77890989,78900529,36857376,36857376
(주)바른전자,064520,2017/12,51356219,52159723,22682285,22682285
(주)바른전자,064520,2018/12,37857241,40467621,14101378,14114149
(주)바른전자,064520,2019/12,42514434,44238391,4182854,4182854
(주)바이넥스,053030,2011/12,38536075,37718659,6907556,6907556
(주)바이넥스,053030,2012/12,56006123,55170984,9211763,9211763
(주)바이넥스,053030,2013/12,41788546,38078400,8339854,8339854
(주)바이넥스,053030,2014/12,55828258,,7263590,
(주)바이넥스,053030,2015/12,54020789,,9423358,
(주)바이넥스,053030,2016/12,48276127,48432699,9514270,9514270
(주)바이넥스,053030,2017/12,46205818,54091262,10612772,10612772
(주)바이넥스,053030,2018/12,53600691,59262452,12529541,12529541
(주)바이넥스,053030,2019/12,67767670,73832945,14812409,14812409
(주)바이오니아,064550,2011/12,31352179,27528303,8885350,10065207
(주)바이오니아,064550,2012/12,29576777,25485611,8742729,9510047
(주)바이오니아,064550,2013/12,29703471,29168853,7660164,8771094
(주)바이오니아,064550,2014/12,27106255,26920530,8112815,9506479
(주)바이오니아,064550,2015/12,32024771,32204722,7839974,9320578
(주)바이오니아,064550,2016/12,23525666,23071555,7155227,7852074
(주)바이오니아,064550,2017/12,27570133,27109798,8428514,8910367
(주)바이오니아,064550,2018/12,30518813,31168929,7708263,8174924
(주)바이오니아,064550,2019/12,37331526,43023301,8339993,10207304
(주)바이오로그디바이스,208710,2014/12,,,,
(주)바이오로그디바이스,208710,2015/12,23913486,22241940,1527761,1593078
(주)바이오로그디바이스,208710,2016/12,27422384,26582628,1110928,1726263
(주)바이오로그디바이스,208710,2017/12,34200707,32230114,1990817,3486953
(주)바이오로그디바이스,208710,2018/12,37180859,42415493,824974,1261813
(주)바이오로그디바이스,208710,2019/12,23450207,35740620,3535959,4082225
(주)바이오솔루션,086820,2018/12,48486251,,692973,
(주)바이오솔루션,086820,2019/12,44792853,,529814,
(주)바이오스마트,038460,2011/12,20804167,21804828,1585882,2753732
(주)바이오스마트,038460,2012/12,23990433,22548499,2881802,4084813
(주)바이오스마트,038460,2013/12,14555068,19087484,2429869,6179089
(주)바이오스마트,038460,2014/12,14709058,18256280,2917137,6617931
(주)바이오스마트,038460,2015/12,17576589,21122432,4384199,8403865
(주)바이오스마트,038460,2016/12,22693334,35454176,5564170,14617454
(주)바이오스마트,038460,2017/12,21319577,35853402,5307978,17477467
(주)바이오스마트,038460,2018/12,25636215,62994048,5295843,31478363
(주)바이오스마트,038460,2019/12,48548024,102267146,5039207,34580951
(주)바이오톡스텍,086040,2011/12,11165945,14296969,461754,472741
(주)바이오톡스텍,086040,2012/12,12689609,14562799,554339,581406
(주)바이오톡스텍,086040,2013/12,11325476,16434953,591514,799273
(주)바이오톡스텍,086040,2014/12,13952562,17840446,381811,603241
(주)바이오톡스텍,086040,2015/12,11738010,13549332,480156,664099
(주)바이오톡스텍,086040,2016/12,14231332,16333571,683024,858506
(주)바이오톡스텍,086040,2017/12,11614417,13163621,584916,944308
(주)바이오톡스텍,086040,2018/12,13020322,15862206,567600,968435
(주)바이오톡스텍,086040,2019/12,15857277,17177529,521894,708307
(주)바텍,043150,2011/12,93082254,111149264,7359768,27030988
(주)바텍,043150,2012/12,88631068,131661992,10214971,35872110
(주)바텍,043150,2013/12,98752262,148078139,8878974,29577987
(주)바텍,043150,2014/12,96362829,153076216,8305816,32461086
(주)바텍,043150,2015/12,93180993,161483644,6738504,42718446
(주)바텍,043150,2016/12,113005156,250554021,27682224,61565666
(주)바텍,043150,2017/12,119515829,138289386,26672433,51128642
(주)바텍,043150,2018/12,137856587,162979276,24772310,58911889
(주)바텍,043150,2019/12,155054371,187276430,25698918,66703068
(주)방림,003610,2011/09,187163018,212419251,43629143,88202902
(주)방림,003610,2012/09,150691116,168696195,25428503,53065624
(주)방림,003610,2013/09,158251720,171341978,27343469,57419403
(주)방림,003610,2014/09,138919541,153617752,25086002,55977139
(주)방림,003610,2015/09,132425521,146425788,24792019,52960544
(주)방림,003610,2016/09,146292598,153196944,18996045,40763023
(주)방림,003610,2017/09,148790689,158260836,21838019,39696242
(주)방림,003610,2018/09,146650155,154851502,18694754,37283764
(주)방림,003610,2019/09,144353097,148401104,18638428,36470721
