회사명,거래소코드,회계년도,영업이익(개별),영업이익(연결)
(주)이상네트웍스,80010,Dec-16,5513620,6567769
(주)이상네트웍스,80010,Dec-17,6726723,7969101
(주)이상네트웍스,80010,Dec-18,6371606,6828534
(주)이상네트웍스,80010,Dec-19,1133536,7530464
(주)이수앱지스,86890,Dec-10,-7581922,0
(주)이수앱지스,86890,Dec-11,-5729267,0
(주)이수앱지스,86890,Dec-12,-6401858,0
(주)이수앱지스,86890,Dec-13,-6319279,0
(주)이수앱지스,86890,Dec-14,-6339985,0
(주)이수앱지스,86890,Dec-15,-5092084,0
(주)이수앱지스,86890,Dec-16,-3120710,0
(주)이수앱지스,86890,Dec-17,-8047497,0
(주)이수앱지스,86890,Dec-18,-12572974,0
(주)이수앱지스,86890,Dec-19,-15828900,0
(주)이수페타시스,7660,Dec-10,21998037,37498860
(주)이수페타시스,7660,Dec-11,18833234,16984091
(주)이수페타시스,7660,Dec-12,21595925,30452470
(주)이수페타시스,7660,Dec-13,36337811,47151330
(주)이수페타시스,7660,Dec-14,30258446,10288318
(주)이수페타시스,7660,Dec-15,31445469,20176549
(주)이수페타시스,7660,Dec-16,28101385,11057635
(주)이수페타시스,7660,Dec-17,11635336,-8029238
(주)이수페타시스,7660,Dec-18,35421376,7500327
(주)이수페타시스,7660,Dec-19,18945305,-23957647
(주)이수화학,5950,Dec-10,83778569,78819236
(주)이수화학,5950,Dec-11,75888012,74205583
(주)이수화학,5950,Dec-12,43954212,69592774
(주)이수화학,5950,Dec-13,32867210,-92419
(주)이수화학,5950,Dec-14,6213284,-35723881
(주)이수화학,5950,Dec-15,3123228,53916
(주)이수화학,5950,Dec-16,30456686,62632547
(주)이수화학,5950,Dec-17,25735870,31125854
(주)이수화학,5950,Dec-18,25942689,6451080
(주)이수화학,5950,Dec-19,18113676,9430780
(주)이스타코,15020,Dec-10,-2915381,0
(주)이스타코,15020,Dec-11,-1001659,0
(주)이스타코,15020,Dec-12,-1576026,-2068274
(주)이스타코,15020,Dec-13,24210932,24517064
(주)이스타코,15020,Dec-14,-2714183,-2701247
(주)이스타코,15020,Dec-15,-1503138,-1861116
(주)이스타코,15020,Dec-16,-1776269,-4447214
(주)이스타코,15020,Dec-17,2034423,25336
(주)이스타코,15020,Dec-18,-658998,-2679607
(주)이스타코,15020,Dec-19,3933073,0
(주)이스트소프트,47560,Dec-10,6455060,5974161
(주)이스트소프트,47560,Dec-11,15962354,10213371
(주)이스트소프트,47560,Dec-12,535995,-5508414
(주)이스트소프트,47560,Dec-13,-1362922,-3586878
(주)이스트소프트,47560,Dec-14,-511850,-1613111
(주)이스트소프트,47560,Dec-15,961226,-1554210
(주)이스트소프트,47560,Dec-16,-3939159,-2611187
(주)이스트소프트,47560,Dec-17,72788,-859110
(주)이스트소프트,47560,Dec-18,575655,2034696
(주)이스트소프트,47560,Dec-19,-2562355,-2835907
(주)이씨에스텔레콤,67010,Mar-10,1327769,0
(주)이씨에스텔레콤,67010,Mar-11,1814728,0
(주)이씨에스텔레콤,67010,Mar-12,2449291,0
(주)이씨에스텔레콤,67010,Mar-13,2911906,0
(주)이씨에스텔레콤,67010,Mar-14,3924345,0
(주)이씨에스텔레콤,67010,Mar-15,4755911,0
(주)이씨에스텔레콤,67010,Mar-16,5141232,0
(주)이씨에스텔레콤,67010,Mar-17,2553350,0
(주)이씨에스텔레콤,67010,Mar-18,2554275,0
(주)이씨에스텔레콤,67010,Mar-19,1414055,0
(주)이아이디,93230,Dec-10,-13008502,-13415618
(주)이아이디,93230,Dec-11,-26425736,-26537919
(주)이아이디,93230,Dec-12,-15226384,-9554250
(주)이아이디,93230,Dec-13,-4027869,0
(주)이아이디,93230,Dec-14,-5623891,-7431228
(주)이아이디,93230,Dec-15,-3291891,-9243977
(주)이아이디,93230,Dec-16,-2756160,-2788398
(주)이아이디,93230,Dec-17,-4471870,-4499531
(주)이아이디,93230,Dec-18,-3433078,-3446475
(주)이아이디,93230,Dec-19,-4599384,1484789
(주)이엔에프테크놀로지,102710,Dec-10,16247764,16235873
(주)이엔에프테크놀로지,102710,Dec-11,19024525,18023396
(주)이엔에프테크놀로지,102710,Dec-12,23519222,19605098
(주)이엔에프테크놀로지,102710,Dec-13,18827038,11998865
(주)이엔에프테크놀로지,102710,Dec-14,18761866,13848103
(주)이엔에프테크놀로지,102710,Dec-15,34941616,37866321
(주)이엔에프테크놀로지,102710,Dec-16,39817070,41327169
(주)이엔에프테크놀로지,102710,Dec-17,38807002,45348564
(주)이엔에프테크놀로지,102710,Dec-18,31287164,35608553
(주)이엔에프테크놀로지,102710,Dec-19,49132656,59636773
(주)이엔코퍼레이션,66980,Dec-10,-487374,-2893879
(주)이엔코퍼레이션,66980,Dec-11,-2717078,-2873305
(주)이엔코퍼레이션,66980,Dec-12,-5466675,-5895792
(주)이엔코퍼레이션,66980,Dec-13,232107,1461290
(주)이엔코퍼레이션,66980,Dec-14,-14210668,-13736248
(주)이엔코퍼레이션,66980,Dec-15,-5802675,-5516506
(주)이엔코퍼레이션,66980,Dec-16,3198612,4883108
(주)이엔코퍼레이션,66980,Dec-17,3529986,4731577
(주)이엔코퍼레이션,66980,Dec-18,1088917,-376577
(주)이엔코퍼레이션,66980,Dec-19,1779577,9123048
(주)이엔플러스,74610,Dec-10,-36703,-1478775
(주)이엔플러스,74610,Dec-11,-991845,-3088434
(주)이엔플러스,74610,Dec-12,-195452,-1788959
(주)이엔플러스,74610,Dec-13,1234305,396527
(주)이엔플러스,74610,Dec-14,1539092,1243604
(주)이엔플러스,74610,Dec-15,1835188,1576900
(주)이엔플러스,74610,Dec-16,4395469,4134342
(주)이엔플러스,74610,Dec-17,-960651,-467681
(주)이엔플러스,74610,Dec-18,-6253286,-11445776
(주)이엔플러스,74610,Dec-19,-10740050,-15398600
(주)이엘피,63760,Dec-17,18336553,18164720
(주)이엘피,63760,Dec-18,15937753,15156013
(주)이엘피,63760,Dec-19,3686395,3109187
(주)이엠넷,123570,Dec-11,6109307,6023627
(주)이엠넷,123570,Dec-12,6520936,6436550
(주)이엠넷,123570,Dec-13,3937240,3309359
(주)이엠넷,123570,Dec-14,1080139,2155400
(주)이엠넷,123570,Dec-15,1885305,2781478
(주)이엠넷,123570,Dec-16,1714863,3259571
(주)이엠넷,123570,Dec-17,2548867,4183134
(주)이엠넷,123570,Dec-18,3210690,5544145
(주)이엠넷,123570,Dec-19,4056925,7715027
(주)이엠앤아이,83470,Dec-10,-652200,-7933065
(주)이엠앤아이,83470,Dec-11,-1153282,247205
(주)이엠앤아이,83470,Dec-12,4957692,5822020
(주)이엠앤아이,83470,Dec-13,6802027,203313
(주)이엠앤아이,83470,Dec-14,5546064,8837833
(주)이엠앤아이,83470,Dec-15,4330782,4927752
(주)이엠앤아이,83470,Dec-16,2752883,-1967964
(주)이엠앤아이,83470,Dec-17,944112,-2460702
(주)이엠앤아이,83470,Dec-18,-25705875,-17461902
(주)이엠앤아이,83470,Dec-19,-2586140,-3235270
(주)이엠텍,91120,Dec-10,-583661,1678160
(주)이엠텍,91120,Dec-11,-1631527,4203910
(주)이엠텍,91120,Dec-12,10042754,28846947
(주)이엠텍,91120,Dec-13,11903755,24272118
(주)이엠텍,91120,Dec-14,4543110,12981769
(주)이엠텍,91120,Dec-15,-3759052,12954491
(주)이엠텍,91120,Dec-16,1322760,16587283
(주)이엠텍,91120,Dec-17,6279097,13626917
(주)이엠텍,91120,Dec-18,25066008,21165477
(주)이엠텍,91120,Dec-19,-11241946,-5605245
(주)이오테크닉스,39030,Dec-10,44155143,44641774
(주)이오테크닉스,39030,Dec-11,13619811,15619061
(주)이오테크닉스,39030,Dec-12,31765699,34321182
(주)이오테크닉스,39030,Dec-13,36279472,43099270
(주)이오테크닉스,39030,Dec-14,51600369,56664489
(주)이오테크닉스,39030,Dec-15,22040517,28545439
(주)이오테크닉스,39030,Dec-16,19214469,21258736
(주)이오테크닉스,39030,Dec-17,50493017,59979120
(주)이오테크닉스,39030,Dec-18,7245337,17858925
(주)이오테크닉스,39030,Dec-19,8253839,7100165
(주)이원,17940,Dec-10,96939289,119614407
(주)이원,17940,Dec-11,115410089,120521295
(주)이원,17940,Dec-12,97515886,109883094
(주)이원,17940,Dec-13,111665614,108867826
(주)이원,17940,Dec-14,80112276,86965138
(주)이원,17940,Dec-15,100215384,35683009
(주)이원,17940,Dec-16,64785815,11087869
(주)이원,17940,Dec-17,87006745,93694351
(주)이원,17940,Dec-18,7701627,14012873
(주)이원,17940,Dec-19,123955267,106309924
(주)이월드,84680,Dec-10,-4019250,-4019250
(주)이월드,84680,Dec-11,-1373012,-1373012
(주)이월드,84680,Dec-12,-2352833,-3673029
(주)이월드,84680,Dec-13,-4072213,-5950466
(주)이월드,84680,Dec-14,-3573488,0
(주)이월드,84680,Dec-15,514315,0
(주)이월드,84680,Dec-16,4279694,0
(주)이월드,84680,Dec-17,6686653,0
(주)이월드,84680,Dec-18,4576440,0
(주)이월드,84680,Dec-19,17433450,0
(주)이즈미디어,181340,Dec-17,910113,2409272
(주)이즈미디어,181340,Dec-18,3753265,4120799
(주)이즈미디어,181340,Dec-19,-2294015,-2640368
(주)이지,37370,Dec-10,4082645,4421088
(주)이지,37370,Dec-11,3962371,1343966
(주)이지,37370,Dec-12,7089995,685485
(주)이지,37370,Dec-13,6031774,6349867
(주)이지,37370,Dec-14,4010710,5296242
(주)이지,37370,Dec-15,3490400,-1278170
(주)이지,37370,Dec-16,2908441,877704
(주)이지,37370,Dec-17,1505351,1322488
(주)이지,37370,Dec-18,-5549242,-8973681
(주)이지,37370,Dec-19,1711504,1499350
(주)이지홀딩스,35810,Dec-10,14720881,43429108
(주)이지홀딩스,35810,Dec-11,13256555,47659126
(주)이지홀딩스,35810,Dec-12,20537318,41412152
(주)이지홀딩스,35810,Dec-13,20967415,39264472
(주)이지홀딩스,35810,Dec-14,23731677,78091646
(주)이지홀딩스,35810,Dec-15,25102567,67902762
(주)이지홀딩스,35810,Dec-16,24060909,79047110
(주)이지홀딩스,35810,Dec-17,21967633,106030149
(주)이지홀딩스,35810,Dec-18,27772891,92964289
(주)이지홀딩스,35810,Dec-19,23795767,41625730
(주)이큐셀,160600,Dec-15,7355290,7280046
(주)이큐셀,160600,Dec-16,469721,223511
(주)이큐셀,160600,Dec-17,2243930,1919044
(주)이큐셀,160600,Dec-18,5293763,4937954
(주)이큐셀,160600,Dec-19,-29077298,-29898119
(주)이크레더블,92130,Sep-10,4787683,0
(주)이크레더블,92130,Sep-11,6456751,6456751
(주)이크레더블,92130,Sep-12,6242018,6463323
(주)이크레더블,92130,Dec-13,6289007,7025346
(주)이크레더블,92130,Dec-14,6753540,7606386
(주)이크레더블,92130,Dec-15,8545174,9449295
(주)이크레더블,92130,Dec-16,11458105,12136225
(주)이크레더블,92130,Dec-17,12712510,13436333
(주)이크레더블,92130,Dec-18,14519753,15320031
(주)이크레더블,92130,Dec-19,15975424,16726688
(주)이퓨쳐,134060,Dec-11,-453493,0
(주)이퓨쳐,134060,Dec-12,-133144,0
(주)이퓨쳐,134060,Dec-13,1105515,0
(주)이퓨쳐,134060,Dec-14,397613,0
(주)이퓨쳐,134060,Dec-15,106282,0
(주)이퓨쳐,134060,Dec-16,339910,0
(주)이퓨쳐,134060,Dec-17,-218432,0
(주)이퓨쳐,134060,Dec-18,291704,0
(주)이퓨쳐,134060,Dec-19,954978,0
(주)인디에프,14990,Dec-10,6979766,6970512
(주)인디에프,14990,Dec-11,-17603246,-19780474
(주)인디에프,14990,Dec-12,-6518457,-6806997
(주)인디에프,14990,Dec-13,-3330481,-3576630
(주)인디에프,14990,Dec-14,-3098935,-3072056
(주)인디에프,14990,Dec-15,-5016725,-5010629
(주)인디에프,14990,Dec-16,-7031097,-7030173
(주)인디에프,14990,Dec-17,1583591,1637233
(주)인디에프,14990,Dec-18,1989310,2015486
(주)인디에프,14990,Dec-19,-1610475,-1579169
(주)인바디,41830,Dec-10,4568301,4849846
(주)인바디,41830,Dec-11,4722116,5122617
(주)인바디,41830,Dec-12,3757991,5001977
(주)인바디,41830,Dec-13,5671388,6500740
(주)인바디,41830,Dec-14,9546838,10095137
(주)인바디,41830,Dec-15,17712672,20007588
(주)인바디,41830,Dec-16,19925674,22041087
(주)인바디,41830,Dec-17,22261355,24900250
(주)인바디,41830,Dec-18,24263439,23676827
(주)인바디,41830,Dec-19,28147448,27626227
(주)인바이오젠,101140,Dec-10,-13850802,0
(주)인바이오젠,101140,Dec-11,1011110,0
(주)인바이오젠,101140,Dec-12,-1213666,0
(주)인바이오젠,101140,Dec-13,-1284367,0
(주)인바이오젠,101140,Dec-14,-1275968,0
(주)인바이오젠,101140,Dec-15,-4947476,0
(주)인바이오젠,101140,Dec-16,-2131835,0
(주)인바이오젠,101140,Dec-17,-1531487,0
(주)인바이오젠,101140,Dec-18,921474,0
(주)인바이오젠,101140,Dec-19,-2249168,0
(주)인산가,277410,Dec-17,0,0
(주)인산가,277410,Dec-18,3998552,4216481
(주)인산가,277410,Dec-19,3628553,3992880
(주)인성정보,33230,Dec-10,-1151618,6277102
(주)인성정보,33230,Dec-11,2011672,8103170
(주)인성정보,33230,Dec-12,-349127,3679702
(주)인성정보,33230,Dec-13,1523951,6978347
(주)인성정보,33230,Dec-14,-1025308,3107951
(주)인성정보,33230,Dec-15,-4807130,-3128099
(주)인성정보,33230,Dec-16,533146,4959089
(주)인성정보,33230,Dec-17,-872655,3121729
(주)인성정보,33230,Dec-18,-824120,3100945
(주)인성정보,33230,Dec-19,231246,3463664
(주)인스코비,6490,Dec-10,-34163696,0
(주)인스코비,6490,Dec-11,-3551534,0
(주)인스코비,6490,Dec-12,-5674428,0
(주)인스코비,6490,Dec-13,-6923186,-6929046
(주)인스코비,6490,Dec-14,-5612183,-5824532
(주)인스코비,6490,Dec-15,-4835950,-4750749
(주)인스코비,6490,Dec-16,-4273506,-2532277
(주)인스코비,6490,Dec-17,-3651584,-199908
(주)인스코비,6490,Dec-18,2388094,5325278
(주)인스코비,6490,Dec-19,5427285,4731238
(주)인지디스플레이,37330,Dec-10,22448539,34637660
(주)인지디스플레이,37330,Dec-11,19983207,37348022
(주)인지디스플레이,37330,Dec-12,1117021,27825385
(주)인지디스플레이,37330,Dec-13,-3986154,4825130
(주)인지디스플레이,37330,Dec-14,774681,10694328
(주)인지디스플레이,37330,Dec-15,3201914,9138974
(주)인지디스플레이,37330,Dec-16,3750275,10641856
(주)인지디스플레이,37330,Dec-17,3147370,2854491
(주)인지디스플레이,37330,Dec-18,8198888,22135015
(주)인지디스플레이,37330,Dec-19,1417755,23830907
(주)인콘,83640,Dec-10,3010544,3010544
(주)인콘,83640,Dec-11,1881356,2541942
(주)인콘,83640,Dec-12,2044069,1598018
(주)인콘,83640,Dec-13,3680626,3680626
(주)인콘,83640,Dec-14,2222178,0
(주)인콘,83640,Dec-15,1574097,1544099
(주)인콘,83640,Dec-16,-715466,-778491
(주)인콘,83640,Dec-17,1311873,1260626
(주)인콘,83640,Dec-18,-1514027,-1962996
(주)인콘,83640,Dec-19,-1609785,-2371065
(주)인터로조,119610,Dec-10,5921211,0
(주)인터로조,119610,Dec-11,8364929,0
(주)인터로조,119610,Dec-12,9561435,0
(주)인터로조,119610,Dec-13,10532472,0
(주)인터로조,119610,Dec-14,8771200,0
(주)인터로조,119610,Dec-15,16289022,0
(주)인터로조,119610,Dec-16,23737765,23306560
(주)인터로조,119610,Dec-17,24534314,24233728
(주)인터로조,119610,Dec-18,17346923,17125531
(주)인터로조,119610,Dec-19,22998597,22618019
(주)인터엠,17250,Sep-10,2818997,0
(주)인터엠,17250,Sep-11,1562313,1366296
(주)인터엠,17250,Sep-12,1710478,1526426
(주)인터엠,17250,Sep-13,2147118,2399789
(주)인터엠,17250,Sep-14,5145109,5020049
(주)인터엠,17250,Sep-15,2561736,2557446
(주)인터엠,17250,Sep-16,3433118,3495228
(주)인터엠,17250,Sep-17,3105506,3129849
(주)인터엠,17250,Sep-18,3554236,3181926
(주)인터엠,17250,Sep-19,-3420230,-3349363
(주)인터플렉스,51370,Dec-10,30708549,0
(주)인터플렉스,51370,Dec-11,40386508,0
(주)인터플렉스,51370,Dec-12,46529133,0
(주)인터플렉스,51370,Dec-13,50695,0
(주)인터플렉스,51370,Dec-14,-91700816,0
(주)인터플렉스,51370,Dec-15,-99789743,-84766140
(주)인터플렉스,51370,Dec-16,-64840241,-51563873
(주)인터플렉스,51370,Dec-17,30633923,61450799
(주)인터플렉스,51370,Dec-18,-91486535,-66225314
(주)인터플렉스,51370,Dec-19,-21672584,-16774919
(주)인텍플러스,64290,Dec-11,4925448,0
(주)인텍플러스,64290,Dec-12,3028887,0
(주)인텍플러스,64290,Dec-13,-6754114,0
(주)인텍플러스,64290,Dec-14,-4797961,0
(주)인텍플러스,64290,Dec-15,448004,0
(주)인텍플러스,64290,Dec-16,-3554676,0
(주)인텍플러스,64290,Dec-17,526561,29219
(주)인텍플러스,64290,Dec-18,-7659578,-8319462
(주)인텍플러스,64290,Dec-19,4630581,4705630
(주)인텔리안테크놀로지스,189300,Dec-16,6945818,7385544
(주)인텔리안테크놀로지스,189300,Dec-17,7203153,7020258
(주)인텔리안테크놀로지스,189300,Dec-18,7539948,10303613
(주)인텔리안테크놀로지스,189300,Dec-19,1616657,7138728
(주)인트로메딕,150840,Dec-13,2192396,2253397
(주)인트로메딕,150840,Dec-14,1090442,838917
(주)인트로메딕,150840,Dec-15,-1193212,-1308224
(주)인트로메딕,150840,Dec-16,-2663006,-3551827
(주)인트로메딕,150840,Dec-17,-791017,0
(주)인트로메딕,150840,Dec-18,-3223045,-3240970
(주)인트로메딕,150840,Dec-19,-4187601,-5293433
(주)인트론바이오테크놀로지,48530,Dec-11,295616,0
(주)인트론바이오테크놀로지,48530,Dec-12,-1115163,0
(주)인트론바이오테크놀로지,48530,Dec-13,58870,0
(주)인트론바이오테크놀로지,48530,Dec-14,1125090,0
(주)인트론바이오테크놀로지,48530,Dec-15,2131855,0
(주)인트론바이오테크놀로지,48530,Dec-16,-1174475,-1200392
(주)인트론바이오테크놀로지,48530,Dec-17,-3805655,-3900277
(주)인트론바이오테크놀로지,48530,Dec-18,5231537,5165702
(주)인트론바이오테크놀로지,48530,Dec-19,-4152694,-4368078
(주)인팩,23810,Dec-10,7728341,16672129
(주)인팩,23810,Dec-11,5098808,11073771
(주)인팩,23810,Dec-12,327548,10723262
(주)인팩,23810,Dec-13,5287977,13889132
(주)인팩,23810,Dec-14,3284183,9667180
(주)인팩,23810,Dec-15,1436600,9236309
(주)인팩,23810,Dec-16,3688258,10798921
(주)인팩,23810,Dec-17,620794,-2441192
(주)인팩,23810,Dec-18,-3884850,3197700
(주)인팩,23810,Dec-19,-5674090,-436275
(주)인포마크,175140,Dec-15,-981895,0
(주)인포마크,175140,Dec-16,2215299,0
(주)인포마크,175140,Dec-17,-6296490,-7032875
(주)인포마크,175140,Dec-18,772459,-826932
(주)인포마크,175140,Dec-19,-10610605,-11797625
(주)인포바인,115310,Dec-10,9373124,0
(주)인포바인,115310,Dec-11,10196798,0
(주)인포바인,115310,Dec-12,10498089,0
(주)인포바인,115310,Dec-13,12704877,0
(주)인포바인,115310,Dec-14,13408171,13167191
(주)인포바인,115310,Dec-15,11578565,11121886
(주)인포바인,115310,Dec-16,13579699,12496329
(주)인포바인,115310,Dec-17,14642762,12535249
(주)인포바인,115310,Dec-18,13085225,11112470
(주)인포바인,115310,Dec-19,11349877,9516147
(주)인피니트헬스케어,71200,Dec-10,6288606,6351251
(주)인피니트헬스케어,71200,Dec-11,1708502,-2081155
(주)인피니트헬스케어,71200,Dec-12,-1272478,-5305315
(주)인피니트헬스케어,71200,Dec-13,2248497,2717562
(주)인피니트헬스케어,71200,Dec-14,2080441,3077444
(주)인피니트헬스케어,71200,Dec-15,3782235,4437380
(주)인피니트헬스케어,71200,Dec-16,6930139,6637283
(주)인피니트헬스케어,71200,Dec-17,7031739,5543879
(주)인피니트헬스케어,71200,Dec-18,1624015,2351756
(주)인피니트헬스케어,71200,Dec-19,5634206,7072336
(주)일승,333430,Dec-19,0,0
(주)일신바이오베이스,68330,Dec-10,2289731,0
(주)일신바이오베이스,68330,Dec-11,963218,0
(주)일신바이오베이스,68330,Dec-12,1968696,0
(주)일신바이오베이스,68330,Dec-13,1139942,1118870
(주)일신바이오베이스,68330,Dec-14,2096953,2074606
(주)일신바이오베이스,68330,Dec-15,2721426,2637943
(주)일신바이오베이스,68330,Dec-16,3011111,3008844
(주)일신바이오베이스,68330,Dec-17,2431461,2341409
(주)일신바이오베이스,68330,Dec-18,3475802,3036924
(주)일신바이오베이스,68330,Dec-19,4641215,5214863
(주)일신석재,7110,Dec-10,1460614,0
(주)일신석재,7110,Dec-11,1267947,0
(주)일신석재,7110,Dec-12,1050525,0
(주)일신석재,7110,Dec-13,1077184,0
(주)일신석재,7110,Dec-14,91065,0
(주)일신석재,7110,Dec-15,-2463066,0
(주)일신석재,7110,Dec-16,-2605704,0
(주)일신석재,7110,Dec-17,973721,0
(주)일신석재,7110,Dec-18,1445901,0
(주)일신석재,7110,Dec-19,1753513,0
(주)일야,58450,Dec-10,-648993,-141561
(주)일야,58450,Dec-11,-4603780,-4057717
(주)일야,58450,Dec-12,-5111176,-6319091
(주)일야,58450,Dec-13,1288330,0
(주)일야,58450,Dec-14,5112575,0
(주)일야,58450,Dec-15,3662035,0
(주)일야,58450,Dec-16,2583500,0
(주)일야,58450,Dec-17,-3106234,0
(주)일야,58450,Dec-18,-4206326,0
(주)일야,58450,Dec-19,-4371497,-4135868
(주)일지테크,19540,Dec-10,6795342,6795342
(주)일지테크,19540,Dec-11,7293604,6783762
(주)일지테크,19540,Dec-12,15844819,8508638
(주)일지테크,19540,Dec-13,10506173,12658946
(주)일지테크,19540,Dec-14,7455237,29538090
(주)일지테크,19540,Dec-15,-3232845,18519511
(주)일지테크,19540,Dec-16,-373367,26611910
(주)일지테크,19540,Dec-17,480739,922263
(주)일지테크,19540,Dec-18,8254309,1493492
(주)일지테크,19540,Dec-19,4963587,-14582282
(주)일진파워,94820,Dec-10,1331019,0
(주)일진파워,94820,Dec-11,6599573,0
(주)일진파워,94820,Dec-12,2669790,0
(주)일진파워,94820,Dec-13,6263965,0
(주)일진파워,94820,Dec-14,6957781,8349610
(주)일진파워,94820,Dec-15,5992142,8227536
(주)일진파워,94820,Dec-16,5107626,8204556
(주)일진파워,94820,Dec-17,16303332,17774021
(주)일진파워,94820,Dec-18,16560824,19063746
(주)일진파워,94820,Dec-19,11965573,14363543
(주)잇츠한불,226320,Dec-15,111822536,111751426
(주)잇츠한불,226320,Dec-16,73435931,73288748
(주)잇츠한불,226320,Dec-17,19027243,45366028
(주)잇츠한불,226320,Dec-18,2736021,19913149
(주)잇츠한불,226320,Dec-19,-9614751,10931674
(주)잉크테크,49550,Dec-10,-1189834,-195571
(주)잉크테크,49550,Dec-11,-7678602,-7319056
(주)잉크테크,49550,Dec-12,5328449,5531872
(주)잉크테크,49550,Dec-13,2174491,2757955
(주)잉크테크,49550,Dec-14,-5088276,-4974393
(주)잉크테크,49550,Dec-15,-4391869,-4295685
(주)잉크테크,49550,Dec-16,176489,-56818
(주)잉크테크,49550,Dec-17,-6732786,-6915054
(주)잉크테크,49550,Dec-18,-415485,-938876
(주)잉크테크,49550,Dec-19,-1629086,-1319239
(주)자비스,254120,Dec-16,0,0
(주)자비스,254120,Dec-17,0,0
(주)자비스,254120,Dec-18,0,0
(주)자비스,254120,Dec-19,-460454,-578255
(주)자연과환경,43910,Dec-10,2033676,2035981
(주)자연과환경,43910,Dec-11,-19435888,-18990442
(주)자연과환경,43910,Dec-12,-5808963,-7090955
(주)자연과환경,43910,Dec-13,-2591342,-2841220
(주)자연과환경,43910,Dec-14,1063685,522871
(주)자연과환경,43910,Dec-15,328684,395417
(주)자연과환경,43910,Dec-16,-2557922,-5197104
(주)자연과환경,43910,Dec-17,-3949317,-4382461
(주)자연과환경,43910,Dec-18,674255,558505
(주)자연과환경,43910,Dec-19,850450,813590
(주)장원테크,174880,Dec-16,-8081748,5107269
(주)장원테크,174880,Dec-17,-8285933,2823064
(주)장원테크,174880,Dec-18,4594043,11569651
(주)장원테크,174880,Dec-19,-3376993,-3905704
(주)정다운,208140,Dec-14,0,0
(주)정다운,208140,Dec-15,0,0
(주)정다운,208140,Dec-16,2377150,3259051
(주)정다운,208140,Dec-17,11221181,11073062
(주)정다운,208140,Dec-18,13507872,12494995
(주)정다운,208140,Dec-19,5300075,3156217
(주)정상제이엘에스,40420,Dec-10,19997130,19996350
(주)정상제이엘에스,40420,Dec-11,14650437,14721784
(주)정상제이엘에스,40420,Dec-12,10350292,10436744
(주)정상제이엘에스,40420,Dec-13,8005541,7983832
(주)정상제이엘에스,40420,Dec-14,7481708,7207953
(주)정상제이엘에스,40420,Dec-15,7302596,6875719
(주)정상제이엘에스,40420,Dec-16,8585242,8678730
(주)정상제이엘에스,40420,Dec-17,9796676,10339772
(주)정상제이엘에스,40420,Dec-18,10915358,10887968
(주)정상제이엘에스,40420,Dec-19,13060056,13395135
(주)정원엔시스,45510,Dec-10,-3747328,0
(주)정원엔시스,45510,Dec-11,586520,0
(주)정원엔시스,45510,Dec-12,1830702,0
(주)정원엔시스,45510,Dec-13,2201967,0
(주)정원엔시스,45510,Dec-14,4445213,0
(주)정원엔시스,45510,Dec-15,4018714,4061477
(주)정원엔시스,45510,Dec-16,1870901,2563899
(주)정원엔시스,45510,Dec-17,1823116,2316080
(주)정원엔시스,45510,Dec-18,2287368,2496739
(주)정원엔시스,45510,Dec-19,1644730,1766491
(주)제넥신,95700,Dec-10,-5439419,-5439419
(주)제넥신,95700,Dec-11,-6844669,-7009922
(주)제넥신,95700,Dec-12,-2692825,-2692825
(주)제넥신,95700,Dec-13,-7050848,0
(주)제넥신,95700,Dec-14,-5207706,0
(주)제넥신,95700,Dec-15,1086621,0
(주)제넥신,95700,Dec-16,-23327163,0
(주)제넥신,95700,Dec-17,-26859177,0
(주)제넥신,95700,Dec-18,-38083104,0
(주)제넥신,95700,Dec-19,-44536068,0
(주)제넨바이오,72520,Dec-10,-2169091,-4231026
(주)제넨바이오,72520,Dec-11,3830101,4792122
(주)제넨바이오,72520,Dec-12,6618936,6887636
(주)제넨바이오,72520,Dec-13,-5595190,-4185935
(주)제넨바이오,72520,Dec-14,-37700456,-31045623
(주)제넨바이오,72520,Dec-15,-22906069,-15460142
(주)제넨바이오,72520,Dec-16,-5731624,-5205524
(주)제넨바이오,72520,Dec-17,752329,2162118
(주)제넨바이오,72520,Dec-18,-2390841,-2377142
(주)제넨바이오,72520,Dec-19,-11931152,-16480823
(주)제노레이,122310,Dec-18,10227309,10958080
(주)제노레이,122310,Dec-19,13877528,14668169
(주)제노포커스,187420,Dec-15,600221,1098015
(주)제노포커스,187420,Dec-16,1040672,1325988
(주)제노포커스,187420,Dec-17,927387,1192095
(주)제노포커스,187420,Dec-18,-765145,-1213556
(주)제노포커스,187420,Dec-19,-2180603,-2877734
(주)제닉,123330,Dec-11,13332275,0
(주)제닉,123330,Dec-12,7558922,7109063
(주)제닉,123330,Dec-13,5708951,3867024
(주)제닉,123330,Dec-14,2543965,1913511
(주)제닉,123330,Dec-15,3258541,3119224
(주)제닉,123330,Dec-16,4032151,5360361
(주)제닉,123330,Dec-17,-4390221,-8285857
(주)제닉,123330,Dec-18,-9167101,-11410097
(주)제닉,123330,Dec-19,-890554,-5026610
(주)제로투세븐,159580,Dec-13,1973792,4782476
(주)제로투세븐,159580,Dec-14,-3546156,-113503
(주)제로투세븐,159580,Dec-15,-2399768,-444029
(주)제로투세븐,159580,Dec-16,-9967519,-12180532
(주)제로투세븐,159580,Dec-17,571978,-2543467
