회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원)
(주)케이아이엔엑스,093320,2011/12,32125583,32515059,9737142,9741622,18381413,18812456,30112159,30373688
(주)케이아이엔엑스,093320,2012/12,35257017,36721776,10333745,10342587,17039562,18642456,33203229,34468118
(주)케이아이엔엑스,093320,2013/12,39792146,42421760,10548944,10618887,21003464,23157461,37433178,39836015
(주)케이아이엔엑스,093320,2014/12,43419933,47792241,10711690,11120893,22407579,25100332,41082528,45043374
(주)케이아이엔엑스,093320,2015/12,46938461,52405870,10742817,11092017,26652686,31990493,44941664,49326695
(주)케이아이엔엑스,093320,2016/12,53506705,60245919,9605497,10184892,29622243,35850084,49336461,55012575
(주)케이아이엔엑스,093320,2017/12,57901667,65275232,9372970,10637680,33589785,39653262,52494205,58738875
(주)케이아이엔엑스,093320,2018/12,67116092,77159848,11128342,12392185,40730624,46422458,62622376,70441024
(주)케이아이엔엑스,093320,2019/12,92556339,104862166,28835701,31264315,48854043,55291999,73653301,84552669
(주)케이에스에스해운,044450,2011/12,288447810,290211266,247328718,247373685,21772464,22876242,132904454,133663450
(주)케이에스에스해운,044450,2012/12,307046894,309112196,275273669,275298658,14465670,16232311,136478674,137320751
(주)케이에스에스해운,044450,2013/12,337375290,339056173,309717666,309738240,11977978,13493664,160075388,160754932
(주)케이에스에스해운,044450,2014/12,494936208,,456528725,,22176771,,184349598,
(주)케이에스에스해운,044450,2015/12,545682717,545679903,510078622,510078622,33787429,33976652,212132522,212129704
(주)케이에스에스해운,044450,2016/12,646842782,647988184,613049627,612912840,30494010,31834237,235733159,236009707
(주)케이에스에스해운,044450,2017/12,903664233,904763003,834162620,833657192,66287525,67939408,227289269,227384051
(주)케이에스에스해운,044450,2018/12,901452186,902632631,855036964,854522617,43161511,44972348,249220001,249394910
(주)케이에스에스해운,044450,2019/12,955828294,957238169,889203607,888761242,62269941,64221648,280524466,280999714
(주)케이에스피,073010,2011/12,86595920,,27667270,,56582750,,71187814,
(주)케이에스피,073010,2012/12,84401756,,27892104,,53692963,,68612691,
(주)케이에스피,073010,2013/12,86163231,,29890091,,52505177,,70322617,
(주)케이에스피,073010,2014/12,112241429,,28688335,,56067285,,69342526,
(주)케이에스피,073010,2015/12,111206909,,29792334,,53306865,,66834618,
(주)케이에스피,073010,2016/12,57516617,,29945809,,26143738,,9718896,
(주)케이에스피,073010,2017/12,46288402,,28499504,,17335185,,8249422,
(주)케이에스피,073010,2018/12,40606904,,23838326,,16716403,,21149255,
(주)케이에스피,073010,2019/12,44248244,,23813973,,20364017,,22774248,
(주)케이에이치바텍,060720,2011/12,284573031,366215887,51856086,151056652,167518983,199810351,205435148,195608756
(주)케이에이치바텍,060720,2012/12,284225401,404287963,55769369,167645207,160683513,219846346,211865857,188350675
(주)케이에이치바텍,060720,2013/12,282564015,444121495,56833618,185847544,155640574,247886326,243033570,245330625
(주)케이에이치바텍,060720,2014/12,400437091,576287266,72169087,200128293,253818075,361927141,275574276,266393397
(주)케이에이치바텍,060720,2015/12,323737656,455395701,114056540,236794660,130361006,197792908,283143463,281846117
(주)케이에이치바텍,060720,2016/12,285263656,414589389,102750357,210073234,108712134,188983178,251394018,250845169
(주)케이에이치바텍,060720,2017/12,241234064,320081206,74390023,164392494,93900563,141261048,209278034,208559262
(주)케이에이치바텍,060720,2018/12,223197960,298635096,29893782,145401975,148460898,141621065,175257036,174397771
(주)케이에이치바텍,060720,2019/12,223517760,283444245,29280997,147814936,91883633,123263166,185565985,184506428
(주)케이에이치필룩스,033180,2011/12,59958855,89953531,18112582,26378584,26282546,50963019,35312787,56175773
(주)케이에이치필룩스,033180,2012/12,57582231,88648355,18100346,27326280,24135216,50616952,35312636,56729257
(주)케이에이치필룩스,033180,2013/12,59719170,94998300,18325877,28866774,25413727,55156479,36655730,60492128
(주)케이에이치필룩스,033180,2014/12,58941063,101016572,18977629,35128165,23331165,53817692,37179728,65546373
(주)케이에이치필룩스,033180,2015/12,59456867,104529556,19090716,42188921,22772649,49993714,38867174,67110953
(주)케이에이치필룩스,033180,2016/12,109978200,165553887,14719783,38081471,63677559,98840293,46397994,79428701
(주)케이에이치필룩스,033180,2017/12,134630586,191797206,18743441,63207482,80237183,96367917,64994941,93718672
(주)케이에이치필룩스,033180,2018/12,269790906,304126673,19024817,60839001,114708120,137982943,146324168,160029734
(주)케이에이치필룩스,033180,2019/12,387706170,416767817,53299461,84824093,95123251,128401063,257137755,272384633
(주)케이엑스이노베이션,122450,2011/12,64105979,71245572,11244803,11384252,41064674,48631981,58272048,62355034
(주)케이엑스이노베이션,122450,2012/12,80529038,106403460,12290685,23243547,47236625,63577231,67716557,68748439
(주)케이엑스이노베이션,122450,2013/12,98522258,125097900,9400369,21664494,42280563,76995708,76627505,87070347
(주)케이엑스이노베이션,122450,2014/12,99476339,132580151,7883664,21573341,41264226,77421832,79220907,98023910
(주)케이엑스이노베이션,122450,2015/12,103608106,169539835,7156697,18611606,49305374,102521994,88304434,139439817
(주)케이엑스이노베이션,122450,2016/12,116226209,393379483,6342470,209581320,15744396,110178770,86577870,276591210
(주)케이엑스이노베이션,122450,2017/12,133672142,537109638,4766819,333183023,24018786,144972630,107250051,394421919
(주)케이엑스이노베이션,122450,2018/12,165719272,716153058,4096039,493163888,13358335,129020696,121590825,464795029
(주)케이엑스이노베이션,122450,2019/12,182038882,747993901,4254045,510383300,16680667,141638775,126326347,492855424
(주)케이엑스하이텍,052900,2011/12,81179312,81709778,45530699,46224679,25556514,26386220,32281490,32889679
(주)케이엑스하이텍,052900,2012/12,70088941,75673705,20064169,44116408,19767611,21614502,37886532,32879499
(주)케이엑스하이텍,052900,2013/12,62372694,68727109,20501258,28149243,33618207,33431322,8784274,6439853
(주)케이엑스하이텍,052900,2014/12,51717251,54449238,22831210,25037773,20816415,22522589,35128820,36056340
(주)케이엑스하이텍,052900,2015/12,46423861,49704385,21984813,24177526,16142969,18677804,34636058,37059236
(주)케이엑스하이텍,052900,2016/12,60039789,63404547,21478719,25583081,23813160,24290709,45725519,48519732
(주)케이엑스하이텍,052900,2017/12,64114674,65717628,17013953,21007585,25493178,24365720,50847440,51950636
(주)케이엑스하이텍,052900,2018/12,75325921,76991502,15863869,19576377,23992703,23207405,64168204,65641391
(주)케이엑스하이텍,052900,2019/12,73508429,75446942,14853553,19296826,29467998,28605032,62273426,63665268
(주)케이엔더블유,105330,2011/12,53635062,54713195,17509899,19075900,32973365,34061888,35734995,35973989
(주)케이엔더블유,105330,2012/12,49755963,51722344,25081368,26645287,20626645,22619075,32717331,33055792
(주)케이엔더블유,105330,2013/12,48376850,51732118,23751754,25744417,21265207,24222875,32399806,33533214
(주)케이엔더블유,105330,2014/12,53850934,62961813,22404674,24531543,28271526,36805510,38231773,41579753
(주)케이엔더블유,105330,2015/12,49355790,65280726,21644036,27408193,23998836,35754589,36889421,42121473
(주)케이엔더블유,105330,2016/12,47450585,68208330,19673105,26213663,23389809,39216698,35935224,41043772
(주)케이엔더블유,105330,2017/12,50251505,68884489,17766569,25437881,27997776,40399851,35374973,37440700
(주)케이엔더블유,105330,2018/12,48910914,69366058,16015572,23349539,28412813,42957323,33992495,39564557
(주)케이엔더블유,105330,2019/12,39845942,67088750,14974768,25310347,21962008,40232477,26549680,33520409
(주)케이엔엔,058400,2011/12,155110929,155674579,74669927,74780228,39706739,40921698,137700234,138125912
(주)케이엔엔,058400,2012/12,188027635,189176353,105917672,106008107,41572091,43318580,160783754,161400069
(주)케이엔엔,058400,2013/12,180659154,181791303,85714017,85779046,48932048,50636808,168286048,168969538
(주)케이엔엔,058400,2014/12,183132020,184616133,82829129,82870537,43550218,45554273,171138785,171705396
(주)케이엔엔,058400,2015/12,189007958,189932202,86472139,86506733,42319031,43840871,174634283,174920085
(주)케이엔엔,058400,2016/12,197191548,198501635,79094664,79123079,45397555,47383715,177730468,178164386
(주)케이엔엔,058400,2017/12,201506580,202687243,77063842,77084094,45101173,46934917,184667378,185352466
(주)케이엔엔,058400,2018/12,205389448,206896822,74332882,74398284,52279046,54353534,190020871,190994520
(주)케이엔엔,058400,2019/12,207886867,210159420,66428506,66546578,54755654,57712888,194802501,196314009
(주)케이엔제이,272110,2019/12,57901181,58574248,18118866,18307051,28197140,28734083,26368047,26820521
(주)케이엘넷,039420,2011/12,38456056,,14528230,,13205800,,25426655,
(주)케이엘넷,039420,2012/12,38280426,,17649052,,11127852,,26031352,
(주)케이엘넷,039420,2013/12,37150813,37150813,17310838,17310838,9721628,10420788,26495649,26495649
(주)케이엘넷,039420,2014/12,35902241,36796394,15347748,15370982,5435801,7766658,27943262,28665582
(주)케이엘넷,039420,2015/12,38139805,38095730,14853161,14877945,7188838,8263777,30603102,30558726
(주)케이엘넷,039420,2016/12,40526173,40441731,14298844,14298844,10153572,11052086,31596092,31541438
(주)케이엘넷,039420,2017/12,39646327,39556614,13233554,13233554,9213384,10066933,33909679,33814658
(주)케이엘넷,039420,2018/12,41904273,41961871,13989166,14076018,12194082,13471610,35791589,35401989
(주)케이엘넷,039420,2019/12,44695095,44863627,13702230,13788987,14001944,15357921,36728112,36453134
(주)케이엠,083550,2011/12,83013415,100847188,26618992,33255318,38299869,60923988,54547316,61288189
(주)케이엠,083550,2012/12,80757419,101651897,26437887,32076877,37617453,63112287,54623892,61423083
(주)케이엠,083550,2013/12,82262579,100995882,26277411,30807259,40086580,62775929,55280095,63091943
(주)케이엠,083550,2014/12,77619619,97622372,25578244,30216569,36279276,59416115,56423655,65478386
(주)케이엠,083550,2015/12,78323891,103097340,24535298,28974291,38442856,66312678,58714734,71727462
(주)케이엠,083550,2016/12,76132210,97539750,24388921,28123106,36230577,61338808,58983241,73459463
(주)케이엠,083550,2017/12,81097917,101216849,33334193,36747140,31991239,56189840,59677458,75207305
(주)케이엠,083550,2018/12,93471621,116122560,37517297,40553924,39685597,66905340,62433781,78320112
(주)케이엠,083550,2019/12,108070064,132219693,42163735,49500585,43995711,72468944,67583995,84437633
(주)케이엠더블유,032500,2011/12,197363099,206931142,60509030,86269845,88269707,108739606,28253390,13409549
(주)케이엠더블유,032500,2012/12,224659889,235095722,62506459,92285669,115488272,133184438,53303699,47993076
(주)케이엠더블유,032500,2013/12,211362294,250897784,75327450,110696384,83312583,130766646,77654325,86971400
(주)케이엠더블유,032500,2014/12,243853724,295509018,87735070,123948028,97561154,160406293,70559036,101869512
(주)케이엠더블유,032500,2015/12,286431394,320605508,85414350,124062813,132203396,181889467,42796991,59695599
(주)케이엠더블유,032500,2016/12,207288970,208300054,50409701,84838686,85443058,106559957,46444331,45563190
(주)케이엠더블유,032500,2017/12,214741466,213354657,40871354,73744365,99813999,123828254,51718536,51304464
(주)케이엠더블유,032500,2018/12,278865017,273497774,41613888,87988393,173324019,173106879,86200229,86218504
(주)케이엠더블유,032500,2019/12,394225538,427046658,48828747,97747884,261107149,313297352,214208674,216782641
(주)케이이씨,092220,2011/12,407391747,479025819,191059950,269121897,182856530,203686955,133229377,166494807
(주)케이이씨,092220,2012/12,372922603,409366183,177084706,239807645,153592544,156674706,124146498,154620386
(주)케이이씨,092220,2013/12,352338534,376185399,163061888,200093624,156149679,163826254,135159197,155880381
(주)케이이씨,092220,2014/12,340155489,346623526,148703007,180197577,157299526,153537310,151388263,151369802
(주)케이이씨,092220,2015/12,339887095,340459280,137074675,167385273,164083998,159358712,150221650,150985042
(주)케이이씨,092220,2016/12,382440042,383108805,166802797,202489759,161932972,163401252,201135756,202200220
(주)케이이씨,092220,2017/12,365078546,359839158,158975994,192693941,156660375,154337284,219347614,222638055
(주)케이이씨,092220,2018/12,360748202,351174343,152365625,184509177,158451768,154181142,219585365,225405480
(주)케이이씨,092220,2019/12,357280097,334212514,68809747,104307333,156770760,145518354,208446012,213961167
(주)케이지모빌리언스,046440,2011/12,147347619,174478342,1258088,1258088,126006354,152685307,81158494,81614334
(주)케이지모빌리언스,046440,2012/12,236634915,262909180,20825092,20825092,201313367,226952895,97864842,98502658
(주)케이지모빌리언스,046440,2013/12,253834062,278793192,20423698,20423698,186801435,215995657,114182665,109949578
(주)케이지모빌리언스,046440,2014/12,312057871,,21990337,,245855801,,123661305,
(주)케이지모빌리언스,046440,2015/12,385867485,,22912208,,321228616,,138751297,
(주)케이지모빌리언스,046440,2016/12,378180927,378261974,20001201,20002206,309964717,310449171,146592928,146592929
(주)케이지모빌리언스,046440,2017/12,380673939,464307883,18609251,58713162,311350507,327090087,205894774,218655573
(주)케이지모빌리언스,046440,2018/12,385925474,476173923,17462801,62267541,315380259,331884710,213997189,226111885
(주)케이지모빌리언스,046440,2019/12,388597400,450696702,2303425,42908034,296706969,308975279,225743398,237463230
(주)케이지이니시스,035600,2011/12,204513931,212848935,6419982,6419982,144354385,146908154,114796672,120452107
(주)케이지이니시스,035600,2012/12,236375465,,5171648,,129283525,,142303955,
(주)케이지이니시스,035600,2013/12,271847473,525262750,13747086,36590886,160131243,390165266,143862018,215336390
(주)케이지이니시스,035600,2014/12,287510796,562283661,16172957,38163295,160569150,426590673,141759125,234803277
(주)케이지이니시스,035600,2015/12,290543116,611193637,1109966,44202887,112695529,445952402,160395503,225047266
(주)케이지이니시스,035600,2016/12,377147949,735955030,4184987,46323261,152104096,505980848,177403079,257448850
(주)케이지이니시스,035600,2017/12,441411124,926244871,3136321,83797936,213441739,560368883,151107804,309704625
(주)케이지이니시스,035600,2018/12,450759135,932316574,2237351,86948741,200796556,540055752,175057268,338325234
(주)케이지이니시스,035600,2019/12,551916069,1278010860,5960118,143166981,236447171,564447207,201800174,380726491
(주)케이티,030200,2011/12,26453607000,32085409000,13305475000,14022695000,6375600000,9790659000,11733933000,12537809000
(주)케이티,030200,2012/12,26508776000,34479499000,13009279000,15734420000,6089523000,10482845000,11871195000,13164512000
(주)케이티,030200,2013/12,25693894000,34846533000,13087625000,16386964000,4711799000,9968449000,11044057000,12864910000
(주)케이티,030200,2014/12,24920296000,33775502000,12418683000,16468196000,3836507000,8750934000,9605854000,11790288000
(주)케이티,030200,2015/12,24222495000,29341185000,12144964000,14478914000,4636920000,8583176000,10383956000,12165465000
(주)케이티,030200,2016/12,24700337000,30587733000,11961193000,14312111000,4851079000,9643306000,11084519000,12794779000
(주)케이티,030200,2017/12,23334923000,29580628000,11375047000,13562319000,4379568000,9522130000,11311078000,13076376000
(주)케이티,030200,2018/12,26010906000,32188830000,10864398000,13068257000,6861619000,11894252000,12711728000,14731280000
(주)케이티,030200,2019/12,27733854000,34061292000,11447952000,13785299000,7236269000,11898255000,12896701000,15186953000
(주)케이티서브마린,060370,2011/12,127062884,,67339540,,56697800,,79058613,
(주)케이티서브마린,060370,2012/12,109787421,,71945846,,34652451,,84750472,
(주)케이티서브마린,060370,2013/12,115781500,,66097802,,46639693,,88332879,
(주)케이티서브마린,060370,2014/12,111876658,,65453424,,43480905,,95421578,
(주)케이티서브마린,060370,2015/12,160313879,,132182399,,25044672,,96795854,
(주)케이티서브마린,060370,2016/12,156993480,,128477063,,25210537,,101420805,
(주)케이티서브마린,060370,2017/12,142796539,,121954625,,17358087,,108740507,
(주)케이티서브마린,060370,2018/12,130714616,,109762777,,18300585,,103184174,
(주)케이티서브마린,060370,2019/12,120947251,,96977068,,21184339,,102495437,
(주)케이티스카이라이프,053210,2011/12,522876016,537329655,199673416,202734452,219814963,237341379,290092785,292212227
(주)케이티스카이라이프,053210,2012/12,622779307,637337095,245591044,248645813,282080284,297097087,347509179,348914510
(주)케이티스카이라이프,053210,2013/12,667562460,684443966,288636818,291150028,270590173,286841442,400259708,401582726
(주)케이티스카이라이프,053210,2014/12,670211420,683008720,309353271,311458056,249236922,260390244,435606374,436682240
(주)케이티스카이라이프,053210,2015/12,698264524,711294113,297714652,311027803,271054086,279480410,493788028,493443787
(주)케이티스카이라이프,053210,2016/12,762816413,777948019,283525219,298371655,350971505,352980369,542914225,546496013
(주)케이티스카이라이프,053210,2017/12,774826396,792893054,273946509,287608825,319770153,324631175,576193646,582342912
(주)케이티스카이라이프,053210,2018/12,797807232,816001170,255855648,268467078,288608342,301738622,658925296,666160616
(주)케이티스카이라이프,053210,2019/12,820895109,848276023,225585259,237372561,446229199,459076785,692835785,705437330
(주)케이티씨에스,058850,2011/12,170379540,,8443138,,131481150,,115628756,
(주)케이티씨에스,058850,2012/12,181146569,,14374698,,141837737,,122658995,
(주)케이티씨에스,058850,2013/12,180109378,,13277245,,130857133,,122872342,
(주)케이티씨에스,058850,2014/12,201733148,303735131,15324625,15676239,130865995,246727820,141944929,147522873
(주)케이티씨에스,058850,2015/12,206664471,346998300,18248583,18583309,130149737,284282179,141683513,152631558
(주)케이티씨에스,058850,2016/12,207071165,322769885,15902203,18807972,127072833,261886650,145243255,156127954
(주)케이티씨에스,058850,2017/12,212924815,348333930,14905389,18032700,138028764,291705169,149662678,159569858
(주)케이티씨에스,058850,2018/12,230706882,350279655,17065384,18158996,158174008,295480327,151871830,161718622
(주)케이티씨에스,058850,2019/12,290786415,378104046,71695453,76769422,171786627,270996293,154200568,164120883
(주)케이티아이에스,058860,2011/12,173763860,,9153032,,137698895,,121263433,
(주)케이티아이에스,058860,2012/12,177525579,,6135659,,141791589,,124359910,
(주)케이티아이에스,058860,2013/12,181576207,,3658054,,140119327,,131600954,
(주)케이티아이에스,058860,2014/12,216233937,,4567950,,149715569,,147974309,
(주)케이티아이에스,058860,2015/12,211279655,,57207923,,102889952,,155793640,
(주)케이티아이에스,058860,2016/12,221406433,,57613209,,113454655,,157305151,
(주)케이티아이에스,058860,2017/12,223818296,,57580732,,116764654,,161248607,
(주)케이티아이에스,058860,2018/12,229246050,,57105626,,127172935,,160249733,
(주)케이티아이에스,058860,2019/12,311822912,,46922905,,127679824,,168272258,
(주)케이티알파,036030,2011/12,202345858,249729771,23889519,24747200,80691701,130306774,171002821,180353329
(주)케이티알파,036030,2012/12,190518802,249230651,21241034,21842169,71257537,132892075,158876950,169719283
(주)케이티알파,036030,2013/12,211037465,293664862,18039592,18443460,93142824,178658430,178815796,191020661
(주)케이티알파,036030,2014/12,226994616,,16654486,,119956959,,195565561,
(주)케이티알파,036030,2015/12,235756960,,16250473,,157355304,,201819271,
(주)케이티알파,036030,2016/12,249202154,,17243825,,158209706,,202261420,
(주)케이티알파,036030,2017/12,258240378,,24113927,,150368051,,205297422,
(주)케이티알파,036030,2018/12,272768636,,22879691,,161162626,,206889483,
(주)케이티알파,036030,2019/12,279817890,,22126151,,115693847,,205049366,
(주)케이티앤지,033780,2011/12,5417488461,6159204020,1165838465,1563058642,2348794854,3383486499,4535450552,4850117323
(주)케이티앤지,033780,2012/12,5917563261,6713312669,1167998167,1615820826,2720171652,3834121532,4878450715,5154754941
(주)케이티앤지,033780,2013/12,6062645011,7002640648,1184946962,1608173027,2813492141,4104225256,4987997150,5324177197
(주)케이티앤지,033780,2014/12,6272323470,7317144547,1212760754,1672142568,2945091679,4329600235,5309891670,5653155406
(주)케이티앤지,033780,2015/12,7401609376,8586509523,1241759034,1710135120,3906366752,5490256719,5847820441,6234846929
(주)케이티앤지,033780,2016/12,8439013831,9729918448,1039954610,1631937344,4782328715,6525832948,6539844929,7054891794
(주)케이티앤지,033780,2017/12,8664675098,10020315627,1171775208,1775724005,4688298706,6585733697,7127813949,7860184135
(주)케이티앤지,033780,2018/12,8729915634,10197870417,1200906524,1819169337,4418631764,6413403864,7365221293,8168203816
(주)케이티앤지,033780,2019/12,9112777640,10752439456,1116325197,1753739294,4314192740,6417221472,7780083652,8739585488
(주)케이프,064820,2011/12,169831871,,84497000,,51283426,,100694294,
(주)케이프,064820,2012/12,183488983,184397072,78895038,79027538,59973794,64543261,104090547,104838895
(주)케이프,064820,2013/12,189387581,195506672,74823976,74937296,61946078,80400833,92248100,90392671
(주)케이프,064820,2014/12,161354622,159760766,72135531,72211213,49614970,53220428,93242538,91124518
(주)케이프,064820,2015/12,155448194,155383724,68724266,68806508,40792101,50003445,89369160,88983085
(주)케이프,064820,2016/12,214856780,1469790849,92621510,92671801,42133714,32952659,125250851,161908069
(주)케이프,064820,2017/12,211073594,1323297080,91100580,91132022,25134364,33726773,133383586,171730408
(주)케이프,064820,2018/12,220344632,2219167295,90215546,90226653,69846134,36148426,143467282,182706094
(주)케이프,064820,2019/12,223469194,1949680859,94636146,94649562,72083750,42960199,152770537,192519601
(주)케이피에스,256940,2017/12,32501006,,5811931,,24817252,,25747669,
(주)케이피에스,256940,2018/12,38217338,38228065,10692065,10698216,25412968,25468556,30901165,30913005
(주)케이피에스,256940,2019/12,38681294,38650675,10296306,10300846,26585587,26601441,30314804,30297782
(주)케이피에프,024880,2011/12,244197068,255408515,65439351,80823659,129683167,145626325,127017099,123694667
(주)케이피에프,024880,2012/12,314365131,330265493,76397926,120146336,132237282,162512594,156321608,146043838
(주)케이피에프,024880,2013/12,352759546,367653962,84537914,135359919,165605803,189954619,156048109,144057897
(주)케이피에프,024880,2014/12,333099121,366848675,90212758,136075974,159810455,193061564,144872751,124097068
(주)케이피에프,024880,2015/12,360164606,380368115,88814109,137617981,159633424,196015105,164079996,126689831
(주)케이피에프,024880,2016/12,361482582,395895492,88711384,137027766,197185371,243212125,171643977,132147099
(주)케이피에프,024880,2017/12,367650469,418037497,84946349,126595500,223518980,276765795,173834999,138508119
(주)케이피에프,024880,2018/12,358386608,408582628,71739896,111502413,214370814,269746976,181199055,148362756
(주)케이피에프,024880,2019/12,369936102,415789843,67142528,112016561,231069403,280892976,193727582,161823122
(주)케이피엠테크,042040,2011/12,80318228,90855164,17608741,26864626,39249636,47847022,21713984,20566036
(주)케이피엠테크,042040,2012/12,64800425,85165983,16353559,32445416,32581637,45226248,2802684,517608
(주)케이피엠테크,042040,2013/12,36571570,36983986,14839369,15303355,15789975,16041644,2500267,1975716
(주)케이피엠테크,042040,2014/12,50245956,50500518,13756852,14117209,31514039,31116355,7032928,6598899
(주)케이피엠테크,042040,2015/12,36117303,35542101,13105711,13375902,18896971,18369454,9119429,8404576
(주)케이피엠테크,042040,2016/12,83031676,83271028,12629656,12809808,28444268,28502839,46665793,46371585
(주)케이피엠테크,042040,2017/12,130401752,121781612,11421651,11561761,32061947,31552015,85249571,76504935
(주)케이피엠테크,042040,2018/12,165953122,199152116,11189994,16966105,37407154,56785576,133051199,136753234
(주)케이피엠테크,042040,2019/12,148280154,162104920,11480636,15043738,39085081,50175595,113077895,106814239
(주)케이피티유,054410,2011/12,53014572,44664421,8458468,8458468,8916461,8916461,32881986,21504588
(주)케이피티유,054410,2012/12,51342680,50076757,8546436,8546436,10719320,10719320,26374912,21272483
(주)케이피티유,054410,2013/12,53939304,,9617549,,13274857,,21940227,
(주)케이피티유,054410,2014/12,58008678,,11025035,,16408223,,22246625,
(주)케이피티유,054410,2015/12,56953026,,10822653,,11639896,,25578257,
(주)케이피티유,054410,2016/12,59504325,,11416463,,10321941,,28424428,
(주)케이피티유,054410,2017/12,65296002,68247260,10755417,14527163,13646557,14636209,31736851,32031264
(주)케이피티유,054410,2018/12,65556115,65556115,11524384,11524384,14892714,14892714,32167232,32167232
(주)케이피티유,054410,2019/12,62232910,,10968913,,11807177,,32888826,
(주)케일럼,258610,2017/12,41844935,,23042113,,18640441,,22882109,
(주)케일럼,258610,2018/12,53298455,53906961,22931224,22931773,28260328,30888544,24314889,24758945
(주)케일럼,258610,2019/12,48622782,48622782,24683729,24683729,23321692,23321692,33100021,33100021
(주)켐온,217600,2015/12,,,,,,,,
(주)켐온,217600,2016/12,,,,,,,,
(주)켐온,217600,2017/12,39462658,,21996580,,15621885,,33144143,
(주)켐온,217600,2018/12,42473049,,22964436,,17696482,,34051913,
(주)켐온,217600,2019/12,44622023,,24600185,,18360768,,37121560,
(주)켐트로닉스,089010,2011/12,151263310,169037298,50313858,75133016,85715156,83934877,48299031,50586064
(주)켐트로닉스,089010,2012/12,169146216,183194327,49046769,72511289,103514256,100462878,75912470,75250903
(주)켐트로닉스,089010,2013/12,198122684,218954005,80204140,104904401,98698951,101941022,99095934,93902205
(주)켐트로닉스,089010,2014/12,203205230,222796373,85940882,110932606,95199725,98320964,88511277,85476267
(주)켐트로닉스,089010,2015/12,205823668,234894280,79663834,107872847,101155302,109783624,82686869,79154124
(주)켐트로닉스,089010,2016/12,194364534,226427988,78677089,114240120,88082629,94127044,84614920,77434011
(주)켐트로닉스,089010,2017/12,192638240,220667821,70839378,106430355,96215784,96092828,82276283,75133789
(주)켐트로닉스,089010,2018/12,202953282,231561350,64275435,99064149,109134108,110002905,86489625,78747219
(주)켐트로닉스,089010,2019/12,223363903,294088094,74982722,117662239,111977691,137738030,89550498,99357114
(주)켐트로스,220260,2015/12,,,,,,,,
(주)켐트로스,220260,2016/12,,,,,,,,
(주)켐트로스,220260,2017/12,51518272,,24202299,,26964219,,30120216,
(주)켐트로스,220260,2018/12,64888243,,27053884,,34167418,,35722079,
(주)켐트로스,220260,2019/12,68065771,,42233605,,21134303,,44543188,
(주)코다코,046070,2011/12,168601036,,100421904,,62236197,,39031053,
(주)코다코,046070,2012/12,190484129,,114636154,,67330908,,48847322,
(주)코다코,046070,2013/12,232226580,251475508,145127763,159321679,78330275,84906010,60995659,60335565
(주)코다코,046070,2014/12,265384921,287239248,164636669,178661210,91404082,100224515,70930292,70349401
(주)코다코,046070,2015/12,296397060,317285357,181391257,195750611,103770102,110521339,76802403,83773398
(주)코다코,046070,2016/12,326454285,383368845,190277589,223438489,117199271,147048459,104539643,112423993
(주)코다코,046070,2017/12,373944688,417416923,190043937,241981731,147219140,144973642,113605023,111445031
(주)코다코,046070,2018/12,346822339,393660081,187909456,251462984,112446133,110592388,94078648,88716998
(주)코다코,046070,2019/12,302184821,330178369,156968282,232541822,112470445,79574585,51899225,30390838
(주)코데즈컴바인,047770,2011/12,197171164,192631415,25537344,25692277,134714803,132437786,69668547,63453391
(주)코데즈컴바인,047770,2012/12,180903099,176408636,24335959,24475827,119894765,120602169,55649986,48782750
(주)코데즈컴바인,047770,2013/12,137662912,133178256,22566571,22587700,79871736,79834037,36867613,29159301
(주)코데즈컴바인,047770,2014/12,70188407,70992802,17816543,18300375,28616877,28730480,6651000,5229028
(주)코데즈컴바인,047770,2015/12,29204450,29137618,11995721,11995721,7160388,7155313,23840851,22087592
(주)코데즈컴바인,047770,2016/12,29049053,29020844,11809673,11809673,9009455,9104484,25408043,23881161
(주)코데즈컴바인,047770,2017/12,31568837,31578877,973621,973621,10997545,11099104,27606821,26472949
(주)코데즈컴바인,047770,2018/12,35836762,64408803,1383474,1504190,10672107,11325296,31957563,35472170
(주)코데즈컴바인,047770,2019/12,44274213,71633747,3282955,3377310,24944783,24933874,38891061,42396852
(주)코디,080530,2011/12,46365002,,14910135,,23839188,,27922508,
(주)코디,080530,2012/12,49196321,59948013,19728459,23966962,11310635,20401699,25227558,24494196
(주)코디,080530,2013/12,57718306,73197699,19150933,23077065,17116135,30847712,30429875,28446829
(주)코디,080530,2014/12,50230694,71869254,19739855,23443063,11881033,32314795,34970862,34985118
(주)코디,080530,2015/12,45493046,61653715,15779306,19909879,9862251,24634306,30295846,38271316
(주)코디,080530,2016/12,75090109,86510616,23380659,24631544,33464187,34493333,38218481,48150607
(주)코디,080530,2017/12,41279052,42501591,27383203,28519908,8695015,9695659,22533191,22852207
(주)코디,080530,2018/12,76094627,81954473,38355397,39380305,8674252,22156642,31532176,31898224
(주)코디,080530,2019/12,70681476,75932355,15027588,25309792,23791573,33955995,29571187,27854293
(주)코디엠,224060,2015/12,20082514,,4058906,,14406047,,12282444,
