회사명,거래소코드,회계년도,매출총이익(손실)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),매출총이익(손실)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원)
(주)케스피온,079190,2018/12,18207244,31990861,20457100,78407002
(주)케스피온,079190,2019/12,14426867,22616883,16100364,61412929
(주)케어랩스,263700,2018/12,44001473,44001473,54379273,54379273
(주)케어랩스,263700,2019/12,56028952,56028952,68299520,68299520
(주)케어젠,214370,2015/12,23344156,30233598,,
(주)케어젠,214370,2016/12,22686351,30955730,22669937,30904871
(주)케어젠,214370,2017/12,34058839,46423613,34193137,46531030
(주)케어젠,214370,2018/12,37542700,50645716,32850248,51211120
(주)케어젠,214370,2019/12,53784674,64597320,53695149,64698623
(주)케이비지,318000,2019/12,5227513,18525956,,
(주)케이사인,192250,2014/12,26092542,26092542,26093040,26093040
(주)케이사인,192250,2015/12,31528545,31528545,31529012,31529012
(주)케이사인,192250,2016/12,32453119,32453119,32145095,32145095
(주)케이사인,192250,2017/12,25753374,25753374,26489386,26489386
(주)케이사인,192250,2018/12,21203074,21203074,23737495,23737495
(주)케이사인,192250,2019/12,23181805,23181805,26004244,26004244
(주)케이씨,029460,2010/12,44679625,232403616,56825664,299912134
(주)케이씨,029460,2011/12,36710584,192070134,42973513,261185538
(주)케이씨,029460,2012/12,32323884,115299433,42067154,171604683
(주)케이씨,029460,2013/12,55935272,219452185,65266383,284097477
(주)케이씨,029460,2014/12,56933716,231611939,70577845,356966955
(주)케이씨,029460,2015/12,86309972,291168450,104517612,435490074
(주)케이씨,029460,2016/12,95228415,314692136,116393900,487492476
(주)케이씨,029460,2017/12,28565584,123245730,84235322,572952989
(주)케이씨,029460,2018/12,43030639,144242913,109325559,526071013
(주)케이씨,029460,2019/12,50295201,133304839,102047649,511909493
(주)케이씨씨,002380,2010/12,568094383,2830515059,688873348,3115598316
(주)케이씨씨,002380,2011/12,506941961,3016124006,624599077,3370854633
(주)케이씨씨,002380,2012/12,571743031,2873047378,689066848,3246227955
(주)케이씨씨,002380,2013/12,595581759,2862798450,712206591,3233043061
(주)케이씨씨,002380,2014/12,672196168,3032296703,798217305,3399828905
(주)케이씨씨,002380,2015/12,751387975,3067640038,885765815,3414387967
(주)케이씨씨,002380,2016/12,794102816,3152300110,929099457,3490487871
(주)케이씨씨,002380,2017/12,786027197,3426493951,924925209,3863990045
(주)케이씨씨,002380,2018/12,733393884,3347335868,845605261,3782162956
(주)케이씨씨,002380,2019/12,561001430,2396603743,638785830,2719563984
(주)케이씨씨건설,021320,2010/12,133208825,1291376836,133601627,1309818215
(주)케이씨씨건설,021320,2011/12,103047984,1141978919,103961274,1184222551
(주)케이씨씨건설,021320,2012/12,85883033,1241823480,86997702,1274825778
(주)케이씨씨건설,021320,2013/12,-7996869,1081106894,-3965026,1090362583
(주)케이씨씨건설,021320,2014/12,41614604,1000275816,41733247,1000275816
(주)케이씨씨건설,021320,2015/12,20210040,969647511,20210040,969647511
(주)케이씨씨건설,021320,2016/12,92104995,1120735139,92104995,1120735139
(주)케이씨씨건설,021320,2017/12,127346896,1326422112,127346896,1326422112
(주)케이씨씨건설,021320,2018/12,94709451,1063586408,94750298,1063627255
(주)케이씨씨건설,021320,2019/12,122038732,1642515960,,
(주)케이씨아이,036670,2010/12,9888647,28766034,,
(주)케이씨아이,036670,2011/12,7814338,26841468,,
(주)케이씨아이,036670,2012/12,8898958,30028762,,
(주)케이씨아이,036670,2013/12,9503741,33252081,,
(주)케이씨아이,036670,2014/12,11080537,39165387,,
(주)케이씨아이,036670,2015/12,13595484,38679755,,
(주)케이씨아이,036670,2016/12,15423646,44306664,,
(주)케이씨아이,036670,2017/12,13510451,48502603,,
(주)케이씨아이,036670,2018/12,21568970,60587708,,
(주)케이씨아이,036670,2019/12,23571545,69641355,,
(주)케이씨에스,115500,2010/12,2513791,16517050,,
(주)케이씨에스,115500,2011/12,3104203,16570920,,
(주)케이씨에스,115500,2012/12,4766479,24315481,,
(주)케이씨에스,115500,2013/12,3923626,23545198,,
(주)케이씨에스,115500,2014/12,5071684,24097104,,
(주)케이씨에스,115500,2015/12,3676947,20189605,,
(주)케이씨에스,115500,2016/12,3466535,25813287,,
(주)케이씨에스,115500,2017/12,3936958,29310069,,
(주)케이씨에스,115500,2018/12,6976102,33312675,,
(주)케이씨에스,115500,2019/12,7028075,39517211,,
(주)케이씨텍,281820,2017/12,25671556,75094965,,
(주)케이씨텍,281820,2018/12,123166343,357263162,,
(주)케이씨텍,281820,2019/12,87404750,265326900,,
(주)케이씨티,089150,2010/12,6503903,33155955,,
(주)케이씨티,089150,2011/12,7487292,39462168,,
(주)케이씨티,089150,2012/12,11918700,54911309,,
(주)케이씨티,089150,2013/12,9628801,48578042,,
(주)케이씨티,089150,2014/12,6606531,40004018,,
(주)케이씨티,089150,2015/12,5677693,37438506,,
(주)케이씨티,089150,2016/12,5745735,26151216,,
(주)케이씨티,089150,2017/12,6339250,27915455,,
(주)케이씨티,089150,2018/12,5765182,30759977,,
(주)케이씨티,089150,2019/12,4596843,20057539,,
(주)케이씨티시,009070,2010/12,21941749,156747150,37715895,270766396
(주)케이씨티시,009070,2011/12,27199872,185166604,46207978,286851588
(주)케이씨티시,009070,2012/12,32976890,214175433,56999264,331131638
(주)케이씨티시,009070,2013/12,32869280,218567442,61548657,375783682
(주)케이씨티시,009070,2014/12,33127262,210836977,55484858,356096649
(주)케이씨티시,009070,2015/12,35588164,245332563,54771278,357046890
(주)케이씨티시,009070,2016/12,39432767,257468145,55406138,349784213
(주)케이씨티시,009070,2017/12,40367718,269407698,51661154,364550702
(주)케이씨티시,009070,2018/12,40255602,308710252,55468932,400441294
(주)케이씨티시,009070,2019/12,41570112,327327784,64597875,446166406
(주)케이씨피드,025880,2010/12,9786366,76755317,9789075,76988620
(주)케이씨피드,025880,2011/12,10485333,77301481,11013611,78033368
(주)케이씨피드,025880,2012/12,11116420,91832670,11369378,92393360
(주)케이씨피드,025880,2013/12,11430885,100892718,11852061,101758273
(주)케이씨피드,025880,2014/12,10370034,89636550,7809520,92877336
(주)케이씨피드,025880,2015/12,11282418,79313028,9891471,83421403
(주)케이씨피드,025880,2016/12,12989533,75730588,11751470,80776776
(주)케이씨피드,025880,2017/12,12468128,74377250,12434681,79688312
(주)케이씨피드,025880,2018/12,8784010,63102846,8914599,63728024
(주)케이씨피드,025880,2019/12,9418800,64474083,9282943,64298803
(주)케이아이엔엑스,093320,2011/12,8587900,19685311,9056762,20160994
(주)케이아이엔엑스,093320,2012/12,10031309,25199649,11944710,27197022
(주)케이아이엔엑스,093320,2013/12,11285082,28251261,13590843,30572322
(주)케이아이엔엑스,093320,2014/12,12095633,32919975,16405467,36498138
(주)케이아이엔엑스,093320,2015/12,13254727,34825474,19792731,42125555
(주)케이아이엔엑스,093320,2016/12,15143775,38443271,20331678,44193723
(주)케이아이엔엑스,093320,2017/12,18336288,42019028,22483495,47286324
(주)케이아이엔엑스,093320,2018/12,23421023,51955405,27088506,56304485
(주)케이아이엔엑스,093320,2019/12,26625869,59033025,30859656,64639547
(주)케이에스에스해운,044450,2010/12,27489292,105529185,29543775,108393813
(주)케이에스에스해운,044450,2011/12,20413719,95569451,22612382,98396511
(주)케이에스에스해운,044450,2012/12,19418376,109966154,21614310,112243969
(주)케이에스에스해운,044450,2013/12,26751999,116941221,28612831,118679752
(주)케이에스에스해운,044450,2014/12,31529974,137526098,,
(주)케이에스에스해운,044450,2015/12,39261446,143480707,39261446,143480707
(주)케이에스에스해운,044450,2016/12,41021322,140858346,42312033,141144031
(주)케이에스에스해운,044450,2017/12,53596922,177289935,55311878,177565952
(주)케이에스에스해운,044450,2018/12,55285039,202418731,57102555,202504829
(주)케이에스에스해운,044450,2019/12,61720980,231049579,63538319,231240042
(주)케이에스피,073010,2010/12,7321923,36052948,,
(주)케이에스피,073010,2011/12,10809605,60100197,,
(주)케이에스피,073010,2012/12,3811959,50060174,,
(주)케이에스피,073010,2013/12,3200383,38018375,,
(주)케이에스피,073010,2014/12,1617443,36900928,,
(주)케이에스피,073010,2015/12,639563,40286747,,
(주)케이에스피,073010,2016/12,-4864539,26193103,,
(주)케이에스피,073010,2017/12,-1907081,17799376,,
(주)케이에스피,073010,2018/12,-1003586,16783298,,
(주)케이에스피,073010,2019/12,3570499,29381172,,
(주)케이에이치바텍,060720,2010/12,40618246,303637827,44457806,351076272
(주)케이에이치바텍,060720,2011/12,36394510,278584875,36942478,315935984
(주)케이에이치바텍,060720,2012/12,29530671,241443506,35175703,355916718
(주)케이에이치바텍,060720,2013/12,61781804,558116265,111219350,824185940
(주)케이에이치바텍,060720,2014/12,68310615,370920461,75418260,590031014
(주)케이에이치바텍,060720,2015/12,48055102,461858396,68357478,737937555
(주)케이에이치바텍,060720,2016/12,-1599422,158176006,13894857,378235181
(주)케이에이치바텍,060720,2017/12,-22686902,127309738,-6831680,351126827
(주)케이에이치바텍,060720,2018/12,8618114,47496378,6819892,203983923
(주)케이에이치바텍,060720,2019/12,17734310,28294361,28327377,203636996
(주)케이에이치필룩스,033180,2010/12,12145162,40139755,19545494,74447429
(주)케이에이치필룩스,033180,2011/12,13120162,47927659,22883828,92721944
(주)케이에이치필룩스,033180,2012/12,13218059,47332532,26749338,94743749
(주)케이에이치필룩스,033180,2013/12,13588200,48193275,29011210,97345479
(주)케이에이치필룩스,033180,2014/12,14069338,49810580,32559035,103389948
(주)케이에이치필룩스,033180,2015/12,15161059,49849608,30584385,94845062
(주)케이에이치필룩스,033180,2016/12,17875552,51601496,37434906,107790119
(주)케이에이치필룩스,033180,2017/12,22461465,64401830,39504431,112007824
(주)케이에이치필룩스,033180,2018/12,23959273,67562183,39636878,110005677
(주)케이에이치필룩스,033180,2019/12,29583360,86288026,45640528,135103559
(주)케이엑스이노베이션,122450,2011/12,13413508,30558566,19798184,43493498
(주)케이엑스이노베이션,122450,2012/12,16663105,47873702,25147001,62034002
(주)케이엑스이노베이션,122450,2013/12,12036474,29876624,43180942,89370237
(주)케이엑스이노베이션,122450,2014/12,9497167,28363212,47250030,114651887
(주)케이엑스이노베이션,122450,2015/12,8885117,31070399,48791175,127351243
(주)케이엑스이노베이션,122450,2016/12,10284490,35243361,70078567,159467610
(주)케이엑스이노베이션,122450,2017/12,9975241,30456228,88654713,204851529
(주)케이엑스이노베이션,122450,2018/12,7997397,29575441,83988013,192602110
(주)케이엑스이노베이션,122450,2019/12,10199913,32468940,109654991,258032976
(주)케이엑스하이텍,052900,2010/12,12343630,71739234,12699207,71786185
(주)케이엑스하이텍,052900,2011/12,6402577,68359043,6735498,68403700
(주)케이엑스하이텍,052900,2012/12,5363758,77380997,1942172,77978424
(주)케이엑스하이텍,052900,2013/12,6939416,68968293,7300716,72423367
(주)케이엑스하이텍,052900,2014/12,10440462,64485717,13326976,73267282
(주)케이엑스하이텍,052900,2015/12,8496294,52366441,10279219,59170051
(주)케이엑스하이텍,052900,2016/12,9373370,46376270,10746720,46892477
(주)케이엑스하이텍,052900,2017/12,9174177,50108229,9843609,51535607
(주)케이엑스하이텍,052900,2018/12,10310145,60542837,13150941,61046544
(주)케이엑스하이텍,052900,2019/12,10495263,57821525,13677297,58957832
(주)케이엔더블유,105330,2010/12,10926263,54224554,11813915,62913123
(주)케이엔더블유,105330,2011/12,7932553,48715618,10125430,59337659
(주)케이엔더블유,105330,2012/12,3588768,27184962,5176135,38649362
(주)케이엔더블유,105330,2013/12,5878750,48139210,8863081,65080946
(주)케이엔더블유,105330,2014/12,7260893,39334652,11781098,71616443
(주)케이엔더블유,105330,2015/12,5913797,24187178,12195288,64777702
(주)케이엔더블유,105330,2016/12,4996963,23088071,10222868,67975387
(주)케이엔더블유,105330,2017/12,7329250,48146389,9320166,93788189
(주)케이엔더블유,105330,2018/12,4742304,67247878,12348055,122079179
(주)케이엔더블유,105330,2019/12,1625819,38376494,9272351,92972246
(주)케이엔엔,058400,2010/12,20083325,50002626,20407385,51159902
(주)케이엔엔,058400,2011/12,23015135,56153497,23455855,57325470
(주)케이엔엔,058400,2012/12,21961186,57122058,23209292,58287024
(주)케이엔엔,058400,2013/12,19263109,57287350,19977735,58773232
(주)케이엔엔,058400,2014/12,20116595,57932125,20183279,59147022
(주)케이엔엔,058400,2015/12,20854164,61781278,20955508,62748444
(주)케이엔엔,058400,2016/12,18811684,60448318,19372769,61824766
(주)케이엔엔,058400,2017/12,21866457,62316771,24766156,65355375
(주)케이엔엔,058400,2018/12,20698167,60043899,24681609,64113046
(주)케이엔엔,058400,2019/12,20854097,64352310,27853228,71120187
(주)케이엔제이,272110,2019/12,11423949,56583038,11097034,56310399
(주)케이엘넷,039420,2010/12,4259334,30771421,,
(주)케이엘넷,039420,2011/12,5307469,36802981,,
(주)케이엘넷,039420,2012/12,5321774,33784028,,
(주)케이엘넷,039420,2013/12,4714827,34994364,4714827,34994364
(주)케이엘넷,039420,2014/12,6396321,34682292,7072234,35665831
(주)케이엘넷,039420,2015/12,6502691,33992780,6502691,33992780
(주)케이엘넷,039420,2016/12,5519738,35095238,5501738,35077238
(주)케이엘넷,039420,2017/12,9266289,36477494,9239289,36450494
(주)케이엘넷,039420,2018/12,10504147,39453717,11592154,42138235
(주)케이엘넷,039420,2019/12,10073727,35727819,11823570,38516789
(주)케이엠,083550,2010/12,16047393,74120830,22595480,117470296
(주)케이엠,083550,2011/12,13859136,78054272,20212980,116432449
(주)케이엠,083550,2012/12,11307387,90610225,17348244,131424508
(주)케이엠,083550,2013/12,11900986,94584256,19134119,123348345
(주)케이엠,083550,2014/12,11009067,80078837,15621019,114511416
(주)케이엠,083550,2015/12,12643648,69406286,21049370,116159771
(주)케이엠,083550,2016/12,10853096,60459745,18578135,109621891
(주)케이엠,083550,2017/12,10626561,64524491,20017036,110908795
(주)케이엠,083550,2018/12,12953105,73254496,20970839,118311427
(주)케이엠,083550,2019/12,15722622,84902889,24018537,127562230
(주)케이엠더블유,032500,2010/12,38214131,118543604,54154338,159024473
(주)케이엠더블유,032500,2011/12,24566578,118117887,35822582,151048033
(주)케이엠더블유,032500,2012/12,76018971,254479171,104837610,292511698
(주)케이엠더블유,032500,2013/12,72833175,267921867,108652758,317891774
(주)케이엠더블유,032500,2014/12,36888644,202795718,62763794,269477449
(주)케이엠더블유,032500,2015/12,16479466,186238874,29786474,219822353
(주)케이엠더블유,032500,2016/12,26833694,156736978,48991336,210541335
(주)케이엠더블유,032500,2017/12,41724085,145612732,61121412,203720735
(주)케이엠더블유,032500,2018/12,26346640,156620732,60229901,296267920
(주)케이엠더블유,032500,2019/12,166696434,597369634,217805914,682876301
(주)케이이씨,092220,2010/12,32946646,345277348,29588951,342673783
(주)케이이씨,092220,2011/12,18232198,285175848,14655025,301820861
(주)케이이씨,092220,2012/12,771260,256779490,10411231,262269893
(주)케이이씨,092220,2013/12,28763495,258068994,31861603,259791513
(주)케이이씨,092220,2014/12,34401572,210979994,34212597,219931598
(주)케이이씨,092220,2015/12,26985944,201252849,34312296,209099505
(주)케이이씨,092220,2016/12,29980014,220063638,33764586,227690903
(주)케이이씨,092220,2017/12,29513740,227747482,35292020,237212116
(주)케이이씨,092220,2018/12,26673486,206654429,32090644,217374591
(주)케이이씨,092220,2019/12,22121226,192085842,22739418,201729382
(주)케이지모빌리언스,046440,2010/12,28719786,75594662,28719786,75594662
(주)케이지모빌리언스,046440,2011/12,33855809,82388498,33855809,82388498
(주)케이지모빌리언스,046440,2012/12,40103154,95032451,40103154,95032451
(주)케이지모빌리언스,046440,2013/12,52123287,118648067,52123287,118648067
(주)케이지모빌리언스,046440,2014/12,55624286,148373063,,
(주)케이지모빌리언스,046440,2015/12,59143316,172894261,,
(주)케이지모빌리언스,046440,2016/12,61915030,136685112,61915173,136687237
(주)케이지모빌리언스,046440,2017/12,60685569,132514301,77372716,170595514
(주)케이지모빌리언스,046440,2018/12,71759132,135076195,99791112,202941577
(주)케이지모빌리언스,046440,2019/12,63894897,125600384,92065021,192191691
(주)케이지이니시스,035600,2010/12,32295569,159852110,32295569,159852110
(주)케이지이니시스,035600,2011/12,41518270,180086709,41673862,181404315
(주)케이지이니시스,035600,2012/12,47050697,219431246,,
(주)케이지이니시스,035600,2013/12,55141739,267621961,104893744,415769259
(주)케이지이니시스,035600,2014/12,64073243,298475585,113581248,547791153
(주)케이지이니시스,035600,2015/12,70056889,306753676,109290532,696865682
(주)케이지이니시스,035600,2016/12,68640592,338859889,118082640,701048399
(주)케이지이니시스,035600,2017/12,80332770,443489751,233593333,758453344
(주)케이지이니시스,035600,2018/12,87132842,483480981,331314668,924624291
(주)케이지이니시스,035600,2019/12,95793108,481270151,357220111,956102654
(주)케이티,030200,2010/12,19918378000,19918378000,20326275000,20326275000
(주)케이티,030200,2011/12,20166817000,20166817000,21990051000,21990051000
(주)케이티,030200,2012/12,18863237000,18863237000,23790359000,23790359000
(주)케이티,030200,2013/12,17937079000,17937079000,23810599000,23810599000
(주)케이티,030200,2014/12,17435803000,17435803000,23421673000,23421673000
(주)케이티,030200,2015/12,16942357000,16942357000,22281221000,22281221000
(주)케이티,030200,2016/12,17028868000,17028868000,22743665000,22743665000
(주)케이티,030200,2017/12,17341316000,17341316000,23387267000,23387267000
(주)케이티,030200,2018/12,17356537000,17356537000,23460143000,23460143000
(주)케이티,030200,2019/12,18204751000,18204751000,24342064000,24342064000
(주)케이티서브마린,060370,2010/12,10262252,71153582,,
(주)케이티서브마린,060370,2011/12,13238040,111453207,,
(주)케이티서브마린,060370,2012/12,13994592,68900018,,
(주)케이티서브마린,060370,2013/12,13023422,82640020,,
(주)케이티서브마린,060370,2014/12,15715068,76652943,,
(주)케이티서브마린,060370,2015/12,10659517,66418207,,
(주)케이티서브마린,060370,2016/12,12560591,83959506,,
(주)케이티서브마린,060370,2017/12,14306171,73738393,,
(주)케이티서브마린,060370,2018/12,-987135,61278284,,
(주)케이티서브마린,060370,2019/12,6362632,55167641,,
(주)케이티스카이라이프,053210,2011/12,464375704,464375704,476053233,476053233
(주)케이티스카이라이프,053210,2012/12,551270456,551270456,566456120,566456120
(주)케이티스카이라이프,053210,2013/12,600302209,600302209,623394599,623394599
(주)케이티스카이라이프,053210,2014/12,622800455,622800455,652787112,652787112
(주)케이티스카이라이프,053210,2015/12,626397946,626397946,660956583,660956583
(주)케이티스카이라이프,053210,2016/12,625125897,625125897,665053007,665053007
(주)케이티스카이라이프,053210,2017/12,646816149,646816149,685821509,685821509
(주)케이티스카이라이프,053210,2018/12,657494816,657494816,690820836,690820836
(주)케이티스카이라이프,053210,2019/12,658296891,658296891,694637003,694637003
(주)케이티씨에스,058850,2010/12,354008634,354008634,,
(주)케이티씨에스,058850,2011/12,380506038,380506038,,
(주)케이티씨에스,058850,2012/12,384172317,384172317,,
(주)케이티씨에스,058850,2013/12,396223232,396223232,,
(주)케이티씨에스,058850,2014/12,438037867,438037867,594727818,594727818
(주)케이티씨에스,058850,2015/12,481741429,481741429,1065846503,1065846503
(주)케이티씨에스,058850,2016/12,458278860,458278860,953674070,953674070
(주)케이티씨에스,058850,2017/12,468806488,468806488,967759848,967759848
(주)케이티씨에스,058850,2018/12,529392970,529392970,1016085167,1016085167
(주)케이티씨에스,058850,2019/12,534472629,534472629,944861713,944861713
(주)케이티아이에스,058860,2010/12,349114151,349114151,,
(주)케이티아이에스,058860,2011/12,373403318,373403318,,
(주)케이티아이에스,058860,2012/12,388426804,388426804,,
(주)케이티아이에스,058860,2013/12,387720013,387720013,,
(주)케이티아이에스,058860,2014/12,450663134,450663134,,
(주)케이티아이에스,058860,2015/12,461098334,461098334,,
(주)케이티아이에스,058860,2016/12,436729584,436729584,,
(주)케이티아이에스,058860,2017/12,438130711,438130711,,
(주)케이티아이에스,058860,2018/12,450826031,450826031,,
(주)케이티아이에스,058860,2019/12,451026613,451026613,,
(주)케이티알파,036030,2010/12,4051282,150112443,21370526,311590763
(주)케이티알파,036030,2011/12,-439212,130723222,22663272,463031685
(주)케이티알파,036030,2012/12,3205010,126939445,20235665,443430601
(주)케이티알파,036030,2013/12,10781867,130337273,29025041,579987227
(주)케이티알파,036030,2014/12,15729986,136077573,,
(주)케이티알파,036030,2015/12,14292416,160544616,,
(주)케이티알파,036030,2016/12,15741989,198739475,,
(주)케이티알파,036030,2017/12,16069908,227631252,,
(주)케이티알파,036030,2018/12,17894111,278887617,,
(주)케이티알파,036030,2019/12,24127058,322320928,,
(주)케이티앤지,033780,2010/12,1497746094,2499931396,2014709982,3461418375
(주)케이티앤지,033780,2011/12,1521335046,2490830816,2112833239,3722965820
(주)케이티앤지,033780,2012/12,1633995074,2616190249,2226255244,3911818275
(주)케이티앤지,033780,2013/12,1574384108,2510632525,2127945647,3782629860
(주)케이티앤지,033780,2014/12,1699655093,2763666783,2287173958,4101425018
(주)케이티앤지,033780,2015/12,1875707398,2821671433,2529422970,4134035080
(주)케이티앤지,033780,2016/12,1919304868,2968174762,2694568485,4468855746
(주)케이티앤지,033780,2017/12,1904648099,3000087863,2761428831,4667193482
(주)케이티앤지,033780,2018/12,1647259918,2624616093,2635484456,4471515592
(주)케이티앤지,033780,2019/12,1810483157,2942618858,2874626290,4963202297
(주)케이프,064820,2010/12,7633247,28256228,,
(주)케이프,064820,2011/12,11158159,36596504,,
(주)케이프,064820,2012/12,7201857,25543690,7419937,25761770
(주)케이프,064820,2013/12,2107809,17497020,2676780,18065990
(주)케이프,064820,2014/12,2112220,21522026,3024236,22434042
(주)케이프,064820,2015/12,2244205,18685951,2853144,19294891
(주)케이프,064820,2016/12,3980595,22656003,38681504,122114121
(주)케이프,064820,2017/12,4534575,22104069,84692968,230559392
(주)케이프,064820,2018/12,5429769,28790269,81294539,254635658
(주)케이프,064820,2019/12,9609785,39001401,87162024,351484046
(주)케이피에스,256940,2017/12,9241111,24042883,,
(주)케이피에스,256940,2018/12,13976009,40627706,13991683,40627706
(주)케이피에스,256940,2019/12,3530738,14191010,3580719,14191010
(주)케이피에프,024880,2010/12,26527387,185289525,26609210,185077342
(주)케이피에프,024880,2011/12,34583961,247332110,37202775,281117065
(주)케이피에프,024880,2012/12,40616968,277566720,38466408,308344030
(주)케이피에프,024880,2013/12,43227223,283984138,45043939,340776901
(주)케이피에프,024880,2014/12,38886198,279601598,40205069,313687726
(주)케이피에프,024880,2015/12,44420034,279540742,46856657,329085096
(주)케이피에프,024880,2016/12,36707099,268991913,45456727,340186800
(주)케이피에프,024880,2017/12,37057261,274970804,48676708,365411324
(주)케이피에프,024880,2018/12,33615875,269881295,48620959,375029991
(주)케이피에프,024880,2019/12,39203380,274798671,50022391,376261557
(주)케이피엠테크,042040,2010/12,8413669,73988877,8111170,75860554
(주)케이피엠테크,042040,2011/12,3841001,75930193,3548797,75514436
(주)케이피엠테크,042040,2012/12,-4262617,49027935,-127372,85417091
(주)케이피엠테크,042040,2013/12,-3295732,20917393,-3336089,20869190
(주)케이피엠테크,042040,2014/12,7121943,39989666,6848503,39124781
(주)케이피엠테크,042040,2015/12,3162656,49097899,2779559,48058393
(주)케이피엠테크,042040,2016/12,717410,22924013,631890,21916246
(주)케이피엠테크,042040,2017/12,2017583,29986004,1307223,29040534
(주)케이피엠테크,042040,2018/12,5081497,31397318,4901536,29535233
(주)케이피엠테크,042040,2019/12,450370,17385217,-535976,17724886
(주)케이피티유,054410,2010/12,3132253,26630383,3132253,26630383
(주)케이피티유,054410,2011/12,2812156,16000643,2812156,16000643
(주)케이피티유,054410,2012/12,3352885,16988809,3352885,16988809
(주)케이피티유,054410,2013/12,4221533,22047381,,
(주)케이피티유,054410,2014/12,3992028,20172039,,
(주)케이피티유,054410,2015/12,3806229,22419174,,
(주)케이피티유,054410,2016/12,3156582,21301367,,
(주)케이피티유,054410,2017/12,3241392,24860037,4770105,26423859
(주)케이피티유,054410,2018/12,3520649,23757498,4050071,25144665
(주)케이피티유,054410,2019/12,3048165,24269610,,
(주)케일럼,258610,2017/12,5824329,24015544,,
(주)케일럼,258610,2018/12,5116618,23521557,5116618,23521557
(주)케일럼,258610,2019/12,3475415,20471120,3475415,20471120
(주)켐온,217600,2015/12,,,,
(주)켐온,217600,2016/12,,,,
(주)켐온,217600,2017/12,3268967,15549166,,
(주)켐온,217600,2018/12,4013421,19450820,,
(주)켐온,217600,2019/12,4641398,20914334,,
(주)켐트로닉스,089010,2010/12,31069562,196633238,34976166,206260685
(주)켐트로닉스,089010,2011/12,34321344,225962461,39706337,236418100
(주)켐트로닉스,089010,2012/12,37154137,232682725,41372748,249814454
(주)켐트로닉스,089010,2013/12,47354333,292718336,52044719,314826741
(주)켐트로닉스,089010,2014/12,16925780,255967546,25385151,278686699
(주)켐트로닉스,089010,2015/12,13613210,253978692,21474195,265622473
(주)켐트로닉스,089010,2016/12,15896468,210147887,21305114,246122176
(주)켐트로닉스,089010,2017/12,11219593,220133828,13718481,292775238
(주)켐트로닉스,089010,2018/12,23148096,236207391,34715880,337353792
(주)켐트로닉스,089010,2019/12,33727518,247394020,68825140,403474312
(주)켐트로스,220260,2015/12,,,,
(주)켐트로스,220260,2016/12,,,,
(주)켐트로스,220260,2017/12,8768920,43454513,,
(주)켐트로스,220260,2018/12,7604797,44434675,,
(주)켐트로스,220260,2019/12,6330257,43771231,,
(주)코다코,046070,2010/12,22118144,148458883,,
(주)코다코,046070,2011/12,23178371,186944176,,
(주)코다코,046070,2012/12,26373205,203596639,,
(주)코다코,046070,2013/12,31138960,218178525,34876471,224973669
(주)코다코,046070,2014/12,38441873,234407456,41653683,242111802
(주)코다코,046070,2015/12,46341413,258851751,49566383,265056276
(주)코다코,046070,2016/12,48848088,279122144,53368509,286354375
(주)코다코,046070,2017/12,39748243,278087301,41710164,267845912
(주)코다코,046070,2018/12,12077967,251895555,14872476,258632562
(주)코다코,046070,2019/12,17212892,220350350,16802656,223364645
(주)코데즈컴바인,047770,2010/12,105728132,178626288,112997922,188384648
(주)코데즈컴바인,047770,2011/12,116029332,203046047,126882943,222266382
(주)코데즈컴바인,047770,2012/12,93144872,189107083,101389991,199637681
(주)코데즈컴바인,047770,2013/12,58723921,142737969,65173206,151340518
(주)코데즈컴바인,047770,2014/12,29277309,96755819,33358212,103195043
(주)코데즈컴바인,047770,2015/12,-2951814,17260722,-2887442,17642711
(주)코데즈컴바인,047770,2016/12,5025549,16337467,5025549,16337467
(주)코데즈컴바인,047770,2017/12,10384717,21234364,10384717,21234364
(주)코데즈컴바인,047770,2018/12,14517427,27947604,15539932,29343056
(주)코데즈컴바인,047770,2019/12,20266388,33826223,21734456,35815190
(주)코디,080530,2010/12,13408898,30709895,,
(주)코디,080530,2011/12,9509996,24952010,,
(주)코디,080530,2012/12,2343331,15916206,2478151,39147750
(주)코디,080530,2013/12,7399205,18476452,8512466,43944030
(주)코디,080530,2014/12,4831019,15624306,8720196,53717688
(주)코디,080530,2015/12,913958,8189948,5326587,54946269
(주)코디,080530,2016/12,574855,8005552,656606,8087303
(주)코디,080530,2017/12,-1100382,12025946,-862064,12264264
(주)코디,080530,2018/12,-167066,14460587,1184845,20265908
(주)코디,080530,2019/12,7117276,27937167,7463488,49308692
(주)코디엠,224060,2015/12,4329829,46652166,,
(주)코디엠,224060,2016/12,1296487,44087609,1432044,44257148
(주)코디엠,224060,2017/12,5795423,68893805,8315004,73499954
(주)코디엠,224060,2018/12,-1551546,33229693,-936516,36581926
(주)코디엠,224060,2019/12,2172577,10994170,1877122,11785340
(주)코렌텍,104540,2013/12,12520608,26816847,13903479,28262583
(주)코렌텍,104540,2014/12,12615428,25057681,14128010,26582778
(주)코렌텍,104540,2015/12,15246761,28022669,17568564,30346648
(주)코렌텍,104540,2016/12,18457428,33128629,21202144,35974058
(주)코렌텍,104540,2017/12,18946680,34489999,22305544,37848863
