회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),이자비용(*)(IFRS)(천원),이자비용(*)(IFRS연결)(천원),이자지급(-)(IFRS)(천원),이자지급(-)(IFRS연결)(천원)
(주)이아이디,093230,2015/12,-3291891,-9243977,1476452,2121638,-1217961,-1747187
(주)이아이디,093230,2016/12,-2756160,-2788398,1298382,1298382,-436961,-392452
(주)이아이디,093230,2017/12,-4471871,-4499531,2025130,2025130,-974200,-974200
(주)이아이디,093230,2018/12,-3433077,-3446475,3540910,3540910,-2311700,-2396138
(주)이아이디,093230,2019/12,-4599384,1484789,1869394,2104535,-335712,-722696
(주)이아이디,093230,2020/12,-2959284,-1736272,4117952,4902132,-1438462,-2297995
(주)이엔드디,101360,2020/12,16386335,,936080,,-623771,
(주)이엔에프테크놀로지,102710,2010/12,16247764,16235873,496620,496620,-487460,-487460
(주)이엔에프테크놀로지,102710,2011/12,19024525,18023395,613193,614861,-597211,-596487
(주)이엔에프테크놀로지,102710,2012/12,23519222,19605098,635750,716074,-628636,-673405
(주)이엔에프테크놀로지,102710,2013/12,18827040,11998864,693030,878809,-698281,-881201
(주)이엔에프테크놀로지,102710,2014/12,18761866,13848103,439353,766852,-403309,-731157
(주)이엔에프테크놀로지,102710,2015/12,34941619,37866322,303825,896381,-443911,-1024713
(주)이엔에프테크놀로지,102710,2016/12,39817072,41327169,225957,810149,-392741,-992419
(주)이엔에프테크놀로지,102710,2017/12,38807002,45348564,139626,585865,-343827,-793026
(주)이엔에프테크놀로지,102710,2018/12,31287165,35608553,401518,822652,-375361,-2456791
(주)이엔에프테크놀로지,102710,2019/12,49132656,59636773,789067,1126514,-445347,-2688912
(주)이엔에프테크놀로지,102710,2020/12,54082213,68167276,795038,1372743,-501398,-2135741
(주)이엔코퍼레이션,066980,2010/12,-487373,-2893879,740515,740515,-599361,-1977120
(주)이엔코퍼레이션,066980,2011/12,-2717077,-2873305,1186811,1186811,-765538,-765538
(주)이엔코퍼레이션,066980,2012/12,-5466676,-5895792,1388177,1388177,-833672,-833672
(주)이엔코퍼레이션,066980,2013/12,232107,1461290,2390154,2390154,-838286,-838286
(주)이엔코퍼레이션,066980,2014/12,-14210668,-13736249,2242301,2302912,-904280,-964890
(주)이엔코퍼레이션,066980,2015/12,-5802675,-5516506,533287,1056029,-209644,-373553
(주)이엔코퍼레이션,066980,2016/12,3198612,4883109,38035,38034,-31446,-31446
(주)이엔코퍼레이션,066980,2017/12,3529986,4731577,623294,1008254,-45602,-115783
(주)이엔코퍼레이션,066980,2018/12,1088917,-376577,1156565,2222803,-93587,-96527
(주)이엔코퍼레이션,066980,2019/12,1779577,9123049,1506636,4319207,-162232,0
(주)이엔코퍼레이션,066980,2020/12,358620,293881,2158759,2158759,-628103,-628103
(주)이엔플러스,074610,2010/12,-36702,-1478774,730926,732057,-825135,-825135
(주)이엔플러스,074610,2011/12,-991844,-3088434,550605,550605,-549185,-549185
(주)이엔플러스,074610,2012/12,-195452,-1788959,280395,280395,-176704,-176704
(주)이엔플러스,074610,2013/12,1234305,396527,144771,146175,-34901,-34901
(주)이엔플러스,074610,2014/12,1539093,1243604,117827,137114,-118573,-137862
(주)이엔플러스,074610,2015/12,1835189,1576900,69665,83001,-69213,-82550
(주)이엔플러스,074610,2016/12,4395468,4134342,145769,146152,-125398,-125782
(주)이엔플러스,074610,2017/12,-960651,-467681,347286,598463,-214230,-491307
(주)이엔플러스,074610,2018/12,-6253287,-11445777,3595618,3722705,-813669,-943881
(주)이엔플러스,074610,2019/12,-10740049,-15398599,3065666,3865307,-929012,-1076489
(주)이엔플러스,074610,2020/12,-5243830,-8333209,4648655,4674185,-662503,-751184
(주)이엘피,063760,2017/12,18336552,18164720,42762,42762,-49122,-49122
(주)이엘피,063760,2018/12,15937753,15156013,0,0,0,0
(주)이엘피,063760,2019/12,3686395,3109187,0,0,0,0
(주)이엘피,063760,2020/12,2432652,2727036,6844,36239,-6844,-36007
(주)이엠넷,123570,2011/12,6109306,6023627,65853,65853,-70247,-70247
(주)이엠넷,123570,2012/12,6520937,6436550,18992,18992,-19384,-19384
(주)이엠넷,123570,2013/12,3937240,3309359,319799,319799,0,0
(주)이엠넷,123570,2014/12,1080139,2155400,382235,397361,0,-138120
(주)이엠넷,123570,2015/12,1885305,2781477,43827,59189,0,-150715
(주)이엠넷,123570,2016/12,1714863,3259571,0,8277,0,-8277
(주)이엠넷,123570,2017/12,2548867,4183134,0,1330,0,-1330
(주)이엠넷,123570,2018/12,3210691,5544145,0,598,0,-598
(주)이엠넷,123570,2019/12,4056924,7715027,2199,9306,-2199,-9306
(주)이엠넷,123570,2020/12,3854361,7237712,2391,10077,-2391,-10077
(주)이엠앤아이,083470,2010/12,-652200,-7933065,1685527,1685526,-1585720,-1585720
(주)이엠앤아이,083470,2011/12,-1153283,247205,2063170,2402066,-1452670,-1698345
(주)이엠앤아이,083470,2012/12,4957692,5822020,1798083,1968397,-1263486,-1433800
(주)이엠앤아이,083470,2013/12,6802027,203313,943025,1125550,-758040,-908468
(주)이엠앤아이,083470,2014/12,5546064,8837833,696095,957855,-685951,-904700
(주)이엠앤아이,083470,2015/12,4330782,4927752,769677,914742,-511506,-711424
(주)이엠앤아이,083470,2016/12,2752883,-1967964,807053,931932,-661317,-802238
(주)이엠앤아이,083470,2017/12,944112,-2460702,1735405,1877192,-1159890,-1299418
(주)이엠앤아이,083470,2018/12,-25705875,-17461902,1867146,2134785,-1316908,-1544055
(주)이엠앤아이,083470,2019/12,-2586140,-3235270,504384,526006,-865125,-1965239
(주)이엠앤아이,083470,2020/12,-2084238,-2512133,576801,606007,-288,-29071
(주)이엠텍,091120,2010/12,-583660,1678161,0,0,0,0
(주)이엠텍,091120,2011/12,-1631528,4203909,0,0,0,0
(주)이엠텍,091120,2012/12,10042754,28846947,0,0,0,0
(주)이엠텍,091120,2013/12,11903754,24272118,0,0,0,0
(주)이엠텍,091120,2014/12,4543110,12981769,0,0,0,0
(주)이엠텍,091120,2015/12,-3759052,12954491,430623,1135271,0,0
(주)이엠텍,091120,2016/12,1322759,16587283,436022,1104495,0,0
(주)이엠텍,091120,2017/12,6279097,13626917,0,0,0,0
(주)이엠텍,091120,2018/12,25066008,21165477,0,0,0,0
(주)이엠텍,091120,2019/12,-11241946,-5605244,0,0,0,0
(주)이엠텍,091120,2020/12,14756860,2065994,0,0,0,0
(주)이오테크닉스,039030,2010/12,44155143,44641774,577119,679486,-603345,-705711
(주)이오테크닉스,039030,2011/12,13619810,15619060,722940,1021090,-705755,-998020
(주)이오테크닉스,039030,2012/12,31765700,34321182,1186717,1461039,-1147665,-1412960
(주)이오테크닉스,039030,2013/12,36279472,43099270,1944249,2263863,-1830307,-2131191
(주)이오테크닉스,039030,2014/12,51600368,56664489,1413329,1675953,-1413329,-1675953
(주)이오테크닉스,039030,2015/12,22040517,28545439,601744,932230,-579488,-897752
(주)이오테크닉스,039030,2016/12,19214469,21258735,408181,550954,-425210,-573940
(주)이오테크닉스,039030,2017/12,50493017,59979121,384110,488769,-384468,-489224
(주)이오테크닉스,039030,2018/12,7245336,17858925,496728,561784,-498744,-564378
(주)이오테크닉스,039030,2019/12,8253839,7100165,272041,465071,0,-465681
(주)이오테크닉스,039030,2020/12,41258355,38485391,114528,184301,-114921,-180205
(주)이원,017940,2010/12,96939288,119614406,38773958,52143551,-37929384,-38192333
(주)이원,017940,2011/12,115410089,120521295,38191318,54668403,-36285082,-38610396
(주)이원,017940,2012/12,97515886,109883094,36047224,57980563,-35963525,-42620832
(주)이원,017940,2013/12,111665614,108867826,31221389,53193087,-29762285,-36398787
(주)이원,017940,2014/12,80112276,86965138,32594755,51279776,-31894156,-39198552
(주)이원,017940,2015/12,100215384,35683009,33601041,52428838,-32717085,-44974310
(주)이원,017940,2016/12,64785815,11087869,28931420,46097197,-28467773,-45322141
(주)이원,017940,2017/12,87006745,93694351,28106430,46365412,-26158910,-43492700
(주)이원,017940,2018/12,7701627,14012873,25796761,44597028,-26634807,-44601577
(주)이원,017940,2019/12,123955268,106309925,30310437,52454551,-24867353,-44006001
(주)이원,017940,2020/12,70089265,39530859,25425046,48493936,-19728629,-43000998
(주)이월드,084680,2010/12,-4019250,-4019250,0,0,-10264325,-10264325
(주)이월드,084680,2011/12,-1373013,-1373013,0,0,-4197492,-4197492
(주)이월드,084680,2012/12,-2352832,-3673029,0,0,-4277012,-4696443
(주)이월드,084680,2013/12,-4072212,-5950466,3839079,7376156,-3764115,-4224719
(주)이월드,084680,2014/12,-3573488,,7449912,,-4160853,
(주)이월드,084680,2015/12,514315,,3040845,,-3052266,
(주)이월드,084680,2016/12,4279695,,2786183,,-2787841,
(주)이월드,084680,2017/12,6686653,,3132279,,-3283555,
(주)이월드,084680,2018/12,4576440,,3003244,,-2900840,
(주)이월드,084680,2019/12,17433450,,2121251,,-2093299,
(주)이월드,084680,2020/12,-14087152,,1303857,,-1338292,
(주)이즈미디어,181340,2017/12,910113,2409272,222519,222519,-155129,-155129
(주)이즈미디어,181340,2018/12,3753265,4120799,188950,188950,-187242,-174417
(주)이즈미디어,181340,2019/12,-2294015,-2640368,339475,357986,-339183,-357384
(주)이즈미디어,181340,2020/12,-13417046,-14562576,461013,474047,-458533,-474047
(주)이지,037370,2010/12,4082645,4421089,0,0,-123866,-481939
(주)이지,037370,2011/12,3962372,1343967,0,0,-2896,-476946
(주)이지,037370,2012/12,7089995,685485,0,0,-234169,-792257
(주)이지,037370,2013/12,6031774,6349867,0,0,-171593,-575015
(주)이지,037370,2014/12,4010710,5296242,0,0,-145579,-541380
(주)이지,037370,2015/12,3490401,-1278170,0,0,-117870,-503765
(주)이지,037370,2016/12,2908441,877704,0,0,-149758,-498337
(주)이지,037370,2017/12,1505351,1322488,0,0,-175327,-475268
(주)이지,037370,2018/12,-5549243,-8973681,0,0,-201205,-539743
(주)이지,037370,2019/12,1711504,1499350,0,0,-218788,-597644
(주)이지,037370,2020/12,-3334776,-6513051,0,0,-243354,-329067
(주)이지바이오,353810,2020/12,15198062,,632946,,-703252,
(주)이지홀딩스,035810,2010/12,14720881,43429109,4962827,0,-3784371,-19983356
(주)이지홀딩스,035810,2011/12,13256555,47659126,5722612,0,-4704542,-26335210
(주)이지홀딩스,035810,2012/12,20537318,41412153,0,37214919,-5445673,-27923977
(주)이지홀딩스,035810,2013/12,20967414,39264471,4906564,39820293,-4042752,-39941970
(주)이지홀딩스,035810,2014/12,23731676,78091645,6057270,40498663,-4020677,-37806197
(주)이지홀딩스,035810,2015/12,25102566,67902762,4771736,35584572,-3689232,-31732566
(주)이지홀딩스,035810,2016/12,24060909,79047110,5037935,32523360,-3247918,-26561617
(주)이지홀딩스,035810,2017/12,21967633,106030149,4119916,26431048,-3012661,-20184241
(주)이지홀딩스,035810,2018/12,27772891,92964288,4332225,26879763,-3858094,-26133754
(주)이지홀딩스,035810,2019/12,23795766,41625730,5790296,32060675,-5834323,-37448310
(주)이지홀딩스,035810,2020/12,8918387,46976218,4066055,27009508,-4029737,-32160741
(주)이큐셀,160600,2015/12,7355290,7280046,432916,432916,-272346,-272346
(주)이큐셀,160600,2016/12,469721,223511,341062,341062,-249319,-249319
(주)이큐셀,160600,2017/12,2243930,1919044,348166,583282,-142014,-379976
(주)이큐셀,160600,2018/12,5293762,4937954,517885,756326,-233773,-469903
(주)이큐셀,160600,2019/12,-29077298,-29898119,1579468,1770201,-466506,-730539
(주)이크레더블,092130,2010/09,4787683,,0,,0,
(주)이크레더블,092130,2011/09,6456751,6456751,0,0,0,0
(주)이크레더블,092130,2012/09,6242018,6463323,0,0,0,0
(주)이크레더블,092130,2013/12,6289007,7025345,0,0,0,0
(주)이크레더블,092130,2014/12,6753540,7606386,0,0,0,0
(주)이크레더블,092130,2015/12,8545174,9449294,0,0,0,0
(주)이크레더블,092130,2016/12,11458105,12136224,0,0,0,0
(주)이크레더블,092130,2017/12,12712510,13436333,0,0,0,0
(주)이크레더블,092130,2018/12,14519753,15320031,1974,1974,0,0
(주)이크레더블,092130,2019/12,15975424,16726688,7643,8829,-5363,-6549
(주)이크레더블,092130,2020/12,16179490,16874695,8028,9234,-3185,-4391
(주)이퓨쳐,134060,2011/12,-453493,,28031,,-7397,
(주)이퓨쳐,134060,2012/12,-133144,,7,,-7,
(주)이퓨쳐,134060,2013/12,1105515,,116,,-116,
(주)이퓨쳐,134060,2014/12,397613,,6747,,-6747,
(주)이퓨쳐,134060,2015/12,106283,,0,,0,
(주)이퓨쳐,134060,2016/12,339910,,0,,0,
(주)이퓨쳐,134060,2017/12,-218432,,2,,-2,
(주)이퓨쳐,134060,2018/12,291703,,2,,-2,
(주)이퓨쳐,134060,2019/12,954978,,26668,,-26668,
(주)이퓨쳐,134060,2020/12,953314,,14300,,-14300,
(주)인디에프,014990,2010/12,6979766,6970511,5100060,5195888,0,0
(주)인디에프,014990,2011/12,-17603246,-19780473,5585918,5585918,0,0
(주)인디에프,014990,2012/12,-6518457,-6806997,3357791,3357791,0,0
(주)인디에프,014990,2013/12,-3330480,-3576629,1905849,1905849,0,0
(주)인디에프,014990,2014/12,-3098936,-3072056,1371353,1371353,0,0
(주)인디에프,014990,2015/12,-5016725,-5010630,1163311,1163311,0,0
(주)인디에프,014990,2016/12,-7031098,-7030173,1020942,1020942,0,0
(주)인디에프,014990,2017/12,1583591,1637232,973038,973038,0,0
(주)인디에프,014990,2018/12,1989310,2015486,957503,957503,0,0
(주)인디에프,014990,2019/12,-1610475,-1579169,2105118,2105118,0,0
(주)인디에프,014990,2020/12,-20011147,-20002505,2425685,2425685,0,0
(주)인바디,041830,2010/12,4568301,4849846,0,0,-2479,-2479
(주)인바디,041830,2011/12,4722116,5122617,0,0,0,0
(주)인바디,041830,2012/12,3757991,5001978,0,0,0,0
(주)인바디,041830,2013/12,5671388,6500740,0,0,0,0
(주)인바디,041830,2014/12,9546838,10095138,0,0,0,0
(주)인바디,041830,2015/12,17712672,20007588,0,0,0,0
(주)인바디,041830,2016/12,19925675,22041087,0,0,0,0
(주)인바디,041830,2017/12,22261355,24900250,0,0,0,0
(주)인바디,041830,2018/12,24263439,23676827,122416,122538,-122417,-122417
(주)인바디,041830,2019/12,28147448,27626227,3155,140696,-3155,-3155
(주)인바디,041830,2020/12,22001226,19096757,2741,124473,-2741,-126497
(주)인바이오젠,101140,2010/12,-13850802,,110197,,-1849,
(주)인바이오젠,101140,2011/12,1011109,,218718,,-97628,
(주)인바이오젠,101140,2012/12,-1213666,,96354,,-10169,
(주)인바이오젠,101140,2013/12,-1284367,,51449,,-128288,
(주)인바이오젠,101140,2014/12,-1275968,,264958,,-189103,
(주)인바이오젠,101140,2015/12,-4947476,,4137,,-46897,
(주)인바이오젠,101140,2016/12,-2131835,,54427,,-73003,
(주)인바이오젠,101140,2017/12,-1531488,,20809,,-36773,
(주)인바이오젠,101140,2018/12,921474,,0,,0,
(주)인바이오젠,101140,2019/12,-2249168,,4262424,,0,
(주)인바이오젠,101140,2020/12,-5259525,,6233107,,-1074254,
(주)인산가,277410,2017/12,,,,,,
(주)인산가,277410,2018/12,3998552,4216481,391140,451406,-185659,-245925
(주)인산가,277410,2019/12,3628553,3992880,226982,253166,-147997,-173086
(주)인산가,277410,2020/12,4768398,5713213,242443,271170,-165250,-194196
(주)인성정보,033230,2010/12,-1151618,6277102,1301511,2815746,-1855107,-3197265
(주)인성정보,033230,2011/12,2011671,8103170,1248337,2812653,-1265997,-2396922
(주)인성정보,033230,2012/12,-349126,3679701,1302316,3144747,-1324658,-3468395
(주)인성정보,033230,2013/12,1523950,6978347,1116086,2619851,-551116,-1028078
(주)인성정보,033230,2014/12,-1025308,3107951,1156356,2248918,-1145351,-2414650
(주)인성정보,033230,2015/12,-4807130,-3128100,1226567,2480926,-1272774,-2827564
(주)인성정보,033230,2016/12,533146,4959089,769311,2386995,-765540,-2415700
(주)인성정보,033230,2017/12,-872655,3121730,991047,118827,-999536,-2714046
(주)인성정보,033230,2018/12,-824119,3100945,1030107,2703013,-1045146,-2770068
(주)인성정보,033230,2019/12,231246,3463664,960673,2590105,-897535,-2492243
(주)인성정보,033230,2020/12,69290,2902696,1156053,2539435,-1206934,-2713818
(주)인스코비,006490,2010/12,-34163696,,417687,,-417687,
(주)인스코비,006490,2011/12,-3551533,,100167,,-100167,
(주)인스코비,006490,2012/12,-5674428,,144714,,-117314,
(주)인스코비,006490,2013/12,-6923186,-6929046,153142,153142,-107605,-107605
(주)인스코비,006490,2014/12,-5612183,-5824532,109097,109097,-77395,-77395
(주)인스코비,006490,2015/12,-4835950,-4750750,986890,1081746,-375495,-480761
(주)인스코비,006490,2016/12,-4273507,-2532277,1409119,1451512,-334141,-420461
(주)인스코비,006490,2017/12,-3651583,-199908,193319,137516,-118565,-34726
(주)인스코비,006490,2018/12,2388094,5325278,1238426,1219216,-197149,-173000
(주)인스코비,006490,2019/12,5427285,4731238,1926361,1917635,-313423,-291500
(주)인스코비,006490,2020/12,-1740362,-1005144,1833916,1845624,-257578,-267918
(주)인지디스플레이,037330,2010/12,22448538,34637660,0,0,-1123051,-1846678
(주)인지디스플레이,037330,2011/12,19983206,37348022,0,0,-792458,-2119156
(주)인지디스플레이,037330,2012/12,1117020,27825384,0,0,-147457,-1929200
(주)인지디스플레이,037330,2013/12,-3986153,4825131,0,0,-164038,-1355740
(주)인지디스플레이,037330,2014/12,774681,10694328,0,0,-366320,-1116606
(주)인지디스플레이,037330,2015/12,3201914,9138974,0,0,-421121,-215159
(주)인지디스플레이,037330,2016/12,3750275,10641856,0,0,-774599,-1228018
(주)인지디스플레이,037330,2017/12,3147370,2854491,0,0,-369621,-1265961
(주)인지디스플레이,037330,2018/12,8198888,22135015,0,0,-627165,-1832222
(주)인지디스플레이,037330,2019/12,1417755,23830908,0,0,-1601108,-3430642
(주)인지디스플레이,037330,2020/12,4593236,34602764,0,0,-3061886,-4229739
(주)인콘,083640,2010/12,3010544,3010544,67942,67942,-67087,-67087
(주)인콘,083640,2011/12,1881356,2541942,33992,168087,-36914,-164495
(주)인콘,083640,2012/12,2044068,1598018,54296,127517,-58443,-133386
(주)인콘,083640,2013/12,3680626,3680626,220629,220629,-63601,-63601
(주)인콘,083640,2014/12,2222178,,281747,,-93148,
(주)인콘,083640,2015/12,1574097,1544099,1178,1178,-514,-514
(주)인콘,083640,2016/12,-715465,-778490,309,309,-309,-309
(주)인콘,083640,2017/12,1311873,1260626,126735,126735,0,0
(주)인콘,083640,2018/12,-1514026,-1962996,1978139,1978201,-435000,-601128
(주)인콘,083640,2019/12,-1609785,-2371065,2669737,2718237,-775491,-1133623
(주)인콘,083640,2020/12,2167323,1951545,2234187,2219896,-570801,-580365
(주)인터로조,119610,2010/12,5921211,,228426,,-118480,
(주)인터로조,119610,2011/12,8364929,,0,,-71798,
(주)인터로조,119610,2012/12,9561435,,200548,,-241083,
(주)인터로조,119610,2013/12,10532472,,339715,,-341206,
(주)인터로조,119610,2014/12,8771200,,313039,,-305878,
(주)인터로조,119610,2015/12,16289023,,268883,,-274377,
(주)인터로조,119610,2016/12,23737766,23306560,151156,151156,-154820,-154820
(주)인터로조,119610,2017/12,24534314,24233728,71220,71220,-68267,-68267
(주)인터로조,119610,2018/12,17346923,17125531,83273,83273,-82623,-82623
(주)인터로조,119610,2019/12,22998598,22618019,836539,836539,-120615,-116949
(주)인터로조,119610,2020/12,16653820,15140876,679193,693699,-125872,-136099
(주)인터엠,017250,2010/09,2818997,,0,,0,
(주)인터엠,017250,2011/09,1562314,1366297,0,0,-843402,-843402
(주)인터엠,017250,2012/09,1710478,1526427,0,0,-867901,-867901
(주)인터엠,017250,2013/09,2147118,2399788,0,0,-977612,-977612
(주)인터엠,017250,2014/09,5145109,5020049,0,0,-1035301,-1035301
(주)인터엠,017250,2015/09,2561736,2557446,0,0,-1338027,-1338027
(주)인터엠,017250,2016/09,3433118,3495227,0,0,-884001,-884001
(주)인터엠,017250,2017/09,3105506,3129850,0,0,-763066,-763066
(주)인터엠,017250,2018/09,3554236,3181926,0,0,-744279,-744279
(주)인터엠,017250,2019/09,-3420230,-3349364,817299,817299,-817299,-817299
(주)인터엠,017250,2020/09,-15009968,-15513765,768714,777954,-773499,-782738
(주)인터플렉스,051370,2010/12,30708549,,2200912,,-3728304,
(주)인터플렉스,051370,2011/12,40386508,,4150061,,-2589518,
(주)인터플렉스,051370,2012/12,46529133,,5374349,,-4294445,
(주)인터플렉스,051370,2013/12,50695,,7440442,,-7267982,
(주)인터플렉스,051370,2014/12,-91700816,,4195628,,-4393206,
(주)인터플렉스,051370,2015/12,-99789743,-84766140,3603820,3619353,-3703199,-3718732
(주)인터플렉스,051370,2016/12,-64840242,-51563873,3737232,3769309,-3885285,-3917361
(주)인터플렉스,051370,2017/12,30633923,61450799,3200775,3231410,-2998268,-3028904
(주)인터플렉스,051370,2018/12,-91486536,-66225314,2097980,2214943,-2126860,-2243822
(주)인터플렉스,051370,2019/12,-21672584,-16774919,1604310,1637518,-1606045,-1639253
(주)인터플렉스,051370,2020/12,-33656391,-27737036,1200794,1203259,-925203,-927668
(주)인텍플러스,064290,2011/12,4925449,,292616,,-103474,
(주)인텍플러스,064290,2012/12,3028887,,462312,,-284793,
(주)인텍플러스,064290,2013/12,-6754114,,806841,,-278125,
(주)인텍플러스,064290,2014/12,-4797961,,879156,,-202783,
(주)인텍플러스,064290,2015/12,448004,,464595,,-174333,
(주)인텍플러스,064290,2016/12,-3554676,,233697,,-234145,
(주)인텍플러스,064290,2017/12,526561,29219,239450,239450,-269151,-269151
(주)인텍플러스,064290,2018/12,-7659578,-8319461,241957,244725,-168413,-168413
(주)인텍플러스,064290,2019/12,4630581,4705630,300583,301531,-179857,-180690
(주)인텍플러스,064290,2020/12,7331867,7018452,251557,251557,-10957,-10957
(주)인텔리안테크놀로지스,189300,2016/12,6945818,7385544,380545,410251,-418304,-448010
(주)인텔리안테크놀로지스,189300,2017/12,7203153,7020258,313752,351583,-310009,-347840
(주)인텔리안테크놀로지스,189300,2018/12,7539948,10303613,758042,838588,-445525,-526070
(주)인텔리안테크놀로지스,189300,2019/12,1616657,7138729,918290,1042649,-407658,-532017
(주)인텔리안테크놀로지스,189300,2020/12,70327,3248069,816594,949556,-440976,-1188788
(주)인트로메딕,150840,2013/12,2192396,2253396,94908,98891,-96199,-100182
(주)인트로메딕,150840,2014/12,1090443,838918,11885,11885,-13860,-13860
(주)인트로메딕,150840,2015/12,-1193212,-1308224,100377,100377,0,0
(주)인트로메딕,150840,2016/12,-2663007,-3551827,796118,796118,-200694,-200694
(주)인트로메딕,150840,2017/12,-791018,,881070,,-200000,
(주)인트로메딕,150840,2018/12,-3223045,-3240970,2007667,2007667,-293151,-303171
(주)인트로메딕,150840,2019/12,-4187601,-5293432,2305124,2309960,-446706,-544028
(주)인트로메딕,150840,2020/12,-3532059,-5124728,1815972,1822613,-320358,-403373
(주)인트론바이오테크놀로지,048530,2011/12,295616,,455793,,-250306,
(주)인트론바이오테크놀로지,048530,2012/12,-1115163,,548554,,-252059,
(주)인트론바이오테크놀로지,048530,2013/12,58870,,253595,,-215854,
(주)인트론바이오테크놀로지,048530,2014/12,1125090,,1277708,,-686005,
(주)인트론바이오테크놀로지,048530,2015/12,2131855,,468160,,-44538,
(주)인트론바이오테크놀로지,048530,2016/12,-1174475,-1200392,96018,96018,-97040,-97040
(주)인트론바이오테크놀로지,048530,2017/12,-3805654,-3900277,135914,135914,-133149,-133149
(주)인트론바이오테크놀로지,048530,2018/12,5231537,5165702,152649,152649,-153760,-153760
(주)인트론바이오테크놀로지,048530,2019/12,-4152695,-4368078,957106,957106,-68464,-68464
(주)인트론바이오테크놀로지,048530,2020/12,16053559,15736219,1184105,1184131,-23941,-23968
(주)인팩,023810,2010/12,7728342,16672129,493160,816503,-140841,-464184
(주)인팩,023810,2011/12,5098809,11073772,370125,501081,-370125,-501081
(주)인팩,023810,2012/12,327548,10723263,907231,1074405,-907231,-1074405
(주)인팩,023810,2013/12,5287977,13889132,625942,727798,-625942,-727798
(주)인팩,023810,2014/12,3284183,9667180,264895,321048,-264895,-264895
(주)인팩,023810,2015/12,1436601,9236309,218106,360596,-218106,-218106
(주)인팩,023810,2016/12,3688257,10798920,252517,364777,-252517,-200197
(주)인팩,023810,2017/12,620794,-2441192,362707,886407,-362707,-476105
(주)인팩,023810,2018/12,-3884850,3197700,405360,2239477,-405360,-2031125
(주)인팩,023810,2019/12,-5674090,-436276,515032,2670013,-515032,-2232231
(주)인팩,023810,2020/12,3275979,12965532,602730,2136093,-516473,-1724424
(주)인포마크,175140,2015/12,-981895,,632843,,-511362,
(주)인포마크,175140,2016/12,2215298,,424360,,-430213,
(주)인포마크,175140,2017/12,-6296490,-7032875,848020,858290,-373866,-373866
(주)인포마크,175140,2018/12,772459,-826931,1220246,1454461,-471696,-470237
(주)인포마크,175140,2019/12,-10610605,-11797625,1508222,1632399,-414788,-409466
(주)인포마크,175140,2020/12,-8514641,,1871818,,-454715,
(주)인포바인,115310,2010/12,9373124,,0,,0,
(주)인포바인,115310,2011/12,10196797,,0,,0,
(주)인포바인,115310,2012/12,10498089,,0,,0,
(주)인포바인,115310,2013/12,12704877,,0,,0,
(주)인포바인,115310,2014/12,13408172,13167192,0,0,0,0
(주)인포바인,115310,2015/12,11578565,11121886,0,0,0,0
(주)인포바인,115310,2016/12,13579699,12496330,0,0,0,0
(주)인포바인,115310,2017/12,14642762,12535249,0,0,0,0
(주)인포바인,115310,2018/12,13085225,11112470,0,0,0,0
(주)인포바인,115310,2019/12,11349877,9516147,0,0,0,0
(주)인포바인,115310,2020/12,10440698,8094824,0,0,0,0
(주)인피니트헬스케어,071200,2010/12,6288606,6351250,0,0,0,0
(주)인피니트헬스케어,071200,2011/12,1708501,-2081156,0,0,0,0
(주)인피니트헬스케어,071200,2012/12,-1272478,-5305315,0,0,0,0
(주)인피니트헬스케어,071200,2013/12,2248497,2717563,0,0,0,0
(주)인피니트헬스케어,071200,2014/12,2080441,3077444,0,0,0,0
(주)인피니트헬스케어,071200,2015/12,3782235,4437379,0,0,0,0
(주)인피니트헬스케어,071200,2016/12,6930139,6637284,0,0,0,0
(주)인피니트헬스케어,071200,2017/12,7031740,5543879,0,0,0,0
(주)인피니트헬스케어,071200,2018/12,1624015,2351756,0,0,0,0
(주)인피니트헬스케어,071200,2019/12,5634206,7072336,0,0,0,0
(주)인피니트헬스케어,071200,2020/12,10543603,7283855,0,0,0,0
(주)일승,333430,2019/12,,,,,,
(주)일승,333430,2020/12,,,,,,
(주)일신바이오베이스,068330,2010/12,2289730,,0,,-47722,
(주)일신바이오베이스,068330,2011/12,963217,,0,,-111764,
(주)일신바이오베이스,068330,2012/12,1968696,,0,,-144355,
(주)일신바이오베이스,068330,2013/12,1139942,1118870,0,0,0,0
(주)일신바이오베이스,068330,2014/12,2096953,2074606,0,0,0,0
(주)일신바이오베이스,068330,2015/12,2721426,2637942,0,0,-21378,-21378
(주)일신바이오베이스,068330,2016/12,3011111,3008844,0,0,-4312,-4312
(주)일신바이오베이스,068330,2017/12,2431461,2341409,0,0,0,0
(주)일신바이오베이스,068330,2018/12,3475802,3036924,0,0,0,0
(주)일신바이오베이스,068330,2019/12,4641215,5214863,0,0,0,0
(주)일신바이오베이스,068330,2020/12,5610282,,0,,0,
(주)일신석재,007110,2010/12,1460615,,374801,,0,
(주)일신석재,007110,2011/12,1267947,,416954,,0,
(주)일신석재,007110,2012/12,1050525,,362567,,0,
(주)일신석재,007110,2013/12,1077184,,412201,,0,
(주)일신석재,007110,2014/12,91065,,545680,,0,
(주)일신석재,007110,2015/12,-2463066,,422838,,0,
(주)일신석재,007110,2016/12,-2605704,,394999,,0,
