회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원)
(주)동아엘텍,088130,2011/12,49001450,67896209
(주)동아엘텍,088130,2012/12,62296301,89876748
(주)동아엘텍,088130,2013/12,92673460,125725138
(주)동아엘텍,088130,2014/12,93618974,135607076
(주)동아엘텍,088130,2015/12,95873627,125955283
(주)동아엘텍,088130,2016/12,126614441,201591557
(주)동아엘텍,088130,2017/12,136272556,246934067
(주)동아엘텍,088130,2018/12,161679008,271270330
(주)동아엘텍,088130,2019/12,155200694,267605758
(주)동아지질,028100,2011/12,199886907,202921027
(주)동아지질,028100,2012/12,225113684,226247530
(주)동아지질,028100,2013/12,222553416,225300799
(주)동아지질,028100,2014/12,227158130,232681244
(주)동아지질,028100,2015/12,259564348,259436782
(주)동아지질,028100,2016/12,298739707,298869765
(주)동아지질,028100,2017/12,254667941,257634756
(주)동아지질,028100,2018/12,284393541,284762190
(주)동아지질,028100,2019/12,321600590,322274034
(주)동양,001520,2011/12,1776093594,3633466665
(주)동양,001520,2012/12,1744452583,3401374248
(주)동양,001520,2013/12,940420262,1124605701
(주)동양,001520,2014/12,782917713,830447598
(주)동양,001520,2015/12,1127049246,1184189631
(주)동양,001520,2016/12,925332263,1004693583
(주)동양,001520,2017/12,914720129,980377628
(주)동양,001520,2018/12,913713631,977551540
(주)동양,001520,2019/12,928011545,1017398588
(주)동양고속,084670,2011/12,243463463,290833249
(주)동양고속,084670,2012/12,201016268,209135730
(주)동양고속,084670,2013/12,210730816,214756370
(주)동양고속,084670,2014/12,219864779,224095138
(주)동양고속,084670,2015/12,233201229,240378400
(주)동양고속,084670,2016/12,233558225,237926437
(주)동양고속,084670,2017/12,211177314,211678292
(주)동양고속,084670,2018/12,195267781,195948851
(주)동양고속,084670,2019/12,186386151,186827240
(주)동양에스텍,060380,2011/12,139727799,142309589
(주)동양에스텍,060380,2012/12,129114179,133430047
(주)동양에스텍,060380,2013/12,114778886,119723882
(주)동양에스텍,060380,2014/12,99930615,106112076
(주)동양에스텍,060380,2015/12,88698236,92678515
(주)동양에스텍,060380,2016/12,101171708,120249193
(주)동양에스텍,060380,2017/12,104369971,124977099
(주)동양에스텍,060380,2018/12,114666650,136232434
(주)동양에스텍,060380,2019/12,116260464,144962083
(주)동우팜투테이블,088910,2011/12,134810786,
(주)동우팜투테이블,088910,2012/12,149560052,
(주)동우팜투테이블,088910,2013/12,152310667,
(주)동우팜투테이블,088910,2014/12,158072462,
(주)동우팜투테이블,088910,2015/12,162703401,
(주)동우팜투테이블,088910,2016/12,173623656,
(주)동우팜투테이블,088910,2017/12,200503429,
(주)동우팜투테이블,088910,2018/12,220488718,
(주)동우팜투테이블,088910,2019/12,222990590,224727531
(주)동운아나텍,094170,2015/12,43445926,
(주)동운아나텍,094170,2016/12,42756175,
(주)동운아나텍,094170,2017/12,42933844,
(주)동운아나텍,094170,2018/12,41671771,
(주)동운아나텍,094170,2019/12,54041008,
(주)동원개발,013120,2011/12,325725111,
(주)동원개발,013120,2012/12,419752428,
(주)동원개발,013120,2013/12,387097857,
(주)동원개발,013120,2014/12,433463150,
(주)동원개발,013120,2015/12,546033824,
(주)동원개발,013120,2016/12,654000395,
(주)동원개발,013120,2017/12,703630959,
(주)동원개발,013120,2018/12,877699704,
(주)동원개발,013120,2019/12,929793884,
(주)동원에프앤비,049770,2011/12,687821589,910153374
(주)동원에프앤비,049770,2012/12,755773972,967287072
(주)동원에프앤비,049770,2013/12,711103333,914931543
(주)동원에프앤비,049770,2014/12,759423296,897092470
(주)동원에프앤비,049770,2015/12,798604570,952430434
(주)동원에프앤비,049770,2016/12,879483056,1092285976
(주)동원에프앤비,049770,2017/12,1055184115,1369136235
(주)동원에프앤비,049770,2018/12,1029298805,1403607395
(주)동원에프앤비,049770,2019/12,1159056111,1573514559
(주)동일기연,032960,2011/12,58932405,59334855
(주)동일기연,032960,2012/12,60329086,59541847
(주)동일기연,032960,2013/12,65406649,63525265
(주)동일기연,032960,2014/12,68757810,66654278
(주)동일기연,032960,2015/12,63705812,59911236
(주)동일기연,032960,2016/12,66980452,65783269
(주)동일기연,032960,2017/12,70656416,72003645
(주)동일기연,032960,2018/12,60568446,61115452
(주)동일기연,032960,2019/12,57091220,58374142
(주)동진쎄미켐,005290,2011/12,464260245,553762349
(주)동진쎄미켐,005290,2012/12,515077372,594654428
(주)동진쎄미켐,005290,2013/12,533833650,621098749
(주)동진쎄미켐,005290,2014/12,572111127,633547864
(주)동진쎄미켐,005290,2015/12,562825991,655669437
(주)동진쎄미켐,005290,2016/12,566293245,657591755
(주)동진쎄미켐,005290,2017/12,567261062,667169455
(주)동진쎄미켐,005290,2018/12,645833483,760451748
(주)동진쎄미켐,005290,2019/12,701213988,840710798
(주)두산,000150,2011/12,3177644299,6296220754
(주)두산,000150,2012/12,3090083028,5950670747
(주)두산,000150,2013/12,3291631175,31166041855
(주)두산,000150,2014/12,3509598140,31369299869
(주)두산,000150,2015/12,3478222671,31556310459
(주)두산,000150,2016/12,3744673181,28664805143
(주)두산,000150,2017/12,3950029379,28769021898
(주)두산,000150,2018/12,4734223086,28880281620
(주)두산,000150,2019/12,4752375845,29169746816
(주)두산테스나,131970,2013/12,110923213,
(주)두산테스나,131970,2014/12,99720768,
(주)두산테스나,131970,2015/12,82970288,
(주)두산테스나,131970,2016/12,78236596,
(주)두산테스나,131970,2017/12,96222618,
(주)두산테스나,131970,2018/12,111616930,
(주)두산테스나,131970,2019/12,342662378,
(주)두올,016740,2016/12,186362087,220602297
(주)두올,016740,2017/12,232488877,326289225
(주)두올,016740,2018/12,219833556,346631230
(주)두올,016740,2019/12,227824797,364345053
(주)듀오백,073190,2011/12,53151312,55916043
(주)듀오백,073190,2012/12,50648025,51454405
(주)듀오백,073190,2013/12,51781107,51565867
(주)듀오백,073190,2014/12,46066355,46573646
(주)듀오백,073190,2015/12,43749537,43373284
(주)듀오백,073190,2016/12,37911685,38094678
(주)듀오백,073190,2017/12,38777381,39279572
(주)듀오백,073190,2018/12,33563382,34065097
(주)듀오백,073190,2019/12,31552159,32605733
(주)드래곤플라이,030350,2011/12,118074660,111829954
(주)드래곤플라이,030350,2012/12,128001615,120608960
(주)드래곤플라이,030350,2013/12,90869736,89288698
(주)드래곤플라이,030350,2014/12,78936061,76939220
(주)드래곤플라이,030350,2015/12,62828108,62770029
(주)드래곤플라이,030350,2016/12,67353254,67297051
(주)드래곤플라이,030350,2017/12,50306246,
(주)드래곤플라이,030350,2018/12,19895923,
(주)드래곤플라이,030350,2019/12,15028635,14923301
(주)드림시큐리티,203650,2014/12,,
(주)드림시큐리티,203650,2015/12,,
(주)드림시큐리티,203650,2016/12,,
(주)드림시큐리티,203650,2017/12,21837665,24242344
(주)드림시큐리티,203650,2018/12,24698314,27006031
(주)드림시큐리티,203650,2019/12,77356759,77347110
(주)드림어스컴퍼니,060570,2011/12,96340576,90519026
(주)드림어스컴퍼니,060570,2012/12,49935187,57422700
(주)드림어스컴퍼니,060570,2013/12,36326448,31393820
(주)드림어스컴퍼니,060570,2014/12,65252246,61944863
(주)드림어스컴퍼니,060570,2015/12,65405240,60433974
(주)드림어스컴퍼니,060570,2016/12,54063168,50075192
(주)드림어스컴퍼니,060570,2017/12,132080078,130877588
(주)드림어스컴퍼니,060570,2018/12,200063358,204478522
(주)드림어스컴퍼니,060570,2019/12,164361525,171585555
(주)드림텍,192650,2019/12,257511541,377121831
(주)디딤,217620,2015/12,,
(주)디딤,217620,2016/12,,
(주)디딤,217620,2017/12,53913043,54140507
(주)디딤,217620,2018/12,63314495,69675606
(주)디딤,217620,2019/12,111113819,117030402
(주)디모아,016670,2011/12,28327024,
(주)디모아,016670,2012/12,37829435,52168522
(주)디모아,016670,2013/12,47508663,63223890
(주)디모아,016670,2014/12,59397023,73222299
(주)디모아,016670,2015/12,59869670,86485309
(주)디모아,016670,2016/12,66490368,83167982
(주)디모아,016670,2017/12,69440308,85079445
(주)디모아,016670,2018/12,67553811,92574280
(주)디모아,016670,2019/12,61389633,102374669
(주)디바이스이엔지,187870,2017/12,79756898,
(주)디바이스이엔지,187870,2018/12,74549363,
(주)디바이스이엔지,187870,2019/12,107991965,
(주)디비아이엔씨,012030,2011/12,664749627,686746431
(주)디비아이엔씨,012030,2012/12,671558435,693327543
(주)디비아이엔씨,012030,2013/12,654682413,638356756
(주)디비아이엔씨,012030,2014/12,359439139,365853366
(주)디비아이엔씨,012030,2015/12,276075787,276200611
(주)디비아이엔씨,012030,2016/12,214971054,214971054
(주)디비아이엔씨,012030,2017/12,193518033,193495948
(주)디비아이엔씨,012030,2018/12,288195834,288416201
(주)디비아이엔씨,012030,2019/12,372989588,363158130
(주)디스플레이테크,066670,2011/12,130035398,
(주)디스플레이테크,066670,2012/12,183976284,
(주)디스플레이테크,066670,2013/12,304073877,
(주)디스플레이테크,066670,2014/12,266110759,
(주)디스플레이테크,066670,2015/12,198212543,
(주)디스플레이테크,066670,2016/12,180278673,
(주)디스플레이테크,066670,2017/12,166844088,
(주)디스플레이테크,066670,2018/12,172266882,
(주)디스플레이테크,066670,2019/12,167971201,
(주)디아이,003160,2011/12,141656545,188261131
(주)디아이,003160,2012/12,149804529,188020556
(주)디아이,003160,2013/12,153412329,184476587
(주)디아이,003160,2014/12,153313187,179415424
(주)디아이,003160,2015/12,143777580,171701971
(주)디아이,003160,2016/12,148363889,179576752
(주)디아이,003160,2017/12,161795318,201552129
(주)디아이,003160,2018/12,159491494,210488936
(주)디아이,003160,2019/12,175313891,214826209
(주)디아이씨,092200,2011/12,397603188,528402290
(주)디아이씨,092200,2012/12,424232003,546804337
(주)디아이씨,092200,2013/12,431021443,553613090
(주)디아이씨,092200,2014/12,434517320,563512800
(주)디아이씨,092200,2015/12,450148181,585802945
(주)디아이씨,092200,2016/12,494590435,733802132
(주)디아이씨,092200,2017/12,538773509,829328476
(주)디아이씨,092200,2018/12,542793333,810320832
(주)디아이씨,092200,2019/12,502680802,779788534
(주)디아크,078590,2011/12,14997453,
(주)디아크,078590,2012/12,16765329,
(주)디아크,078590,2013/12,15246905,
(주)디아크,078590,2014/12,16708694,
(주)디아크,078590,2015/12,18875607,
(주)디아크,078590,2016/12,21553844,
(주)디아크,078590,2017/12,27530067,
(주)디아크,078590,2018/12,63709884,70085034
(주)디아크,078590,2019/12,64605288,71913569
(주)디알비동일,004840,2011/12,393174353,522115419
(주)디알비동일,004840,2012/12,223432593,368994998
(주)디알비동일,004840,2013/12,254574210,567066429
(주)디알비동일,004840,2014/12,258996213,617244613
(주)디알비동일,004840,2015/12,262548810,639083096
(주)디알비동일,004840,2016/12,273155471,701206828
(주)디알비동일,004840,2017/12,272812298,677426447
(주)디알비동일,004840,2018/12,274239860,714235989
(주)디알비동일,004840,2019/12,278587627,745278927
(주)디알젬,263690,2018/12,46674657,46285007
(주)디알젬,263690,2019/12,63489548,63046253
(주)디알텍,214680,2015/12,,
(주)디알텍,214680,2016/12,38043113,37617822
(주)디알텍,214680,2017/12,43378522,43511933
(주)디알텍,214680,2018/12,49653053,49797948
(주)디알텍,214680,2019/12,71560870,70958295
(주)디앤씨미디어,263720,2017/12,35747220,
(주)디앤씨미디어,263720,2018/12,43768673,43639727
(주)디앤씨미디어,263720,2019/12,52879947,53449595
(주)디에스앤엘,141020,2013/12,27306648,28481699
(주)디에스앤엘,141020,2014/12,34770399,35400439
(주)디에스앤엘,141020,2015/12,33000007,32832038
(주)디에스앤엘,141020,2016/12,28400863,28784785
(주)디에스앤엘,141020,2017/12,35474508,35626995
(주)디에스앤엘,141020,2018/12,74234227,77208383
(주)디에스앤엘,141020,2019/12,19012926,72600826
(주)디에스케이,109740,2011/12,40686370,40826431
(주)디에스케이,109740,2012/12,36927565,36888452
(주)디에스케이,109740,2013/12,36221923,36090434
(주)디에스케이,109740,2014/12,46067114,46018793
(주)디에스케이,109740,2015/12,54519680,55047429
(주)디에스케이,109740,2016/12,112787890,179389785
(주)디에스케이,109740,2017/12,153376217,163321779
(주)디에스케이,109740,2018/12,144853007,164451241
(주)디에스케이,109740,2019/12,148458560,171897832
(주)디에이테크놀로지,196490,2014/12,34498114,34491956
(주)디에이테크놀로지,196490,2015/12,46714476,46798087
(주)디에이테크놀로지,196490,2016/12,73635301,73563751
(주)디에이테크놀로지,196490,2017/12,91963115,92144515
(주)디에이테크놀로지,196490,2018/12,157208549,157728816
(주)디에이테크놀로지,196490,2019/12,123800679,122217450
(주)디에이피,066900,2011/12,199470810,
(주)디에이피,066900,2012/12,219424832,
(주)디에이피,066900,2013/12,228830608,
(주)디에이피,066900,2014/12,284054336,
(주)디에이피,066900,2015/12,251564237,
(주)디에이피,066900,2016/12,238950607,
(주)디에이피,066900,2017/12,229912365,
(주)디에이피,066900,2018/12,219431626,
(주)디에이피,066900,2019/12,225787010,
(주)디엔에이링크,127120,2011/12,20492074,
(주)디엔에이링크,127120,2012/12,30033774,
(주)디엔에이링크,127120,2013/12,22407078,
(주)디엔에이링크,127120,2014/12,20476534,
(주)디엔에이링크,127120,2015/12,33861859,32729926
(주)디엔에이링크,127120,2016/12,24845576,25860316
(주)디엔에이링크,127120,2017/12,24992396,25067374
(주)디엔에이링크,127120,2018/12,34747561,35066550
(주)디엔에이링크,127120,2019/12,24516852,25900053
(주)디엔에프,092070,2011/12,55141714,
(주)디엔에프,092070,2012/12,68347769,
(주)디엔에프,092070,2013/12,57790425,
(주)디엔에프,092070,2014/12,67661039,
(주)디엔에프,092070,2015/12,79447690,
(주)디엔에프,092070,2016/12,93855379,
(주)디엔에프,092070,2017/12,102224630,
(주)디엔에프,092070,2018/12,115553080,
(주)디엔에프,092070,2019/12,110119296,
(주)디엔오토모티브,007340,2011/12,598676699,740062652
(주)디엔오토모티브,007340,2012/12,576754932,730588820
(주)디엔오토모티브,007340,2013/12,619850775,798296716
(주)디엔오토모티브,007340,2014/12,618327464,971558345
(주)디엔오토모티브,007340,2015/12,641585975,1064506282
(주)디엔오토모티브,007340,2016/12,663744957,1115539571
(주)디엔오토모티브,007340,2017/12,289464247,778625093
(주)디엔오토모티브,007340,2018/12,357756951,870759626
(주)디엔오토모티브,007340,2019/12,360913696,911746199
(주)디엠에스,068790,2011/12,378853702,391440928
(주)디엠에스,068790,2012/12,272082817,282264095
(주)디엠에스,068790,2013/12,275054652,274795973
(주)디엠에스,068790,2014/12,220374639,219824413
(주)디엠에스,068790,2015/12,259003996,232026296
(주)디엠에스,068790,2016/12,272128823,268333602
(주)디엠에스,068790,2017/12,279263248,298505200
(주)디엠에스,068790,2018/12,315609965,317314698
(주)디엠에스,068790,2019/12,298807052,302514624
(주)디오,039840,2011/12,111209461,109537364
(주)디오,039840,2012/12,101620701,102649079
(주)디오,039840,2013/12,104665584,108103126
(주)디오,039840,2014/12,117123113,119379483
(주)디오,039840,2015/12,119107829,122341140
(주)디오,039840,2016/12,141500427,150348958
(주)디오,039840,2017/12,168212064,175686046
(주)디오,039840,2018/12,199605860,225306865
(주)디오,039840,2019/12,240173065,273185095
(주)디와이디,219550,2015/12,,
(주)디와이디,219550,2016/12,,
(주)디와이디,219550,2017/12,44552922,
(주)디와이디,219550,2018/12,32003160,
(주)디와이디,219550,2019/12,50541095,52229060
(주)디이엔티,079810,2011/12,32536666,
(주)디이엔티,079810,2012/12,31971403,
(주)디이엔티,079810,2013/12,28940330,
(주)디이엔티,079810,2014/12,25356149,25367987
(주)디이엔티,079810,2015/12,41173748,41210195
(주)디이엔티,079810,2016/12,57236122,60570508
(주)디이엔티,079810,2017/12,72592259,74466203
(주)디이엔티,079810,2018/12,59770841,60037161
(주)디이엔티,079810,2019/12,45872808,46017809
(주)디지아이,043360,2011/12,58848624,
(주)디지아이,043360,2012/12,60169523,
(주)디지아이,043360,2013/12,56859808,
(주)디지아이,043360,2014/12,56419306,56474813
(주)디지아이,043360,2015/12,56331544,
(주)디지아이,043360,2016/12,52581072,
(주)디지아이,043360,2017/12,52592359,
(주)디지아이,043360,2018/12,51376874,
(주)디지아이,043360,2019/12,48781971,
(주)디지캡,197140,2018/12,36931541,
(주)디지캡,197140,2019/12,44358090,48772866
(주)디지털대성,068930,2011/12,55244445,
(주)디지털대성,068930,2012/12,59526397,
(주)디지털대성,068930,2013/12,60604564,
(주)디지털대성,068930,2014/12,67365183,
(주)디지털대성,068930,2015/12,69231483,92348076
(주)디지털대성,068930,2016/12,71923766,94624662
(주)디지털대성,068930,2017/12,78562730,104580458
(주)디지털대성,068930,2018/12,81628015,112212180
(주)디지털대성,068930,2019/12,105405415,142456542
(주)디지틀조선일보,033130,2011/12,58589814,59873535
(주)디지틀조선일보,033130,2012/12,57672004,58853908
(주)디지틀조선일보,033130,2013/12,61005891,62129048
(주)디지틀조선일보,033130,2014/12,63969224,64850887
(주)디지틀조선일보,033130,2015/12,68633920,69655251
(주)디지틀조선일보,033130,2016/12,70567595,71806142
(주)디지틀조선일보,033130,2017/12,75198925,77156024
(주)디지틀조선일보,033130,2018/12,78720247,80641711
(주)디지틀조선일보,033130,2019/12,83541339,85853679
(주)디케이앤디,263020,2018/12,47506780,59022016
(주)디케이앤디,263020,2019/12,50222361,62104312
(주)디케이티,290550,2018/12,42660575,71808049
(주)디케이티,290550,2019/12,55467020,114499310
(주)디티앤씨,187220,2014/12,81216845,
(주)디티앤씨,187220,2015/12,90355907,93537372
(주)디티앤씨,187220,2016/12,107138283,110710051
(주)디티앤씨,187220,2017/12,117565979,122555588
(주)디티앤씨,187220,2018/12,145280267,151417364
(주)디티앤씨,187220,2019/12,150900605,179838735
(주)딜리,131180,2011/12,45021787,44767009
(주)딜리,131180,2012/12,47994457,48117303
(주)딜리,131180,2013/12,49937004,50035462
(주)딜리,131180,2014/12,52908490,52213496
(주)딜리,131180,2015/12,61275232,60639249
(주)딜리,131180,2016/12,58245639,58262673
(주)딜리,131180,2017/12,60965719,61374023
(주)딜리,131180,2018/12,61437563,62045838
(주)딜리,131180,2019/12,64733432,63808112
(주)라닉스,317120,2019/12,20394753,
(주)라온테크,232680,2015/12,,
(주)라온테크,232680,2016/12,,
(주)라온테크,232680,2017/12,,
(주)라온테크,232680,2018/12,23413815,
(주)라온테크,232680,2019/12,18754930,
(주)라이온켐텍,171120,2013/12,83621048,
(주)라이온켐텍,171120,2014/12,87924948,
(주)라이온켐텍,171120,2015/12,111434966,
(주)라이온켐텍,171120,2016/12,127479260,
(주)라이온켐텍,171120,2017/12,125271867,
(주)라이온켐텍,171120,2018/12,133717907,
(주)라이온켐텍,171120,2019/12,132849020,
(주)라이트론,069540,2011/12,38937225,38950287
(주)라이트론,069540,2012/12,48732387,48365400
(주)라이트론,069540,2013/12,51697685,52242226
(주)라이트론,069540,2014/12,53583992,54242132
(주)라이트론,069540,2015/12,45519304,45872774
(주)라이트론,069540,2016/12,63163891,60922124
(주)라이트론,069540,2017/12,76844123,75473002
(주)라이트론,069540,2018/12,88414114,88978622
(주)라이트론,069540,2019/12,78824641,79429657
(주)라파스,214260,2019/12,59373198,62884817
(주)락앤락,115390,2011/12,626121567,721424627
(주)락앤락,115390,2012/12,645153134,757905434
(주)락앤락,115390,2013/12,651757636,796956602
(주)락앤락,115390,2014/12,640001349,795747542
(주)락앤락,115390,2015/12,616692578,756469839
(주)락앤락,115390,2016/12,625718772,750896978
(주)락앤락,115390,2017/12,634355406,724665258
(주)락앤락,115390,2018/12,616426328,739351255
(주)락앤락,115390,2019/12,669021285,799933632
(주)랩지노믹스,084650,2014/12,31094580,
(주)랩지노믹스,084650,2015/12,31687234,
(주)랩지노믹스,084650,2016/12,43212023,
(주)랩지노믹스,084650,2017/12,39868778,
(주)랩지노믹스,084650,2018/12,47094426,
(주)랩지노믹스,084650,2019/12,49477979,
(주)러셀,217500,2015/12,,
(주)러셀,217500,2016/12,,
(주)러셀,217500,2017/12,,
(주)러셀,217500,2018/12,42193435,
(주)러셀,217500,2019/12,45280733,
(주)레고켐바이오사이언스,141080,2013/12,23154314,
(주)레고켐바이오사이언스,141080,2014/12,33755229,
(주)레고켐바이오사이언스,141080,2015/12,68320012,68440364
(주)레고켐바이오사이언스,141080,2016/12,89862933,89550609
(주)레고켐바이오사이언스,141080,2017/12,85098150,82238442
(주)레고켐바이오사이언스,141080,2018/12,121702723,121686284
(주)레고켐바이오사이언스,141080,2019/12,144197435,141477453
(주)레드로버,060300,2011/12,46475128,
(주)레드로버,060300,2012/12,63513399,
(주)레드로버,060300,2013/12,96324197,
(주)레드로버,060300,2014/12,91478352,
(주)레드로버,060300,2015/12,119861832,118158443
(주)레드로버,060300,2016/12,167748915,165024991
(주)레드로버,060300,2017/12,169236863,163349500
(주)레드로버,060300,2018/12,121197575,113883154
(주)레드로버,060300,2019/12,31639933,28775240
(주)레드캡투어,038390,2011/12,224876645,225527516
(주)레드캡투어,038390,2012/12,223973582,225083716
(주)레드캡투어,038390,2013/12,254045972,254911194
(주)레드캡투어,038390,2014/12,318609730,319502391
(주)레드캡투어,038390,2015/12,377926676,378644568
(주)레드캡투어,038390,2016/12,418126167,418756635
(주)레드캡투어,038390,2017/12,448102058,448479567
(주)레드캡투어,038390,2018/12,389150486,389327984
(주)레드캡투어,038390,2019/12,414139245,416661455
(주)레이,228670,2019/12,78072723,76656974
(주)레이언스,228850,2016/12,188528667,190357988
(주)레이언스,228850,2017/12,194500122,196450492
(주)레이언스,228850,2018/12,201078003,201132165
(주)레이언스,228850,2019/12,218601038,232073460
(주)레이크머티리얼즈,281740,2017/12,,
(주)레이크머티리얼즈,281740,2018/12,,
(주)레이크머티리얼즈,281740,2019/12,,
(주)로보로보,215100,2015/12,,
(주)로보로보,215100,2016/12,,
(주)로보로보,215100,2017/12,24307583,24459706
(주)로보로보,215100,2018/12,26399244,26659082
(주)로보로보,215100,2019/12,26281613,27198177
(주)로보스타,090360,2011/12,66976985,68898164
(주)로보스타,090360,2012/12,65861792,67418166
(주)로보스타,090360,2013/12,77677879,82794410
(주)로보스타,090360,2014/12,73998627,78663280
(주)로보스타,090360,2015/12,99882632,103310431
(주)로보스타,090360,2016/12,134251674,133973844
(주)로보스타,090360,2017/12,130429155,130234776
(주)로보스타,090360,2018/12,170121317,171513401
(주)로보스타,090360,2019/12,165443587,166636026
(주)로보티즈,108490,2018/12,69268824,68826000
(주)로보티즈,108490,2019/12,64609259,64669054
(주)로지시스,067730,2015/12,21842317,
(주)로지시스,067730,2016/12,24105605,
(주)로지시스,067730,2017/12,26178335,
(주)로지시스,067730,2018/12,25946301,
(주)로지시스,067730,2019/12,24235178,
(주)루멘스,038060,2011/12,244849722,260588770
(주)루멘스,038060,2012/12,288493069,304151546
(주)루멘스,038060,2013/12,324086797,334280773
(주)루멘스,038060,2014/12,329402719,352461578
(주)루멘스,038060,2015/12,328052843,339995984
(주)루멘스,038060,2016/12,321391377,349895917
(주)루멘스,038060,2017/12,288489412,345508438
(주)루멘스,038060,2018/12,260067981,332871975
(주)루멘스,038060,2019/12,193665426,278451657
(주)루트로닉,085370,2011/12,63119706,56785202
(주)루트로닉,085370,2012/12,75284062,67970532
(주)루트로닉,085370,2013/12,79289616,72807901
(주)루트로닉,085370,2014/12,90540877,80469950
(주)루트로닉,085370,2015/12,139641753,129492566
(주)루트로닉,085370,2016/12,208448420,191711949
(주)루트로닉,085370,2017/12,224189287,196722409
(주)루트로닉,085370,2018/12,255253852,215363142
(주)루트로닉,085370,2019/12,256299189,208199454
(주)룽투코리아,060240,2011/12,23582969,23433247
(주)룽투코리아,060240,2012/12,23156073,24405970
(주)룽투코리아,060240,2013/12,17591236,18412083
(주)룽투코리아,060240,2014/12,18052815,18316686
(주)룽투코리아,060240,2015/12,72256347,99571250
(주)룽투코리아,060240,2016/12,81001784,125601280
(주)룽투코리아,060240,2017/12,72204107,120692100
(주)룽투코리아,060240,2018/12,71287141,77373851
(주)룽투코리아,060240,2019/12,83842780,79352267
(주)리노스,039980,2011/12,57724424,
(주)리노스,039980,2012/12,76326479,
(주)리노스,039980,2013/12,63997785,
(주)리노스,039980,2014/12,76330987,85917224
(주)리노스,039980,2015/12,98775454,
(주)리노스,039980,2016/12,102768562,105085937
(주)리노스,039980,2017/12,93269948,96505003
(주)리노스,039980,2018/12,93254700,94263721
(주)리노스,039980,2019/12,111255505,111913032
(주)리더스코스메틱,016100,2011/12,69287959,
(주)리더스코스메틱,016100,2012/12,70148951,
(주)리더스코스메틱,016100,2013/12,73573640,75168168
(주)리더스코스메틱,016100,2014/12,90024019,97019630
(주)리더스코스메틱,016100,2015/12,149938041,180865056
(주)리더스코스메틱,016100,2016/12,148708835,190623989
(주)리더스코스메틱,016100,2017/12,153437506,192932507
(주)리더스코스메틱,016100,2018/12,132884280,164066898
(주)리더스코스메틱,016100,2019/12,96062249,132912018
(주)리드,197210,2015/12,27209517,27191609
(주)리드,197210,2016/12,51607865,51608773
(주)리드,197210,2017/12,42703334,42703334
(주)리드,197210,2018/12,103163535,107402923
(주)리드,197210,2019/12,29915769,31046019
(주)리드코프,012700,2011/12,332913155,359755978
(주)리드코프,012700,2012/12,395635973,466042990
(주)리드코프,012700,2013/12,435326486,511249333
(주)리드코프,012700,2014/12,515990780,639665162
(주)리드코프,012700,2015/12,608616559,779423691
(주)리드코프,012700,2016/12,706756276,946103864
(주)리드코프,012700,2017/12,832754856,1114804846
(주)리드코프,012700,2018/12,869237783,1140659526
(주)리드코프,012700,2019/12,783735694,1036734077
(주)리메드,302550,2019/12,34945709,
(주)링네트,042500,2011/12,54558440,54951707
(주)링네트,042500,2012/12,61521955,61800568
(주)링네트,042500,2013/12,67996214,68444239
(주)링네트,042500,2014/12,75442436,76216564
(주)링네트,042500,2015/12,78711586,79689730
(주)링네트,042500,2016/12,86387215,87307939
(주)링네트,042500,2017/12,83996149,85250503
(주)링네트,042500,2018/12,90204287,92659133
(주)링네트,042500,2019/12,92992208,94447962
(주)링크제니시스,219420,2018/12,35310621,36098619
(주)링크제니시스,219420,2019/12,36987003,37630382
(주)마니커,027740,2011/12,241508743,281438687
(주)마니커,027740,2012/12,227524009,291897548
(주)마니커,027740,2013/12,223435840,291282318
(주)마니커,027740,2014/12,198589659,226081037
(주)마니커,027740,2015/12,194617943,222831034
(주)마니커,027740,2016/12,177691806,211971928
(주)마니커,027740,2017/12,221812968,251698380
(주)마니커,027740,2018/12,191331707,193296432
(주)마니커,027740,2019/12,179600660,183165054
(주)마니커에프앤지,195500,2019/12,58497680,
(주)마이크로디지탈,305090,2019/12,23210224,
(주)마이크로컨텍솔루션,098120,2011/12,26367843,
(주)마이크로컨텍솔루션,098120,2012/12,31347726,31342853
(주)마이크로컨텍솔루션,098120,2013/12,36655352,38071841
(주)마이크로컨텍솔루션,098120,2014/12,47940405,48654440
(주)마이크로컨텍솔루션,098120,2015/12,47974438,48093349
(주)마이크로컨텍솔루션,098120,2016/12,46358672,44740847
(주)마이크로컨텍솔루션,098120,2017/12,40781110,41284657
(주)마이크로컨텍솔루션,098120,2018/12,35729442,35818677
(주)마이크로컨텍솔루션,098120,2019/12,37280225,37413850
(주)마이크로프랜드,147760,2016/12,55246728,
(주)마이크로프랜드,147760,2017/12,56111035,
(주)마이크로프랜드,147760,2018/12,61725040,
(주)마이크로프랜드,147760,2019/12,58240307,
(주)마크로젠,038290,2011/12,56873287,57754199
(주)마크로젠,038290,2012/12,81706701,82120144
(주)마크로젠,038290,2013/12,89625114,87712076
(주)마크로젠,038290,2014/12,115469639,116178509
(주)마크로젠,038290,2015/12,128538003,134311130
(주)마크로젠,038290,2016/12,142238766,159523111
(주)마크로젠,038290,2017/12,167216803,178707402
(주)마크로젠,038290,2018/12,173294361,180415939
(주)마크로젠,038290,2019/12,215583180,225531446
(주)만도,204320,2014/12,2695847547,3846455495
(주)만도,204320,2015/12,2756020643,4159811032
