회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원)
(주)주연테크,044380,2014/12,-1099587,
(주)주연테크,044380,2015/12,-5291995,
(주)주연테크,044380,2016/12,915353,915353
(주)주연테크,044380,2017/12,-5295843,-6185187
(주)주연테크,044380,2018/12,-4278005,-5063061
(주)주연테크,044380,2019/12,-4526090,-4784336
(주)중앙디앤엠,051980,2010/12,-9556270,-7842776
(주)중앙디앤엠,051980,2011/12,3869928,3566629
(주)중앙디앤엠,051980,2012/12,2972854,3245088
(주)중앙디앤엠,051980,2013/12,-9233651,-7019094
(주)중앙디앤엠,051980,2014/12,-7998363,-9483850
(주)중앙디앤엠,051980,2015/12,-20923094,-21736921
(주)중앙디앤엠,051980,2016/12,-3408617,-3699586
(주)중앙디앤엠,051980,2017/12,622166,328712
(주)중앙디앤엠,051980,2018/12,-3283883,-2735224
(주)중앙디앤엠,051980,2019/12,-6839137,-7951033
(주)중앙백신연구소,072020,2010/12,4579914,
(주)중앙백신연구소,072020,2011/12,2367509,
(주)중앙백신연구소,072020,2012/12,4371766,
(주)중앙백신연구소,072020,2013/12,4449623,
(주)중앙백신연구소,072020,2014/12,4284499,
(주)중앙백신연구소,072020,2015/12,3254318,
(주)중앙백신연구소,072020,2016/12,6209262,
(주)중앙백신연구소,072020,2017/12,4579465,
(주)중앙백신연구소,072020,2018/12,3454194,
(주)중앙백신연구소,072020,2019/12,1854213,
(주)중앙에너비스,000440,2010/09,1424090,
(주)중앙에너비스,000440,2011/09,3436725,
(주)중앙에너비스,000440,2012/09,1847851,
(주)중앙에너비스,000440,2013/09,1783074,
(주)중앙에너비스,000440,2014/09,1313802,2809875
(주)중앙에너비스,000440,2015/12,690989,1182033
(주)중앙에너비스,000440,2016/12,892318,1362227
(주)중앙에너비스,000440,2017/12,1597262,
(주)중앙에너비스,000440,2018/12,889990,
(주)중앙에너비스,000440,2019/12,607714,615333
(주)지노믹트리,228760,2019/12,-10194766,-10267441
(주)지누스,013890,2019/12,41411226,72426384
(주)지니뮤직,043610,2010/12,649636,
(주)지니뮤직,043610,2011/12,-2384576,
(주)지니뮤직,043610,2012/12,-2001048,-2124202
(주)지니뮤직,043610,2013/12,-5087822,
(주)지니뮤직,043610,2014/12,3239863,
(주)지니뮤직,043610,2015/12,3382865,
(주)지니뮤직,043610,2016/12,8236380,
(주)지니뮤직,043610,2017/12,-3401432,
(주)지니뮤직,043610,2018/12,5937816,5937816
(주)지니뮤직,043610,2019/12,7314177,
(주)지니틱스,303030,2018/12,,
(주)지니틱스,303030,2019/12,446199,
(주)지란지교시큐리티,208350,2014/12,,
(주)지란지교시큐리티,208350,2015/12,,
(주)지란지교시큐리티,208350,2016/12,-1911180,
(주)지란지교시큐리티,208350,2017/12,2731102,7765386
(주)지란지교시큐리티,208350,2018/12,3032260,3028202
(주)지란지교시큐리티,208350,2019/12,2848790,4508348
(주)지씨셀,144510,2016/12,2327563,
(주)지씨셀,144510,2017/12,1057277,
(주)지씨셀,144510,2018/12,1002079,
(주)지씨셀,144510,2019/12,1690838,-2232943
(주)지어소프트,051160,2010/12,-8525487,-7607546
(주)지어소프트,051160,2011/12,-12941775,-12606592
(주)지어소프트,051160,2012/12,-892851,21176
(주)지어소프트,051160,2013/12,-7079151,-5457455
(주)지어소프트,051160,2014/12,196930,-2388127
(주)지어소프트,051160,2015/12,-354904,-2298968
(주)지어소프트,051160,2016/12,-7948216,-7192634
(주)지어소프트,051160,2017/12,-1015790,-1397115
(주)지어소프트,051160,2018/12,2219520,973501
(주)지어소프트,051160,2019/12,-658317,-1480873
(주)지에스,078930,2010/12,128010000,979882000
(주)지에스,078930,2011/12,244827000,810143000
(주)지에스,078930,2012/12,96616000,572919000
(주)지에스,078930,2013/12,256218000,435199000
(주)지에스,078930,2014/12,164253000,-320729000
(주)지에스,078930,2015/12,95395000,509319000
(주)지에스,078930,2016/12,220761000,923311000
(주)지에스,078930,2017/12,377728000,1091904000
(주)지에스,078930,2018/12,421745000,1030460000
(주)지에스,078930,2019/12,277528000,668945000
(주)지에스글로벌,001250,2010/12,17715868,19723407
(주)지에스글로벌,001250,2011/12,18422073,-15461670
(주)지에스글로벌,001250,2012/12,15544789,23676828
(주)지에스글로벌,001250,2013/12,11190077,19592910
(주)지에스글로벌,001250,2014/12,7709346,6953735
(주)지에스글로벌,001250,2015/12,-63648743,-46728650
(주)지에스글로벌,001250,2016/12,4644272,16073112
(주)지에스글로벌,001250,2017/12,8202101,22495620
(주)지에스글로벌,001250,2018/12,13524382,21058576
(주)지에스글로벌,001250,2019/12,-26385713,-16661330
(주)지에스리테일,007070,2011/12,91351995,93408350
(주)지에스리테일,007070,2012/12,123167023,123458660
(주)지에스리테일,007070,2013/12,122905619,119046348
(주)지에스리테일,007070,2014/12,113615933,111280932
(주)지에스리테일,007070,2015/12,161577082,166229574
(주)지에스리테일,007070,2016/12,282290101,273539185
(주)지에스리테일,007070,2017/12,144814544,115101857
(주)지에스리테일,007070,2018/12,113597721,132335837
(주)지에스리테일,007070,2019/12,114283684,143624028
(주)지에스이,053050,2010/12,-12193303,
(주)지에스이,053050,2011/12,3939542,
(주)지에스이,053050,2012/12,3832996,
(주)지에스이,053050,2013/12,3925751,
(주)지에스이,053050,2014/12,3963334,
(주)지에스이,053050,2015/12,5182025,
(주)지에스이,053050,2016/12,5658455,
(주)지에스이,053050,2017/12,4943948,
(주)지에스이,053050,2018/12,5802790,
(주)지에스이,053050,2019/12,4293621,
(주)지엔씨에너지,119850,2013/12,4188079,4370736
(주)지엔씨에너지,119850,2014/12,4185914,
(주)지엔씨에너지,119850,2015/12,6387648,
(주)지엔씨에너지,119850,2016/12,6920905,
(주)지엔씨에너지,119850,2017/12,5719309,5829872
(주)지엔씨에너지,119850,2018/12,6102783,7429658
(주)지엔씨에너지,119850,2019/12,5515583,8129796
(주)지엔코,065060,2010/12,6463309,4590251
(주)지엔코,065060,2011/12,10400914,6490269
(주)지엔코,065060,2012/12,8389619,4369516
(주)지엔코,065060,2013/12,5210912,1251178
(주)지엔코,065060,2014/12,-3052572,-8980239
(주)지엔코,065060,2015/12,1068660,49772
(주)지엔코,065060,2016/12,-186704,-5866255
(주)지엔코,065060,2017/12,-16220355,-13585804
(주)지엔코,065060,2018/12,-38366123,-45988003
(주)지엔코,065060,2019/12,-23480171,-21604307
(주)지투알,035000,2010/12,6346015,11481739
(주)지투알,035000,2011/12,2425544,7540087
(주)지투알,035000,2012/12,4387621,12284957
(주)지투알,035000,2013/12,543221,12425607
(주)지투알,035000,2014/12,327282,9537454
(주)지투알,035000,2015/12,2991641,11602353
(주)지투알,035000,2016/12,223067,14944295
(주)지투알,035000,2017/12,9811131,14082627
(주)지투알,035000,2018/12,545154,15276268
(주)지투알,035000,2019/12,-3211764,15258857
(주)지티지웰니스,219750,2018/12,-6357369,-5902359
(주)지티지웰니스,219750,2019/12,1250667,-5142121
(주)진도,088790,2010/12,12471977,12261156
(주)진도,088790,2011/12,7478466,7337766
(주)진도,088790,2012/12,-5100036,-5209893
(주)진도,088790,2013/12,973576,208624
(주)진도,088790,2014/12,7672671,7621145
(주)진도,088790,2015/12,3300999,3261987
(주)진도,088790,2016/12,8120194,8308762
(주)진도,088790,2017/12,9642813,9499896
(주)진도,088790,2018/12,5625349,5597072
(주)진도,088790,2019/12,-2728260,-2731180
(주)진로발효,018120,2010/12,14231808,
(주)진로발효,018120,2011/12,10073629,
(주)진로발효,018120,2012/12,15462127,
(주)진로발효,018120,2013/12,14116098,
(주)진로발효,018120,2014/12,16282262,
(주)진로발효,018120,2015/12,17576395,
(주)진로발효,018120,2016/12,17938490,18054564
(주)진로발효,018120,2017/12,15854031,15498942
(주)진로발효,018120,2018/12,14059263,14259870
(주)진로발효,018120,2019/12,14127156,14256666
(주)진매트릭스,109820,2010/12,440988,440988
(주)진매트릭스,109820,2011/12,-973755,-963626
(주)진매트릭스,109820,2012/12,-2064376,-2493527
(주)진매트릭스,109820,2013/12,-1551181,-1441755
(주)진매트릭스,109820,2014/12,-1115787,-1114114
(주)진매트릭스,109820,2015/12,-1980580,-2383691
(주)진매트릭스,109820,2016/12,-3753979,-4084844
(주)진매트릭스,109820,2017/12,-1408079,-1734513
(주)진매트릭스,109820,2018/12,-3165130,-3286742
(주)진매트릭스,109820,2019/12,-1173032,
(주)진바이오텍,086060,2010/12,1500720,554966
(주)진바이오텍,086060,2011/12,859876,310324
(주)진바이오텍,086060,2012/12,518948,-115072
(주)진바이오텍,086060,2013/12,-1645083,-831772
(주)진바이오텍,086060,2014/12,1212943,146371
(주)진바이오텍,086060,2015/12,-127550,583715
(주)진바이오텍,086060,2016/12,1890134,2534636
(주)진바이오텍,086060,2017/12,1093531,1846735
(주)진바이오텍,086060,2018/12,-373997,2552524
(주)진바이오텍,086060,2019/12,-1678335,-27167
(주)진성티이씨,036890,2010/12,7994642,29692546
(주)진성티이씨,036890,2011/12,13982480,15750695
(주)진성티이씨,036890,2012/12,6068544,4336896
(주)진성티이씨,036890,2013/12,3739185,2105279
(주)진성티이씨,036890,2014/12,10193098,9674216
(주)진성티이씨,036890,2015/12,15569476,12817774
(주)진성티이씨,036890,2016/12,6118318,9918527
(주)진성티이씨,036890,2017/12,8389162,10018452
(주)진성티이씨,036890,2018/12,18889220,21690773
(주)진성티이씨,036890,2019/12,19068211,22006287
(주)진양홀딩스,100250,2010/12,5674350,16189240
(주)진양홀딩스,100250,2011/12,8418492,16333703
(주)진양홀딩스,100250,2012/12,8515241,10611458
(주)진양홀딩스,100250,2013/12,13870661,24387711
(주)진양홀딩스,100250,2014/12,10357245,21532140
(주)진양홀딩스,100250,2015/12,10893645,5469265
(주)진양홀딩스,100250,2016/12,5962323,34773358
(주)진양홀딩스,100250,2017/12,10374870,17435960
(주)진양홀딩스,100250,2018/12,31506350,4644024
(주)진양홀딩스,100250,2019/12,10614832,22883349
(주)진에어,272450,2017/12,74084557,
(주)진에어,272450,2018/12,44468970,44468970
(주)진에어,272450,2019/12,-56651756,
(주)차바이오텍,085660,2010/12,-8277169,5106689
(주)차바이오텍,085660,2011/12,-6503253,3615669
(주)차바이오텍,085660,2012/12,3537527,23912605
(주)차바이오텍,085660,2013/12,6476338,25855366
(주)차바이오텍,085660,2014/12,-1995737,2852019
(주)차바이오텍,085660,2015/12,-19592357,-12904658
(주)차바이오텍,085660,2016/12,4130633,27400468
(주)차바이오텍,085660,2017/12,-45034262,-45938569
(주)차바이오텍,085660,2018/12,-13311033,36096903
(주)차바이오텍,085660,2019/12,43798228,52368083
(주)창해에탄올,004650,2014/12,6801979,12125122
(주)창해에탄올,004650,2015/12,10053153,14935517
(주)창해에탄올,004650,2016/12,11462574,-2822005
(주)창해에탄올,004650,2017/12,7346679,12088782
(주)창해에탄올,004650,2018/12,13160623,-14549965
(주)창해에탄올,004650,2019/12,13347284,10765168
(주)천보,278280,2019/12,15648792,23052431
(주)천일고속,000650,2010/12,3816383,
(주)천일고속,000650,2011/12,2691347,
(주)천일고속,000650,2012/12,1821997,
(주)천일고속,000650,2013/12,5882776,
(주)천일고속,000650,2014/12,4809292,
(주)천일고속,000650,2015/12,4627904,
(주)천일고속,000650,2016/12,2499166,
(주)천일고속,000650,2017/12,27103912,
(주)천일고속,000650,2018/12,-207254,
(주)천일고속,000650,2019/12,722509,
(주)체리부로,066360,2017/12,20596387,21136845
(주)체리부로,066360,2018/12,-8747908,-9746988
(주)체리부로,066360,2019/12,-19616675,-20564273
(주)체시스,033250,2010/06,-533689,
(주)체시스,033250,2011/06,5086327,6278112
(주)체시스,033250,2012/06,8157850,4682185
(주)체시스,033250,2013/06,1312165,-123282
(주)체시스,033250,2014/06,-4829317,-7458813
(주)체시스,033250,2015/06,-4094265,-4629991
(주)체시스,033250,2016/06,427679,-428297
(주)체시스,033250,2017/06,-4109926,-4184350
(주)체시스,033250,2018/06,-4903549,-1829453
(주)체시스,033250,2019/06,-3754648,-3697513
(주)초록뱀미디어,047820,2010/12,-11216973,-11650135
(주)초록뱀미디어,047820,2011/12,868593,796309
(주)초록뱀미디어,047820,2012/12,1556919,1483681
(주)초록뱀미디어,047820,2013/12,-2530727,-2364551
(주)초록뱀미디어,047820,2014/12,-1924197,-2029633
(주)초록뱀미디어,047820,2015/12,-721034,-614223
(주)초록뱀미디어,047820,2016/12,2536113,4883169
(주)초록뱀미디어,047820,2017/12,-10691827,-13339849
(주)초록뱀미디어,047820,2018/12,-15786152,-15458347
(주)초록뱀미디어,047820,2019/12,5915643,8243682
(주)초록뱀이앤엠,131100,2011/12,4481073,
(주)초록뱀이앤엠,131100,2012/12,909688,-599696
(주)초록뱀이앤엠,131100,2013/12,-14650,-1928674
(주)초록뱀이앤엠,131100,2014/12,-1759571,-6364604
(주)초록뱀이앤엠,131100,2015/12,-11709325,-10839877
(주)초록뱀이앤엠,131100,2016/12,-35415028,-35550736
(주)초록뱀이앤엠,131100,2017/12,-9070398,-9567127
(주)초록뱀이앤엠,131100,2018/12,-12985408,-13055479
(주)초록뱀컴퍼니,052300,2010/12,-5214476,-5967594
(주)초록뱀컴퍼니,052300,2011/12,-2658444,-4803591
(주)초록뱀컴퍼니,052300,2012/12,-7130681,-3581554
(주)초록뱀컴퍼니,052300,2013/12,-1256709,506971
(주)초록뱀컴퍼니,052300,2014/12,-5554857,-4945550
(주)초록뱀컴퍼니,052300,2015/12,3672018,4117378
(주)초록뱀컴퍼니,052300,2016/12,3806907,7882788
(주)초록뱀컴퍼니,052300,2017/12,5126874,3129900
(주)초록뱀컴퍼니,052300,2018/12,-1771664,-4449428
(주)초록뱀컴퍼니,052300,2019/12,-12956106,-17710635
(주)초록뱀헬스케어,118000,2010/12,-2657358,
(주)초록뱀헬스케어,118000,2011/12,-12527851,
(주)초록뱀헬스케어,118000,2012/12,-6406159,
(주)초록뱀헬스케어,118000,2013/12,-4205018,-4562578
(주)초록뱀헬스케어,118000,2014/12,-7963290,-9039152
(주)초록뱀헬스케어,118000,2015/12,-6864242,-7752774
(주)초록뱀헬스케어,118000,2016/12,-6816006,-8620667
(주)초록뱀헬스케어,118000,2017/12,-6537566,-2903862
(주)초록뱀헬스케어,118000,2018/12,-11855535,-12109842
(주)초록뱀헬스케어,118000,2019/12,-5035102,-4806227
(주)칩스앤미디어,094360,2013/12,707842,724320
(주)칩스앤미디어,094360,2014/12,2506591,2518110
(주)칩스앤미디어,094360,2015/12,2926492,2914838
(주)칩스앤미디어,094360,2016/12,3472628,3554887
(주)칩스앤미디어,094360,2017/12,-2274626,-2323250
(주)칩스앤미디어,094360,2018/12,2674543,2642267
(주)칩스앤미디어,094360,2019/12,4510078,4521550
(주)카나리아바이오,016790,2018/12,-549836,
(주)카나리아바이오,016790,2019/12,3244667,
(주)카스,016920,2010/12,549609,462074
(주)카스,016920,2011/12,2118770,-1180467
(주)카스,016920,2012/12,660369,1127041
(주)카스,016920,2013/12,-1534622,1036817
(주)카스,016920,2014/12,-4924991,-5760636
(주)카스,016920,2015/12,-917481,-2160921
(주)카스,016920,2016/12,-1201449,-2860998
(주)카스,016920,2017/12,2074938,1880608
(주)카스,016920,2018/12,2005107,2566879
(주)카스,016920,2019/12,1045906,2953775
(주)카이노스메드,284620,2018/12,,
(주)카이노스메드,284620,2019/12,,
(주)카카오,035720,2017/12,217553835,125093899
(주)카카오,035720,2018/12,90230380,15888859
(주)카카오,035720,2019/12,-259705693,-341924578
(주)카프로,006380,2010/12,92279262,
(주)카프로,006380,2011/12,156956267,
(주)카프로,006380,2012/12,-19241495,
(주)카프로,006380,2013/12,-89163165,
(주)카프로,006380,2014/12,-79209119,
(주)카프로,006380,2015/12,-6053912,
(주)카프로,006380,2016/12,-7623258,
(주)카프로,006380,2017/12,12348741,
(주)카프로,006380,2018/12,10043082,
(주)카프로,006380,2019/12,-82819230,
(주)캐리소프트,317530,2019/12,-1868074,-1956383
(주)캐스텍코리아,071850,2014/12,6118149,7645647
(주)캐스텍코리아,071850,2015/12,9399578,9835870
(주)캐스텍코리아,071850,2016/12,7260023,7429423
(주)캐스텍코리아,071850,2017/12,3436728,2890996
(주)캐스텍코리아,071850,2018/12,3537225,1069467
(주)캐스텍코리아,071850,2019/12,-3534504,-5731533
(주)캠시스,050110,2010/12,-7787611,-6835491
(주)캠시스,050110,2011/12,3320265,-5461319
(주)캠시스,050110,2012/12,-1310772,-6060110
(주)캠시스,050110,2013/12,7474422,10240104
(주)캠시스,050110,2014/12,-1831334,3410993
(주)캠시스,050110,2015/12,9994421,929100
(주)캠시스,050110,2016/12,-24828684,-28107599
(주)캠시스,050110,2017/12,-53577688,-34424456
(주)캠시스,050110,2018/12,18904534,11320514
(주)캠시스,050110,2019/12,7603813,4200251
(주)컴투스,078340,2010/12,4934060,4142862
(주)컴투스,078340,2011/12,5111499,4146283
(주)컴투스,078340,2012/12,20526746,20460502
(주)컴투스,078340,2013/12,19823680,19349936
(주)컴투스,078340,2014/12,77918777,79212063
(주)컴투스,078340,2015/12,123347541,125815627
(주)컴투스,078340,2016/12,148678551,151767135
(주)컴투스,078340,2017/12,140401885,142375414
(주)컴투스,078340,2018/12,130287258,129687281
(주)컴투스,078340,2019/12,115989038,109600865
(주)컴투스홀딩스,063080,2010/12,14288429,14793729
(주)컴투스홀딩스,063080,2011/12,15535199,16101442
(주)컴투스홀딩스,063080,2012/12,20470290,22412895
(주)컴투스홀딩스,063080,2013/12,12141594,13988996
(주)컴투스홀딩스,063080,2014/12,14130507,22931329
(주)컴투스홀딩스,063080,2015/12,-2603171,20036362
(주)컴투스홀딩스,063080,2016/12,-8606961,26454479
(주)컴투스홀딩스,063080,2017/12,-20964845,8584611
(주)컴투스홀딩스,063080,2018/12,-31723277,-5428315
(주)컴투스홀딩스,063080,2019/12,-7770868,11814935
(주)케스피온,079190,2010/12,-719789,-42793
(주)케스피온,079190,2011/12,-3769205,-3196220
(주)케스피온,079190,2012/12,-4145796,-3957948
(주)케스피온,079190,2013/12,3472165,
(주)케스피온,079190,2014/12,-10691466,-10990230
(주)케스피온,079190,2015/12,-9304767,-6930238
(주)케스피온,079190,2016/12,4608761,2174364
(주)케스피온,079190,2017/12,132754,-3325433
(주)케스피온,079190,2018/12,-14362187,-15228715
(주)케스피온,079190,2019/12,637281,238266
(주)케어랩스,263700,2018/12,3238943,3848506
(주)케어랩스,263700,2019/12,3080193,529580
(주)케어젠,214370,2015/12,12810954,
(주)케어젠,214370,2016/12,11617763,11369732
(주)케어젠,214370,2017/12,18020462,18229327
(주)케어젠,214370,2018/12,16277823,16251789
(주)케어젠,214370,2019/12,29038380,28019474
(주)케이비지,318000,2019/12,-1404532,
(주)케이사인,192250,2014/12,1104676,889255
(주)케이사인,192250,2015/12,7859865,7793240
(주)케이사인,192250,2016/12,5595614,5019887
(주)케이사인,192250,2017/12,-3749459,-4930779
(주)케이사인,192250,2018/12,-48787,-773621
(주)케이사인,192250,2019/12,2289252,3646323
(주)케이씨,029460,2010/12,20538120,28200091
(주)케이씨,029460,2011/12,12988675,13832181
(주)케이씨,029460,2012/12,10216657,11240571
(주)케이씨,029460,2013/12,21037936,26191283
(주)케이씨,029460,2014/12,23903544,25631756
(주)케이씨,029460,2015/12,36789100,45689088
(주)케이씨,029460,2016/12,40799777,51149052
(주)케이씨,029460,2017/12,46456483,85039292
(주)케이씨,029460,2018/12,194163826,210635040
(주)케이씨,029460,2019/12,43560742,57039235
(주)케이씨씨,002380,2010/12,317231027,405152609
(주)케이씨씨,002380,2011/12,291706686,327043984
(주)케이씨씨,002380,2012/12,406591685,446319780
(주)케이씨씨,002380,2013/12,223319252,248992624
(주)케이씨씨,002380,2014/12,288310825,326693598
(주)케이씨씨,002380,2015/12,157017136,185052521
(주)케이씨씨,002380,2016/12,132305136,152961874
(주)케이씨씨,002380,2017/12,-27029661,42299634
(주)케이씨씨,002380,2018/12,-21929627,-23103553
(주)케이씨씨,002380,2019/12,-119231068,-221877262
(주)케이씨씨건설,021320,2010/12,46315563,45889843
(주)케이씨씨건설,021320,2011/12,33216489,33245529
(주)케이씨씨건설,021320,2012/12,6745468,8469307
(주)케이씨씨건설,021320,2013/12,-140168729,-141199275
(주)케이씨씨건설,021320,2014/12,1701748,1047448
(주)케이씨씨건설,021320,2015/12,-85383677,-85254746
(주)케이씨씨건설,021320,2016/12,16648963,16649076
(주)케이씨씨건설,021320,2017/12,22483323,22483323
(주)케이씨씨건설,021320,2018/12,24108568,24144269
(주)케이씨씨건설,021320,2019/12,28228638,
(주)케이씨아이,036670,2010/12,2623192,
(주)케이씨아이,036670,2011/12,1453099,
(주)케이씨아이,036670,2012/12,1881512,
(주)케이씨아이,036670,2013/12,2291430,
(주)케이씨아이,036670,2014/12,3306976,
(주)케이씨아이,036670,2015/12,5458343,
(주)케이씨아이,036670,2016/12,6729408,
(주)케이씨아이,036670,2017/12,3976336,
(주)케이씨아이,036670,2018/12,8875571,
(주)케이씨아이,036670,2019/12,11414879,
(주)케이씨에스,115500,2010/12,765797,
(주)케이씨에스,115500,2011/12,1085363,
(주)케이씨에스,115500,2012/12,1776283,
(주)케이씨에스,115500,2013/12,1404832,
(주)케이씨에스,115500,2014/12,2391000,
(주)케이씨에스,115500,2015/12,969563,
(주)케이씨에스,115500,2016/12,1034907,
(주)케이씨에스,115500,2017/12,1226395,
(주)케이씨에스,115500,2018/12,2674408,
(주)케이씨에스,115500,2019/12,2828867,
(주)케이씨텍,281820,2017/12,11168578,
(주)케이씨텍,281820,2018/12,54373196,
(주)케이씨텍,281820,2019/12,36867140,
(주)케이씨티,089150,2010/12,3082520,
(주)케이씨티,089150,2011/12,1838948,
(주)케이씨티,089150,2012/12,4191870,
(주)케이씨티,089150,2013/12,2425852,
(주)케이씨티,089150,2014/12,2269017,
(주)케이씨티,089150,2015/12,1204274,
(주)케이씨티,089150,2016/12,1550522,
(주)케이씨티,089150,2017/12,2033472,
(주)케이씨티,089150,2018/12,1237495,
(주)케이씨티,089150,2019/12,859703,
(주)케이씨티시,009070,2010/12,-1739933,267272
(주)케이씨티시,009070,2011/12,2169512,3432639
(주)케이씨티시,009070,2012/12,4559156,67149
(주)케이씨티시,009070,2013/12,-21836843,4105328
(주)케이씨티시,009070,2014/12,6423136,17100040
(주)케이씨티시,009070,2015/12,11132479,9071983
(주)케이씨티시,009070,2016/12,13917237,8228581
(주)케이씨티시,009070,2017/12,7941907,8994740
(주)케이씨티시,009070,2018/12,9077424,7271931
(주)케이씨티시,009070,2019/12,8031914,8204305
(주)케이씨피드,025880,2010/12,2522734,2518419
(주)케이씨피드,025880,2011/12,1989749,1909893
(주)케이씨피드,025880,2012/12,4323670,2084866
(주)케이씨피드,025880,2013/12,1870677,343766
(주)케이씨피드,025880,2014/12,-3438499,-2980400
(주)케이씨피드,025880,2015/12,959536,-2142466
(주)케이씨피드,025880,2016/12,1093151,754703
(주)케이씨피드,025880,2017/12,997481,6752740
(주)케이씨피드,025880,2018/12,544254,1009159
(주)케이씨피드,025880,2019/12,-6210782,-6494753
(주)케이아이엔엑스,093320,2011/12,3783834,4067324
(주)케이아이엔엑스,093320,2012/12,3359356,4362715
(주)케이아이엔엑스,093320,2013/12,4010012,5147961
(주)케이아이엔엑스,093320,2014/12,4027990,5638884
(주)케이아이엔엑스,093320,2015/12,4162775,4541469
(주)케이아이엔엑스,093320,2016/12,4869597,6332764
(주)케이아이엔엑스,093320,2017/12,6159672,6727798
(주)케이아이엔엑스,093320,2018/12,10920360,12463895
(주)케이아이엔엑스,093320,2019/12,12857468,15675410
(주)케이에스에스해운,044450,2010/12,10091777,10274254
(주)케이에스에스해운,044450,2011/12,23956310,24134260
(주)케이에스에스해운,044450,2012/12,12778403,12854377
(주)케이에스에스해운,044450,2013/12,26237039,26377627
(주)케이에스에스해운,044450,2014/12,21030046,
(주)케이에스에스해운,044450,2015/12,23151544,23149462
(주)케이에스에스해운,044450,2016/12,13063262,13272684
(주)케이에스에스해운,044450,2017/12,25745832,25687512
(주)케이에스에스해운,044450,2018/12,20703199,20815916
(주)케이에스에스해운,044450,2019/12,23126688,23435296
(주)케이에스피,073010,2010/12,-692700,
(주)케이에스피,073010,2011/12,6909025,
(주)케이에스피,073010,2012/12,405977,
(주)케이에스피,073010,2013/12,1600022,
(주)케이에스피,073010,2014/12,-852944,
(주)케이에스피,073010,2015/12,-2526027,
(주)케이에스피,073010,2016/12,-60170670,
(주)케이에스피,073010,2017/12,-3749201,
(주)케이에스피,073010,2018/12,-10394516,
(주)케이에스피,073010,2019/12,1641249,
(주)케이에이치바텍,060720,2010/12,18312443,13030613
(주)케이에이치바텍,060720,2011/12,17040462,9989673
(주)케이에이치바텍,060720,2012/12,7930096,-3197749
(주)케이에이치바텍,060720,2013/12,31760117,57223313
(주)케이에이치바텍,060720,2014/12,38554148,24927919
(주)케이에이치바텍,060720,2015/12,20860787,19944589
(주)케이에이치바텍,060720,2016/12,-19243531,-18503491
(주)케이에이치바텍,060720,2017/12,-37531820,-37703594
(주)케이에이치바텍,060720,2018/12,-38963210,-39098140
(주)케이에이치바텍,060720,2019/12,-11388408,-11583401
(주)케이에이치필룩스,033180,2010/12,1484210,3464366
(주)케이에이치필룩스,033180,2011/12,494037,2345529
(주)케이에이치필룩스,033180,2012/12,691359,3507426
(주)케이에이치필룩스,033180,2013/12,2030287,4360827
(주)케이에이치필룩스,033180,2014/12,1551939,5234985
(주)케이에이치필룩스,033180,2015/12,2659531,3066228
(주)케이에이치필룩스,033180,2016/12,2696815,5855325
(주)케이에이치필룩스,033180,2017/12,3481221,3726242
(주)케이에이치필룩스,033180,2018/12,-3383104,-11041934
(주)케이에이치필룩스,033180,2019/12,-8141626,-11683952
(주)케이엑스이노베이션,122450,2011/12,6952332,10822923
(주)케이엑스이노베이션,122450,2012/12,10123457,10906767
(주)케이엑스이노베이션,122450,2013/12,8817785,8377482
(주)케이엑스이노베이션,122450,2014/12,2696123,11013695
(주)케이엑스이노베이션,122450,2015/12,6784725,10869065
(주)케이엑스이노베이션,122450,2016/12,861620,35617262
(주)케이엑스이노베이션,122450,2017/12,11563379,42833960
(주)케이엑스이노베이션,122450,2018/12,4028928,67058689
(주)케이엑스이노베이션,122450,2019/12,4660510,24602566
(주)케이엑스하이텍,052900,2010/12,2236537,2368224
(주)케이엑스하이텍,052900,2011/12,-2262935,-2189844
(주)케이엑스하이텍,052900,2012/12,-1233123,-6704098
(주)케이엑스하이텍,052900,2013/12,-29076344,-26463650
(주)케이엑스하이텍,052900,2014/12,1822473,2637885
(주)케이엑스하이텍,052900,2015/12,-655223,552716
(주)케이엑스하이텍,052900,2016/12,1404379,1930661
(주)케이엑스하이텍,052900,2017/12,703944,-431323
(주)케이엑스하이텍,052900,2018/12,4128116,4629018
(주)케이엑스하이텍,052900,2019/12,2528859,2221265
(주)케이엔더블유,105330,2010/12,4205231,4335362
(주)케이엔더블유,105330,2011/12,1677270,1874236
(주)케이엔더블유,105330,2012/12,-2574607,-2309906
(주)케이엔더블유,105330,2013/12,-1591948,-762867
(주)케이엔더블유,105330,2014/12,1248384,3197803
(주)케이엔더블유,105330,2015/12,-791129,799627
(주)케이엔더블유,105330,2016/12,-954198,-686220
(주)케이엔더블유,105330,2017/12,-560250,-1919844
(주)케이엔더블유,105330,2018/12,-1382478,600468
(주)케이엔더블유,105330,2019/12,-7442815,-6288173
(주)케이엔엔,058400,2010/12,7775818,7833381
(주)케이엔엔,058400,2011/12,8429789,8547714
(주)케이엔엔,058400,2012/12,25972366,26163004
(주)케이엔엔,058400,2013/12,11828082,11909257
(주)케이엔엔,058400,2014/12,5728075,5611195
(주)케이엔엔,058400,2015/12,7167870,6887061
(주)케이엔엔,058400,2016/12,6743310,6891426
(주)케이엔엔,058400,2017/12,9349374,9600543
