,순이익증가율,순이익증가률개별,순이익증가률연결
6402,-56.29,11111111.11,11111111.11
6403,-110.97,-340.82,-110.97
6404,1254789.63,11111111.11,11111111.11
6405,1254789.63,11111111.11,11111111.11
6406,1254789.63,11111111.11,11111111.11
6407,1254789.63,11111111.11,11111111.11
6408,1254789.63,11111111.11,11111111.11
6409,-4.65,-34.93,24.38
6410,-76.88,-71.24,-73.59
6411,571.95,311.4,471.86
6412,-2.07,42.82,-1.96
6413,18.99,36.73,16.87
6414,-3.39,-19.45,-2.78
6415,-3.83,-2.09,-3.29
6416,63.76,89.21,64.5
6417,-54.58,-67.69,-54.33
6418,106.42,59.17,-21.62
6419,-51.77,-51.77,0.0
6420,148.65,148.65,0.0
6421,-9.04,-37.33,-9.04
6422,-48.39,-24.03,-48.39
6423,112.79,66.15,112.79
6424,3.26,11.73,3.26
6425,-28.81,-38.71,-28.81
6426,-28.91,-12.1,-28.91
6427,-19.55,-33.07,91.57
6428,6.91,6.91,0.0
6429,-192.9,-192.9,0.0
6430,0.0,11111111.11,0.0
6431,24.68,24.68,0.0
6432,6.71,155.04,6.71
6433,525.39,527.25,525.39
6434,-89.13,-89.21,-89.19
6435,-80.56,-80.78,-86.84
6436,953.5,621.66,953.5
6437,0.0,0.0,0.0
6438,-46.25,-15.2,-5.4
6439,-45.12,-56.97,-45.2
6440,1.25,66.54,1.76
6441,40.16,72.35,40.26
6442,-37.35,-62.88,-45.55
6443,69.12,69.45,69.12
6444,12.51,12.7,12.51
6445,5.17,7.8,5.17
6446,-64.05,-55.04,-64.05
6447,6.3,30.1,6.3
6448,-205.98,-162.59,-205.98
6449,1254789.63,11111111.11,11111111.11
6450,-13831.48,-18973.62,-13831.46
6451,1254789.63,11111111.11,11111111.11
6452,1254789.63,11111111.11,11111111.11
6453,-3936.41,-3355.94,-3936.41
6454,1254789.63,11111111.11,11111111.11
6455,1254789.63,11111111.11,11111111.11
6456,-58.58,-49.96,-58.94
6457,162.67,108.97,164.47
6458,93.03,133.66,92.02
6459,47.41,36.8,48.3
6460,31.27,24.68,28.61
6461,-64.41,-118.14,-64.41
6462,0.0,11111111.11,0.0
6463,-138.44,11111111.11,-138.44
6464,1254789.63,11111111.11,11111111.11
6465,1254789.63,11111111.11,11111111.11
6466,-712.84,-382.45,-1137.11
6467,1254789.63,11111111.11,11111111.11
6468,1254789.63,11111111.11,11111111.11
6469,1254789.63,11111111.11,11111111.11
6470,1254789.63,11111111.11,11111111.11
6471,-71.03,-71.03,0.0
6472,-256.9,-256.9,0.0
6473,-43.32,11111111.11,-43.32
6474,76.43,-154.29,76.43
6475,0.0,11111111.11,0.0
6476,0.0,11111111.11,0.0
6477,0.0,11111111.11,0.0
6478,-65.91,54.65,-65.91
6479,110.34,310.09,110.34
6480,-13.21,410.53,1101.69
6481,0.36,-27.17,3.59
6482,5.22,-9.52,3.13
6483,3.11,4.32,-0.24
6484,-21.74,-51.26,-19.88
6485,11.0,89.1,10.9
6486,44.06,77.61,41.62
6487,2.01,-11.16,2.72
6488,6.43,34.28,5.75
6489,11.21,-99.43,-92.03
6490,70.12,70.12,0.0
6491,-65.04,-65.04,0.0
6492,166.32,166.32,0.0
6493,-10.89,-10.89,0.0
6494,19.05,19.05,0.0
6495,-22.17,-22.17,0.0
6496,31.8,31.8,0.0
6497,96.4,96.4,0.0
6498,393.1,-21.97,-79.5
6499,-10.32,-27.03,-10.32
6500,124.58,275.46,124.58
6501,10.29,-3.4,10.29
6502,-8.05,-13.54,-8.05
6503,-52.05,-40.34,-52.05
6504,59.59,97.61,59.59
6505,49.28,15.45,49.21
6506,-21.09,-14.01,-19.05
6507,203.81,221.33,203.81
6508,-178.01,-174.71,-178.01
6509,1254789.63,11111111.11,11111111.11
6510,1254789.63,11111111.11,11111111.11
6511,1254789.63,11111111.11,11111111.11
6512,1254789.63,11111111.11,11111111.11
6513,156.67,156.67,11111111.11
6514,166.9,59.05,129.74
6515,-145.1,-133.78,-153.79
6516,47.33,11111111.11,11111111.11
6517,376.77,12.83,376.77
6518,46.86,44.97,46.86
6519,-8.89,-8.5,-8.89
6520,-146.72,-151.25,-146.72
6521,1254789.63,11111111.11,11111111.11
6522,-194.33,11111111.11,-194.33
6523,1254789.63,11111111.11,11111111.11
6524,8.71,8.71,11111111.11
6525,-471.47,-471.47,11111111.11
6526,1254789.63,11111111.11,11111111.11
6527,-648.08,-648.08,11111111.11
6528,1254789.63,11111111.11,11111111.11
6529,1254789.63,11111111.11,11111111.11
6530,1254789.63,11111111.11,11111111.11
6531,7.45,11111111.11,11111111.11
6532,-164.45,-203.77,-164.45
6533,1254789.63,11111111.11,11111111.11
6534,1254789.63,11111111.11,11111111.11
6535,1254789.63,11111111.11,11111111.11
6536,-101.13,-65.26,-101.13
6537,-326.16,-8.83,11111111.11
6538,-318.71,1982.87,-318.71
6539,-48.84,-48.84,11111111.11
6540,230.1,-417.12,230.1
6541,0.0,11111111.11,0.0
6542,0.0,11111111.11,0.0
6543,-290.64,-290.64,0.0
6544,0.0,11111111.11,0.0
6545,-40.84,-40.84,0.0
6546,20.45,20.45,0.0
6547,-68.8,-68.8,0.0
6548,-138.94,-138.94,0.0
6549,246.88,11111111.11,-40.56
6550,17.4,-18.22,17.44
6551,-220.33,-235.32,-220.33
6552,1254789.63,11111111.11,11111111.11
6553,-68.64,-63.3,-68.64
6554,-596.29,-584.15,-596.29
6555,1254789.63,11111111.11,11111111.11
6556,1254789.63,11111111.11,11111111.11
6557,1254789.63,11111111.11,11111111.11
6558,20.54,11111111.11,11111111.11
6559,-4.05,-4.05,0.0
6560,-41.62,-41.62,0.0
6561,14.82,14.82,0.0
6562,25.83,25.83,0.0
6563,22.33,22.33,0.0
6564,39.14,39.14,0.0
6565,-28.88,-28.88,0.0
6566,-2.37,-2.37,0.0
6567,0.0,-43.7,0.0
6568,695.88,695.88,0.0
6569,-119.27,-119.27,0.0
6570,0.0,11111111.11,0.0
6571,383.55,30.99,383.55
6572,-21.2,-20.64,-22.38
6573,27.08,26.58,27.03
6574,-33.88,-79.73,-79.03
6575,-34.97,-34.97,0.0
6576,-76.66,-76.66,0.0
6577,-166.67,-166.67,0.0
6578,0.0,11111111.11,0.0
6579,41.81,41.81,0.0
6580,-15.03,-15.03,0.0
6581,-0.75,-0.75,0.0
6582,10.38,58.93,10.38
6583,17.78,287.91,360.99
6584,-40.2,-47.59,-33.91
6585,1198.88,1461.7,1033.67
6586,-97.72,-98.45,-96.86
6587,60.75,786.27,129.74
6588,93.53,-81.22,40.25
6589,63.12,-41.67,57.31
6590,-42.81,164.86,-21.67
6591,64.0,-36.81,50.21
6592,-100.38,-91.65,-100.38
6593,235.51,235.51,11111111.11
6594,-48.83,-189.53,-48.44
6595,88.47,11111111.11,88.47
6596,-35.76,-92.8,-35.76
6597,-513.55,-3771.66,-513.55
6598,1254789.63,11111111.11,11111111.11
6599,1254789.63,11111111.11,11111111.11
6600,-386.87,-445.64,-386.87
6601,1254789.63,11111111.11,11111111.11
6602,0.0,11111111.11,0.0
6603,0.0,11111111.11,0.0
6604,0.0,11111111.11,0.0
6605,0.0,11111111.11,0.0
6606,-91.76,11111111.11,-91.76
6607,-709.31,-678.56,-775.72
6608,1254789.63,11111111.11,11111111.11
6609,1254789.63,11111111.11,11111111.11
6610,1254789.63,11111111.11,11111111.11
6611,-9.02,-23.18,-9.02
6612,-316.3,-410.6,-316.3
6613,1254789.63,11111111.11,11111111.11
6614,1254789.63,11111111.11,11111111.11
6615,1254789.63,11111111.11,11111111.11
6616,1254789.63,11111111.11,11111111.11
6617,-932.1,-627.81,-932.1
6618,1254789.63,11111111.11,11111111.11
6619,-48.31,11111111.11,11111111.11
6620,84.66,84.66,0.0
6621,1.78,1.78,0.0
6622,-3.71,-3.71,0.0
6623,-24.04,-24.04,0.0
6624,90.8,90.8,0.0
6625,-26.25,-26.25,0.0
6626,-24.57,-24.57,0.0
6627,-46.32,-46.32,0.0
6628,141.33,85.35,0.0
6629,-46.23,-46.23,0.0
6630,-3.51,-3.51,0.0
6631,-74.71,-26.32,-74.71
6632,-57.93,-47.41,-57.93
6633,21.99,29.14,15.24
6634,79.0,79.0,715.66
6635,-44.28,-44.28,0.0
6636,-94.46,-31.72,-94.46
6637,-1768.6,-1777.56,-1768.6
6638,66.08,11111111.11,11111111.11
6639,-84.66,-105.76,-84.66
6640,-119.12,11111111.11,-119.12
6641,1254789.63,11111111.11,11111111.11
6642,0.0,11111111.11,0.0
6643,4.41,4.41,0.0
6644,143.47,143.47,0.0
6645,-141.3,-141.3,0.0
6646,-46.56,11111111.11,-46.56
6647,23.18,23.18,87.12
6648,0.0,51.91,0.0
6649,-95.98,-95.98,0.0
6650,0.0,2390.17,0.0
6651,0.0,0.0,0.0
6652,-117.2,-117.2,0.0
6653,-30.11,11111111.11,-30.11
6654,-62.05,11.03,-61.0
6655,81.98,-6.05,48.88
6656,2.98,-18.3,146.46
6657,-54.58,-54.58,0.0
6658,-5.22,-5.22,0.0
6659,-120.1,68.73,-120.1
6660,-865.41,-865.41,11111111.11
6661,1254789.63,11111111.11,11111111.11
6662,-25871.89,11111111.11,-25871.89
6663,1254789.63,11111111.11,11111111.11
6664,-280.22,-280.22,11111111.11
6665,1254789.63,11111111.11,11111111.11
6666,1254789.63,11111111.11,11111111.11
6667,1254789.63,11111111.11,11111111.11
6668,-272.66,-129.66,-252.12
6669,-3.07,11111111.11,11111111.11
6670,-36.14,-60.54,-29.28
6671,-27.57,165.19,-24.04
6672,-173.7,-35.89,-173.7
6673,-41.92,-41.92,11111111.11
6674,63.69,131.42,81.28
6675,22.4,71.1,18.26
6676,-8.42,11.65,-5.63
6677,-39.77,-34.2,-35.08
6678,-102.31,-93.36,-102.31
6679,-15.62,-15.62,11111111.11
6680,-6.48,-28.01,-17.25
6681,-62.18,-31.11,-64.51
6682,-771.99,-925.6,-771.99
6683,1254789.63,11111111.11,11111111.11
6684,35.49,76.61,39.96
6685,-2.92,64.89,-6.39
6686,-183.21,-295.1,-179.12
6687,-78.84,11111111.11,11111111.11
6688,31.96,34.83,32.17
6689,-3.57,-0.21,-3.57
6690,-6.52,-7.56,-6.52
6691,47.56,42.21,49.38
6692,67.03,74.71,64.56
6693,-56.92,-48.7,-57.92
6694,2.06,-21.56,14.97
6695,10.39,0.6,8.53
6696,-92.26,-96.55,-92.26
6697,-2.7,-2.7,0.0
6698,2.42,2.42,0.0
6699,0.96,0.96,0.0
6700,30.75,30.75,0.0
6701,9.19,9.19,0.0
6702,-12.63,-12.63,0.0
6703,17.37,17.37,0.0
6704,-26.01,-26.01,0.0
6705,17.26,-2.46,-60.66
6706,-0.05,-0.05,154.22
6707,52.6,52.6,0.0
6708,8.35,8.35,0.0
6709,-47.53,-17.36,-47.53
6710,17.68,6.7,27.44
6711,-1.54,-9.62,9.42
6712,41.39,88.57,-20.17
6713,-32.68,-19.34,-32.68
6714,-72.56,-37.89,-71.37
6715,-817.74,-158.58,-817.74
6716,1254789.63,11111111.11,11111111.11
6717,-543.05,-117.47,-11886.26
6718,1254789.63,11111111.11,11111111.11
6719,1254789.63,11111111.11,11111111.11
6720,1254789.63,11111111.11,11111111.11
6721,-33.6,11111111.11,11111111.11
6722,59.16,80.89,62.93
6723,-2.54,-87.62,1.14
6724,-19.14,-39.75,-23.24
6725,19.97,814.09,21.65
6726,28.8,-92.54,28.8
6727,-5.75,4298.29,-5.77
6728,8.48,-94.44,8.48
6729,-0.14,-689.15,-0.11
6730,-138.68,11111111.11,-138.68
6731,1254789.63,11111111.11,11111111.11
6732,-40.15,497.96,11111111.11
6733,-171.0,-168.2,-171.0
6734,1254789.63,11111111.11,11111111.11
6735,3553.06,688.09,3553.05
6736,-57.2,-56.98,-57.2
6737,154.71,145.99,154.71
6738,14.34,18.75,14.34
6739,-41.08,-41.66,-41.08
6740,-148.8,-148.5,-148.8
6741,-29.22,11111111.11,11111111.11
6742,53.49,53.49,0.0
6743,-8.71,-8.71,0.0
6744,15.35,15.35,0.0
6745,7.95,7.95,0.0
6746,62.49,2.06,62.49
6747,-11.62,-11.62,-14.15
6748,-11.32,-11.32,-7.99
6749,0.48,0.48,-0.02
6750,-106.76,-106.89,-106.76
6751,1254789.63,11111111.11,11111111.11
6752,1254789.63,11111111.11,11111111.11
6753,1254789.63,11111111.11,11111111.11
6754,1254789.63,11111111.11,11111111.11
6755,1254789.63,11111111.11,11111111.11
6756,1254789.63,11111111.11,11111111.11
6757,1254789.63,11111111.11,11111111.11
6758,1254789.63,11111111.11,11111111.11
6759,-47.42,11111111.11,-97.21
6760,-137.08,-39.65,-137.08
6761,-417.0,-417.0,11111111.11
6762,1254789.63,11111111.11,11111111.11
6763,56.96,-110.52,298.79
6764,59.7,11111111.11,334.22
6765,-23.58,-42.15,-27.14
6766,28.42,-134.2,38.22
6767,-68.44,11111111.11,-101.06
6768,-46.95,11111111.11,11111111.11
6769,-72.47,-56.6,-72.47
6770,-51.46,-38.38,-51.46
6771,359.52,172.6,359.52
6772,32.49,52.75,32.49
6773,-22.62,-60.7,-22.62
6774,1.01,37.12,1.01
6775,116.51,125.16,116.51
6776,1.45,0.95,1.45
6777,-9.87,-55.85,-25.78
6778,-61.19,1.15,-35.03
6779,329.29,62.89,129.82
6780,-16.48,-25.33,-11.71
6781,-41.82,5.18,-74.6
6782,93.33,-45.27,535.8
6783,-39.41,74.01,-49.86
6784,-89.14,203.68,-73.37
6785,1292.06,-66.31,392.75
6786,88.35,597.93,-51.44
6787,300.22,-39.98,300.22
6788,-75.01,-227.4,-75.01
6789,-17.73,11111111.11,-67.46
6790,508.8,11111111.11,561.36
6791,4.08,83.08,8.12
6792,-117.03,-130.82,-88.97
6793,-552.47,11111111.11,-552.47
6794,1254789.63,11111111.11,11111111.11
6795,-384.35,-1190.25,-267.66
6796,1254789.63,11111111.11,11111111.11
6797,90.14,11111111.11,45.08
6798,-64.26,-84.47,-76.85
6799,30.18,47.8,23.18
6800,-85.36,14.02,-118.89
6801,196.78,-35.91,11111111.11
6802,-25.63,79.14,-220.36
6803,475.52,1.42,11111111.11
6804,1.81,17.24,114.14
6805,-29.48,-82.8,-51.8
6806,-32.3,-32.3,0.0
6807,222.88,222.88,0.0
6808,-18.25,-18.25,0.0
6809,-3.77,-3.77,0.0
6810,-46.0,-46.0,0.0
6811,984.52,984.52,0.0
6812,-100.76,-100.76,0.0
6813,0.0,11111111.11,0.0
6814,25.73,2750.68,90.23
6815,-146.11,-142.47,-146.11
6816,1254789.63,11111111.11,11111111.11
6817,1254789.63,11111111.11,11111111.11
6818,-25.42,60.39,-25.42
6819,-102.63,-83.92,-102.63
6820,-468.04,-468.04,11111111.11
6821,1254789.63,11111111.11,11111111.11
6822,1254789.63,11111111.11,11111111.11
6823,-1060.98,-1060.98,11111111.11
6824,1254789.63,11111111.11,11111111.11
6825,1254789.63,11111111.11,11111111.11
6826,1254789.63,11111111.11,11111111.11
6827,87.38,79.25,86.32
6828,-259.37,-262.55,-259.37
6829,1254789.63,11111111.11,11111111.11
6830,1254789.63,11111111.11,11111111.11
6831,1254789.63,11111111.11,11111111.11
6832,-373.96,-521.58,-373.18
6833,1254789.63,11111111.11,11111111.11
6834,1254789.63,11111111.11,11111111.11
6835,-18.09,-24.25,34.78
6836,-105.4,-79.7,-105.4
6837,-101.61,-101.61,11111111.11
6838,1254789.63,11111111.11,11111111.11
6839,1254789.63,11111111.11,11111111.11
6840,1254789.63,11111111.11,11111111.11
6841,1254789.63,11111111.11,11111111.11
6842,1254789.63,11111111.11,11111111.11
6843,1254789.63,11111111.11,11111111.11
6844,1254789.63,11111111.11,11111111.11
6845,1254789.63,11111111.11,11111111.11
6846,-1075.51,11111111.11,-1075.51
6847,1254789.63,11111111.11,11111111.11
6848,97.42,3.67,91.45
6849,-61.55,34.67,-60.29
6850,-242.16,-134.56,-242.16
6851,1254789.63,11111111.11,11111111.11
6852,1254789.63,11111111.11,11111111.11
6853,0.0,11111111.11,0.0
6854,-141.06,11111111.11,-141.06
6855,1254789.63,11111111.11,11111111.11
6856,1254789.63,11111111.11,11111111.11
6857,1254789.63,11111111.11,11111111.11
6858,1254789.63,11111111.11,11111111.11
6859,1254789.63,11111111.11,11111111.11
6860,1254789.63,11111111.11,11111111.11
6861,47.81,11111111.11,11111111.11
6862,247.65,254.12,247.65
6863,15.75,16.75,15.75
6864,21.96,18.66,21.96
6865,-165.35,-165.5,-165.35
6866,1254789.63,11111111.11,11111111.11
6867,71.12,68.63,71.12
6868,145.74,-112.19,145.74
6869,0.0,11111111.11,0.0
6870,-110.62,-34.7,-110.62
6871,-68.83,-68.83,11111111.11
6872,-8.01,-332.39,-8.01
6873,-655.61,11111111.11,-655.61
6874,1254789.63,11111111.11,11111111.11
6875,1254789.63,11111111.11,11111111.11
6876,1254789.63,11111111.11,11111111.11
6877,36.49,-3.37,36.49
6878,15.07,-47.84,15.07
6879,276.17,962.34,276.17
6880,0.0,0.0,0.0
6881,88.29,1857.98,1025.85
6882,-55.91,-58.53,-87.3
6883,-728.59,-387.83,-2251.98
6884,70.09,11111111.11,11111111.11
6885,-112.26,-112.26,0.0
6886,0.0,11111111.11,0.0
6887,0.0,11111111.11,0.0
6888,0.0,11111111.11,0.0
6889,0.0,11111111.11,0.0
6890,0.0,11111111.11,0.0
6891,-18.67,-18.67,0.0
6892,-924.64,-924.64,0.0
6893,-117.61,11111111.11,-117.61
6894,-19.28,11111111.11,11111111.11
6895,28.65,53.63,28.65
6896,-24.47,-22.76,-24.47
6897,-61.09,-52.66,-61.09
6898,-63.01,2.92,-63.01
6899,-635.92,-199.92,-635.92
6900,1254789.63,11111111.11,11111111.11
6901,-139.48,-139.48,11111111.11
6902,1254789.63,11111111.11,11111111.11
6903,-69.58,-124.5,-66.69
6904,-83.38,11111111.11,-72.76
6905,-5395.38,-348.43,-3125.25
6906,1254789.63,11111111.11,11111111.11
6907,1254789.63,11111111.11,11111111.11
6908,-82.1,-59.78,-62.9
6909,0.08,-32.78,-1.28
6910,393.47,301.58,393.47
6911,-4.48,-3.43,-5.43
6912,305.56,293.06,309.37
6913,58.73,58.3,58.83
6914,20.63,20.54,20.63
6915,-6.19,-5.57,-6.19
6916,-8.95,-7.2,-8.91
6917,-13.72,-10.97,-15.49
6918,8.84,-86.61,-85.31
6919,39.2,31.77,39.2
6920,-37.53,-40.69,-37.59
6921,65.86,16.38,63.92
6922,-13.6,-118.42,-12.62
6923,32.76,11111111.11,32.03
6924,-68.01,11111111.11,-67.55
6925,-169.37,11111111.11,-163.23
6926,1254789.63,11111111.11,11111111.11
6927,-127.05,11111111.11,-127.05
6928,1254789.63,11111111.11,11111111.11
6929,1254789.63,11111111.11,11111111.11
6930,-198.91,-407.92,-198.91
6931,1254789.63,11111111.11,11111111.11
6932,1254789.63,11111111.11,11111111.11
6933,-252.45,-97.12,-252.94
6934,-10918.65,-10918.65,11111111.11
6935,1254789.63,11111111.11,11111111.11
6936,-25.76,408.24,1515.21
6937,-83.61,-4.9,-86.24
6938,-9.49,315.91,1998.1
6939,2.33,-9.31,2.33
6940,59.27,55.11,60.33
6941,-10.51,-9.67,-10.85
6942,70.22,78.39,72.41
6943,-60.35,-104.84,-60.35
6944,-92.0,11111111.11,-92.0
6945,714.83,611.51,776.38
6946,-34.87,-28.81,-35.59
6947,-184.57,-167.01,-198.22
6948,1254789.63,11111111.11,11111111.11
6949,1254789.63,11111111.11,11111111.11
6950,-42.69,467.38,279.35
6951,-26.43,-21.34,-18.74
6952,130.4,105.92,133.01
6953,-0.9,13.62,-2.14
6954,66.44,53.91,78.25
6955,11.83,10.9,11.95
6956,53.0,13.86,66.26
6957,165.38,317.95,147.69
6958,-75.0,-77.56,-72.92
6959,-18.86,569.65,473.37
6960,36.48,39.38,36.47
6961,-44.26,-45.08,-44.21
6962,31.44,29.1,31.21
6963,-43.65,-45.54,-43.36
6964,-17.01,-15.74,-17.34
6965,-72.57,-120.43,-72.35
6966,-156.42,11111111.11,-154.62
6967,1254789.63,11111111.11,11111111.11
6968,-27.73,11111111.11,11111111.11
6969,-75.16,-79.69,-74.52
6970,-1767.19,-2177.97,-1767.19
6971,1254789.63,11111111.11,11111111.11
6972,-8239.28,-5117.41,-8239.28
6973,1254789.63,11111111.11,11111111.11
6974,35.04,35.04,35.04
6975,7.31,7.23,7.39
6976,17.09,17.09,-53.98
6977,-44.61,-94.85,0.0
6978,29.48,29.48,0.0
6979,21.79,21.79,0.0
6980,44.32,44.32,0.0
6981,65.06,65.06,0.0
6982,23.29,23.29,0.0
6983,-40.91,-40.91,0.0
6984,123.21,123.21,0.0
6985,28.61,28.61,0.0
6986,41.73,-90.49,0.0
6987,63.66,63.66,0.0
6988,-20.91,-20.91,0.0
6989,70.2,70.2,0.0
6990,-59.45,-59.45,0.0
6991,6.74,6.74,0.0
6992,18.5,18.5,0.0
6993,118.07,118.07,0.0
6994,5.78,5.78,0.0
6995,0.0,294.81,0.0
6996,386.84,386.84,0.0
6997,-32.2,-32.2,0.0
6998,-40.34,-95.01,0.0
6999,127.95,127.95,0.0
7000,-42.13,-42.13,0.0
7001,-6.47,-6.47,0.0
7002,-46.93,-46.93,0.0
7003,28.75,28.75,0.0
7004,31.15,31.15,0.0
7005,-39.14,-39.14,0.0
7006,-30.53,-30.53,0.0
7007,-69.11,152.36,-69.11
7008,-119.49,110.15,-98.04
7009,6013.76,-578.97,6013.76
7010,452.57,11111111.11,316.53
7011,-46.61,73.32,-46.95
7012,-8.2,25.01,-9.3
7013,9.68,-42.93,9.31
7014,-19.3,14.3,-19.15
7015,-0.85,-11.52,12.82
7016,-23.56,-75.23,-76.72
7017,23.06,117.3,9.16
7018,-79.84,-56.73,-83.51
7019,-966.99,-283.81,-966.99
7020,1254789.63,11111111.11,11111111.11
7021,13.92,13.92,11111111.11
7022,761.25,-8.75,794.75
7023,-85.28,-45.44,-85.06
7024,-747.9,-1241.16,-743.58
7025,54.6,11111111.11,11111111.11
7026,0.32,-11.22,7.26
7027,19.44,19.37,18.0
7028,7.57,0.45,9.54
7029,-11.33,3.35,-19.46
7030,26.67,16.98,39.44
7031,12.0,26.49,6.24
7032,88.96,77.29,85.26
7033,23.27,17.74,25.77
7034,136.83,86.32,53.96
7035,-46.67,-46.66,-46.74
7036,105.3,105.32,105.2
7037,-19.85,-19.85,-57.88
7038,108.35,10.09,108.35
7039,-42.81,-43.57,-42.67
7040,94.06,97.09,93.54
7041,-18.98,-19.59,-18.96
7042,12.4,11.71,12.58
7043,-52.59,-70.13,-52.59
7044,-94.12,-94.12,0.0
7045,294.12,294.12,0.0
7046,-153.31,-153.31,0.0
7047,0.0,11111111.11,0.0
7048,0.0,11111111.11,0.0
7049,0.0,11111111.11,0.0
7050,0.0,11111111.11,0.0
7051,0.0,11111111.11,0.0
7052,-23.34,938.26,-10.09
7053,-132.01,-53.46,-132.01
7054,300.5,300.5,11111111.11
7055,-54.97,21.39,-56.44
7056,-20.31,-45.89,-19.99
7057,-186.17,-192.25,-192.77
7058,1254789.63,11111111.11,11111111.11
7059,1254789.63,11111111.11,11111111.11
7060,1254789.63,11111111.11,11111111.11
7061,-31.55,11111111.11,11111111.11
7062,49.54,39.94,49.54
7063,24.33,193.67,24.33
7064,20.05,-23.56,20.05
7065,-41.43,71.37,-41.43
7066,80.93,1.4,90.96
7067,-22.6,29.09,-36.36
7068,-333.71,-197.18,-396.33
7069,1254789.63,11111111.11,11111111.11
7070,39.24,11111111.11,11111111.11
7071,-1.6,45.61,0.77
7072,-23.3,-12.9,-23.19
7073,11.43,-69.42,31.47
7074,1.41,151.65,-1.31
7075,160.72,-87.3,227.69
7076,15.22,1242.05,20.26
7077,50.76,-65.16,56.55
7078,-63.92,15.68,-63.31
7079,-108.9,-148.56,-108.9
7080,1254789.63,11111111.11,11111111.11
7081,1254789.63,11111111.11,11111111.11
7082,1254789.63,11111111.11,11111111.11
7083,-79.57,-135.95,-79.05
7084,252.77,11111111.11,249.3
7085,-122.79,-49.88,-122.34
7086,486.43,486.43,11111111.11
7087,-51.83,-38.74,-52.01
7088,-56.77,-33.67,-15.62
7089,-223.25,-253.5,-223.25
7090,1254789.63,11111111.11,11111111.11
7091,1254789.63,11111111.11,11111111.11
7092,-72.92,-163.37,-74.99
7093,-167.99,11111111.11,-185.82
7094,1254789.63,11111111.11,11111111.11
7095,1254789.63,11111111.11,11111111.11
7096,-1147.21,11111111.11,-1147.21
7097,8.93,11111111.11,11111111.11
7098,206.62,208.1,206.08
7099,-54.46,-54.46,-54.48
7100,-52.57,-51.57,-52.88
7101,23.15,25.14,22.74
7102,-1.37,-5.92,0.06
7103,39.81,38.65,39.31
7104,-18.5,-19.23,-18.33
7105,3.09,0.49,3.65
7106,161.55,-45.33,-45.34
7107,1.8,-86.27,150.15
7108,-187.73,-187.73,0.0
7109,-87.62,11111111.11,-87.62
7110,90.78,78.46,91.03
7111,-6.24,2.82,-6.36
7112,-34.57,-36.51,-34.57
7113,73.41,74.63,73.41
7114,-31.31,-17.44,-39.49
7115,94.16,60.44,125.63
7116,-34.82,13.74,29.13
7117,-50.24,-67.04,-43.55
7118,-2.93,-43.92,-21.67
7119,28.33,138.38,42.02
7120,130.76,66.86,119.04
7121,-45.13,-62.94,-49.4
7122,20.23,-17.31,20.01
7123,3.79,290.25,11.35
7124,45.09,60.16,39.68
7125,-641.61,-527.46,-641.61
7126,1254789.63,11111111.11,11111111.11
7127,7.38,-2.83,6.49
7128,-131.33,-153.45,-131.33
7129,1254789.63,11111111.11,11111111.11
7130,1254789.63,11111111.11,11111111.11
7131,-320.72,-309.59,-334.28
7132,1254789.63,11111111.11,11111111.11
7133,1254789.63,11111111.11,11111111.11
7134,-139.22,-129.23,-139.22
7135,1254789.63,11111111.11,11111111.11
7136,1254789.63,11111111.11,11111111.11
7137,1254789.63,11111111.11,11111111.11
7138,-83.19,-102.62,-83.83
7139,-67.5,11111111.11,-85.67
7140,227.64,-2625.88,1719.48
7141,55.84,11111111.11,28.4
7142,-1411.16,-1411.16,-1225.49
7143,9.8,11111111.11,11111111.11
7144,69.11,71.79,69.14
7145,-43.2,-10.79,-43.2
7146,8.17,8.17,24.64
7147,-47.43,-47.43,0.0
7148,-2.75,37.32,-2.75
7149,27.09,24.07,17.11
7150,-7.73,-5.49,-4.23
7151,41.8,41.31,45.28
7152,44.28,-32.25,-10.09
7153,87.92,87.92,-29.81
7154,94.55,-15.83,94.55
7155,18.85,27.02,18.85
7156,-104.94,-11.57,-86.91
7157,303.61,-74.83,303.61
7158,-104.68,-806.16,-77.71
7159,1217.35,11111111.11,1217.35
7160,41.85,29.15,50.54
7161,11.63,3074.89,2318.98
7162,-26.93,-44.2,-23.45
7163,-105.42,-154.54,-105.42
7164,1254789.63,11111111.11,11111111.11
7165,1254789.63,11111111.11,11111111.11
7166,28.6,5.06,26.38
7167,-32.96,-42.76,-29.62
7168,44.41,21.14,35.76
7169,-10.06,-23.06,-12.19
7170,-18.11,-98.45,-98.34
7171,18.68,18.68,0.0
7172,-22.71,-22.71,0.0
7173,46.73,46.73,0.0
7174,-54.04,-54.04,0.0
7175,24.15,24.15,0.0
7176,60.18,60.18,0.0
7177,-152.0,-152.0,0.0
7178,0.0,11111111.11,0.0
7179,-20.72,6330.98,139.84
7180,107.61,79.63,108.55
7181,30.2,29.23,30.86
7182,-24.5,-23.43,-24.15
7183,32.1,34.0,32.31
7184,-5.59,-11.43,-5.65
7185,-16.42,-16.31,-16.77
7186,-10.05,-7.65,-9.25
7187,5.71,-1.18,7.69
7188,15.75,-61.57,-80.16
7189,-8.67,-8.67,0.0
7190,-29.04,-29.04,0.0
7191,19.9,-10.69,19.9
7192,-3.52,-29.39,1.58
7193,-38.73,-0.57,-41.96
