회사명,거래소코드,회계년도,합계(IFRS)(천원),합계(IFRS연결)(천원)
(주)씨엔플러스,115530,2011/12,33283005,33058971
(주)씨엔플러스,115530,2012/12,34723634,38942957
(주)씨엔플러스,115530,2013/12,36394794,38767207
(주)씨엔플러스,115530,2014/12,23726623,26180270
(주)씨엔플러스,115530,2015/12,17005886,17532191
(주)씨엔플러스,115530,2016/12,11049634,11958168
(주)씨엔플러스,115530,2017/12,11387541,12361278
(주)씨엔플러스,115530,2018/12,15277223,15283963
(주)씨엔플러스,115530,2019/12,12808504,12843796
(주)씨유메디칼시스템,115480,2011/12,35055040,
(주)씨유메디칼시스템,115480,2012/12,35829701,35390013
(주)씨유메디칼시스템,115480,2013/12,38332371,40299274
(주)씨유메디칼시스템,115480,2014/12,35571677,36150332
(주)씨유메디칼시스템,115480,2015/12,40150749,40103400
(주)씨유메디칼시스템,115480,2016/12,44084124,41554259
(주)씨유메디칼시스템,115480,2017/12,42784507,42077582
(주)씨유메디칼시스템,115480,2018/12,46831100,48461795
(주)씨유메디칼시스템,115480,2019/12,48102422,55569323
(주)씨제이이엔엠,035760,2011/12,347691270,652705315
(주)씨제이이엔엠,035760,2012/12,468328815,936193453
(주)씨제이이엔엠,035760,2013/12,567184872,1169170429
(주)씨제이이엔엠,035760,2014/12,638953906,1266412309
(주)씨제이이엔엠,035760,2015/12,681436284,1350129444
(주)씨제이이엔엠,035760,2016/12,683135129,1362888624
(주)씨제이이엔엠,035760,2017/12,802733562,1484104100
(주)씨제이이엔엠,035760,2018/12,2513213709,3425648310
(주)씨제이이엔엠,035760,2019/12,2784581744,3151893495
(주)씨젠,096530,2011/12,40732261,
(주)씨젠,096530,2012/12,41937202,
(주)씨젠,096530,2013/12,84445180,
(주)씨젠,096530,2014/12,96411667,94834882
(주)씨젠,096530,2015/12,139483204,135303263
(주)씨젠,096530,2016/12,148018573,142230027
(주)씨젠,096530,2017/12,147608229,140230440
(주)씨젠,096530,2018/12,149378503,151326164
(주)씨젠,096530,2019/12,151840419,152825653
(주)씨티씨바이오,060590,2011/12,44898810,44818989
(주)씨티씨바이오,060590,2012/12,61151563,62399815
(주)씨티씨바이오,060590,2013/12,90920044,92226529
(주)씨티씨바이오,060590,2014/12,84604048,85490198
(주)씨티씨바이오,060590,2015/12,97863358,99167702
(주)씨티씨바이오,060590,2016/12,88832957,90923242
(주)씨티씨바이오,060590,2017/12,71038355,74077643
(주)씨티씨바이오,060590,2018/12,85190978,86965571
(주)씨티씨바이오,060590,2019/12,75860887,74560125
(주)씨티케이,260930,2017/12,171904347,171780280
(주)씨티케이,260930,2018/12,171403131,170946675
(주)씨티케이,260930,2019/12,179912581,174966492
(주)아가방앤컴퍼니,013990,2011/12,148829548,150260809
(주)아가방앤컴퍼니,013990,2012/12,146657085,148694757
(주)아가방앤컴퍼니,013990,2013/12,147438297,149934622
(주)아가방앤컴퍼니,013990,2014/12,166461441,168179441
(주)아가방앤컴퍼니,013990,2015/12,168778231,170375575
(주)아가방앤컴퍼니,013990,2016/12,171685218,172016687
(주)아가방앤컴퍼니,013990,2017/12,167051544,166967918
(주)아가방앤컴퍼니,013990,2018/12,150939187,151066730
(주)아가방앤컴퍼니,013990,2019/12,135039898,135039898
(주)아나패스,123860,2011/12,74694418,
(주)아나패스,123860,2012/12,88832541,
(주)아나패스,123860,2013/12,87519397,
(주)아나패스,123860,2014/12,98872134,
(주)아나패스,123860,2015/12,102989650,
(주)아나패스,123860,2016/12,76537219,
(주)아나패스,123860,2017/12,76015226,
(주)아나패스,123860,2018/12,69273645,
(주)아나패스,123860,2019/12,55203935,
(주)아난티,025980,2011/12,33608997,
(주)아난티,025980,2012/12,30918045,30881795
(주)아난티,025980,2013/12,26980030,26915356
(주)아난티,025980,2014/12,49832042,46991947
(주)아난티,025980,2015/12,252227796,281670958
(주)아난티,025980,2016/12,246513882,311839416
(주)아난티,025980,2017/12,238024911,330663169
(주)아난티,025980,2018/12,238961169,337085931
(주)아난티,025980,2019/12,310638820,393398992
(주)아리온테크놀로지,058220,2011/12,20327400,
(주)아리온테크놀로지,058220,2012/12,25176008,
(주)아리온테크놀로지,058220,2013/12,27800335,
(주)아리온테크놀로지,058220,2014/12,28106273,
(주)아리온테크놀로지,058220,2015/12,30451420,
(주)아리온테크놀로지,058220,2016/12,33613628,34328426
(주)아리온테크놀로지,058220,2017/12,21323678,22864788
(주)아리온테크놀로지,058220,2018/12,23242792,25386821
(주)아리온테크놀로지,058220,2019/12,18559649,19409782
(주)아모그린텍,125210,2015/12,,
(주)아모그린텍,125210,2016/12,,
(주)아모그린텍,125210,2017/12,,
(주)아모그린텍,125210,2019/12,38230614,
(주)아모레퍼시픽,090430,2011/12,2125754060,2138303005
(주)아모레퍼시픽,090430,2012/12,2345061946,2343787065
(주)아모레퍼시픽,090430,2013/12,2570479829,2568131533
(주)아모레퍼시픽,090430,2014/12,2869417897,2878322277
(주)아모레퍼시픽,090430,2015/12,3312494398,3372330761
(주)아모레퍼시픽,090430,2016/12,3805165195,3896632070
(주)아모레퍼시픽,090430,2017/12,4026554637,4175374155
(주)아모레퍼시픽,090430,2018/12,4236810691,4446417082
(주)아모레퍼시픽,090430,2019/12,4375433772,4498840803
(주)아모레퍼시픽그룹,002790,2011/12,1560503365,3357591700
(주)아모레퍼시픽그룹,002790,2012/12,1582828008,3634213081
(주)아모레퍼시픽그룹,002790,2013/12,1600329326,3908946874
(주)아모레퍼시픽그룹,002790,2014/12,1635704389,4323365397
(주)아모레퍼시픽그룹,002790,2015/12,1648859899,4887804301
(주)아모레퍼시픽그룹,002790,2016/12,1660301249,5566878317
(주)아모레퍼시픽그룹,002790,2017/12,1694981339,5931973597
(주)아모레퍼시픽그룹,002790,2018/12,1712148327,6242470075
(주)아모레퍼시픽그룹,002790,2019/12,1987827031,6480146830
(주)아모텍,052710,2011/12,108527370,105841043
(주)아모텍,052710,2012/12,119765536,113406382
(주)아모텍,052710,2013/12,142028881,131829708
(주)아모텍,052710,2014/12,140522238,127799285
(주)아모텍,052710,2015/12,161111972,150608786
(주)아모텍,052710,2016/12,176596885,164915699
(주)아모텍,052710,2017/12,204635537,191797583
(주)아모텍,052710,2018/12,212830169,197403583
(주)아모텍,052710,2019/12,211424671,198886547
(주)아미노로직스,074430,2011/12,62965285,61272891
(주)아미노로직스,074430,2012/12,28591989,31502097
(주)아미노로직스,074430,2013/12,40425206,40424102
(주)아미노로직스,074430,2014/12,31848971,31846831
(주)아미노로직스,074430,2015/12,48278093,48275261
(주)아미노로직스,074430,2016/12,44550734,44547758
(주)아미노로직스,074430,2017/12,45144933,45142425
(주)아미노로직스,074430,2018/12,53190541,53187874
(주)아미노로직스,074430,2019/12,51854536,51851737
(주)아바코,083930,2011/12,75046575,74856668
(주)아바코,083930,2012/12,86816488,86538739
(주)아바코,083930,2013/12,78695952,78530456
(주)아바코,083930,2014/12,85464172,85532192
(주)아바코,083930,2015/12,94018721,94781949
(주)아바코,083930,2016/12,102284488,102869351
(주)아바코,083930,2017/12,105772304,104145089
(주)아바코,083930,2018/12,117389286,119214462
(주)아바코,083930,2019/12,129225417,130372632
(주)아바텍,149950,2012/12,85693104,85786736
(주)아바텍,149950,2013/12,97492600,97932004
(주)아바텍,149950,2014/12,111726652,112637995
(주)아바텍,149950,2015/12,119611922,119570957
(주)아바텍,149950,2016/12,120253531,120242388
(주)아바텍,149950,2017/12,137515343,137504200
(주)아바텍,149950,2018/12,137024996,
(주)아바텍,149950,2019/12,136087802,136087802
(주)아세아텍,050860,2011/06,74015958,73828495
(주)아세아텍,050860,2012/06,78160325,78050494
(주)아세아텍,050860,2013/06,83294726,83714016
(주)아세아텍,050860,2014/06,85452592,85177816
(주)아세아텍,050860,2015/06,79130419,78828626
(주)아세아텍,050860,2016/06,88620259,88229560
(주)아세아텍,050860,2017/06,92543078,92372268
(주)아세아텍,050860,2018/06,99611528,
(주)아세아텍,050860,2019/06,98431169,
(주)아센디오,012170,2011/12,29712343,
(주)아센디오,012170,2012/12,33587923,32243532
(주)아센디오,012170,2013/12,40884051,46460885
(주)아센디오,012170,2014/12,35696614,35696613
(주)아센디오,012170,2015/12,43773124,43772708
(주)아센디오,012170,2016/12,71602790,
(주)아센디오,012170,2017/12,52214518,51422463
(주)아센디오,012170,2018/12,59159259,52238958
(주)아센디오,012170,2019/12,-438970,-9493832
(주)아스타,246720,2017/12,14675030,14428035
(주)아스타,246720,2018/12,31971002,33247830
(주)아스타,246720,2019/12,15764081,15107143
(주)아스트,067390,2014/12,46557011,
(주)아스트,067390,2015/12,57810228,
(주)아스트,067390,2016/12,80031741,92296319
(주)아스트,067390,2017/12,102490459,115093134
(주)아스트,067390,2018/12,106942722,120562649
(주)아스트,067390,2019/12,191228700,218066885
(주)아시아경제,127710,2015/12,49820117,63097204
(주)아시아경제,127710,2016/12,53030795,84077986
(주)아시아경제,127710,2017/12,72653316,108700132
(주)아시아경제,127710,2018/12,102645094,105491479
(주)아시아경제,127710,2019/12,97958385,102610098
(주)아우딘퓨쳐스,227610,2017/12,45944404,
(주)아우딘퓨쳐스,227610,2018/12,53600457,
(주)아우딘퓨쳐스,227610,2019/12,34504304,34129547
(주)아이디스,143160,2011/12,65070699,64914838
(주)아이디스,143160,2012/12,89545134,88811587
(주)아이디스,143160,2013/12,134171637,135216438
(주)아이디스,143160,2014/12,141397005,142236445
(주)아이디스,143160,2015/12,149309428,178145225
(주)아이디스,143160,2016/12,143191429,166343212
(주)아이디스,143160,2017/12,151342271,151937399
(주)아이디스,143160,2018/12,151756491,151806360
(주)아이디스,143160,2019/12,152189329,152367514
(주)아이디스홀딩스,054800,2011/12,134467228,139163469
(주)아이디스홀딩스,054800,2012/12,172628641,187413615
(주)아이디스홀딩스,054800,2013/12,176638964,434023642
(주)아이디스홀딩스,054800,2014/12,161651762,391975447
(주)아이디스홀딩스,054800,2015/12,160916384,469530858
(주)아이디스홀딩스,054800,2016/12,161842665,476340099
(주)아이디스홀딩스,054800,2017/12,164638517,573330575
(주)아이디스홀딩스,054800,2018/12,168464839,611162023
(주)아이디스홀딩스,054800,2019/12,154920968,616336729
(주)아이마켓코리아,122900,2011/12,287453260,
(주)아이마켓코리아,122900,2012/12,318043290,316042762
(주)아이마켓코리아,122900,2013/12,347839929,344821044
(주)아이마켓코리아,122900,2014/12,366069984,433106418
(주)아이마켓코리아,122900,2015/12,379510904,449048433
(주)아이마켓코리아,122900,2016/12,385501865,457452921
(주)아이마켓코리아,122900,2017/12,380397702,440472077
(주)아이마켓코리아,122900,2018/12,381644493,441527180
(주)아이마켓코리아,122900,2019/12,369103824,426528758
(주)아이비김영,339950,2019/12,,
(주)아이센스,099190,2013/12,103868348,104319344
(주)아이센스,099190,2014/12,119251714,118808132
(주)아이센스,099190,2015/12,135678193,132222165
(주)아이센스,099190,2016/12,156957424,154382371
(주)아이센스,099190,2017/12,175831905,165152174
(주)아이센스,099190,2018/12,181057013,183266928
(주)아이센스,099190,2019/12,203953254,201091288
(주)아이스크림에듀,289010,2019/12,74523725,
(주)아이씨디,040910,2011/09,90030367,
(주)아이씨디,040910,2012/09,97608710,
(주)아이씨디,040910,2013/09,105421052,
(주)아이씨디,040910,2014/09,93897819,
(주)아이씨디,040910,2015/09,88035634,
(주)아이씨디,040910,2016/12,112704818,112690840
(주)아이씨디,040910,2017/12,135676824,135761752
(주)아이씨디,040910,2018/12,130698575,131398548
(주)아이씨디,040910,2019/12,144466844,147055396
(주)아이앤씨테크놀로지,052860,2011/12,88933100,
(주)아이앤씨테크놀로지,052860,2012/12,79861477,80362372
(주)아이앤씨테크놀로지,052860,2013/12,72180126,71074665
(주)아이앤씨테크놀로지,052860,2014/12,57655846,56046828
(주)아이앤씨테크놀로지,052860,2015/12,29084609,29492539
(주)아이앤씨테크놀로지,052860,2016/12,32555929,31364371
(주)아이앤씨테크놀로지,052860,2017/12,40155411,39708479
(주)아이앤씨테크놀로지,052860,2018/12,44024902,43261744
(주)아이앤씨테크놀로지,052860,2019/12,52514717,55108724
(주)아이에스시,095340,2011/12,63426421,67265480
(주)아이에스시,095340,2012/12,74823591,74867780
(주)아이에스시,095340,2013/12,90010947,85583733
(주)아이에스시,095340,2014/12,118759892,129250827
(주)아이에스시,095340,2015/12,155040566,156941777
(주)아이에스시,095340,2016/12,163815285,162790488
(주)아이에스시,095340,2017/12,174632144,171766404
(주)아이에스시,095340,2018/12,181599029,178063118
(주)아이에스시,095340,2019/12,180885747,178417642
(주)아이에스이커머스,069920,2011/12,14695896,13126973
(주)아이에스이커머스,069920,2012/12,15431364,14450592
(주)아이에스이커머스,069920,2013/12,10907130,8871235
(주)아이에스이커머스,069920,2014/12,11845222,16019544
(주)아이에스이커머스,069920,2015/12,36941864,44812241
(주)아이에스이커머스,069920,2016/12,38757357,46429474
(주)아이에스이커머스,069920,2017/12,75629008,
(주)아이에스이커머스,069920,2018/12,62404721,
(주)아이에스이커머스,069920,2019/12,32641351,49467857
(주)아이에이,038880,2011/12,24632433,24149066
(주)아이에이,038880,2012/12,8237131,8453810
(주)아이에이,038880,2013/12,12729721,12908558
(주)아이에이,038880,2014/12,10196802,11138248
(주)아이에이,038880,2015/12,26087741,28223960
(주)아이에이,038880,2016/12,49022262,42997342
(주)아이에이,038880,2017/12,47607158,34759985
(주)아이에이,038880,2018/12,56867985,45242077
(주)아이에이,038880,2019/12,82241723,59864984
(주)아이에이치큐,003560,2011/12,23909550,29423118
(주)아이에이치큐,003560,2012/12,34492084,35038478
(주)아이에이치큐,003560,2013/12,36131885,43606075
(주)아이에이치큐,003560,2014/12,34543023,41524278
(주)아이에이치큐,003560,2015/12,218918559,215039858
(주)아이에이치큐,003560,2016/12,228265720,221558496
(주)아이에이치큐,003560,2017/12,233118460,227724841
(주)아이에이치큐,003560,2018/12,209717780,204579892
(주)아이에이치큐,003560,2019/12,137520130,136851072
(주)아이엘사이언스,307180,2018/12,,
(주)아이엘사이언스,307180,2019/12,12170864,
(주)아이엠,101390,2011/12,57006248,74322140
(주)아이엠,101390,2012/12,56058921,69472642
(주)아이엠,101390,2013/12,57276195,64183653
(주)아이엠,101390,2014/12,55578169,53009840
(주)아이엠,101390,2015/12,57710282,55949722
(주)아이엠,101390,2016/12,65449046,51510301
(주)아이엠,101390,2017/12,47275268,47449785
(주)아이엠,101390,2018/12,47167432,47077089
(주)아이엠,101390,2019/12,32773260,32695179
(주)아이엠비씨,052220,2011/12,44806998,
(주)아이엠비씨,052220,2012/12,47115413,
(주)아이엠비씨,052220,2013/12,49085177,
(주)아이엠비씨,052220,2014/12,50639260,52003578
(주)아이엠비씨,052220,2015/12,51895506,52363065
(주)아이엠비씨,052220,2016/12,52853799,53461853
(주)아이엠비씨,052220,2017/12,51892884,52385731
(주)아이엠비씨,052220,2018/12,50313868,51256977
(주)아이엠비씨,052220,2019/12,52286694,53436832
(주)아이오케이컴퍼니,078860,2011/12,4316388,
(주)아이오케이컴퍼니,078860,2012/12,6514861,
(주)아이오케이컴퍼니,078860,2013/12,6441251,5930774
(주)아이오케이컴퍼니,078860,2014/12,7971772,7971772
(주)아이오케이컴퍼니,078860,2015/12,48829357,
(주)아이오케이컴퍼니,078860,2016/12,79409236,
(주)아이오케이컴퍼니,078860,2017/12,70341520,69649681
(주)아이오케이컴퍼니,078860,2018/12,90155315,92177843
(주)아이오케이컴퍼니,078860,2019/12,101679378,110774875
(주)아이윈,090150,2011/12,32654358,33975310
(주)아이윈,090150,2012/12,36495940,38017538
(주)아이윈,090150,2013/12,37527728,40172161
(주)아이윈,090150,2014/12,36906060,40804149
(주)아이윈,090150,2015/12,36866298,41680022
(주)아이윈,090150,2016/12,37437347,43266718
(주)아이윈,090150,2017/12,35245958,39629601
(주)아이윈,090150,2018/12,31650794,37045009
(주)아이윈,090150,2019/12,38614112,44219858
(주)아이윈플러스,123010,2016/12,12217874,
(주)아이윈플러스,123010,2017/12,10448976,
(주)아이윈플러스,123010,2018/12,6033160,
(주)아이윈플러스,123010,2019/12,7707284,
(주)아이즈비전,031310,2011/12,56319259,55395631
(주)아이즈비전,031310,2012/12,58891734,59077276
(주)아이즈비전,031310,2013/12,60786302,64349867
(주)아이즈비전,031310,2014/12,61810683,66853680
(주)아이즈비전,031310,2015/12,63184661,67424886
(주)아이즈비전,031310,2016/12,64213220,70736287
(주)아이즈비전,031310,2017/12,64798918,75336072
(주)아이즈비전,031310,2018/12,73294541,115308122
(주)아이즈비전,031310,2019/12,67841493,114660524
(주)아이컴포넌트,059100,2011/12,25028868,
(주)아이컴포넌트,059100,2012/12,25670976,
(주)아이컴포넌트,059100,2013/12,22887278,
(주)아이컴포넌트,059100,2014/12,26554433,
(주)아이컴포넌트,059100,2015/12,32898054,
(주)아이컴포넌트,059100,2016/12,41158925,
(주)아이컴포넌트,059100,2017/12,33166369,
(주)아이컴포넌트,059100,2018/12,30040238,
(주)아이컴포넌트,059100,2019/12,28714839,
(주)아이톡시,052770,2011/12,13599086,
(주)아이톡시,052770,2012/12,14965637,15306795
(주)아이톡시,052770,2013/12,15111492,15744393
(주)아이톡시,052770,2014/12,9508360,9864242
(주)아이톡시,052770,2015/12,10609727,
(주)아이톡시,052770,2016/12,8872867,
(주)아이톡시,052770,2017/12,241919,
(주)아이톡시,052770,2018/12,-2279290,730319
(주)아이톡시,052770,2019/12,5141190,5127723
(주)아이티센,124500,2015/03,28102943,53605299
(주)아이티센,124500,2016/12,19587459,56624483
(주)아이티센,124500,2017/12,36246034,74649441
(주)아이티센,124500,2018/12,36655911,175480298
(주)아이티센,124500,2019/12,41859724,164684630
(주)아이티엑스에이아이,099520,2011/12,21287487,
(주)아이티엑스에이아이,099520,2012/12,24568905,
(주)아이티엑스에이아이,099520,2013/12,36333828,
(주)아이티엑스에이아이,099520,2014/12,34172583,
(주)아이티엑스에이아이,099520,2015/12,21139501,
(주)아이티엑스에이아이,099520,2016/12,14341817,
(주)아이티엑스에이아이,099520,2017/12,17168404,
(주)아이티엑스에이아이,099520,2018/12,14816862,
(주)아이티엑스에이아이,099520,2019/12,9798819,9830642
(주)아이티엠반도체,084850,2019/12,259922235,266364234
(주)아즈텍더블유비이,032080,2011/12,67327183,
(주)아즈텍더블유비이,032080,2012/12,74448024,
(주)아즈텍더블유비이,032080,2013/12,71551502,
(주)아즈텍더블유비이,032080,2014/12,74211395,
(주)아즈텍더블유비이,032080,2015/12,77092659,
(주)아즈텍더블유비이,032080,2016/12,87277382,
(주)아즈텍더블유비이,032080,2017/12,87696732,
(주)아즈텍더블유비이,032080,2018/12,90678277,
(주)아즈텍더블유비이,032080,2019/12,95350332,
(주)아진엑스텍,059120,2014/12,25163741,
(주)아진엑스텍,059120,2015/12,24810020,
(주)아진엑스텍,059120,2016/12,27216857,
(주)아진엑스텍,059120,2017/12,39380322,
(주)아진엑스텍,059120,2018/12,43382879,
(주)아진엑스텍,059120,2019/12,43350436,
(주)아톤,158430,2019/12,44992099,46105208
(주)아프리카티비,067160,2011/12,26654792,27089304
(주)아프리카티비,067160,2012/12,32003980,
(주)아프리카티비,067160,2013/12,36889031,36990839
(주)아프리카티비,067160,2014/12,43696599,42938475
(주)아프리카티비,067160,2015/12,51317196,48079099
(주)아프리카티비,067160,2016/12,64058399,57304806
(주)아프리카티비,067160,2017/12,74706698,70108112
(주)아프리카티비,067160,2018/12,97571031,92893024
(주)아프리카티비,067160,2019/12,122452860,121788853
(주)안랩,053800,2011/12,133400762,129464144
(주)안랩,053800,2012/12,144886695,140717849
(주)안랩,053800,2013/12,147553775,143916282
(주)안랩,053800,2014/12,151599681,151768766
(주)안랩,053800,2015/12,160634967,161346944
(주)안랩,053800,2016/12,170946065,172019891
(주)안랩,053800,2017/12,183040378,183889668
(주)안랩,053800,2018/12,193151648,194399209
(주)안랩,053800,2019/12,204264715,205671999
(주)안트로젠,065660,2016/12,34023831,
(주)안트로젠,065660,2017/12,48768488,
(주)안트로젠,065660,2018/12,56072729,
(주)안트로젠,065660,2019/12,68393649,
(주)알로이스,297570,2018/12,,
(주)알로이스,297570,2019/12,16522310,
(주)알루코,001780,2011/12,139055896,137118359
(주)알루코,001780,2012/12,138959161,134753695
(주)알루코,001780,2013/12,142097467,137176248
(주)알루코,001780,2014/12,142353290,136743079
(주)알루코,001780,2015/12,173938244,164228247
(주)알루코,001780,2016/12,206560840,201252143
(주)알루코,001780,2017/12,214571423,207495766
(주)알루코,001780,2018/12,223769204,280740708
(주)알루코,001780,2019/12,207703108,285856646
(주)알에프세미,096610,2011/12,40842782,40212342
(주)알에프세미,096610,2012/12,45092549,44156001
(주)알에프세미,096610,2013/12,50049261,49098083
(주)알에프세미,096610,2014/12,51978935,51822941
(주)알에프세미,096610,2015/12,54222692,53788068
(주)알에프세미,096610,2016/12,55144158,54035185
(주)알에프세미,096610,2017/12,54151136,52011373
(주)알에프세미,096610,2018/12,55190977,52719673
(주)알에프세미,096610,2019/12,52551677,49861444
(주)알에프텍,061040,2011/12,74433120,72364123
(주)알에프텍,061040,2012/12,91310280,90008477
(주)알에프텍,061040,2013/12,98832226,93000160
(주)알에프텍,061040,2014/12,103151089,85914508
(주)알에프텍,061040,2015/12,123505837,106974903
(주)알에프텍,061040,2016/12,120497343,116100981
(주)알에프텍,061040,2017/12,108821576,118384743
(주)알에프텍,061040,2018/12,94787092,121491849
(주)알에프텍,061040,2019/12,92637893,132750784
(주)알엔투테크놀로지,148250,2016/12,21007501,
(주)알엔투테크놀로지,148250,2017/12,21432654,
(주)알엔투테크놀로지,148250,2018/12,22113449,
(주)알엔투테크놀로지,148250,2019/12,31669746,
(주)알테오젠,196170,2014/12,35635634,35824549
(주)알테오젠,196170,2015/12,38307681,38550831
(주)알테오젠,196170,2016/12,45295933,45228697
(주)알테오젠,196170,2017/12,39548273,39845032
(주)알테오젠,196170,2018/12,66078000,66696419
(주)알테오젠,196170,2019/12,71128721,70204153
(주)알톤스포츠,123750,2011/12,38777740,40761351
(주)알톤스포츠,123750,2012/12,40209446,42476129
(주)알톤스포츠,123750,2013/12,43200642,46394906
(주)알톤스포츠,123750,2014/12,50940074,55369792
(주)알톤스포츠,123750,2015/12,46648690,51669503
(주)알톤스포츠,123750,2016/12,48435674,52248216
(주)알톤스포츠,123750,2017/12,29435951,30394731
(주)알톤스포츠,123750,2018/12,27942097,28125333
(주)알톤스포츠,123750,2019/12,14109691,15866383
(주)알티캐스트,085810,2013/12,86343215,86563158
(주)알티캐스트,085810,2014/12,96702006,96868460
(주)알티캐스트,085810,2015/12,95596751,96293793
(주)알티캐스트,085810,2016/12,95925918,99305790
(주)알티캐스트,085810,2017/12,95422483,97901406
(주)알티캐스트,085810,2018/12,89158093,90888993
(주)알티캐스트,085810,2019/12,64823820,66216089
(주)알파홀딩스,117670,2011/12,25501281,
(주)알파홀딩스,117670,2012/12,28028752,27969609
(주)알파홀딩스,117670,2013/12,30908395,
(주)알파홀딩스,117670,2014/12,34542311,32777635
(주)알파홀딩스,117670,2015/12,33736884,
(주)알파홀딩스,117670,2016/12,45106283,46536742
(주)알파홀딩스,117670,2017/12,47333927,43796795
(주)알파홀딩스,117670,2018/12,50961753,47088876
(주)알파홀딩스,117670,2019/12,63798213,61491102
(주)애니플러스,310200,2018/12,,
(주)애니플러스,310200,2019/12,,
(주)애드바이오텍,179530,2019/12,,
(주)액션스퀘어,205500,2014/12,,
(주)액션스퀘어,205500,2015/12,28642577,
(주)액션스퀘어,205500,2016/12,23687554,
(주)액션스퀘어,205500,2017/12,13193216,13478966
(주)액션스퀘어,205500,2018/12,11916712,12087416
(주)액션스퀘어,205500,2019/12,21005051,20200343
(주)액토즈소프트,052790,2011/12,92061708,87299410
(주)액토즈소프트,052790,2012/12,104161385,98652953
(주)액토즈소프트,052790,2013/12,196083035,190464530
(주)액토즈소프트,052790,2014/12,134275049,123530954
(주)액토즈소프트,052790,2015/12,147108337,117262420
(주)액토즈소프트,052790,2016/12,119015928,115469936
(주)액토즈소프트,052790,2017/12,119068513,107107112
(주)액토즈소프트,052790,2018/12,89083998,92198686
(주)액토즈소프트,052790,2019/12,112515004,118104767
(주)액트로,290740,2018/12,70051903,63031495
(주)액트로,290740,2019/12,77079687,76003603
(주)앤디포스,238090,2016/12,80502541,
(주)앤디포스,238090,2017/12,80516581,
(주)앤디포스,238090,2018/12,84581240,88397710
(주)앤디포스,238090,2019/12,113465144,117630037
(주)앤씨앤,092600,2011/12,65232422,
(주)앤씨앤,092600,2012/12,67643861,67642941
(주)앤씨앤,092600,2013/12,48502079,48498057
(주)앤씨앤,092600,2014/12,46874036,46878725
(주)앤씨앤,092600,2015/12,55700834,55583444
(주)앤씨앤,092600,2016/12,56943421,55923395
(주)앤씨앤,092600,2017/12,52813470,48117548
(주)앤씨앤,092600,2018/12,42086295,32832070
(주)앤씨앤,092600,2019/12,57310139,41232465
(주)야스,255440,2017/12,106672924,106672924
(주)야스,255440,2018/12,140344773,140344773
(주)야스,255440,2019/12,150634027,150634027
(주)양지사,030960,2011/06,61487178,
(주)양지사,030960,2012/06,62278189,
(주)양지사,030960,2013/06,62543403,
(주)양지사,030960,2014/06,62570276,
(주)양지사,030960,2015/06,60088651,
(주)양지사,030960,2016/06,62033714,
(주)양지사,030960,2017/06,64975054,
(주)양지사,030960,2018/06,66773250,
(주)양지사,030960,2019/06,68087776,
(주)어스앤에어로스페이스,263540,2017/12,41739690,
(주)어스앤에어로스페이스,263540,2018/12,39543002,
(주)어스앤에어로스페이스,263540,2019/12,3019270,
(주)얼라인드제네틱스,238120,2016/12,24588788,24182635
(주)얼라인드제네틱스,238120,2017/12,23670938,22640220
(주)얼라인드제네틱스,238120,2018/12,21168027,20888077
(주)얼라인드제네틱스,238120,2019/12,20991065,20966505
(주)에너토크,019990,2011/12,24602767,
(주)에너토크,019990,2012/12,27872850,
(주)에너토크,019990,2013/12,29517357,
(주)에너토크,019990,2014/12,31537870,
(주)에너토크,019990,2015/12,33250946,
(주)에너토크,019990,2016/12,40683247,40714934
(주)에너토크,019990,2017/12,41220933,40921731
(주)에너토크,019990,2018/12,42021058,41237505
(주)에너토크,019990,2019/12,41435780,40060377
(주)에넥스,011090,2011/12,45532196,45337459
(주)에넥스,011090,2012/12,32605421,33975275
(주)에넥스,011090,2013/12,43382462,43668995
(주)에넥스,011090,2014/12,53888280,54066166
(주)에넥스,011090,2015/12,60086717,60462035
(주)에넥스,011090,2016/12,58671091,58980243
(주)에넥스,011090,2017/12,59541994,60258092
(주)에넥스,011090,2018/12,58352162,59459404
(주)에넥스,011090,2019/12,53527257,54177102
(주)에스디생명공학,217480,2017/12,113431252,105991682
(주)에스디생명공학,217480,2018/12,112944865,113799159
(주)에스디생명공학,217480,2019/12,93111878,96210187
(주)에스디시스템,121890,2011/12,30579308,
(주)에스디시스템,121890,2012/12,30554842,
(주)에스디시스템,121890,2013/12,25036132,
(주)에스디시스템,121890,2014/12,28304007,
(주)에스디시스템,121890,2015/12,30299976,
(주)에스디시스템,121890,2016/12,23101346,
(주)에스디시스템,121890,2017/12,13979665,
(주)에스디시스템,121890,2018/12,16753928,
(주)에스디시스템,121890,2019/12,6310972,
(주)에스비에스,034120,2011/12,533338919,548800733
(주)에스비에스,034120,2012/12,549019915,561488436
(주)에스비에스,034120,2013/12,563455333,569956948
(주)에스비에스,034120,2014/12,541915023,540277935
(주)에스비에스,034120,2015/12,569110220,568227689
(주)에스비에스,034120,2016/12,542811860,540774712
(주)에스비에스,034120,2017/12,557785630,562992278
(주)에스비에스,034120,2018/12,560713049,568482207
(주)에스비에스,034120,2019/12,560708925,647118029
(주)에스비에스콘텐츠허브,046140,2011/12,109698083,108308824
(주)에스비에스콘텐츠허브,046140,2012/12,128795927,128815662
(주)에스비에스콘텐츠허브,046140,2013/12,151361446,151219114
