회사명,거래소코드,회계년도,당좌자산회전률(IFRS),당좌자산회전률(IFRS연결),순운전자본회전률(IFRS),순운전자본회전률(IFRS연결),당좌자산회전률,순운전자본회전률
(주)휠라홀딩스,81660,2019/12,4.16,4.43,1.42,1.55,4.43,1.55
(주)휴네시온,290270,2018/12,0.55,0.72,0.48,0.63,0.72,0.63
(주)휴네시온,290270,2019/12,0.75,0.9,0.64,0.76,0.9,0.76
(주)휴니드테크놀러지스,5870,2011/12,1.49,,0.59,,1.49,0.59
(주)휴니드테크놀러지스,5870,2012/12,1.53,,0.5,,1.53,0.5
(주)휴니드테크놀러지스,5870,2013/12,2.11,,0.65,,2.11,0.65
(주)휴니드테크놀러지스,5870,2014/12,1.35,,0.42,,1.35,0.42
(주)휴니드테크놀러지스,5870,2015/12,1.47,,0.48,,1.47,0.48
(주)휴니드테크놀러지스,5870,2016/12,3.31,,1.26,,3.31,1.26
(주)휴니드테크놀러지스,5870,2017/12,3.68,,1.58,,3.68,1.58
(주)휴니드테크놀러지스,5870,2018/12,4.6,,1.48,,4.6,1.48
(주)휴니드테크놀러지스,5870,2019/12,2.1,,0.68,,2.1,0.68
(주)휴맥스,115160,2011/12,1.93,2.3,1.04,1.03,2.3,1.03
(주)휴맥스,115160,2012/12,1.95,2.36,1.13,1.13,2.36,1.13
(주)휴맥스,115160,2013/12,2.32,2.72,1.33,1.24,2.72,1.24
(주)휴맥스,115160,2014/12,2.51,3.15,1.38,1.32,3.15,1.32
(주)휴맥스,115160,2015/12,2.32,3.13,1.28,1.23,3.13,1.23
(주)휴맥스,115160,2016/12,2.05,2.95,1.13,1.13,2.95,1.13
(주)휴맥스,115160,2017/12,2.41,3.23,1.18,1.1,3.23,1.1
(주)휴맥스,115160,2018/12,1.92,3.14,0.87,1.0,3.14,1.0
(주)휴맥스,115160,2019/12,1.96,2.95,0.81,0.99,2.95,0.99
(주)휴맥스홀딩스,28080,2011/12,0.17,0.74,0.13,0.55,0.74,0.55
(주)휴맥스홀딩스,28080,2012/12,0.13,1.1,0.12,0.84,1.1,0.84
(주)휴맥스홀딩스,28080,2013/12,0.13,1.86,0.13,0.94,1.86,0.94
(주)휴맥스홀딩스,28080,2014/12,0.27,1.58,0.24,0.68,1.58,0.68
(주)휴맥스홀딩스,28080,2015/12,0.43,1.84,0.29,0.75,1.84,0.75
(주)휴맥스홀딩스,28080,2016/12,1.03,0.95,0.26,0.22,0.95,0.22
(주)휴맥스홀딩스,28080,2017/12,1.67,1.0,0.22,0.14,1.0,0.14
(주)휴맥스홀딩스,28080,2018/12,0.44,,0.13,,0.44,0.13
(주)휴맥스홀딩스,28080,2019/12,0.29,0.44,0.11,0.26,0.44,0.26
(주)휴먼엔,32860,2011/12,6.81,,1.34,,6.81,1.34
(주)휴먼엔,32860,2012/12,7.24,,1.42,,7.24,1.42
(주)휴먼엔,32860,2013/12,6.52,,1.57,,6.52,1.57
(주)휴먼엔,32860,2014/12,7.31,,1.64,,7.31,1.64
(주)휴먼엔,32860,2015/12,2.44,,0.7,,2.44,0.7
(주)휴먼엔,32860,2016/12,1.39,2.42,0.81,1.46,2.42,1.46
(주)휴먼엔,32860,2017/12,2.0,4.55,1.61,2.73,4.55,2.73
(주)휴먼엔,32860,2018/12,2.0,4.8,1.32,2.63,4.8,2.63
(주)휴먼엔,32860,2019/12,1.87,2.73,0.98,1.49,2.73,1.49
(주)휴메딕스,200670,2014/12,1.0,,0.82,,1.0,0.82
(주)휴메딕스,200670,2015/12,0.67,,0.59,,0.67,0.59
(주)휴메딕스,200670,2016/12,0.59,0.6,0.52,0.52,0.6,0.52
(주)휴메딕스,200670,2017/12,0.83,0.81,0.66,0.65,0.81,0.65
(주)휴메딕스,200670,2018/12,1.32,1.27,0.9,0.89,1.27,0.89
(주)휴메딕스,200670,2019/12,1.81,1.72,1.12,1.12,1.72,1.12
(주)휴비스,79980,2012/12,5.13,5.57,1.7,1.67,5.57,1.67
(주)휴비스,79980,2013/12,4.71,5.06,1.69,1.69,5.06,1.69
(주)휴비스,79980,2014/12,4.98,4.68,1.66,1.58,4.68,1.58
(주)휴비스,79980,2015/12,5.51,4.44,1.7,1.58,4.44,1.58
(주)휴비스,79980,2016/12,5.75,4.51,1.65,1.56,4.51,1.56
(주)휴비스,79980,2017/12,6.47,5.24,1.72,1.68,5.24,1.68
(주)휴비스,79980,2018/12,4.8,4.38,1.5,1.46,4.38,1.46
(주)휴비스,79980,2019/12,4.24,4.22,1.26,1.29,4.22,1.29
(주)휴비츠,65510,2011/12,3.25,2.59,1.6,1.38,2.59,1.38
(주)휴비츠,65510,2012/12,3.41,2.67,1.55,1.37,2.67,1.37
(주)휴비츠,65510,2013/12,3.12,2.35,1.29,1.13,2.35,1.13
(주)휴비츠,65510,2014/12,2.77,2.19,1.16,0.99,2.19,0.99
(주)휴비츠,65510,2015/12,2.35,2.3,1.12,1.08,2.3,1.08
(주)휴비츠,65510,2016/12,2.15,2.12,1.0,0.96,2.12,0.96
(주)휴비츠,65510,2017/12,2.5,2.53,1.02,0.99,2.53,0.99
(주)휴비츠,65510,2018/12,2.87,3.04,1.1,1.12,3.04,1.12
(주)휴비츠,65510,2019/12,2.87,3.06,1.07,1.1,3.06,1.1
(주)휴센텍,215090,2015/12,,,,,,
(주)휴센텍,215090,2016/12,,,,,,
(주)휴센텍,215090,2017/12,,,,,,
(주)휴센텍,215090,2018/12,1.25,,0.68,,1.25,0.68
(주)휴센텍,215090,2019/12,1.53,,0.75,,1.53,0.75
(주)휴스틸,5010,2011/12,3.75,4.7,1.59,1.61,4.7,1.61
(주)휴스틸,5010,2012/12,3.66,4.63,1.57,1.56,4.63,1.56
(주)휴스틸,5010,2013/12,3.79,4.97,1.54,1.52,4.97,1.52
(주)휴스틸,5010,2014/12,3.86,5.49,1.6,1.49,5.49,1.49
(주)휴스틸,5010,2015/12,2.72,4.62,1.11,1.32,4.62,1.32
(주)휴스틸,5010,2016/12,2.87,3.28,1.2,1.09,3.28,1.09
(주)휴스틸,5010,2017/12,3.1,4.09,1.32,1.38,4.09,1.38
(주)휴스틸,5010,2018/12,2.62,3.42,1.04,1.1,3.42,1.1
(주)휴스틸,5010,2019/12,3.06,3.96,1.1,1.21,3.96,1.21
(주)휴엠앤씨,263920,2017/12,2.24,,1.5,,2.24,1.5
(주)휴엠앤씨,263920,2018/12,2.38,3.02,1.36,1.41,3.02,1.41
(주)휴엠앤씨,263920,2019/12,1.04,1.22,0.71,0.76,1.22,0.76
(주)휴온스,243070,2016/12,,,,,,
(주)휴온스,243070,2017/12,2.44,2.43,1.3,1.28,2.43,1.28
(주)휴온스,243070,2018/12,2.63,2.66,1.42,1.39,2.66,1.39
(주)휴온스,243070,2019/12,2.49,2.64,1.34,1.34,2.64,1.34
(주)휴온스글로벌,84110,2011/12,1.91,,0.97,,1.91,0.97
(주)휴온스글로벌,84110,2012/12,1.82,1.66,0.99,0.84,1.66,0.84
(주)휴온스글로벌,84110,2013/12,1.92,1.82,1.0,0.92,1.82,0.92
(주)휴온스글로벌,84110,2014/12,2.16,1.68,1.11,0.94,1.68,0.94
(주)휴온스글로벌,84110,2015/12,2.73,1.68,1.39,1.03,1.68,1.03
(주)휴온스글로벌,84110,2016/12,0.22,0.95,0.12,0.58,0.95,0.58
(주)휴온스글로벌,84110,2017/12,1.93,1.79,1.34,1.03,1.79,1.03
(주)휴온스글로벌,84110,2018/12,2.19,2.02,1.04,1.12,2.02,1.12
(주)휴온스글로벌,84110,2019/12,1.87,2.21,0.78,1.16,2.21,1.16
(주)흥국,10240,2011/12,5.03,4.68,2.36,2.04,4.68,2.04
(주)흥국,10240,2012/12,3.01,3.02,1.67,1.54,3.02,1.54
(주)흥국,10240,2013/12,2.13,2.35,1.19,1.23,2.35,1.23
(주)흥국,10240,2014/12,2.31,2.39,1.27,1.24,2.39,1.24
(주)흥국,10240,2015/12,2.22,2.24,1.21,1.17,2.24,1.17
(주)흥국,10240,2016/12,3.13,3.0,1.4,1.38,3.0,1.38
(주)흥국,10240,2017/12,6.51,5.1,2.24,2.09,5.1,2.09
(주)흥국,10240,2018/12,5.61,4.64,2.16,1.99,4.64,1.99
(주)흥국,10240,2019/12,3.8,3.41,1.58,1.54,3.41,1.54
(주)흥국에프엔비,189980,2015/12,3.1,3.09,1.3,1.31,3.09,1.31
(주)흥국에프엔비,189980,2016/12,2.94,2.93,1.28,1.3,2.93,1.3
(주)흥국에프엔비,189980,2017/12,3.32,3.18,1.34,1.35,3.18,1.35
(주)흥국에프엔비,189980,2018/12,2.19,2.23,0.94,0.99,2.23,0.99
(주)흥국에프엔비,189980,2019/12,2.16,2.13,0.89,0.89,2.13,0.89
(주)희림종합건축사사무소,37440,2011/12,1.42,,1.0,,1.42,1.0
(주)희림종합건축사사무소,37440,2012/12,1.41,,1.03,,1.41,1.03
(주)희림종합건축사사무소,37440,2013/12,1.38,1.38,0.91,0.83,1.38,0.83
(주)희림종합건축사사무소,37440,2014/12,1.19,1.15,0.71,0.68,1.15,0.68
(주)희림종합건축사사무소,37440,2015/12,1.14,1.14,0.68,0.68,1.14,0.68
(주)희림종합건축사사무소,37440,2016/12,1.18,1.18,0.68,0.68,1.18,0.68
(주)희림종합건축사사무소,37440,2017/12,1.41,1.42,0.81,0.82,1.42,0.82
(주)희림종합건축사사무소,37440,2018/12,1.56,1.57,0.94,0.94,1.57,0.94
(주)희림종합건축사사무소,37440,2019/12,1.55,1.53,0.89,0.89,1.53,0.89
(주)힘스,238490,2017/12,3.65,,1.75,,3.65,1.75
(주)힘스,238490,2018/12,1.42,,0.73,,1.42,0.73
(주)힘스,238490,2019/12,3.85,,1.49,,3.85,1.49
AJ네트웍스(주),95570,2015/12,3.4,6.04,0.76,1.18,6.04,1.18
AJ네트웍스(주),95570,2016/12,2.25,4.8,0.66,1.04,4.8,1.04
AJ네트웍스(주),95570,2017/12,1.87,5.1,0.54,1.0,5.1,1.0
AJ네트웍스(주),95570,2018/12,1.65,1.23,0.52,0.45,1.23,0.45
AJ네트웍스(주),95570,2019/12,1.56,1.26,0.53,0.54,1.26,0.54
CS홀딩스(주),590,2011/12,0.12,2.43,0.12,1.52,2.43,1.52
CS홀딩스(주),590,2012/12,0.09,2.12,0.09,1.33,2.12,1.33
CS홀딩스(주),590,2013/12,0.09,2.21,0.09,1.41,2.21,1.41
CS홀딩스(주),590,2014/12,0.09,1.51,0.09,0.98,1.51,0.98
CS홀딩스(주),590,2015/12,0.07,1.13,0.06,0.78,1.13,0.78
CS홀딩스(주),590,2016/12,0.05,0.83,0.05,0.62,0.83,0.62
CS홀딩스(주),590,2017/12,0.07,0.77,0.07,0.59,0.77,0.59
CS홀딩스(주),590,2018/12,0.09,0.76,0.09,0.58,0.76,0.58
CS홀딩스(주),590,2019/12,0.09,0.83,0.09,0.64,0.83,0.64
HD현대(주),267250,2017/12,,,,,,
HD현대(주),267250,2018/12,2.35,6.0,0.27,1.71,6.0,1.71
HD현대(주),267250,2019/12,0.72,5.02,0.2,1.5,5.02,1.5
KB오토시스(주),24120,2011/12,4.62,4.13,1.59,1.25,4.13,1.25
KB오토시스(주),24120,2012/12,4.03,4.62,1.55,1.49,4.62,1.49
KB오토시스(주),24120,2013/12,3.94,4.25,1.61,1.49,4.25,1.49
KB오토시스(주),24120,2014/12,3.59,3.82,1.48,1.33,3.82,1.33
KB오토시스(주),24120,2015/12,3.52,4.08,1.55,1.43,4.08,1.43
KB오토시스(주),24120,2016/12,3.34,4.39,1.63,1.65,4.39,1.65
KB오토시스(주),24120,2017/12,2.97,3.81,1.38,1.46,3.81,1.46
KB오토시스(주),24120,2018/12,2.76,3.14,1.3,1.32,3.14,1.32
KB오토시스(주),24120,2019/12,3.08,3.08,1.48,1.4,3.08,1.4
KD(주),44180,2011/12,1.45,1.57,0.62,0.77,1.57,0.77
KD(주),44180,2012/12,1.71,0.52,0.67,0.24,0.52,0.24
KD(주),44180,2013/12,2.54,1.85,0.98,0.77,1.85,0.77
KD(주),44180,2014/12,1.92,2.11,0.77,0.76,2.11,0.76
KD(주),44180,2015/12,1.93,2.32,0.68,0.77,2.32,0.77
KD(주),44180,2016/12,1.46,1.65,0.6,0.66,1.65,0.66
KD(주),44180,2017/12,0.69,0.86,0.23,0.25,0.86,0.25
KD(주),44180,2018/12,0.85,1.8,0.16,0.29,1.8,0.29
KD(주),44180,2019/12,3.74,4.36,0.68,0.64,4.36,0.64
KG스틸(주),16380,2011/12,5.87,5.81,1.22,1.25,5.81,1.25
KG스틸(주),16380,2012/12,5.48,4.85,1.15,1.09,4.85,1.09
KG스틸(주),16380,2013/12,5.07,4.57,1.02,0.99,4.57,0.99
KG스틸(주),16380,2014/12,4.11,3.69,0.97,0.88,3.69,0.88
KG스틸(주),16380,2015/12,3.48,3.67,1.06,1.01,3.67,1.01
KG스틸(주),16380,2016/12,4.58,4.66,1.38,1.28,4.66,1.28
KG스틸(주),16380,2017/12,4.83,4.72,0.94,1.03,4.72,1.03
KG스틸(주),16380,2018/12,4.89,4.57,0.94,0.99,4.57,0.99
KG스틸(주),16380,2019/12,5.2,4.84,1.7,1.47,4.84,1.47
KISCO홀딩스(주),1940,2011/12,0.52,2.44,0.48,1.6,2.44,1.6
KISCO홀딩스(주),1940,2012/12,0.36,2.26,0.34,1.55,2.26,1.55
KISCO홀딩스(주),1940,2013/12,0.38,3.48,0.38,2.08,3.48,2.08
KISCO홀딩스(주),1940,2014/12,0.33,2.39,0.33,1.33,2.39,1.33
KISCO홀딩스(주),1940,2015/12,0.26,2.0,0.25,1.25,2.0,1.25
KISCO홀딩스(주),1940,2016/12,0.21,1.55,0.21,1.1,1.55,1.1
KISCO홀딩스(주),1940,2017/12,0.17,1.46,0.17,1.06,1.46,1.06
KISCO홀딩스(주),1940,2018/12,0.15,1.38,0.15,1.0,1.38,1.0
KISCO홀딩스(주),1940,2019/12,0.15,1.22,0.15,0.89,1.22,0.89
LG이노텍(주),11070,2011/12,3.61,3.66,1.55,1.54,3.66,1.54
LG이노텍(주),11070,2012/12,3.54,3.6,1.49,1.46,3.6,1.46
LG이노텍(주),11070,2013/12,3.59,3.85,1.55,1.61,3.85,1.61
LG이노텍(주),11070,2014/12,3.83,3.85,1.76,1.76,3.85,1.76
LG이노텍(주),11070,2015/12,4.01,3.82,1.87,1.8,3.82,1.8
LG이노텍(주),11070,2016/12,3.88,3.63,1.73,1.67,3.63,1.67
LG이노텍(주),11070,2017/12,4.36,4.05,1.76,1.69,4.05,1.69
LG이노텍(주),11070,2018/12,4.54,4.19,1.86,1.76,4.19,1.76
LG이노텍(주),11070,2019/12,4.78,4.42,2.09,1.98,4.42,1.98
LS일렉트릭(주),10120,2011/12,2.8,2.97,1.33,1.41,2.97,1.41
LS일렉트릭(주),10120,2012/12,2.64,2.75,1.37,1.4,2.75,1.4
LS일렉트릭(주),10120,2013/12,2.24,2.4,1.29,1.34,2.4,1.34
LS일렉트릭(주),10120,2014/12,1.95,2.02,1.17,1.18,2.02,1.18
LS일렉트릭(주),10120,2015/12,1.7,1.78,1.04,1.06,1.78,1.06
LS일렉트릭(주),10120,2016/12,1.68,1.77,1.04,1.08,1.77,1.08
LS일렉트릭(주),10120,2017/12,1.78,1.86,1.09,1.13,1.86,1.13
LS일렉트릭(주),10120,2018/12,1.82,1.92,1.11,1.16,1.92,1.16
LS일렉트릭(주),10120,2019/12,1.57,1.67,0.97,1.01,1.67,1.01
OCI(주),10060,2011/12,3.23,3.21,1.62,1.33,3.21,1.33
OCI(주),10060,2012/12,2.1,2.16,1.17,1.01,2.16,1.01
OCI(주),10060,2013/12,2.12,2.08,1.07,0.93,2.08,0.93
OCI(주),10060,2014/12,2.5,2.29,1.03,0.88,2.29,0.88
OCI(주),10060,2015/12,2.42,1.43,1.02,0.6,1.43,0.6
OCI(주),10060,2016/12,2.19,1.78,1.03,0.74,1.78,0.74
OCI(주),10060,2017/12,2.17,2.48,1.05,1.08,2.48,1.08
OCI(주),10060,2018/12,2.09,1.94,1.01,0.97,1.94,0.97
OCI(주),10060,2019/12,2.1,1.91,0.94,0.85,1.91,0.85
SK이노베이션(주),96770,2011/12,0.31,6.2,0.11,2.23,6.2,2.23
SK이노베이션(주),96770,2012/12,1.2,6.23,0.92,2.29,6.23,2.29
SK이노베이션(주),96770,2013/12,1.02,6.34,0.76,2.28,6.34,2.28
SK이노베이션(주),96770,2014/12,2.15,6.73,1.6,2.4,6.73,2.4
SK이노베이션(주),96770,2015/12,1.79,5.1,1.38,2.07,5.1,2.07
SK이노베이션(주),96770,2016/12,1.18,3.99,0.9,1.79,3.99,1.79
SK이노베이션(주),96770,2017/12,2.81,4.45,1.75,1.85,4.45,1.85
SK이노베이션(주),96770,2018/12,2.62,5.24,1.68,2.1,5.24,2.1
SK이노베이션(주),96770,2019/12,2.48,4.65,1.47,1.86,4.65,1.86
SNT모티브(주),64960,2011/12,2.91,3.23,1.21,1.29,3.23,1.29
SNT모티브(주),64960,2012/12,2.76,2.95,1.16,1.17,2.95,1.17
SNT모티브(주),64960,2013/12,2.77,2.47,1.14,1.04,2.47,1.04
SNT모티브(주),64960,2014/12,2.97,2.46,1.2,1.09,2.46,1.09
SNT모티브(주),64960,2015/12,2.91,2.62,1.32,1.29,2.62,1.29
SNT모티브(주),64960,2016/12,2.35,2.15,1.17,1.13,2.15,1.13
SNT모티브(주),64960,2017/12,2.31,1.98,1.2,1.08,1.98,1.08
SNT모티브(주),64960,2018/12,2.25,1.88,1.19,1.07,1.88,1.07
SNT모티브(주),64960,2019/12,2.14,1.87,1.19,1.07,1.87,1.07
SNT중공업(주),3570,2011/12,2.23,2.14,1.08,1.05,2.14,1.05
SNT중공업(주),3570,2012/12,2.15,2.01,1.04,1.0,2.01,1.0
SNT중공업(주),3570,2013/12,2.07,1.75,0.99,0.85,1.75,0.85
SNT중공업(주),3570,2014/12,1.91,2.02,0.93,0.96,2.02,0.96
SNT중공업(주),3570,2015/12,1.61,1.75,0.83,0.88,1.75,0.88
SNT중공업(주),3570,2016/12,1.32,1.48,0.75,0.81,1.48,0.81
SNT중공업(주),3570,2017/12,1.2,1.35,0.71,0.77,1.35,0.77
SNT중공업(주),3570,2018/12,1.09,1.22,0.66,0.72,1.22,0.72
SNT중공업(주),3570,2019/12,0.97,1.15,0.62,0.71,1.15,0.71
STX엔진(주),77970,2011/12,2.04,1.89,0.71,0.63,1.89,0.63
STX엔진(주),77970,2012/12,1.37,0.84,0.51,0.32,0.84,0.32
STX엔진(주),77970,2013/12,0.97,0.61,0.38,0.26,0.61,0.26
STX엔진(주),77970,2014/12,1.44,1.4,0.51,0.5,1.4,0.5
STX엔진(주),77970,2015/12,1.61,,0.59,,1.61,0.59
STX엔진(주),77970,2016/12,1.64,2.0,0.52,0.49,2.0,0.49
STX엔진(주),77970,2017/12,1.59,1.7,0.43,0.44,1.7,0.44
STX엔진(주),77970,2018/12,1.88,2.04,0.59,0.6,2.04,0.6
STX엔진(주),77970,2019/12,2.11,2.35,0.71,0.75,2.35,0.75
STX중공업(주),71970,2011/12,2.78,2.79,0.87,0.88,2.79,0.88
STX중공업(주),71970,2012/12,2.02,2.03,0.71,0.71,2.03,0.71
STX중공업(주),71970,2013/12,2.11,2.11,0.81,0.82,2.11,0.82
STX중공업(주),71970,2014/12,1.84,1.84,0.72,0.72,1.84,0.72
STX중공업(주),71970,2015/12,2.24,2.24,0.87,0.88,2.24,0.88
STX중공업(주),71970,2016/12,1.32,1.33,0.29,0.29,1.33,0.29
STX중공업(주),71970,2017/12,1.48,1.5,0.22,0.22,1.5,0.22
STX중공업(주),71970,2018/12,1.07,1.07,0.37,0.37,1.07,0.37
STX중공업(주),71970,2019/12,1.31,1.31,0.49,0.49,1.31,0.49
가온미디어(주),78890,2011/12,2.36,2.45,0.91,0.93,2.45,0.93
가온미디어(주),78890,2012/12,2.68,2.7,1.15,1.13,2.7,1.13
가온미디어(주),78890,2013/12,3.14,3.28,1.54,1.58,3.28,1.58
가온미디어(주),78890,2014/12,3.42,3.45,1.68,1.64,3.45,1.64
가온미디어(주),78890,2015/12,2.89,3.06,1.3,1.32,3.06,1.32
가온미디어(주),78890,2016/12,3.07,3.07,1.41,1.41,3.07,1.41
가온미디어(주),78890,2017/12,3.37,3.34,1.58,1.56,3.34,1.56
가온미디어(주),78890,2018/12,3.65,3.71,1.43,1.44,3.71,1.44
가온미디어(주),78890,2019/12,3.29,3.28,1.38,1.38,3.28,1.38
가온전선(주),500,2011/12,4.67,4.67,2.45,2.44,4.67,2.44
가온전선(주),500,2012/12,4.28,4.28,2.21,2.19,4.28,2.19
가온전선(주),500,2013/12,3.83,3.82,2.0,1.97,3.82,1.97
가온전선(주),500,2014/12,3.88,3.99,2.07,2.06,3.99,2.06
가온전선(주),500,2015/12,3.51,3.63,1.8,1.82,3.63,1.82
가온전선(주),500,2016/12,3.25,3.32,1.62,1.65,3.32,1.65
가온전선(주),500,2017/12,3.55,3.69,1.71,1.76,3.69,1.76
가온전선(주),500,2018/12,3.69,3.83,1.8,1.85,3.83,1.85
가온전선(주),500,2019/12,3.81,3.93,1.88,1.93,3.93,1.93
감성코퍼레이션(주),36620,2011/12,2.83,,0.91,,2.83,0.91
감성코퍼레이션(주),36620,2012/12,1.46,,0.48,,1.46,0.48
감성코퍼레이션(주),36620,2013/12,1.55,,0.53,,1.55,0.53
감성코퍼레이션(주),36620,2014/12,2.12,,0.65,,2.12,0.65
감성코퍼레이션(주),36620,2015/12,2.86,,0.79,,2.86,0.79
감성코퍼레이션(주),36620,2016/12,2.02,,0.53,,2.02,0.53
감성코퍼레이션(주),36620,2017/12,1.83,,0.69,,1.83,0.69
감성코퍼레이션(주),36620,2018/12,0.99,1.12,0.55,0.73,1.12,0.73
감성코퍼레이션(주),36620,2019/12,0.45,0.47,0.24,0.25,0.47,0.25
강남제비스코(주),860,2011/12,2.85,2.77,1.57,1.52,2.77,1.52
강남제비스코(주),860,2012/12,2.72,2.63,1.58,1.51,2.63,1.51
강남제비스코(주),860,2013/12,2.28,2.31,1.41,1.4,2.31,1.4
강남제비스코(주),860,2014/12,1.95,1.97,1.28,1.27,1.97,1.27
강남제비스코(주),860,2015/12,1.55,1.57,1.07,1.06,1.57,1.06
강남제비스코(주),860,2016/12,1.43,1.46,0.99,1.0,1.46,1.0
강남제비스코(주),860,2017/12,1.57,1.6,1.04,1.05,1.6,1.05
강남제비스코(주),860,2018/12,1.95,1.96,1.17,1.18,1.96,1.18
강남제비스코(주),860,2019/12,2.62,2.48,1.38,1.37,2.48,1.37
갤럭시아머니트리(주),94480,2011/12,0.82,2.3,0.46,0.88,2.3,0.88
갤럭시아머니트리(주),94480,2012/12,0.6,1.24,0.34,0.48,1.24,0.48
갤럭시아머니트리(주),94480,2013/12,0.55,1.31,0.32,0.51,1.31,0.51
갤럭시아머니트리(주),94480,2014/12,0.49,1.1,0.27,0.5,1.1,0.5
갤럭시아머니트리(주),94480,2015/12,0.5,0.46,0.27,0.25,0.46,0.25
갤럭시아머니트리(주),94480,2016/12,0.53,0.52,0.29,0.29,0.52,0.29
갤럭시아머니트리(주),94480,2017/12,0.52,0.52,0.3,0.3,0.52,0.3
갤럭시아머니트리(주),94480,2018/12,0.47,0.47,0.27,0.27,0.47,0.27
갤럭시아머니트리(주),94480,2019/12,0.45,0.44,0.26,0.26,0.44,0.26
경남스틸(주),39240,2011/12,6.18,,2.16,,6.18,2.16
경남스틸(주),39240,2012/12,7.2,,2.21,,7.2,2.21
경남스틸(주),39240,2013/12,6.84,,2.43,,6.84,2.43
경남스틸(주),39240,2014/12,5.21,,2.13,,5.21,2.13
경남스틸(주),39240,2015/12,4.54,,1.78,,4.54,1.78
경남스틸(주),39240,2016/12,4.18,,1.68,,4.18,1.68
경남스틸(주),39240,2017/12,4.49,,1.87,,4.49,1.87
경남스틸(주),39240,2018/12,4.51,,1.83,,4.51,1.83
경남스틸(주),39240,2019/12,5.56,,2.29,,5.56,2.29
경남제약(주),53950,2011/12,1.11,,0.48,,1.11,0.48
경남제약(주),53950,2012/12,1.26,,0.45,,1.26,0.45
경남제약(주),53950,2013/12,1.42,,0.43,,1.42,0.43
경남제약(주),53950,2014/12,2.26,,0.64,,2.26,0.64
경남제약(주),53950,2015/12,2.54,,0.76,,2.54,0.76
경남제약(주),53950,2016/12,2.31,,0.84,,2.31,0.84
경남제약(주),53950,2017/12,1.88,,0.76,,1.88,0.76
경남제약(주),53950,2018/12,1.68,1.62,0.71,0.75,1.62,0.75
경남제약(주),53950,2019/12,1.31,1.32,0.76,0.76,1.32,0.76
경동제약(주),11040,2011/12,1.71,1.7,1.08,1.07,1.7,1.07
경동제약(주),11040,2012/12,1.52,1.54,0.98,0.97,1.54,0.97
경동제약(주),11040,2013/12,1.64,1.67,1.07,1.02,1.67,1.02
경동제약(주),11040,2014/12,1.92,1.96,1.2,1.15,1.96,1.15
경동제약(주),11040,2015/12,2.13,2.19,1.32,1.26,2.19,1.26
경동제약(주),11040,2016/12,2.08,2.1,1.36,1.29,2.1,1.29
경동제약(주),11040,2017/12,2.1,2.08,1.33,1.27,2.08,1.27
경동제약(주),11040,2018/12,1.97,1.97,1.19,1.17,1.97,1.17
경동제약(주),11040,2019/12,1.65,1.63,1.09,1.07,1.63,1.07
경인전자(주),9140,2011/12,0.5,0.86,0.44,0.69,0.86,0.69
경인전자(주),9140,2012/12,0.86,1.22,0.72,0.99,1.22,0.99
경인전자(주),9140,2013/12,0.91,1.24,0.77,0.99,1.24,0.99
경인전자(주),9140,2014/12,0.93,0.93,0.79,0.76,0.93,0.76
경인전자(주),9140,2015/12,0.79,0.79,0.7,0.68,0.79,0.68
경인전자(주),9140,2016/12,0.66,0.66,0.6,0.57,0.66,0.57
경인전자(주),9140,2017/12,0.31,0.5,0.29,0.44,0.5,0.44
경인전자(주),9140,2018/12,0.27,0.43,0.26,0.39,0.43,0.39
경인전자(주),9140,2019/12,0.18,0.31,0.17,0.29,0.31,0.29
경창산업(주),24910,2011/12,4.99,4.51,1.31,1.14,4.51,1.14
경창산업(주),24910,2012/12,4.71,4.41,1.29,1.41,4.41,1.41
경창산업(주),24910,2013/12,5.84,5.51,1.63,1.62,5.51,1.62
경창산업(주),24910,2014/12,5.55,5.15,1.46,1.45,5.15,1.45
경창산업(주),24910,2015/12,5.46,4.91,1.41,1.36,4.91,1.36
경창산업(주),24910,2016/12,6.21,5.01,1.48,1.31,5.01,1.31
경창산업(주),24910,2017/12,5.82,4.52,1.19,1.08,4.52,1.08
경창산업(주),24910,2018/12,6.53,5.25,1.31,1.23,5.25,1.23
경창산업(주),24910,2019/12,5.52,4.43,1.19,1.1,4.43,1.1
계룡건설산업(주),13580,2011/12,1.54,1.75,0.84,0.99,1.75,0.99
계룡건설산업(주),13580,2012/12,1.23,1.53,0.67,0.81,1.53,0.81
계룡건설산업(주),13580,2013/12,1.43,1.76,0.71,0.82,1.76,0.82
계룡건설산업(주),13580,2014/12,1.86,2.1,0.83,0.96,2.1,0.96
계룡건설산업(주),13580,2015/12,2.36,2.26,0.94,0.98,2.26,0.98
계룡건설산업(주),13580,2016/12,2.77,2.74,1.08,1.09,2.74,1.09
계룡건설산업(주),13580,2017/12,2.81,3.09,1.04,1.1,3.09,1.1
계룡건설산업(주),13580,2018/12,3.11,3.23,1.07,1.13,3.23,1.13
계룡건설산업(주),13580,2019/12,3.0,2.79,1.01,1.01,2.79,1.01
계양전기(주),12200,2011/12,3.39,3.21,1.85,1.75,3.21,1.75
계양전기(주),12200,2012/12,3.15,3.12,1.81,1.76,3.12,1.76
계양전기(주),12200,2013/12,2.98,3.04,1.8,1.8,3.04,1.8
계양전기(주),12200,2014/12,3.63,3.6,1.9,1.85,3.6,1.85
