회사명,거래소코드,회계년도
한일네트웍스(주),46110,201612
한일네트웍스(주),46110,201712
한일네트웍스(주),46110,201812
한일네트웍스(주),46110,201912
(주)비덴트,121800,201312
(주)비덴트,121800,201412
(주)비덴트,121800,201512
(주)비덴트,121800,201612
(주)비덴트,121800,201712
(주)비덴트,121800,201812
(주)비덴트,121800,201912
(주)탑코미디어,134580,201312
(주)탑코미디어,134580,201412
(주)탑코미디어,134580,201512
(주)탑코미디어,134580,201612
(주)탑코미디어,134580,201712
(주)탑코미디어,134580,201812
(주)탑코미디어,134580,201912
(주)더 미동,161570,201312
(주)더 미동,161570,201412
(주)더 미동,161570,201512
(주)더 미동,161570,201612
(주)더 미동,161570,201712
(주)더 미동,161570,201812
(주)더 미동,161570,201912
(주)레드로버,60300,201112
(주)레드로버,60300,201212
(주)레드로버,60300,201312
(주)레드로버,60300,201412
(주)레드로버,60300,201512
(주)레드로버,60300,201612
(주)레드로버,60300,201712
(주)레드로버,60300,201812
(주)레드로버,60300,201912
(주)아이티엑스에이아이,99520,201112
(주)아이티엑스에이아이,99520,201212
(주)아이티엑스에이아이,99520,201312
(주)아이티엑스에이아이,99520,201412
(주)아이티엑스에이아이,99520,201512
(주)아이티엑스에이아이,99520,201612
(주)아이티엑스에이아이,99520,201712
(주)아이티엑스에이아이,99520,201812
(주)아이티엑스에이아이,99520,201912
(주)엠씨넥스,97520,201212
(주)엠씨넥스,97520,201312
(주)엠씨넥스,97520,201412
(주)엠씨넥스,97520,201512
(주)엠씨넥스,97520,201612
(주)엠씨넥스,97520,201712
(주)엠씨넥스,97520,201812
(주)엠씨넥스,97520,201912
(주)홈캐스트,64240,201112
(주)홈캐스트,64240,201212
(주)홈캐스트,64240,201312
(주)홈캐스트,64240,201412
(주)홈캐스트,64240,201512
(주)홈캐스트,64240,201612
(주)홈캐스트,64240,201712
(주)홈캐스트,64240,201812
(주)홈캐스트,64240,201912
(주)휴맥스,115160,201112
(주)휴맥스,115160,201212
(주)휴맥스,115160,201312
(주)휴맥스,115160,201412
(주)휴맥스,115160,201512
(주)휴맥스,115160,201612
(주)휴맥스,115160,201712
(주)휴맥스,115160,201812
(주)휴맥스,115160,201912
(주)초록뱀미디어,47820,201112
(주)초록뱀미디어,47820,201212
(주)초록뱀미디어,47820,201312
(주)초록뱀미디어,47820,201412
(주)초록뱀미디어,47820,201512
(주)초록뱀미디어,47820,201612
(주)초록뱀미디어,47820,201712
(주)초록뱀미디어,47820,201812
(주)초록뱀미디어,47820,201912
(주)팬엔터테인먼트,68050,201112
(주)팬엔터테인먼트,68050,201212
(주)팬엔터테인먼트,68050,201312
(주)팬엔터테인먼트,68050,201412
(주)팬엔터테인먼트,68050,201512
(주)팬엔터테인먼트,68050,201612
(주)팬엔터테인먼트,68050,201712
(주)팬엔터테인먼트,68050,201812
(주)팬엔터테인먼트,68050,201912
(주)드림어스컴퍼니,60570,201112
(주)드림어스컴퍼니,60570,201212
(주)드림어스컴퍼니,60570,201312
(주)드림어스컴퍼니,60570,201412
(주)드림어스컴퍼니,60570,201512
(주)드림어스컴퍼니,60570,201612
(주)드림어스컴퍼니,60570,201712
(주)드림어스컴퍼니,60570,201812
(주)드림어스컴퍼니,60570,201912
(주)와이지플러스,37270,201112
(주)와이지플러스,37270,201212
(주)와이지플러스,37270,201312
(주)와이지플러스,37270,201412
(주)와이지플러스,37270,201512
(주)와이지플러스,37270,201612
(주)와이지플러스,37270,201712
(주)와이지플러스,37270,201812
(주)와이지플러스,37270,201912
(주)지니뮤직,43610,201112
(주)지니뮤직,43610,201212
(주)지니뮤직,43610,201312
(주)지니뮤직,43610,201412
(주)지니뮤직,43610,201512
(주)지니뮤직,43610,201612
(주)지니뮤직,43610,201712
(주)지니뮤직,43610,201812
(주)지니뮤직,43610,201912
(주)키다리스튜디오,20120,201112
(주)키다리스튜디오,20120,201212
(주)키다리스튜디오,20120,201312
(주)키다리스튜디오,20120,201412
(주)키다리스튜디오,20120,201512
(주)키다리스튜디오,20120,201612
(주)키다리스튜디오,20120,201712
(주)키다리스튜디오,20120,201812
(주)키다리스튜디오,20120,201912
유엔젤(주),72130,201112
유엔젤(주),72130,201212
유엔젤(주),72130,201312
유엔젤(주),72130,201412
유엔젤(주),72130,201512
유엔젤(주),72130,201612
유엔젤(주),72130,201712
유엔젤(주),72130,201812
유엔젤(주),72130,201912
(주)셀루메드,49180,201112
(주)셀루메드,49180,201212
(주)셀루메드,49180,201312
(주)셀루메드,49180,201412
(주)셀루메드,49180,201512
(주)셀루메드,49180,201612
(주)셀루메드,49180,201712
(주)셀루메드,49180,201812
(주)셀루메드,49180,201912
(주)펩트론,87010,201512
(주)펩트론,87010,201612
(주)펩트론,87010,201712
(주)펩트론,87010,201812
(주)펩트론,87010,201912
케이피엑스라이프사이언스(주),114450,201112
케이피엑스라이프사이언스(주),114450,201212
케이피엑스라이프사이언스(주),114450,201312
케이피엑스라이프사이언스(주),114450,201412
케이피엑스라이프사이언스(주),114450,201512
케이피엑스라이프사이언스(주),114450,201612
케이피엑스라이프사이언스(주),114450,201712
케이피엑스라이프사이언스(주),114450,201812
케이피엑스라이프사이언스(주),114450,201912
(주)바이넥스,53030,201112
(주)바이넥스,53030,201212
(주)바이넥스,53030,201312
(주)바이넥스,53030,201412
(주)바이넥스,53030,201512
(주)바이넥스,53030,201612
(주)바이넥스,53030,201712
(주)바이넥스,53030,201812
(주)바이넥스,53030,201912
(주)비씨월드제약,200780,201412
(주)비씨월드제약,200780,201512
(주)비씨월드제약,200780,201612
(주)비씨월드제약,200780,201712
(주)비씨월드제약,200780,201812
(주)비씨월드제약,200780,201912
(주)서울제약,18680,201112
(주)서울제약,18680,201212
(주)서울제약,18680,201312
(주)서울제약,18680,201412
(주)서울제약,18680,201512
(주)서울제약,18680,201612
(주)서울제약,18680,201712
(주)서울제약,18680,201812
(주)서울제약,18680,201912
(주)셀트리온제약,68760,201112
(주)셀트리온제약,68760,201212
(주)셀트리온제약,68760,201312
(주)셀트리온제약,68760,201412
(주)셀트리온제약,68760,201512
(주)셀트리온제약,68760,201612
(주)셀트리온제약,68760,201712
(주)셀트리온제약,68760,201812
(주)셀트리온제약,68760,201912
(주)오스코텍,39200,201112
(주)오스코텍,39200,201212
(주)오스코텍,39200,201312
(주)오스코텍,39200,201412
(주)오스코텍,39200,201512
(주)오스코텍,39200,201612
(주)오스코텍,39200,201712
(주)오스코텍,39200,201812
(주)오스코텍,39200,201912
(주)테라젠이텍스,66700,201112
(주)테라젠이텍스,66700,201212
(주)테라젠이텍스,66700,201312
(주)테라젠이텍스,66700,201412
(주)테라젠이텍스,66700,201512
(주)테라젠이텍스,66700,201612
(주)테라젠이텍스,66700,201712
(주)테라젠이텍스,66700,201812
(주)테라젠이텍스,66700,201912
(주)한독,2390,201112
(주)한독,2390,201212
(주)한독,2390,201312
(주)한독,2390,201412
(주)한독,2390,201512
(주)한독,2390,201612
(주)한독,2390,201712
(주)한독,2390,201812
(주)한독,2390,201912
국제약품(주),2720,201212
국제약품(주),2720,201312
국제약품(주),2720,201412
국제약품(주),2720,201512
국제약품(주),2720,201612
국제약품(주),2720,201712
국제약품(주),2720,201812
국제약품(주),2720,201912
동성제약(주),2210,201112
동성제약(주),2210,201212
동성제약(주),2210,201312
동성제약(주),2210,201412
동성제약(주),2210,201512
동성제약(주),2210,201612
동성제약(주),2210,201712
동성제약(주),2210,201812
동성제약(주),2210,201912
명문제약(주),17180,201112
명문제약(주),17180,201212
명문제약(주),17180,201312
명문제약(주),17180,201412
명문제약(주),17180,201512
명문제약(주),17180,201612
명문제약(주),17180,201712
명문제약(주),17180,201812
명문제약(주),17180,201912
삼성제약(주),1360,201112
삼성제약(주),1360,201212
삼성제약(주),1360,201312
삼성제약(주),1360,201412
삼성제약(주),1360,201512
삼성제약(주),1360,201612
삼성제약(주),1360,201712
삼성제약(주),1360,201812
삼성제약(주),1360,201912
삼일제약(주),520,201112
삼일제약(주),520,201212
삼일제약(주),520,201312
삼일제약(주),520,201412
삼일제약(주),520,201512
삼일제약(주),520,201612
삼일제약(주),520,201712
삼일제약(주),520,201812
삼일제약(주),520,201912
신풍제약(주),19170,201112
신풍제약(주),19170,201212
신풍제약(주),19170,201312
신풍제약(주),19170,201412
신풍제약(주),19170,201512
신풍제약(주),19170,201612
신풍제약(주),19170,201712
신풍제약(주),19170,201812
신풍제약(주),19170,201912
에이프로젠제약(주),3060,201112
에이프로젠제약(주),3060,201212
에이프로젠제약(주),3060,201312
에이프로젠제약(주),3060,201412
에이프로젠제약(주),3060,201512
에이프로젠제약(주),3060,201612
에이프로젠제약(주),3060,201712
에이프로젠제약(주),3060,201812
에이프로젠제약(주),3060,201912
영진약품(주),3520,201112
영진약품(주),3520,201212
영진약품(주),3520,201312
영진약품(주),3520,201412
영진약품(주),3520,201512
영진약품(주),3520,201612
영진약품(주),3520,201712
영진약품(주),3520,201812
영진약품(주),3520,201912
일동제약(주),249420,201612
일동제약(주),249420,201712
일동제약(주),249420,201812
일동제약(주),249420,201912
일동홀딩스(주),230,201112
일동홀딩스(주),230,201212
일동홀딩스(주),230,201312
일동홀딩스(주),230,201412
일동홀딩스(주),230,201512
일동홀딩스(주),230,201612
일동홀딩스(주),230,201712
일동홀딩스(주),230,201812
일동홀딩스(주),230,201912
일성신약(주),3120,201112
일성신약(주),3120,201212
일성신약(주),3120,201312
일성신약(주),3120,201412
일성신약(주),3120,201512
일성신약(주),3120,201612
일성신약(주),3120,201712
일성신약(주),3120,201812
일성신약(주),3120,201912
일양약품(주),7570,201612
일양약품(주),7570,201712
일양약품(주),7570,201812
일양약품(주),7570,201912
제이더블유중외제약(주),1060,201112
제이더블유중외제약(주),1060,201212
제이더블유중외제약(주),1060,201312
제이더블유중외제약(주),1060,201412
제이더블유중외제약(주),1060,201512
제이더블유중외제약(주),1060,201612
제이더블유중외제약(주),1060,201712
제이더블유중외제약(주),1060,201812
제이더블유중외제약(주),1060,201912
제일약품(주),271980,201712
제일약품(주),271980,201812
제일약품(주),271980,201912
조아제약(주),34940,201112
조아제약(주),34940,201212
조아제약(주),34940,201312
조아제약(주),34940,201412
조아제약(주),34940,201512
조아제약(주),34940,201612
조아제약(주),34940,201712
조아제약(주),34940,201812
조아제약(주),34940,201912
진양제약(주),7370,201112
진양제약(주),7370,201212
진양제약(주),7370,201312
진양제약(주),7370,201412
진양제약(주),7370,201512
진양제약(주),7370,201612
진양제약(주),7370,201712
진양제약(주),7370,201812
진양제약(주),7370,201912
코아스템(주),166480,201512
코아스템(주),166480,201612
코아스템(주),166480,201712
코아스템(주),166480,201812
코아스템(주),166480,201912
팜젠사이언스(주),4720,201112
팜젠사이언스(주),4720,201212
팜젠사이언스(주),4720,201312
팜젠사이언스(주),4720,201412
팜젠사이언스(주),4720,201512
팜젠사이언스(주),4720,201612
팜젠사이언스(주),4720,201712
팜젠사이언스(주),4720,201812
팜젠사이언스(주),4720,201912
한올바이오파마(주),9420,201112
한올바이오파마(주),9420,201212
한올바이오파마(주),9420,201312
한올바이오파마(주),9420,201412
한올바이오파마(주),9420,201512
한올바이오파마(주),9420,201612
한올바이오파마(주),9420,201712
한올바이오파마(주),9420,201812
한올바이오파마(주),9420,201912
피에스텍(주),2230,201112
피에스텍(주),2230,201212
피에스텍(주),2230,201312
피에스텍(주),2230,201412
피에스텍(주),2230,201512
피에스텍(주),2230,201612
피에스텍(주),2230,201712
피에스텍(주),2230,201812
피에스텍(주),2230,201912
(주)에스에이티,60540,201112
(주)에스에이티,60540,201212
(주)에스에이티,60540,201312
(주)에스에이티,60540,201412
(주)에스에이티,60540,201512
(주)에스에이티,60540,201612
(주)에스에이티,60540,201712
(주)에스에이티,60540,201812
(주)에스에이티,60540,201912
(주)넥스트아이,137940,201112
(주)넥스트아이,137940,201212
(주)넥스트아이,137940,201312
(주)넥스트아이,137940,201412
(주)넥스트아이,137940,201512
(주)넥스트아이,137940,201612
(주)넥스트아이,137940,201712
(주)넥스트아이,137940,201812
(주)넥스트아이,137940,201912
(주)우진,105840,201112
(주)우진,105840,201212
(주)우진,105840,201312
(주)우진,105840,201412
(주)우진,105840,201512
(주)우진,105840,201612
(주)우진,105840,201712
(주)우진,105840,201812
(주)우진,105840,201912
미래산업(주),25560,201112
미래산업(주),25560,201212
미래산업(주),25560,201312
미래산업(주),25560,201412
미래산업(주),25560,201512
미래산업(주),25560,201612
미래산업(주),25560,201712
미래산업(주),25560,201812
미래산업(주),25560,201912
(주)CMG제약,58820,201112
(주)CMG제약,58820,201212
(주)CMG제약,58820,201312
(주)CMG제약,58820,201412
(주)CMG제약,58820,201512
(주)CMG제약,58820,201612
(주)CMG제약,58820,201712
(주)CMG제약,58820,201812
(주)CMG제약,58820,201912
(주)씨티씨바이오,60590,201112
(주)씨티씨바이오,60590,201212
(주)씨티씨바이오,60590,201312
(주)씨티씨바이오,60590,201412
(주)씨티씨바이오,60590,201512
(주)씨티씨바이오,60590,201612
(주)씨티씨바이오,60590,201712
(주)씨티씨바이오,60590,201812
(주)씨티씨바이오,60590,201912
(주)에스텍파마,41910,201112
(주)에스텍파마,41910,201212
(주)에스텍파마,41910,201312
(주)에스텍파마,41910,201412
(주)에스텍파마,41910,201512
(주)에스텍파마,41910,201612
(주)에스텍파마,41910,201712
(주)에스텍파마,41910,201812
(주)에스텍파마,41910,201912
(주)유바이오로직스,206650,201712
(주)유바이오로직스,206650,201812
(주)유바이오로직스,206650,201912
(주)종근당바이오,63160,201112
(주)종근당바이오,63160,201212
(주)종근당바이오,63160,201312
(주)종근당바이오,63160,201412
(주)종근당바이오,63160,201512
(주)종근당바이오,63160,201612
(주)종근당바이오,63160,201712
(주)종근당바이오,63160,201812
(주)종근당바이오,63160,201912
(주)팬젠,222110,201612
(주)팬젠,222110,201712
(주)팬젠,222110,201812
(주)팬젠,222110,201912
(주)퓨쳐켐,220100,201612
(주)퓨쳐켐,220100,201712
(주)퓨쳐켐,220100,201812
(주)퓨쳐켐,220100,201912
경남제약(주),53950,201112
경남제약(주),53950,201212
경남제약(주),53950,201312
경남제약(주),53950,201412
경남제약(주),53950,201512
경남제약(주),53950,201612
경남제약(주),53950,201712
경남제약(주),53950,201812
경남제약(주),53950,201912
에스티팜(주),237690,201612
에스티팜(주),237690,201712
에스티팜(주),237690,201812
에스티팜(주),237690,201912
제이더블유신약(주),67290,201112
제이더블유신약(주),67290,201212
제이더블유신약(주),67290,201312
제이더블유신약(주),67290,201412
제이더블유신약(주),67290,201512
제이더블유신약(주),67290,201612
제이더블유신약(주),67290,201712
제이더블유신약(주),67290,201812
제이더블유신약(주),67290,201912
진원생명과학(주),11000,201112
진원생명과학(주),11000,201212
진원생명과학(주),11000,201312
진원생명과학(주),11000,201412
진원생명과학(주),11000,201512
진원생명과학(주),11000,201612
진원생명과학(주),11000,201712
진원생명과학(주),11000,201812
진원생명과학(주),11000,201912
(주)동방선기,99410,201112
(주)동방선기,99410,201212
(주)동방선기,99410,201312
(주)동방선기,99410,201412
(주)동방선기,99410,201512
(주)동방선기,99410,201612
(주)동방선기,99410,201712
(주)동방선기,99410,201812
(주)동방선기,99410,201912
(주)케이프,64820,201112
(주)케이프,64820,201212
(주)케이프,64820,201312
(주)케이프,64820,201412
(주)케이프,64820,201512
(주)케이프,64820,201612
(주)케이프,64820,201712
(주)케이프,64820,201812
(주)케이프,64820,201912
인화정공(주),101930,201112
인화정공(주),101930,201212
인화정공(주),101930,201312
인화정공(주),101930,201412
인화정공(주),101930,201512
인화정공(주),101930,201612
인화정공(주),101930,201712
인화정공(주),101930,201812
인화정공(주),101930,201912
한라아이엠에스(주),92460,201112
한라아이엠에스(주),92460,201212
한라아이엠에스(주),92460,201312
한라아이엠에스(주),92460,201412
한라아이엠에스(주),92460,201512
한라아이엠에스(주),92460,201612
한라아이엠에스(주),92460,201712
한라아이엠에스(주),92460,201812
한라아이엠에스(주),92460,201912
에이치엘비(주),28300,201112
에이치엘비(주),28300,201212
에이치엘비(주),28300,201312
에이치엘비(주),28300,201412
에이치엘비(주),28300,201512
에이치엘비(주),28300,201612
에이치엘비(주),28300,201712
에이치엘비(주),28300,201812
에이치엘비(주),28300,201912
에이치엘비(주),28300,201112
에이치엘비(주),28300,201212
에이치엘비(주),28300,201312
에이치엘비(주),28300,201412
에이치엘비(주),28300,201512
에이치엘비(주),28300,201612
에이치엘비(주),28300,201712
에이치엘비(주),28300,201812
에이치엘비(주),28300,201912
(주)후성,93370,201112
(주)후성,93370,201212
(주)후성,93370,201312
(주)후성,93370,201412
(주)후성,93370,201512
(주)후성,93370,201612
(주)후성,93370,201712
(주)후성,93370,201812
(주)후성,93370,201912
OCI(주),10060,201112
OCI(주),10060,201212
OCI(주),10060,201312
OCI(주),10060,201412
OCI(주),10060,201512
OCI(주),10060,201612
OCI(주),10060,201712
OCI(주),10060,201812
OCI(주),10060,201912
태경산업(주),15890,201112
태경산업(주),15890,201212
태경산업(주),15890,201312
태경산업(주),15890,201412
태경산업(주),15890,201512
태경산업(주),15890,201612
태경산업(주),15890,201712
태경산업(주),15890,201812
태경산업(주),15890,201912
백광산업(주),1340,201112
백광산업(주),1340,201212
백광산업(주),1340,201312
백광산업(주),1340,201412
백광산업(주),1340,201512
백광산업(주),1340,201612
백광산업(주),1340,201712
백광산업(주),1340,201812
백광산업(주),1340,201912
