,순이익증가율,순이익증가률개별,순이익증가률연결,순이익증가율1
6790,561.36,11111111.11,561.36,561.36
6791,8.12,83.08,8.12,8.12
6792,-88.97,-130.82,-88.97,-88.97
6793,-552.47,11111111.11,-552.47,-552.47
6794,1254789.63,11111111.11,11111111.11,1254789.63
6795,-267.66,-1190.25,-267.66,-267.66
6796,1254789.63,11111111.11,11111111.11,1254789.63
6797,45.08,11111111.11,45.08,45.08
6798,-76.85,-84.47,-76.85,-76.85
6799,23.18,47.8,23.18,23.18
6800,-118.89,14.02,-118.89,-118.89
6801,-35.91,-35.91,11111111.11,-35.91
6802,-220.36,79.14,-220.36,-220.36
6803,1.42,1.42,11111111.11,1.42
6804,114.14,17.24,114.14,114.14
6805,-51.8,-82.8,-51.8,-51.8
6806,0.0,-32.3,0.0,0.0
6807,0.0,222.88,0.0,0.0
6808,0.0,-18.25,0.0,0.0
6809,0.0,-3.77,0.0,0.0
6810,0.0,-46.0,0.0,0.0
6811,0.0,984.52,0.0,0.0
6812,0.0,-100.76,0.0,0.0
6813,0.0,11111111.11,0.0,0.0
6814,90.23,2750.68,90.23,90.23
6815,-146.11,-142.47,-146.11,-146.11
6816,1254789.63,11111111.11,11111111.11,1254789.63
6817,1254789.63,11111111.11,11111111.11,1254789.63
6818,-25.42,60.39,-25.42,-25.42
6819,-102.63,-83.92,-102.63,-102.63
6820,-468.04,-468.04,11111111.11,-468.04
6821,1254789.63,11111111.11,11111111.11,1254789.63
6822,1254789.63,11111111.11,11111111.11,1254789.63
6823,-1060.98,-1060.98,11111111.11,-1060.98
6824,1254789.63,11111111.11,11111111.11,1254789.63
6825,1254789.63,11111111.11,11111111.11,1254789.63
6826,1254789.63,11111111.11,11111111.11,1254789.63
6827,86.32,79.25,86.32,86.32
6828,-259.37,-262.55,-259.37,-259.37
6829,1254789.63,11111111.11,11111111.11,1254789.63
6830,1254789.63,11111111.11,11111111.11,1254789.63
6831,1254789.63,11111111.11,11111111.11,1254789.63
6832,-373.18,-521.58,-373.18,-373.18
6833,1254789.63,11111111.11,11111111.11,1254789.63
6834,1254789.63,11111111.11,11111111.11,1254789.63
6835,34.78,-24.25,34.78,34.78
6836,-105.4,-79.7,-105.4,-105.4
6837,-101.61,-101.61,11111111.11,-101.61
6838,1254789.63,11111111.11,11111111.11,1254789.63
6839,1254789.63,11111111.11,11111111.11,1254789.63
6840,1254789.63,11111111.11,11111111.11,1254789.63
6841,1254789.63,11111111.11,11111111.11,1254789.63
6842,1254789.63,11111111.11,11111111.11,1254789.63
6843,1254789.63,11111111.11,11111111.11,1254789.63
6844,1254789.63,11111111.11,11111111.11,1254789.63
6845,1254789.63,11111111.11,11111111.11,1254789.63
6846,-1075.51,11111111.11,-1075.51,-1075.51
6847,1254789.63,11111111.11,11111111.11,1254789.63
6848,91.45,3.67,91.45,91.45
6849,-60.29,34.67,-60.29,-60.29
6850,-242.16,-134.56,-242.16,-242.16
6851,1254789.63,11111111.11,11111111.11,1254789.63
6852,1254789.63,11111111.11,11111111.11,1254789.63
6853,0.0,11111111.11,0.0,0.0
6854,-141.06,11111111.11,-141.06,-141.06
6855,1254789.63,11111111.11,11111111.11,1254789.63
6856,1254789.63,11111111.11,11111111.11,1254789.63
6857,1254789.63,11111111.11,11111111.11,1254789.63
6858,1254789.63,11111111.11,11111111.11,1254789.63
6859,1254789.63,11111111.11,11111111.11,1254789.63
6860,1254789.63,11111111.11,11111111.11,1254789.63
6861,1254789.63,11111111.11,11111111.11,1254789.63
6862,247.65,254.12,247.65,247.65
6863,15.75,16.75,15.75,15.75
6864,21.96,18.66,21.96,21.96
6865,-165.35,-165.5,-165.35,-165.35
6866,1254789.63,11111111.11,11111111.11,1254789.63
6867,71.12,68.63,71.12,71.12
6868,145.74,-112.19,145.74,145.74
6869,0.0,11111111.11,0.0,0.0
6870,-110.62,-34.7,-110.62,-110.62
6871,-68.83,-68.83,11111111.11,-68.83
6872,-8.01,-332.39,-8.01,-8.01
6873,-655.61,11111111.11,-655.61,-655.61
6874,1254789.63,11111111.11,11111111.11,1254789.63
6875,1254789.63,11111111.11,11111111.11,1254789.63
6876,1254789.63,11111111.11,11111111.11,1254789.63
6877,36.49,-3.37,36.49,36.49
6878,15.07,-47.84,15.07,15.07
6879,276.17,962.34,276.17,276.17
6880,0.0,0.0,0.0,0.0
6881,1025.85,1857.98,1025.85,1025.85
6882,-87.3,-58.53,-87.3,-87.3
6883,-2251.98,-387.83,-2251.98,-2251.98
6884,1254789.63,11111111.11,11111111.11,1254789.63
6885,0.0,-112.26,0.0,0.0
6886,0.0,11111111.11,0.0,0.0
6887,0.0,11111111.11,0.0,0.0
6888,0.0,11111111.11,0.0,0.0
6889,0.0,11111111.11,0.0,0.0
6890,0.0,11111111.11,0.0,0.0
6891,0.0,-18.67,0.0,0.0
6892,0.0,-924.64,0.0,0.0
6893,-117.61,11111111.11,-117.61,-117.61
6894,1254789.63,11111111.11,11111111.11,1254789.63
6895,28.65,53.63,28.65,28.65
6896,-24.47,-22.76,-24.47,-24.47
6897,-61.09,-52.66,-61.09,-61.09
6898,-63.01,2.92,-63.01,-63.01
6899,-635.92,-199.92,-635.92,-635.92
6900,1254789.63,11111111.11,11111111.11,1254789.63
6901,-139.48,-139.48,11111111.11,-139.48
6902,1254789.63,11111111.11,11111111.11,1254789.63
6903,-66.69,-124.5,-66.69,-66.69
6904,-72.76,11111111.11,-72.76,-72.76
6905,-3125.25,-348.43,-3125.25,-3125.25
6906,1254789.63,11111111.11,11111111.11,1254789.63
6907,1254789.63,11111111.11,11111111.11,1254789.63
6908,-62.9,-59.78,-62.9,-62.9
6909,-1.28,-32.78,-1.28,-1.28
6910,393.47,301.58,393.47,393.47
6911,-5.43,-3.43,-5.43,-5.43
6912,309.37,293.06,309.37,309.37
6913,58.83,58.3,58.83,58.83
6914,20.63,20.54,20.63,20.63
6915,-6.19,-5.57,-6.19,-6.19
6916,-8.91,-7.2,-8.91,-8.91
6917,-15.49,-10.97,-15.49,-15.49
6918,-85.31,-86.61,-85.31,-85.31
6919,39.2,31.77,39.2,39.2
6920,-37.59,-40.69,-37.59,-37.59
6921,63.92,16.38,63.92,63.92
6922,-12.62,-118.42,-12.62,-12.62
6923,32.03,11111111.11,32.03,32.03
6924,-67.55,11111111.11,-67.55,-67.55
6925,-163.23,11111111.11,-163.23,-163.23
6926,1254789.63,11111111.11,11111111.11,1254789.63
6927,-127.05,11111111.11,-127.05,-127.05
6928,1254789.63,11111111.11,11111111.11,1254789.63
6929,1254789.63,11111111.11,11111111.11,1254789.63
6930,-198.91,-407.92,-198.91,-198.91
6931,1254789.63,11111111.11,11111111.11,1254789.63
6932,1254789.63,11111111.11,11111111.11,1254789.63
6933,-252.94,-97.12,-252.94,-252.94
6934,-10918.65,-10918.65,11111111.11,-10918.65
6935,1254789.63,11111111.11,11111111.11,1254789.63
6936,1515.21,408.24,1515.21,1515.21
6937,-86.24,-4.9,-86.24,-86.24
6938,1998.1,315.91,1998.1,1998.1
6939,2.33,-9.31,2.33,2.33
6940,60.33,55.11,60.33,60.33
6941,-10.85,-9.67,-10.85,-10.85
6942,72.41,78.39,72.41,72.41
6943,-60.35,-104.84,-60.35,-60.35
6944,-92.0,11111111.11,-92.0,-92.0
6945,776.38,611.51,776.38,776.38
6946,-35.59,-28.81,-35.59,-35.59
6947,-198.22,-167.01,-198.22,-198.22
6948,1254789.63,11111111.11,11111111.11,1254789.63
6949,1254789.63,11111111.11,11111111.11,1254789.63
6950,279.35,467.38,279.35,279.35
6951,-18.74,-21.34,-18.74,-18.74
6952,133.01,105.92,133.01,133.01
6953,-2.14,13.62,-2.14,-2.14
6954,78.25,53.91,78.25,78.25
6955,11.95,10.9,11.95,11.95
6956,66.26,13.86,66.26,66.26
6957,147.69,317.95,147.69,147.69
6958,-72.92,-77.56,-72.92,-72.92
6959,473.37,569.65,473.37,473.37
6960,36.47,39.38,36.47,36.47
6961,-44.21,-45.08,-44.21,-44.21
6962,31.21,29.1,31.21,31.21
6963,-43.36,-45.54,-43.36,-43.36
6964,-17.34,-15.74,-17.34,-17.34
6965,-72.35,-120.43,-72.35,-72.35
6966,-154.62,11111111.11,-154.62,-154.62
6967,1254789.63,11111111.11,11111111.11,1254789.63
6968,1254789.63,11111111.11,11111111.11,1254789.63
6969,-74.52,-79.69,-74.52,-74.52
6970,-1767.19,-2177.97,-1767.19,-1767.19
6971,1254789.63,11111111.11,11111111.11,1254789.63
6972,-8239.28,-5117.41,-8239.28,-8239.28
6973,1254789.63,11111111.11,11111111.11,1254789.63
6974,35.04,35.04,35.04,35.04
6975,7.39,7.23,7.39,7.39
6976,-53.98,17.09,-53.98,-53.98
6977,0.0,-94.85,0.0,0.0
6978,0.0,29.48,0.0,0.0
6979,0.0,21.79,0.0,0.0
6980,0.0,44.32,0.0,0.0
6981,0.0,65.06,0.0,0.0
6982,0.0,23.29,0.0,0.0
6983,0.0,-40.91,0.0,0.0
6984,0.0,123.21,0.0,0.0
6985,0.0,28.61,0.0,0.0
6986,0.0,-90.49,0.0,0.0
6987,0.0,63.66,0.0,0.0
6988,0.0,-20.91,0.0,0.0
6989,0.0,70.2,0.0,0.0
6990,0.0,-59.45,0.0,0.0
6991,0.0,6.74,0.0,0.0
6992,0.0,18.5,0.0,0.0
6993,0.0,118.07,0.0,0.0
6994,0.0,5.78,0.0,0.0
6995,0.0,294.81,0.0,0.0
6996,0.0,386.84,0.0,0.0
6997,0.0,-32.2,0.0,0.0
6998,0.0,-95.01,0.0,0.0
6999,0.0,127.95,0.0,0.0
7000,0.0,-42.13,0.0,0.0
7001,0.0,-6.47,0.0,0.0
7002,0.0,-46.93,0.0,0.0
7003,0.0,28.75,0.0,0.0
7004,0.0,31.15,0.0,0.0
7005,0.0,-39.14,0.0,0.0
7006,0.0,-30.53,0.0,0.0
7007,-69.11,152.36,-69.11,-69.11
7008,-98.04,110.15,-98.04,-98.04
7009,6013.76,-578.97,6013.76,6013.76
7010,316.53,11111111.11,316.53,316.53
7011,-46.95,73.32,-46.95,-46.95
7012,-9.3,25.01,-9.3,-9.3
7013,9.31,-42.93,9.31,9.31
7014,-19.15,14.3,-19.15,-19.15
7015,12.82,-11.52,12.82,12.82
7016,-76.72,-75.23,-76.72,-76.72
7017,9.16,117.3,9.16,9.16
7018,-83.51,-56.73,-83.51,-83.51
7019,-966.99,-283.81,-966.99,-966.99
7020,1254789.63,11111111.11,11111111.11,1254789.63
7021,13.92,13.92,11111111.11,13.92
7022,794.75,-8.75,794.75,794.75
7023,-85.06,-45.44,-85.06,-85.06
7024,-743.58,-1241.16,-743.58,-743.58
7025,1254789.63,11111111.11,11111111.11,1254789.63
7026,7.26,-11.22,7.26,7.26
7027,18.0,19.37,18.0,18.0
7028,9.54,0.45,9.54,9.54
7029,-19.46,3.35,-19.46,-19.46
7030,39.44,16.98,39.44,39.44
7031,6.24,26.49,6.24,6.24
7032,85.26,77.29,85.26,85.26
7033,25.77,17.74,25.77,25.77
7034,53.96,86.32,53.96,53.96
7035,-46.74,-46.66,-46.74,-46.74
7036,105.2,105.32,105.2,105.2
7037,-57.88,-19.85,-57.88,-57.88
7038,108.35,10.09,108.35,108.35
7039,-42.67,-43.57,-42.67,-42.67
7040,93.54,97.09,93.54,93.54
7041,-18.96,-19.59,-18.96,-18.96
7042,12.58,11.71,12.58,12.58
7043,-52.59,-70.13,-52.59,-52.59
7044,0.0,-94.12,0.0,0.0
7045,0.0,294.12,0.0,0.0
7046,0.0,-153.31,0.0,0.0
7047,0.0,11111111.11,0.0,0.0
7048,0.0,11111111.11,0.0,0.0
7049,0.0,11111111.11,0.0,0.0
7050,0.0,11111111.11,0.0,0.0
7051,0.0,11111111.11,0.0,0.0
7052,-10.09,938.26,-10.09,-10.09
7053,-132.01,-53.46,-132.01,-132.01
7054,300.5,300.5,11111111.11,300.5
7055,-56.44,21.39,-56.44,-56.44
7056,-19.99,-45.89,-19.99,-19.99
7057,-192.77,-192.25,-192.77,-192.77
7058,1254789.63,11111111.11,11111111.11,1254789.63
7059,1254789.63,11111111.11,11111111.11,1254789.63
7060,1254789.63,11111111.11,11111111.11,1254789.63
7061,1254789.63,11111111.11,11111111.11,1254789.63
7062,49.54,39.94,49.54,49.54
7063,24.33,193.67,24.33,24.33
7064,20.05,-23.56,20.05,20.05
7065,-41.43,71.37,-41.43,-41.43
7066,90.96,1.4,90.96,90.96
7067,-36.36,29.09,-36.36,-36.36
7068,-396.33,-197.18,-396.33,-396.33
7069,1254789.63,11111111.11,11111111.11,1254789.63
7070,1254789.63,11111111.11,11111111.11,1254789.63
7071,0.77,45.61,0.77,0.77
7072,-23.19,-12.9,-23.19,-23.19
7073,31.47,-69.42,31.47,31.47
7074,-1.31,151.65,-1.31,-1.31
7075,227.69,-87.3,227.69,227.69
7076,20.26,1242.05,20.26,20.26
7077,56.55,-65.16,56.55,56.55
7078,-63.31,15.68,-63.31,-63.31
7079,-108.9,-148.56,-108.9,-108.9
7080,1254789.63,11111111.11,11111111.11,1254789.63
7081,1254789.63,11111111.11,11111111.11,1254789.63
7082,1254789.63,11111111.11,11111111.11,1254789.63
7083,-79.05,-135.95,-79.05,-79.05
7084,249.3,11111111.11,249.3,249.3
7085,-122.34,-49.88,-122.34,-122.34
7086,486.43,486.43,11111111.11,486.43
7087,-52.01,-38.74,-52.01,-52.01
7088,-15.62,-33.67,-15.62,-15.62
7089,-223.25,-253.5,-223.25,-223.25
7090,1254789.63,11111111.11,11111111.11,1254789.63
7091,1254789.63,11111111.11,11111111.11,1254789.63
7092,-74.99,-163.37,-74.99,-74.99
7093,-185.82,11111111.11,-185.82,-185.82
7094,1254789.63,11111111.11,11111111.11,1254789.63
7095,1254789.63,11111111.11,11111111.11,1254789.63
7096,-1147.21,11111111.11,-1147.21,-1147.21
7097,1254789.63,11111111.11,11111111.11,1254789.63
7098,206.08,208.1,206.08,206.08
7099,-54.48,-54.46,-54.48,-54.48
7100,-52.88,-51.57,-52.88,-52.88
7101,22.74,25.14,22.74,22.74
7102,0.06,-5.92,0.06,0.06
7103,39.31,38.65,39.31,39.31
7104,-18.33,-19.23,-18.33,-18.33
7105,3.65,0.49,3.65,3.65
7106,-45.34,-45.33,-45.34,-45.34
7107,150.15,-86.27,150.15,150.15
7108,0.0,-187.73,0.0,0.0
7109,-87.62,11111111.11,-87.62,-87.62
7110,91.03,78.46,91.03,91.03
7111,-6.36,2.82,-6.36,-6.36
7112,-34.57,-36.51,-34.57,-34.57
7113,73.41,74.63,73.41,73.41
7114,-39.49,-17.44,-39.49,-39.49
7115,125.63,60.44,125.63,125.63
7116,29.13,13.74,29.13,29.13
7117,-43.55,-67.04,-43.55,-43.55
7118,-21.67,-43.92,-21.67,-21.67
7119,42.02,138.38,42.02,42.02
7120,119.04,66.86,119.04,119.04
7121,-49.4,-62.94,-49.4,-49.4
7122,20.01,-17.31,20.01,20.01
7123,11.35,290.25,11.35,11.35
7124,39.68,60.16,39.68,39.68
7125,-641.61,-527.46,-641.61,-641.61
7126,1254789.63,11111111.11,11111111.11,1254789.63
7127,6.49,-2.83,6.49,6.49
7128,-131.33,-153.45,-131.33,-131.33
7129,1254789.63,11111111.11,11111111.11,1254789.63
7130,1254789.63,11111111.11,11111111.11,1254789.63
7131,-334.28,-309.59,-334.28,-334.28
7132,1254789.63,11111111.11,11111111.11,1254789.63
7133,1254789.63,11111111.11,11111111.11,1254789.63
7134,-139.22,-129.23,-139.22,-139.22
7135,1254789.63,11111111.11,11111111.11,1254789.63
7136,1254789.63,11111111.11,11111111.11,1254789.63
7137,1254789.63,11111111.11,11111111.11,1254789.63
7138,-83.83,-102.62,-83.83,-83.83
7139,-85.67,11111111.11,-85.67,-85.67
7140,1719.48,-2625.88,1719.48,1719.48
7141,28.4,11111111.11,28.4,28.4
7142,-1225.49,-1411.16,-1225.49,-1225.49
7143,1254789.63,11111111.11,11111111.11,1254789.63
7144,69.14,71.79,69.14,69.14
7145,-43.2,-10.79,-43.2,-43.2
7146,24.64,8.17,24.64,24.64
7147,0.0,-47.43,0.0,0.0
7148,-2.75,37.32,-2.75,-2.75
7149,17.11,24.07,17.11,17.11
7150,-4.23,-5.49,-4.23,-4.23
7151,45.28,41.31,45.28,45.28
7152,-10.09,-32.25,-10.09,-10.09
7153,-29.81,87.92,-29.81,-29.81
7154,94.55,-15.83,94.55,94.55
7155,18.85,27.02,18.85,18.85
7156,-86.91,-11.57,-86.91,-86.91
7157,303.61,-74.83,303.61,303.61
7158,-77.71,-806.16,-77.71,-77.71
7159,1217.35,11111111.11,1217.35,1217.35
7160,50.54,29.15,50.54,50.54
7161,2318.98,3074.89,2318.98,2318.98
7162,-23.45,-44.2,-23.45,-23.45
7163,-105.42,-154.54,-105.42,-105.42
7164,1254789.63,11111111.11,11111111.11,1254789.63
7165,1254789.63,11111111.11,11111111.11,1254789.63
7166,26.38,5.06,26.38,26.38
7167,-29.62,-42.76,-29.62,-29.62
7168,35.76,21.14,35.76,35.76
7169,-12.19,-23.06,-12.19,-12.19
7170,-98.34,-98.45,-98.34,-98.34
7171,0.0,18.68,0.0,0.0
7172,0.0,-22.71,0.0,0.0
7173,0.0,46.73,0.0,0.0
7174,0.0,-54.04,0.0,0.0
7175,0.0,24.15,0.0,0.0
7176,0.0,60.18,0.0,0.0
7177,0.0,-152.0,0.0,0.0
7178,0.0,11111111.11,0.0,0.0
7179,139.84,6330.98,139.84,139.84
7180,108.55,79.63,108.55,108.55
7181,30.86,29.23,30.86,30.86
7182,-24.15,-23.43,-24.15,-24.15
7183,32.31,34.0,32.31,32.31
7184,-5.65,-11.43,-5.65,-5.65
7185,-16.77,-16.31,-16.77,-16.77
7186,-9.25,-7.65,-9.25,-9.25
7187,7.69,-1.18,7.69,7.69
7188,-80.16,-61.57,-80.16,-80.16
7189,0.0,-8.67,0.0,0.0
7190,0.0,-29.04,0.0,0.0
7191,19.9,-10.69,19.9,19.9
7192,1.58,-29.39,1.58,1.58
7193,-41.96,-0.57,-41.96,-41.96
7194,-5.98,5.1,-5.98,-5.98
7195,54.39,35.18,54.39,54.39
7196,-33.95,-33.97,-33.95,-33.95
7197,47.56,192.11,47.56,47.56
7198,0.0,-15.27,0.0,0.0
7199,0.0,-24.27,0.0,0.0
7200,0.0,-31.97,0.0,0.0
7201,0.0,59.88,0.0,0.0
7202,0.0,-33.57,0.0,0.0
7203,0.0,-16.56,0.0,0.0
7204,0.0,-5.23,0.0,0.0
7205,0.0,16.49,0.0,0.0
7206,-118.02,-223.83,-118.02,-118.02
7207,1254789.63,11111111.11,11111111.11,1254789.63
7208,1254789.63,11111111.11,11111111.11,1254789.63
7209,212.87,430.46,212.87,212.87
7210,0.0,-40.53,0.0,0.0
7211,0.0,-40.79,0.0,0.0
7212,0.0,-24.97,0.0,0.0
7213,0.0,-72.66,0.0,0.0
7214,0.0,61.8,0.0,0.0
7215,7158.17,53735.83,7158.17,7158.17
7216,-10.89,-2.12,-10.89,-10.89
7217,-22.33,-35.91,-22.33,-22.33
7218,43.39,57.69,43.39,43.39
7219,30.7,27.84,30.7,30.7
7220,15.06,12.96,15.06,15.06
7221,0.64,-9.0,0.64,0.64
7222,-25.43,-14.18,-25.43,-25.43
7223,14.82,4.05,14.82,14.82
7224,-98.93,-99.64,-98.93,-98.93
7225,-79.64,-5.08,-79.64,-79.64
7226,-765.22,-493.62,-765.22,-765.22
7227,1254789.63,11111111.11,11111111.11,1254789.63
7228,-1888.91,-4163.61,-1888.91,-1888.91
7229,1254789.63,11111111.11,11111111.11,1254789.63
7230,-59.94,-89.33,-59.94,-59.94
7231,33.17,224.16,33.17,33.17
7232,97.25,177.16,97.25,97.25
7233,34.88,-67.01,34.88,34.88
7234,-38.74,209.69,-38.74,-38.74
7235,-105.09,-104.53,-105.09,-105.09
7236,1254789.63,11111111.11,11111111.11,1254789.63
7237,-63.62,8.0,-63.62,-63.62
7238,-95.49,-83.73,-95.49,-95.49
7239,-15985.62,-941.97,-15985.62,-15985.62
7240,1254789.63,11111111.11,11111111.11,1254789.63
7241,-59.81,144.93,-59.81,-59.81
7242,189.41,-72.35,189.41,189.41
7243,-27.18,2.98,-27.18,-27.18
7244,-18.51,2.0,-18.51,-18.51
7245,-150.66,-153.63,-150.66,-150.66
7246,1254789.63,11111111.11,11111111.11,1254789.63
7247,1254789.63,11111111.11,11111111.11,1254789.63
7248,1254789.63,11111111.11,11111111.11,1254789.63
7249,-49.81,-40.82,-49.81,-49.81
7250,-253.07,-244.38,-253.07,-253.07
7251,1254789.63,11111111.11,11111111.11,1254789.63
7252,1254789.63,11111111.11,11111111.11,1254789.63
7253,-207.84,-201.5,-207.84,-207.84
7254,1254789.63,11111111.11,11111111.11,1254789.63
7255,-64.68,-64.68,11111111.11,-64.68
7256,76.94,76.94,11111111.11,76.94
7257,0.0,550.46,0.0,0.0
7258,0.0,87.23,0.0,0.0
7259,0.0,-22.46,0.0,0.0
7260,-61.87,8.33,-61.87,-61.87
7261,-46.66,-82.59,-46.66,-46.66
7262,391.7,-209.64,391.7,391.7
7263,0.0,11111111.11,0.0,0.0
7264,-74.7,314.14,-74.7,-74.7
7265,-142.36,-143.85,-142.36,-142.36
7266,1254789.63,11111111.11,11111111.11,1254789.63
7267,0.0,0.0,0.0,0.0
7268,0.0,-114.07,0.0,0.0
7269,0.0,11111111.11,0.0,0.0
7270,0.0,128.62,0.0,0.0
7271,-18.15,289.47,-18.15,-18.15
7272,52.24,118.05,52.24,52.24
7273,50.96,54.74,50.96,50.96
7274,-122.18,-126.22,-122.18,-122.18
7275,1254789.63,11111111.11,11111111.11,1254789.63
7276,1254789.63,11111111.11,11111111.11,1254789.63
7277,1254789.63,11111111.11,11111111.11,1254789.63
7278,1254789.63,11111111.11,11111111.11,1254789.63
7279,1348.62,-93.58,1348.62,1348.62
7280,-33.02,8054.29,-33.02,-33.02
7281,0.0,0.0,0.0,0.0
7282,0.0,-90.23,0.0,0.0
7283,0.0,405.96,0.0,0.0
7284,0.0,-94.85,0.0,0.0
7285,0.0,578.14,0.0,0.0
7286,0.0,79.13,0.0,0.0
7287,-51.08,52.41,-51.08,-51.08
7288,-4.12,-2.42,-4.12,-4.12
7289,16.43,13.22,16.43,16.43
7290,77.18,73.63,77.18,77.18
7291,-122.23,-23.45,-122.23,-122.23
7292,-341.1,-341.1,11111111.11,-341.1
7293,1254789.63,11111111.11,11111111.11,1254789.63
7294,1254789.63,11111111.11,11111111.11,1254789.63
7295,-616.99,-324.67,-616.99,-616.99
7296,1254789.63,11111111.11,11111111.11,1254789.63
7297,1254789.63,11111111.11,11111111.11,1254789.63
7298,1254789.63,11111111.11,11111111.11,1254789.63
7299,1254789.63,11111111.11,11111111.11,1254789.63
7300,43.83,40.23,43.83,43.83
7301,65.3,100.21,65.3,65.3
7302,95.74,57.03,95.74,95.74
7303,60.94,-50.13,60.94,60.94
7304,-166.27,-223.02,-166.27,-166.27
7305,1254789.63,11111111.11,11111111.11,1254789.63
7306,-350.76,-350.76,11111111.11,-350.76
7307,-675.27,11111111.11,-675.27,-675.27
7308,1254789.63,11111111.11,11111111.11,1254789.63
7309,1254789.63,11111111.11,11111111.11,1254789.63
7310,1254789.63,11111111.11,11111111.11,1254789.63
7311,1254789.63,11111111.11,11111111.11,1254789.63
7312,1254789.63,11111111.11,11111111.11,1254789.63
7313,-148.73,-458.08,-148.73,-148.73
7314,1254789.63,11111111.11,11111111.11,1254789.63
7315,-867.85,-867.85,11111111.11,-867.85
7316,1254789.63,11111111.11,11111111.11,1254789.63
7317,-44.75,722.92,-44.75,-44.75
7318,-143.8,-134.74,-143.8,-143.8
7319,1254789.63,11111111.11,11111111.11,1254789.63
7320,407.04,407.04,11111111.11,407.04
7321,-715.21,-386.74,-715.21,-715.21
7322,1254789.63,11111111.11,11111111.11,1254789.63
7323,1254789.63,11111111.11,11111111.11,1254789.63
7324,-74.29,-34.5,-74.29,-74.29
7325,1646.54,376.35,1646.54,1646.54
7326,-97.6,-98.13,-97.6,-97.6
7327,-2218.52,-4404.62,-2218.52,-2218.52
7328,1254789.63,11111111.11,11111111.11,1254789.63
7329,-34.8,-37.0,-34.8,-34.8
7330,-56.49,-77.32,-56.49,-56.49
7331,-6.48,48.77,-6.48,-6.48
7332,-68.96,-53.83,-68.96,-68.96
7333,1266.91,547.63,1266.91,1266.91
7334,98.29,12.62,98.29,98.29
7335,200.57,432.25,200.57,200.57
7336,-18.67,7.81,-18.67,-18.67
7337,-86.33,-44.28,-86.33,-86.33
7338,59.23,99.1,59.23,59.23
7339,-156.61,-67.3,-156.61,-156.61
7340,-2.63,-2.63,11111111.11,-2.63
7341,-194.05,-476.01,-194.05,-194.05
7342,1254789.63,11111111.11,11111111.11,1254789.63
7343,422.9,-82.31,422.9,422.9
7344,0.0,-37.54,0.0,0.0
7345,0.0,-36.02,0.0,0.0
7346,0.0,-61.69,0.0,0.0
7347,0.0,107.71,0.0,0.0
7348,0.0,-6.1,0.0,0.0
7349,-67.0,-98.21,-67.0,-67.0
7350,-173.94,-4530.91,-173.94,-173.94
7351,1254789.63,11111111.11,11111111.11,1254789.63
7352,641.34,641.34,11111111.11,641.34
7353,-10.14,6.19,-10.14,-10.14
7354,51.03,17.52,51.03,51.03
7355,-42.08,-53.87,-42.08,-42.08
7356,30.43,34.0,30.43,30.43
7357,53.86,74.98,53.86,53.86
7358,-18.41,9.43,-18.41,-18.41
7359,-58.74,-67.2,-58.74,-58.74
7360,29.17,27.36,29.17,29.17
7361,21.37,15.15,21.37,21.37
7362,48.94,28.03,48.94,48.94
7363,-27.0,-21.46,-27.0,-27.0
7364,53.56,54.02,53.56,53.56
7365,54.47,47.83,54.47,54.47
7366,4.41,20.52,4.41,4.41
7367,-25.48,4.45,-25.48,-25.48
7368,28.84,-9.71,28.84,28.84
7369,16.84,1.82,16.84,16.84
7370,31.56,57.77,31.56,31.56
7371,60.95,57.76,60.95,60.95
7372,-24.66,-21.92,-24.66,-24.66
7373,-100.59,-99.9,-100.59,-100.59
7374,1071.2,1071.2,11111111.11,1071.2
7375,-108.14,269.71,-108.14,-108.14
7376,-320.95,-320.95,11111111.11,-320.95
7377,1254789.63,11111111.11,11111111.11,1254789.63
7378,1254789.63,11111111.11,11111111.11,1254789.63
7379,-2384.24,46.24,-2384.24,-2384.24
7380,-2477.18,-2477.18,11111111.11,-2477.18
7381,1254789.63,11111111.11,11111111.11,1254789.63
7382,1254789.63,11111111.11,11111111.11,1254789.63
7383,0.0,53.24,0.0,0.0
7384,0.0,-266.94,0.0,0.0
7385,0.0,11111111.11,0.0,0.0
7386,0.0,11111111.11,0.0,0.0
7387,0.0,11111111.11,0.0,0.0
7388,0.0,11111111.11,0.0,0.0
7389,0.0,-13.19,0.0,0.0
7390,0.0,-31.83,0.0,0.0
7391,0.0,-237.72,0.0,0.0
7392,0.0,11111111.11,0.0,0.0
7393,0.0,11111111.11,0.0,0.0
7394,-89.13,246.82,-89.13,-89.13
7395,-8.92,-2.79,-8.92,-8.92
7396,-897.73,-605.47,-897.73,-897.73
7397,1254789.63,11111111.11,11111111.11,1254789.63
7398,-338.27,-574.92,-338.27,-338.27
7399,1254789.63,11111111.11,11111111.11,1254789.63
7400,1254789.63,11111111.11,11111111.11,1254789.63
7401,1254789.63,11111111.11,11111111.11,1254789.63
7402,811.19,11111111.11,811.19,811.19
7403,-12.41,-657.6,-12.41,-12.41
7404,-83.9,11111111.11,-83.9,-83.9
7405,-790.45,11111111.11,-790.45,-790.45
7406,1254789.63,11111111.11,11111111.11,1254789.63
7407,1254789.63,11111111.11,11111111.11,1254789.63
7408,1254789.63,11111111.11,11111111.11,1254789.63
7409,3.54,11111111.11,3.54,3.54
7410,-13.65,-14.4,-13.65,-13.65
