,회사명,거래소코드,회계년도,부실징후기업,한계기업
13781,(주)일지테크,19540,2018/12,1.0,1.0
13814,(주)잉크테크,49550,2007/12,1.0,1.0
13841,(주)자연과환경,43910,2012/12,1.0,1.0
13851,(주)자이언트스텝,289220,2019/12,1.0,1.0
13901,(주)정원엔시스,45510,2010/12,1.0,1.0
13914,(주)제넥신,95700,2008/12,1.0,1.0
13934,(주)제넨바이오,72520,2009/12,1.0,1.0
13969,(주)제노포커스,187420,2019/12,1.0,1.0
13988,(주)제닉,123330,2018/12,1.0,1.0
13999,(주)제로투세븐,159580,2015/12,1.0,1.0
14010,(주)제우스,79370,2008/12,1.0,1.0
14101,(주)제이에스티나,26040,2004/12,1.0,1.0
14119,(주)제이엘케이,322510,2017/12,1.0,1.0
14124,(주)제이와이피엔터테인먼트,35900,2002/12,1.0,1.0
14146,(주)제이웨이,58420,2005/12,1.0,1.0
14169,(주)제이티,89790,2009/12,1.0,1.0
14208,(주)제일바이오,52670,2005/12,1.0,1.0
14246,(주)제주반도체,80220,2007/12,1.0,1.0
14261,(주)제주항공,89590,2007/12,1.0,1.0
14279,(주)젠큐릭스,229000,2015/12,1.0,1.0
14296,(주)젬백스&카엘,82270,2014/12,1.0,1.0
14315,(주)젬백스링크,64800,2013/12,1.0,1.0
14324,(주)조비,1550,2002/12,1.0,1.0
14358,(주)조이시티,67000,2018/12,1.0,1.0
14362,(주)조흥,2600,2002/12,1.0,1.0
14393,(주)종근당바이오,63160,2007/12,1.0,1.0
14443,(주)좋은사람들,33340,2017/12,1.0,1.0
14458,(주)주연테크,44380,2018/12,1.0,1.0
14463,(주)중앙디앤엠,51980,2003/12,1.0,1.0
14522,(주)지노믹트리,228760,2016/12,1.0,1.0
14533,(주)지누스,13890,2003/12,1.0,1.0
14554,(주)지니뮤직,43610,2004/12,1.0,1.0
14590,(주)지앤비에스엔지니어링,382800,2015/12,1.0,1.0
14605,(주)지어소프트,51160,2011/12,1.0,1.0
14631,(주)지에스글로벌,1250,2001/12,1.0,1.0
14711,(주)지엔코,65060,2009/12,1.0,1.0
14757,(주)지티지웰니스,219750,2019/12,1.0,1.0
14760,(주)진도,88790,2008/12,1.0,1.0
14799,(주)진매트릭스,109820,2012/12,1.0,1.0
14887,(주)창해에탄올,4650,2000/12,1.0,1.0
14920,(주)천일고속,650,2004/12,1.0,1.0
14939,(주)체리부로,66360,2003/12,1.0,1.0
14955,(주)체시스,33250,2002/06,1.0,1.0
14978,(주)초록뱀미디어,47820,2005/12,1.0,1.0
14997,(주)초록뱀이앤엠,131100,2013/12,1.0,1.0
15005,(주)초록뱀컴퍼니,52300,2002/12,1.0,1.0
15025,(주)초록뱀헬스케어,118000,2011/12,1.0,1.0
15055,(주)카나리아바이오,16790,2007/12,1.0,1.0
15083,(주)카스,16920,2015/12,1.0,1.0
15092,(주)카카오,35720,2001/12,1.0,1.0
15123,(주)카프로,6380,2006/12,1.0,1.0
15140,(주)캐리소프트,317530,2019/12,1.0,1.0
15150,(주)캐스텍코리아,71850,2009/12,1.0,1.0
15163,(주)캠시스,50110,2003/03,1.0,1.0
15210,(주)컴투스홀딩스,63080,2018/12,1.0,1.0
15221,(주)케스피온,79190,2011/12,1.0,1.0
15268,(주)케이씨,29460,2002/12,1.0,1.0
15319,(주)케이씨씨건설,21320,2013/12,1.0,1.0
15392,(주)케이씨티시,9070,2007/12,1.0,1.0
15420,(주)케이씨피드,25880,2015/12,1.0,1.0
15465,(주)케이에스피,73010,2008/12,1.0,1.0
15482,(주)케이에이치바텍,60720,2006/12,1.0,1.0
15515,(주)케이에이치필룩스,33180,2019/12,1.0,1.0
15537,(주)케이엑스하이텍,52900,2012/12,1.0,1.0
15552,(주)케이엔더블유,105330,2013/12,1.0,1.0
15619,(주)케이엠,83550,2008/12,1.0,1.0
15632,(주)케이엠더블유,32500,2001/12,1.0,1.0
15666,(주)케이이씨,92220,2008/12,1.0,1.0
15742,(주)케이티서브마린,60370,2005/12,1.0,1.0
15759,(주)케이티스카이라이프,53210,2003/12,1.0,1.0
15815,(주)케이티알파,36030,2001/12,1.0,1.0
15867,(주)케이프,64820,2013/12,1.0,1.0
15881,(주)케이피에프,24880,2000/12,1.0,1.0
15913,(주)케이피엠테크,42040,2012/12,1.0,1.0
15926,(주)케이피티유,54410,2006/12,1.0,1.0
15967,(주)켐트로닉스,89010,2015/12,1.0,1.0
15987,(주)코난테크놀로지,402030,2016/12,1.0,1.0
15997,(주)코다코,46070,2009/12,1.0,1.0
16013,(주)코데즈컴바인,47770,2005/12,1.0,1.0
16041,(주)코디,80530,2013/12,1.0,1.0
16052,(주)코디엠,224060,2009/12,1.0,1.0
16065,(주)코렌텍,104540,2008/12,1.0,1.0
16081,(주)코리아나화장품,27050,2004/12,1.0,1.0
16120,(주)코리아써키트,7810,2007/12,1.0,1.0
16204,(주)코미팜,41960,2009/12,1.0,1.0
16223,(주)코세스,89890,2009/12,1.0,1.0
16235,(주)코센,9730,2001/12,1.0,1.0
16259,(주)코스나인,82660,2007/12,1.0,1.0
16290,(주)코스온,69110,2006/12,1.0,1.0
16312,(주)코썬바이오,204990,2018/12,1.0,1.0
16330,(주)코아스,71950,2016/12,1.0,1.0
16338,(주)코아시아,45970,2004/12,1.0,1.0
16356,(주)코아시아옵틱스,196450,2016/12,1.0,1.0
16384,(주)코오롱,2020,2004/12,1.0,1.0
16412,(주)코원플레이,56000,2012/12,1.0,1.0
16429,(주)코이즈,121850,2014/12,1.0,1.0
16492,(주)콘텐트리중앙,36420,2003/12,1.0,1.0
16513,(주)콤텍시스템,31820,2004/12,1.0,1.0
16549,(주)큐로,15590,2015/12,1.0,1.0
16557,(주)큐로컴,40350,2003/12,1.0,1.0
16576,(주)큐로홀딩스,51780,2002/12,1.0,1.0
16650,(주)크래프톤,259960,2010/12,1.0,1.0
16697,(주)크린앤사이언스,45520,2007/12,1.0,1.0
16712,(주)클라우드에어,36170,2002/12,1.0,1.0
16745,(주)키다리스튜디오,20120,2001/12,1.0,1.0
16768,(주)키이스트,54780,2004/12,1.0,1.0
16786,(주)타이거일렉,219130,2009/12,1.0,1.0
16929,(주)태웅,44490,2018/12,1.0,1.0
16952,(주)테라젠이텍스,66700,2006/12,1.0,1.0
16970,(주)테스,95610,2009/12,1.0,1.0
17005,(주)테크윙,89030,2009/12,1.0,1.0
17060,(주)텔콘알에프제약,200230,2016/12,1.0,1.0
17073,(주)토니모리,214420,2018/12,1.0,1.0
17086,(주)토비스,51360,2007/12,1.0,1.0
17107,(주)토탈소프트뱅크,45340,2008/12,1.0,1.0
17145,(주)투비소프트,79970,2018/12,1.0,1.0
17151,(주)툴젠,199800,2016/12,1.0,1.0
17163,(주)트루윈,105550,2016/12,1.0,1.0
17169,(주)트윔,290090,2019/12,1.0,1.0
17182,(주)특수건설,26150,2012/12,1.0,1.0
17243,(주)티사이언티픽,57680,2004/12,1.0,1.0
17281,(주)티앤알바이오팹,246710,2017/12,1.0,1.0
17301,(주)티에스넥스젠,43220,2003/12,1.0,1.0
17338,(주)티에스이,131290,2016/12,1.0,1.0
17344,(주)티에이치엔,19180,2001/12,1.0,1.0
17374,(주)티엘아이,62860,2004/12,1.0,1.0
17394,(주)티웨이항공,91810,2009/12,1.0,1.0
17405,(주)티웨이홀딩스,4870,2000/12,1.0,1.0
17431,(주)티케이케미칼,104480,2013/12,1.0,1.0
17467,(주)티피씨,130740,2019/12,1.0,1.0
17477,(주)티피씨메카트로닉스,48770,2009/06,1.0,1.0
17494,(주)파나진,46210,2006/12,1.0,1.0
17526,(주)파라다이스,34230,2018/12,1.0,1.0
17547,(주)파라텍,33540,2019/12,1.0,1.0
17550,(주)파루,43200,2002/12,1.0,1.0
17578,(주)파멥신,208340,2014/12,1.0,1.0
17587,(주)파버나인,177830,2007/12,1.0,1.0
17607,(주)파세코,37070,2007/12,1.0,1.0
17636,(주)파워넷,37030,2003/12,1.0,1.0
17664,(주)파워로직스,47310,2011/12,1.0,1.0
17701,(주)파인디앤씨,49120,2012/12,1.0,1.0
17714,(주)파인디지털,38950,2005/12,1.0,1.0
17737,(주)파인테크닉스,106240,2017/12,1.0,1.0
17743,(주)파인텍,131760,2012/12,1.0,1.0
17770,(주)파크시스템스,140860,2000/12,1.0,1.0
17804,(주)판타지오,32800,2001/12,1.0,1.0
17881,(주)팬스타엔터프라이즈,54300,2010/12,1.0,1.0
17896,(주)팬엔터테인먼트,68050,2008/12,1.0,1.0
17910,(주)팬젠,222110,2014/12,1.0,1.0
17942,(주)펩트론,87010,2006/12,1.0,1.0
18010,(주)포스코엠텍,9520,2014/12,1.0,1.0
18018,(주)포스코인터내셔널,47050,2002/12,1.0,1.0
18099,(주)폴라리스오피스,41020,2011/12,1.0,1.0
18127,(주)푸드웰,5670,2002/06,1.0,1.0
18156,(주)푸른기술,94940,2015/12,1.0,1.0
18235,(주)퓨쳐켐,220100,2015/12,1.0,1.0
18264,(주)프로스테믹스,203690,2018/12,1.0,1.0
18317,(주)플래스크,41590,2006/12,1.0,1.0
18350,(주)플레이그램,9810,2001/12,1.0,1.0
18381,(주)플레이위드,23770,2002/12,1.0,1.0
18401,(주)플리토,300080,2018/12,1.0,1.0
18403,(주)피델릭스,32580,2000/12,1.0,1.0
18451,(주)피에스엠씨,24850,2008/12,1.0,1.0
18473,(주)피에이치씨,57880,2011/12,1.0,1.0
18484,(주)피엔에이치테크,239890,2017/12,1.0,1.0
18500,(주)피엔풍년,24940,2000/12,1.0,1.0
18570,(주)피피아이,62970,2004/12,1.0,1.0
18589,(주)픽셀플러스,87600,2007/12,1.0,1.0
18605,(주)필옵틱스,161580,2015/12,1.0,1.0
18619,(주)하나기술,299030,2009/12,1.0,1.0
18647,(주)하림,136480,2015/12,1.0,1.0
18657,(주)하림지주,3380,2005/12,1.0,1.0
18704,(주)하이소닉,106080,2014/12,1.0,1.0
18717,(주)하이스틸,71090,2010/12,1.0,1.0
18747,(주)하이트론씨스템즈,19490,2002/12,1.0,1.0
18778,(주)하츠,66130,2013/12,1.0,1.0
18794,(주)한국가구,4590,2009/12,1.0,1.0
18835,(주)한국전자홀딩스,6200,2006/12,1.0,1.0
18867,(주)한국종합기술,23350,2018/12,1.0,1.0
18904,(주)한국코퍼레이션,50540,2015/12,1.0,1.0
18919,(주)한국큐빅,21650,2010/12,1.0,1.0
18931,(주)한국테크놀로지,53590,2002/12,1.0,1.0
18959,(주)한국특강,7280,2010/12,1.0,1.0
18969,(주)한국파마,32300,2000/12,1.0,1.0
19002,(주)한국팩키지,37230,2013/12,1.0,1.0
19013,(주)한국화장품제조,3350,2004/12,1.0,1.0
19031,(주)한글과컴퓨터,30520,2002/12,1.0,1.0
19128,(주)한라,14790,2013/12,1.0,1.0
19184,(주)한빛소프트,47080,2011/12,1.0,1.0
19259,(주)한솔홈데코,25750,2006/12,1.0,1.0
19305,(주)한일진공,123840,2017/12,1.0,1.0
19315,(주)한진,2320,2007/12,1.0,1.0
19328,(주)한진중공업홀딩스,3480,2000/12,1.0,1.0
19355,(주)한창,5110,2000/12,1.0,1.0
19379,(주)한창바이오텍,43090,2004/12,1.0,1.0
19401,(주)한창제지,9460,2006/12,1.0,1.0
19435,(주)한컴위드,54920,2004/12,1.0,1.0
19465,(주)한탑,2680,2014/12,1.0,1.0
19471,(주)한화,880,2000/12,1.0,1.0
19495,(주)해성티피씨,59270,2006/12,1.0,1.0
19514,(주)핸디소프트,220180,2014/12,1.0,1.0
19547,(주)헬릭스미스,84990,2010/12,1.0,1.0
19561,(주)현대공업,170030,2004/12,1.0,1.0
19619,(주)현대미포조선,10620,2002/12,1.0,1.0
19710,(주)현대퓨처넷,126560,2006/12,1.0,1.0
19752,(주)협진,138360,2019/12,1.0,1.0
19753,(주)형지아이앤씨,11080,2000/12,1.0,1.0
19787,(주)형지엘리트,93240,2017/06,1.0,1.0
19790,(주)혜인,3010,2000/12,1.0,1.0
19847,(주)홈센타홀딩스,60560,2017/12,1.0,1.0
19863,(주)홈캐스트,64240,2013/12,1.0,1.0
19933,(주)화신,10690,2018/12,1.0,1.0
19948,(주)화인베스틸,133820,2010/12,1.0,1.0
20000,(주)후성,93370,2008/12,1.0,1.0
20036,(주)휴니드테크놀러지스,5870,2002/12,1.0,1.0
20056,(주)휴맥스,115160,2011/12,1.0,1.0
20083,(주)휴맥스홀딩스,28080,2018/12,1.0,1.0
20090,(주)휴먼엔,32860,2005/12,1.0,1.0
20108,(주)휴메딕스,200670,2010/12,1.0,1.0
20121,(주)휴비스,79980,2004/12,1.0,1.0
20161,(주)휴센텍,215090,2019/12,1.0,1.0
20162,(주)휴스틸,5010,2000/12,1.0,1.0
20185,(주)휴엠앤씨,263920,2019/12,1.0,1.0
20211,(주)흥국,10240,2001/12,1.0,1.0
20267,(주)힘스,238490,2015/12,1.0,1.0
20290,AJ네트웍스(주),95570,2019/12,1.0,1.0
20340,KD(주),44180,2006/12,1.0,1.0
20355,KG스틸(주),16380,2001/12,1.0,1.0
20406,LG이노텍(주),11070,2012/12,1.0,1.0
20415,LS일렉트릭(주),10120,2001/12,1.0,1.0
20448,OCI(주),10060,2014/12,1.0,1.0
20487,SNT중공업(주),3570,2001/12,1.0,1.0
20515,STX엔진(주),77970,2013/12,1.0,1.0
20534,STX중공업(주),71970,2014/12,1.0,1.0
20580,감성코퍼레이션(주),36620,2002/12,1.0,1.0
20623,갤럭시아머니트리(주),94480,2009/12,1.0,1.0
20660,경남제약(주),53950,2006/12,1.0,1.0
20702,경인전자(주),9140,2008/12,1.0,1.0
20719,경창산업(주),24910,2005/12,1.0,1.0
20748,계룡건설산업(주),13580,2014/12,1.0,1.0
20775,고려산업(주),2140,2001/12,1.0,1.0
20797,고려신용정보(주),49720,2003/12,1.0,1.0
20900,광전자(주),17900,2006/12,1.0,1.0
20930,광진실업(주),26910,2016/12,1.0,1.0
20980,국일신동(주),60480,2008/12,1.0,1.0
20992,국일제지(주),78130,2000/12,1.0,1.0
21025,국제약품(주),2720,2013/12,1.0,1.0
21068,극동유화(주),14530,2001/12,1.0,1.0
21121,글로본(주),19660,2018/12,1.0,1.0
21172,금호건설(주),2990,2009/12,1.0,1.0
21216,금호전기(주),1210,2013/12,1.0,1.0
21227,금호타이어(주),73240,2008/12,1.0,1.0
21264,기아(주),270,2006/12,1.0,1.0
21282,깨끗한나라(주),4540,2004/12,1.0,1.0
21302,나노씨엠에스(주),247660,2012/12,1.0,1.0
21323,나노캠텍(주),91970,2016/12,1.0,1.0
21400,남광토건(주),1260,2009/12,1.0,1.0
21560,농업회사법인아시아종묘(주),154030,2013/12,1.0,1.0
21574,뉴지랩파마(주),214870,2017/12,1.0,1.0
21581,다믈멀티미디어(주),93640,2009/12,1.0,1.0
21614,대동금속(주),20400,2002/12,1.0,1.0
21634,대동기어(주),8830,2002/12,1.0,1.0
21659,대동전자(주),8110,2007/03,1.0,1.0
21682,대림비앤코(주),5750,2010/12,1.0,1.0
21704,대림통상(주),6570,2012/12,1.0,1.0
21793,대성산업(주),128820,2012/12,1.0,1.0
21816,대성홀딩스(주),16710,2004/12,1.0,1.0
21856,대아티아이(주),45390,2004/06,1.0,1.0
21896,대양제지공업(주),6580,2004/12,1.0,1.0
21913,대영포장(주),14160,2001/12,1.0,1.0
21933,대우전자부품(주),9320,2001/12,1.0,1.0
21958,대우조선해양(주),42660,2006/12,1.0,1.0
21998,대원미디어(주),48910,2006/12,1.0,1.0
22020,대원산업(주),5710,2008/12,1.0,1.0
22073,대원화성(주),24890,2001/12,1.0,1.0
22113,대주산업(주),3310,2001/12,1.0,1.0
22133,대주전자재료(주),78600,2001/12,1.0,1.0
22174,대한광통신(주),10170,2002/12,1.0,1.0
22196,대한그린파워(주),60900,2004/12,1.0,1.0
22233,대한방직(주),1070,2001/12,1.0,1.0
22273,대한유화(주),6650,2001/12,1.0,1.0
22301,대한전선(주),1440,2009/12,1.0,1.0
22381,대한해운(주),5880,2010/12,1.0,1.0
22392,대한화섬(주),3830,2001/12,1.0,1.0
22438,더이앤엠(주),89230,2010/12,1.0,1.0
22478,덕양산업(주),24900,2006/12,1.0,1.0
22494,덕우전자(주),263600,2008/12,1.0,1.0
22507,데브시스터즈(주),194480,2018/12,1.0,1.0
22514,도이치모터스(주),67990,2006/12,1.0,1.0
22534,동국산업(주),5160,2006/12,1.0,1.0
22561,동국제강(주),1230,2013/12,1.0,1.0
22594,동부건설(주),5960,2006/12,1.0,1.0
22616,동성제약(주),2210,2008/12,1.0,1.0
22715,동양철관(주),8970,2002/09,1.0,1.0
22748,동양피스톤(주),92780,2009/12,1.0,1.0
22760,동원금속(주),18500,2001/03,1.0,1.0
22800,동원수산(주),30720,2001/12,1.0,1.0
22821,동원시스템즈(주),14820,2002/12,1.0,1.0
22886,동일제강(주),2690,2000/12,1.0,1.0
22918,동일철강(주),23790,2012/12,1.0,1.0
22934,동화기업(주),25900,2008/12,1.0,1.0
23018,디아이동일(주),1530,2005/12,1.0,1.0
23091,디엑스앤브이엑스(주),180400,2018/12,1.0,1.0
23107,디엘(주),210,2014/12,1.0,1.0
23124,디엘건설(주),1880,2011/12,1.0,1.0
23178,디젠스(주),113810,2009/12,1.0,1.0
23212,라온시큐어(주),42510,2008/12,1.0,1.0
23234,램테크놀러지(주),171010,2015/12,1.0,1.0
23273,롯데관광개발(주),32350,2009/12,1.0,1.0
23333,롯데정밀화학(주),4000,2014/12,1.0,1.0
23414,롯데하이마트(주),71840,2009/12,1.0,1.0
23449,마이크로로봇(주),182690,2006/12,1.0,1.0
23522,메가스터디(주),72870,2017/12,1.0,1.0
23553,메디앙스(주),14100,2012/12,1.0,1.0
23568,메디포스트(주),78160,2009/12,1.0,1.0
23579,명문제약(주),17180,2000/12,1.0,1.0
23605,명신산업(주),9900,2002/12,1.0,1.0
23629,모바일어플라이언스(주),87260,2012/12,1.0,1.0
23646,모트렉스(주),118990,2019/12,1.0,1.0
23667,무림페이퍼(주),9200,2000/12,1.0,1.0
23689,무림피앤피(주),9580,2002/12,1.0,1.0
23731,미디어젠(주),279600,2019/12,1.0,1.0
23742,미래나노텍(주),95500,2014/12,1.0,1.0
23750,미래산업(주),25560,2002/12,1.0,1.0
23852,바이온(주),32980,2001/12,1.0,1.0
23872,바이옵트로(주),222160,2017/03,1.0,1.0
23891,백광산업(주),1340,2014/12,1.0,1.0
23909,범양건영(주),2410,2012/12,1.0,1.0
23919,베뉴지(주),19010,2001/12,1.0,1.0
23953,보성파워텍(주),6910,2014/12,1.0,1.0
23961,보해양조(주),890,2002/12,1.0,1.0
24020,부산산업(주),11390,2001/12,1.0,1.0
24043,부산주공(주),5030,2004/12,1.0,1.0
24072,브릿지바이오테라퓨틱스(주),288330,2019/12,1.0,1.0
24120,비에이치아이(주),83650,2015/12,1.0,1.0
24138,비케이탑스(주),30790,2013/12,1.0,1.0
24150,비플라이소프트(주),148780,2019/12,1.0,1.0
24179,사조동아원(주),8040,2008/12,1.0,1.0
24197,사조산업(주),7160,2006/12,1.0,1.0
24238,삼강엠앤티(주),100090,2013/12,1.0,1.0
24288,삼보모터스(주),53700,2003/12,1.0,1.0
24313,삼보산업(주),9620,2008/12,1.0,1.0
24335,삼부토건(주),1470,2010/12,1.0,1.0
24361,삼성SDI(주),6400,2016/12,1.0,1.0
24371,삼성공조(주),6660,2006/12,1.0,1.0
24401,삼성물산(주),28260,2016/12,1.0,1.0
24408,삼성바이오로직스(주),207940,2015/12,1.0,1.0
24434,삼성엔지니어링(주),28050,2001/12,1.0,1.0
24457,삼성전기(주),9150,2004/12,1.0,1.0
24494,삼성제약(주),1360,2001/12,1.0,1.0
24518,삼성중공업(주),10140,2005/12,1.0,1.0
24538,삼아알미늄(주),6110,2005/12,1.0,1.0
24574,삼양식품(주),3230,2001/12,1.0,1.0
24651,삼영엠텍(주),54540,2018/12,1.0,1.0
24680,삼영전자공업(주),5680,2007/12,1.0,1.0
24700,삼영화학공업(주),3720,2007/12,1.0,1.0
24745,삼일제약(주),520,2012/12,1.0,1.0
24834,삼천리자전거(주),24950,2001/12,1.0,1.0
24923,삼화전기(주),9470,2010/12,1.0,1.0
24936,삼화전자공업(주),11230,2003/12,1.0,1.0
24955,삼화콘덴서공업(주),1820,2002/12,1.0,1.0
25025,상신이디피(주),91580,2016/12,1.0,1.0
25086,서암기계공업(주),100660,2002/12,1.0,1.0
25120,서울도시가스(주),17390,2016/12,1.0,1.0
25126,서울바이오시스(주),92190,2006/12,1.0,1.0
25161,서울식품공업(주),4410,2001/12,1.0,1.0
25185,서울전자통신(주),27040,2005/12,1.0,1.0
25228,선도전기(주),7610,2008/12,1.0,1.0
25244,선진뷰티사이언스(주),86710,2004/12,1.0,1.0
25268,성문전자(주),14910,2008/12,1.0,1.0
25300,성신양회(주),4980,2000/12,1.0,1.0
25347,성우테크론(주),45300,2008/12,1.0,1.0
25362,성창기업지주(주),180,2000/09,1.0,1.0
25387,성호전자(주),43260,2005/12,1.0,1.0
25402,세기상사(주),2420,2000/12,1.0,1.0
25443,세방(주),4360,2001/12,1.0,1.0
25487,세원이앤씨(주),91090,2011/12,1.0,1.0
25514,세종공업(주),33530,2018/12,1.0,1.0
25518,세종텔레콤(주),36630,2002/12,1.0,1.0
25542,세하(주),27970,2006/12,1.0,1.0
25560,소니드(주),60230,2005/12,1.0,1.0
25601,송원산업(주),4430,2001/12,1.0,1.0
25625,시그네틱스(주),33170,2001/12,1.0,1.0
25668,신라교역(주),4970,2004/12,1.0,1.0
25684,신라섬유(주),1000,2000/12,1.0,1.0
25712,신라에스지(주),25870,2008/12,1.0,1.0
25726,신라젠(주),215600,2013/12,1.0,1.0
25806,신송홀딩스(주),6880,2017/12,1.0,1.0
25830,신원종합개발(주),17000,2001/12,1.0,1.0
25853,신일전자(주),2700,2004/03,1.0,1.0
25910,신풍제지(주),2870,2001/12,1.0,1.0
25940,신화인터텍(주),56700,2011/12,1.0,1.0
25961,쌍용씨앤이(주),3410,2001/12,1.0,1.0
25981,쌍용자동차(주),3620,2001/12,1.0,1.0
26003,쌍용정보통신(주),10280,2003/12,1.0,1.0
26022,써니전자(주),4770,2002/12,1.0,1.0
26048,씨비아이(주),13720,2008/12,1.0,1.0
26063,씨아이에스(주),222080,2018/12,1.0,1.0
26084,씨앤티85(주),56730,2006/12,1.0,1.0
26100,씨에스베어링(주),297090,2010/12,1.0,1.0
26125,씨유테크(주),376290,2007/12,1.0,1.0
26181,씨제이바이오사이언스(주),311690,2018/12,1.0,1.0
26203,씨제이씨푸드(주),11150,2000/12,1.0,1.0
26243,씨제이프레시웨이(주),51500,2007/12,1.0,1.0
26282,아남전자(주),8700,2001/12,1.0,1.0
26303,아미코젠(주),92040,2007/12,1.0,1.0
26400,아시아나항공(주),20560,2001/12,1.0,1.0
26457,아이진(주),185490,2013/12,1.0,1.0
26467,아이큐어(주),175250,2016/12,1.0,1.0
26479,아이크래프트(주),52460,2009/12,1.0,1.0
26496,아이텍(주),119830,2013/12,1.0,1.0
26580,알서포트(주),131370,2016/12,1.0,1.0
26603,압타바이오(주),293780,2019/12,1.0,1.0
26634,애니젠(주),196300,2011/12,1.0,1.0
26646,애머릿지코퍼레이션,900100,2011/12,1.0,1.0
26657,앱클론(주),174900,2015/12,1.0,1.0
26684,에스넷시스템(주),38680,2003/12,1.0,1.0
26718,에스디엔(주),99220,2013/12,1.0,1.0
26736,에스맥(주),97780,2015/12,1.0,1.0
26750,에스비더블유생명과학(주),151910,2016/12,1.0,1.0
26762,에스씨아이평가정보(주),36120,2001/12,1.0,1.0
26783,에스씨엠생명과학(주),298060,2017/12,1.0,1.0
26794,에스엔유프리시젼(주),80000,2012/12,1.0,1.0
26811,에스엔케이폴리텍(주),91340,2013/12,1.0,1.0
26869,에스지씨에너지(주),5090,2017/12,1.0,1.0
26872,에스지씨이테크건설(주),16250,2000/12,1.0,1.0
26910,에스지에이(주),49470,2018/12,1.0,1.0
26917,에스지에이솔루션즈(주),184230,2019/12,1.0,1.0
26987,에스케이디스커버리(주),6120,2001/12,1.0,1.0
27029,에스케이렌터카(주),68400,2009/12,1.0,1.0
27046,에스케이바이오팜(주),326030,2015/12,1.0,1.0
27051,에스케이씨(주),11790,2000/12,1.0,1.0
27097,에스케이하이닉스(주),660,2002/12,1.0,1.0
27141,에스트래픽(주),234300,2019/12,1.0,1.0
27186,에쓰씨엔지니어링(주),23960,2012/12,1.0,1.0
27210,에이비엘바이오(주),298380,2019/12,1.0,1.0
27213,에이비온(주),203400,2014/12,1.0,1.0
27288,에이치비솔루션(주),297890,2008/12,1.0,1.0
27314,에이치에스디엔진(주),82740,2014/12,1.0,1.0
27320,에이치엘비(주),28300,2000/12,1.0,1.0
27340,에이치엘비글로벌(주),3580,2000/12,1.0,1.0
27371,에이치엘비생명과학(주),67630,2012/12,1.0,1.0
27379,에이치엘비제약(주),47920,2000/12,1.0,1.0
27406,에이치엘비테라퓨틱스(주),115450,2012/12,1.0,1.0
27416,에이치엠엠(주),11200,2002/12,1.0,1.0
27471,에이테크솔루션(주),71670,2013/12,1.0,1.0
27481,에이프로젠제약(주),3060,2004/09,1.0,1.0
27518,에이피에스홀딩스(주),54620,2018/12,1.0,1.0
27533,에이피티씨(주),89970,2009/12,1.0,1.0
27544,에코바이오홀딩스(주),38870,2002/12,1.0,1.0
27582,에코플라스틱(주),38110,2018/12,1.0,1.0
27607,엑스큐어(주),70300,2017/12,1.0,1.0
27615,엔브이에이치코리아(주),67570,2005/12,1.0,1.0
27637,엔시트론(주),101400,2013/12,1.0,1.0
27657,엔에이치엔한국사이버결제(주),60250,2006/12,1.0,1.0
27701,엘브이엠씨홀딩스(주),900140,2019/12,1.0,1.0
27704,엘비세미콘(주),61970,2004/12,1.0,1.0
27770,엘지전자(주),66570,2011/12,1.0,1.0
27790,엘컴텍(주),37950,2011/12,1.0,1.0
27853,영신금속공업(주),7530,2003/12,1.0,1.0
27873,영진약품(주),3520,2003/12,1.0,1.0
27894,영창케미칼(주),112290,2010/12,1.0,1.0
27945,영화금속(주),12280,2001/12,1.0,1.0
27979,예스이십사(주),53280,2003/12,1.0,1.0
28039,오상자이엘(주),53980,2019/12,1.0,1.0
28046,오성첨단소재(주),52420,2006/12,1.0,1.0
28089,오토앤(주),353590,2019/12,1.0,1.0
28092,올리패스(주),244460,2017/12,1.0,1.0
28097,올릭스(주),226950,2017/12,1.0,1.0
28108,옴니시스템(주),57540,2010/12,1.0,1.0
28207,우리바이오(주),82850,2017/12,1.0,1.0
28221,우리산업홀딩스(주),72470,2006/12,1.0,1.0
28237,우리손에프앤지농업회사법인(주),73560,2004/12,1.0,1.0
28270,우리엔터프라이즈(주),37400,2017/12,1.0,1.0
28278,우리이앤엘(주),153490,2014/12,1.0,1.0
28307,우수AMS(주),66590,2009/12,1.0,1.0
28325,우원개발(주),46940,2008/12,1.0,1.0
28353,우진비앤지(주),18620,2016/12,1.0,1.0
28367,원풍물산(주),8290,2009/12,1.0,1.0
28384,웰바이오텍(주),10600,2006/12,1.0,1.0
28400,웹케시(주),53580,2003/12,1.0,1.0
28432,위즈코프(주),38620,2004/12,1.0,1.0
28452,유네코(주),64510,2001/12,1.0,1.0
28473,유니셈(주),36200,2002/12,1.0,1.0
28500,유니슨(주),18000,2009/12,1.0,1.0
28555,유비벨록스(주),89850,2015/12,1.0,1.0
28591,유아이엘(주),49520,2011/12,1.0,1.0
28617,유엔젤(주),72130,2017/12,1.0,1.0
28628,유진기업(주),23410,2007/12,1.0,1.0
28662,이건산업(주),8250,2001/09,1.0,1.0
28689,이구산업(주),25820,2008/12,1.0,1.0
28720,이노시스(주),56090,2016/12,1.0,1.0
28771,이엠코리아(주),95190,2017/12,1.0,1.0
28774,이연제약(주),102460,2000/12,1.0,1.0
