회사명,거래소코드,회계년도,유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원)
(주)리드코프,012700,2018/12,5234509,5455039
(주)리드코프,012700,2019/12,5738287,5739002
(주)리메드,302550,2019/12,11415253,
(주)링네트,042500,2011/12,553355,556221
(주)링네트,042500,2012/12,654144,656052
(주)링네트,042500,2013/12,728469,729343
(주)링네트,042500,2014/12,678780,683173
(주)링네트,042500,2015/12,895046,914019
(주)링네트,042500,2016/12,743140,767368
(주)링네트,042500,2017/12,681152,709703
(주)링네트,042500,2018/12,601729,616543
(주)링네트,042500,2019/12,1173385,1183653
(주)링크제니시스,219420,2018/12,2103249,2145816
(주)링크제니시스,219420,2019/12,2131026,2254656
(주)마니커,027740,2011/12,63136697,96146665
(주)마니커,027740,2012/12,64017655,115167487
(주)마니커,027740,2013/12,59867179,148799795
(주)마니커,027740,2014/12,60586833,126268481
(주)마니커,027740,2015/12,67154993,133756459
(주)마니커,027740,2016/12,72584032,132414936
(주)마니커,027740,2017/12,117655200,175009084
(주)마니커,027740,2018/12,116989327,120283278
(주)마니커,027740,2019/12,113487116,116695512
(주)마니커에프앤지,195500,2019/12,26777161,
(주)마이크로디지탈,305090,2019/12,2948484,
(주)마이크로컨텍솔루션,098120,2011/12,9749866,
(주)마이크로컨텍솔루션,098120,2012/12,10424959,10424959
(주)마이크로컨텍솔루션,098120,2013/12,11202337,12613342
(주)마이크로컨텍솔루션,098120,2014/12,12072884,13464654
(주)마이크로컨텍솔루션,098120,2015/12,12754907,14047456
(주)마이크로컨텍솔루션,098120,2016/12,11515428,14227395
(주)마이크로컨텍솔루션,098120,2017/12,10876209,14088550
(주)마이크로컨텍솔루션,098120,2018/12,14767787,15048583
(주)마이크로컨텍솔루션,098120,2019/12,13859938,13997822
(주)마이크로프랜드,147760,2016/12,6316678,
(주)마이크로프랜드,147760,2017/12,14568688,
(주)마이크로프랜드,147760,2018/12,27308046,
(주)마이크로프랜드,147760,2019/12,29339991,
(주)마크로젠,038290,2011/12,19777272,20244794
(주)마크로젠,038290,2012/12,26656154,26967298
(주)마크로젠,038290,2013/12,23275934,24117385
(주)마크로젠,038290,2014/12,31250439,39287230
(주)마크로젠,038290,2015/12,26891063,38870542
(주)마크로젠,038290,2016/12,27409048,43330602
(주)마크로젠,038290,2017/12,27958890,40527171
(주)마크로젠,038290,2018/12,27063979,40104246
(주)마크로젠,038290,2019/12,30000802,48361830
(주)만도,204320,2014/12,1006817595,1710367460
(주)만도,204320,2015/12,996063404,1784196568
(주)만도,204320,2016/12,967914047,1900405303
(주)만도,204320,2017/12,954050211,1905282742
(주)만도,204320,2018/12,910018159,1943027206
(주)만도,204320,2019/12,885843609,1946610088
(주)매직마이크로,127160,2015/12,23458646,53293051
(주)매직마이크로,127160,2016/12,19850594,52008573
(주)매직마이크로,127160,2017/12,23586095,60212000
(주)매직마이크로,127160,2018/12,21848581,58569522
(주)매직마이크로,127160,2019/12,916986,35217262
(주)매커스,093520,2011/12,4875296,4890362
(주)매커스,093520,2012/12,4825152,4831294
(주)매커스,093520,2013/12,4924330,4968545
(주)매커스,093520,2014/12,4289418,4502268
(주)매커스,093520,2015/12,4225160,4388728
(주)매커스,093520,2016/12,4174658,7071714
(주)매커스,093520,2017/12,4162226,4175719
(주)매커스,093520,2018/12,4183291,4187339
(주)매커스,093520,2019/12,4351126,4402847
(주)머큐리,100590,2018/12,22074120,
(주)머큐리,100590,2019/12,21500416,
(주)멀티캠퍼스,067280,2011/12,2013940,
(주)멀티캠퍼스,067280,2012/12,1994651,2072757
(주)멀티캠퍼스,067280,2013/12,2949351,3024584
(주)멀티캠퍼스,067280,2014/12,2411238,2514396
(주)멀티캠퍼스,067280,2015/12,2454900,2545844
(주)멀티캠퍼스,067280,2016/12,5284831,5385335
(주)멀티캠퍼스,067280,2017/12,4477710,4625789
(주)멀티캠퍼스,067280,2018/12,3682264,3798803
(주)멀티캠퍼스,067280,2019/12,4991138,5236882
(주)메드팩토,235980,2019/12,3773277,
(주)메디아나,041920,2014/12,5036462,5063628
(주)메디아나,041920,2015/12,8661376,8691632
(주)메디아나,041920,2016/12,11674943,11684608
(주)메디아나,041920,2017/12,14187521,14193091
(주)메디아나,041920,2018/12,18821824,18822365
(주)메디아나,041920,2019/12,12463336,12458706
(주)메디콕스,054180,2011/06,41650587,
(주)메디콕스,054180,2012/06,40700649,
(주)메디콕스,054180,2013/06,40195148,
(주)메디콕스,054180,2014/06,39829400,
(주)메디콕스,054180,2015/06,31444460,
(주)메디콕스,054180,2016/06,30829417,
(주)메디콕스,054180,2017/06,44643487,
(주)메디콕스,054180,2018/06,43883333,
(주)메디콕스,054180,2019/06,43351695,43355234
(주)메디톡스,086900,2011/12,14848509,
(주)메디톡스,086900,2012/12,20591357,
(주)메디톡스,086900,2013/12,35724785,35751858
(주)메디톡스,086900,2014/12,50778204,50981252
(주)메디톡스,086900,2015/12,80628041,81017890
(주)메디톡스,086900,2016/12,141837331,150552808
(주)메디톡스,086900,2017/12,172184225,184391412
(주)메디톡스,086900,2018/12,163915250,181740279
(주)메디톡스,086900,2019/12,169577352,187243188
(주)메디프론디비티,065650,2011/12,245125,
(주)메디프론디비티,065650,2012/12,192170,
(주)메디프론디비티,065650,2013/12,124373,
(주)메디프론디비티,065650,2014/12,36609,
(주)메디프론디비티,065650,2015/12,10812,
(주)메디프론디비티,065650,2016/12,11292,
(주)메디프론디비티,065650,2017/12,6955,
(주)메디프론디비티,065650,2018/12,18482,
(주)메디프론디비티,065650,2019/12,59498,
(주)메지온,140410,2012/12,183256,
(주)메지온,140410,2013/12,141783,
(주)메지온,140410,2014/12,315088,
(주)메지온,140410,2015/12,748961,
(주)메지온,140410,2016/12,203275,203275
(주)메지온,140410,2017/12,859015,860759
(주)메지온,140410,2018/12,910157,1200249
(주)메지온,140410,2019/12,2833573,4902374
(주)메카로,241770,2017/12,22763924,
(주)메카로,241770,2018/12,38433140,38533278
(주)메카로,241770,2019/12,69005873,73630075
(주)메타랩스,090370,2011/12,31210062,34691086
(주)메타랩스,090370,2012/12,29603474,30974182
(주)메타랩스,090370,2013/12,28306015,29793953
(주)메타랩스,090370,2014/12,21793965,23899933
(주)메타랩스,090370,2015/12,21106147,22501727
(주)메타랩스,090370,2016/12,19653019,20131299
(주)메타랩스,090370,2017/12,13824214,13824214
(주)메타랩스,090370,2018/12,1118336,3495560
(주)메타랩스,090370,2019/12,1215398,2286922
(주)메타바이오메드,059210,2011/12,22562988,28424529
(주)메타바이오메드,059210,2012/12,24907057,51712405
(주)메타바이오메드,059210,2013/12,25845370,51602573
(주)메타바이오메드,059210,2014/12,25660931,52376192
(주)메타바이오메드,059210,2015/12,24361767,52943745
(주)메타바이오메드,059210,2016/12,22000529,46415444
(주)메타바이오메드,059210,2017/12,24751929,48039631
(주)메타바이오메드,059210,2018/12,30628208,40561907
(주)메타바이오메드,059210,2019/12,34418207,43739072
(주)멕아이씨에스,058110,2015/12,12152941,
(주)멕아이씨에스,058110,2016/12,11939456,12062481
(주)멕아이씨에스,058110,2017/12,11776939,12067507
(주)멕아이씨에스,058110,2018/12,11568041,13268246
(주)멕아이씨에스,058110,2019/12,11400986,13553671
(주)멜파스,096640,2011/12,93770355,
(주)멜파스,096640,2012/12,109522895,
(주)멜파스,096640,2013/12,111192887,
(주)멜파스,096640,2014/12,75765427,
(주)멜파스,096640,2015/12,56881357,
(주)멜파스,096640,2016/12,50076527,
(주)멜파스,096640,2017/12,26205042,
(주)멜파스,096640,2018/12,21728449,
(주)멜파스,096640,2019/12,17875587,17875587
(주)모나리자,012690,2011/12,33518731,
(주)모나리자,012690,2012/12,34436355,
(주)모나리자,012690,2013/12,38855925,
(주)모나리자,012690,2014/12,36935654,
(주)모나리자,012690,2015/12,37412626,
(주)모나리자,012690,2016/12,37430658,
(주)모나리자,012690,2017/12,36901221,
(주)모나리자,012690,2018/12,35576069,
(주)모나리자,012690,2019/12,34250673,
(주)모나미,005360,2011/12,40361899,57990964
(주)모나미,005360,2012/12,57191164,73182417
(주)모나미,005360,2013/12,23256125,37548560
(주)모나미,005360,2014/12,20499322,34118315
(주)모나미,005360,2015/12,27412691,40417168
(주)모나미,005360,2016/12,27505959,40562645
(주)모나미,005360,2017/12,32644407,46066693
(주)모나미,005360,2018/12,26141875,46206375
(주)모나미,005360,2019/12,27378424,52118417
(주)모다이노칩,080420,2011/12,34932225,35403799
(주)모다이노칩,080420,2012/12,36644201,36925918
(주)모다이노칩,080420,2013/12,44226636,44417413
(주)모다이노칩,080420,2014/12,52078105,52264789
(주)모다이노칩,080420,2015/12,47544773,47736562
(주)모다이노칩,080420,2016/12,222181409,231487786
(주)모다이노칩,080420,2017/12,248482182,287126174
(주)모다이노칩,080420,2018/12,234777506,308335758
(주)모다이노칩,080420,2019/12,324252259,461565563
(주)모두투어네트워크,080160,2011/12,1074055,1409046
(주)모두투어네트워크,080160,2012/12,9550159,10215675
(주)모두투어네트워크,080160,2013/12,9463105,9996749
(주)모두투어네트워크,080160,2014/12,11262482,13401667
(주)모두투어네트워크,080160,2015/12,11554232,14706115
(주)모두투어네트워크,080160,2016/12,11261562,21861978
(주)모두투어네트워크,080160,2017/12,11253678,22539316
(주)모두투어네트워크,080160,2018/12,1170328,100568554
(주)모두투어네트워크,080160,2019/12,3589628,183267940
(주)모바일리더,100030,2011/12,344413,
(주)모바일리더,100030,2012/12,207217,254106
(주)모바일리더,100030,2013/12,209767,251594
(주)모바일리더,100030,2014/12,139432,225914
(주)모바일리더,100030,2015/12,132189,237389
(주)모바일리더,100030,2016/12,87299,152472
(주)모바일리더,100030,2017/12,87624,173963
(주)모바일리더,100030,2018/12,73221,189566
(주)모바일리더,100030,2019/12,42907,121466
(주)모베이스,101330,2011/12,25252536,49900530
(주)모베이스,101330,2012/12,23765759,53194348
(주)모베이스,101330,2013/12,23886109,84424757
(주)모베이스,101330,2014/12,22892989,89865345
(주)모베이스,101330,2015/12,22990636,90539940
(주)모베이스,101330,2016/12,39184677,119065900
(주)모베이스,101330,2017/12,27247185,108436918
(주)모베이스,101330,2018/12,26854941,137290473
(주)모베이스,101330,2019/12,25747148,410480216
(주)모베이스전자,012860,2011/12,98956978,132929002
(주)모베이스전자,012860,2012/12,101498322,145510376
(주)모베이스전자,012860,2013/12,113315842,165580849
(주)모베이스전자,012860,2014/12,123327122,179832645
(주)모베이스전자,012860,2015/12,173215847,232276998
(주)모베이스전자,012860,2016/12,193007108,241035319
(주)모베이스전자,012860,2017/12,197450581,245598189
(주)모베이스전자,012860,2018/12,199870862,250771489
(주)모베이스전자,012860,2019/12,196803120,250051963
(주)모비스,250060,2016/12,,
(주)모비스,250060,2017/12,209186,
(주)모비스,250060,2018/12,2845612,2860352
(주)모비스,250060,2019/12,2730199,3162581
(주)모아텍,033200,2011/12,19253079,42863755
(주)모아텍,033200,2012/12,19150447,52294645
(주)모아텍,033200,2013/12,18747481,51730479
(주)모아텍,033200,2014/12,18039053,27125690
(주)모아텍,033200,2015/12,17612229,29280339
(주)모아텍,033200,2016/12,16022301,16022301
(주)모아텍,033200,2018/03,15492847,15492847
(주)모아텍,033200,2019/03,15665496,15665496
(주)모토닉,009680,2011/12,32124590,53870761
(주)모토닉,009680,2012/12,33029304,53494001
(주)모토닉,009680,2013/12,40851214,58197868
(주)모토닉,009680,2014/12,62726074,73559342
(주)모토닉,009680,2015/12,86975247,94119767
(주)모토닉,009680,2016/12,90592510,96600815
(주)모토닉,009680,2017/12,85340331,90274778
(주)모토닉,009680,2018/12,81631611,85806924
(주)모토닉,009680,2019/12,76410599,78987740
(주)모헨즈,006920,2011/12,4401993,22375332
(주)모헨즈,006920,2012/12,5993855,24965342
(주)모헨즈,006920,2013/12,6825743,26749890
(주)모헨즈,006920,2014/12,7041586,27772089
(주)모헨즈,006920,2015/12,7038519,26966429
(주)모헨즈,006920,2016/12,7594812,28610751
(주)모헨즈,006920,2017/12,7575718,29054973
(주)모헨즈,006920,2018/12,7942445,19804407
(주)모헨즈,006920,2019/12,5818637,16807834
(주)무학,033920,2011/12,116362700,118068931
(주)무학,033920,2012/12,157839517,158837045
(주)무학,033920,2013/12,173826680,174691771
(주)무학,033920,2014/12,189731437,190520298
(주)무학,033920,2015/12,199077697,207028673
(주)무학,033920,2016/12,200196077,207767973
(주)무학,033920,2017/12,195912153,206778267
(주)무학,033920,2018/12,199098220,210181549
(주)무학,033920,2019/12,196027920,206749869
(주)미래생명자원,218150,2015/12,,
(주)미래생명자원,218150,2016/12,,
(주)미래생명자원,218150,2017/12,5425335,5425473
(주)미래생명자원,218150,2018/12,10752861,10752861
(주)미래생명자원,218150,2019/12,10964221,11086098
(주)미래아이앤지,007120,2011/12,10813343,10828025
(주)미래아이앤지,007120,2012/12,8554987,8605279
(주)미래아이앤지,007120,2013/12,3521669,5870418
(주)미래아이앤지,007120,2014/12,3849312,4017632
(주)미래아이앤지,007120,2015/12,4177317,4177317
(주)미래아이앤지,007120,2016/12,4094601,4094601
(주)미래아이앤지,007120,2017/12,6317102,6317102
(주)미래아이앤지,007120,2018/12,6220687,6220687
(주)미래아이앤지,007120,2019/12,3401504,3401504
(주)미래컴퍼니,049950,2011/12,29691598,31755884
(주)미래컴퍼니,049950,2012/12,31012446,31242416
(주)미래컴퍼니,049950,2013/12,29211094,29432651
(주)미래컴퍼니,049950,2014/12,28465872,28634856
(주)미래컴퍼니,049950,2015/12,28612519,28714847
(주)미래컴퍼니,049950,2016/12,29016143,29104094
(주)미래컴퍼니,049950,2017/12,28691126,28762876
(주)미래컴퍼니,049950,2018/12,28965844,29038411
(주)미래컴퍼니,049950,2019/12,30349255,30409982
(주)미코,059090,2011/12,45525483,89219865
(주)미코,059090,2012/12,49489901,89557985
(주)미코,059090,2013/12,29772876,91882992
(주)미코,059090,2014/12,31548243,83877984
(주)미코,059090,2015/12,36911107,81967882
(주)미코,059090,2016/12,36488544,82166792
(주)미코,059090,2017/12,36396257,96097870
(주)미코,059090,2018/12,40813281,154848861
(주)미코,059090,2019/12,43132896,209852814
(주)미투온,201490,2016/12,176503,236098
(주)미투온,201490,2017/12,138456,263343
(주)미투온,201490,2018/12,98297,1479443
(주)미투온,201490,2019/12,193379,1192218
(주)바른손,018700,2011/03,13653011,13829151
(주)바른손,018700,2012/03,11615479,11759087
(주)바른손,018700,2013/03,10487097,10604793
(주)바른손,018700,2014/03,8595375,8773761
(주)바른손,018700,2015/03,2158694,4605396
(주)바른손,018700,2016/03,653221,1697825
(주)바른손,018700,2017/03,501686,1202391
(주)바른손,018700,2018/03,3554438,3715991
(주)바른손,018700,2019/03,3036327,3150272
(주)바른손이앤에이,035620,2011/12,620789,639334
(주)바른손이앤에이,035620,2012/12,1762323,3104342
(주)바른손이앤에이,035620,2013/12,1799714,4954903
(주)바른손이앤에이,035620,2014/12,2160893,3506491
(주)바른손이앤에이,035620,2015/12,291257,2032739
(주)바른손이앤에이,035620,2016/12,154630,2609531
(주)바른손이앤에이,035620,2017/12,133012,1801895
(주)바른손이앤에이,035620,2018/12,191723,828656
(주)바른손이앤에이,035620,2019/12,8950491,13571496
(주)바른전자,064520,2011/12,34485102,34488172
(주)바른전자,064520,2012/12,35195294,35197409
(주)바른전자,064520,2013/12,36839226,36839226
(주)바른전자,064520,2014/12,39892073,
(주)바른전자,064520,2015/12,38020944,39608477
(주)바른전자,064520,2016/12,36231032,38350949
(주)바른전자,064520,2017/12,34135949,36134307
(주)바른전자,064520,2018/12,33951897,33983605
(주)바른전자,064520,2019/12,32149416,32149748
(주)바이넥스,053030,2011/12,30725207,30726844
(주)바이넥스,053030,2012/12,30165878,30239714
(주)바이넥스,053030,2013/12,30460034,30481325
(주)바이넥스,053030,2014/12,30980272,
(주)바이넥스,053030,2015/12,93323745,
(주)바이넥스,053030,2016/12,93865964,93903143
(주)바이넥스,053030,2017/12,91095681,91104920
(주)바이넥스,053030,2018/12,88595634,88662973
(주)바이넥스,053030,2019/12,92313774,92364594
(주)바이오니아,064550,2011/12,24564886,26410988
(주)바이오니아,064550,2012/12,23230861,23947460
(주)바이오니아,064550,2013/12,21467795,21631668
(주)바이오니아,064550,2014/12,19972329,20126634
(주)바이오니아,064550,2015/12,18845634,18860033
(주)바이오니아,064550,2016/12,19263774,19752493
(주)바이오니아,064550,2017/12,19087472,19470365
(주)바이오니아,064550,2018/12,28962456,29646275
(주)바이오니아,064550,2019/12,30242011,31841575
(주)바이오로그디바이스,208710,2014/12,,
(주)바이오로그디바이스,208710,2015/12,1359611,17250741
(주)바이오로그디바이스,208710,2016/12,1232434,22965991
(주)바이오로그디바이스,208710,2017/12,1401136,24891304
(주)바이오로그디바이스,208710,2018/12,2903177,23417228
(주)바이오로그디바이스,208710,2019/12,3391521,32168097
(주)바이오솔루션,086820,2018/12,1817241,
(주)바이오솔루션,086820,2019/12,4105275,
(주)바이오스마트,038460,2011/12,14867322,22776753
(주)바이오스마트,038460,2012/12,14182946,21796629
(주)바이오스마트,038460,2013/12,13819112,21430741
(주)바이오스마트,038460,2014/12,5108784,12582728
(주)바이오스마트,038460,2015/12,7010890,14118994
(주)바이오스마트,038460,2016/12,6728790,23171827
(주)바이오스마트,038460,2017/12,6839906,18784818
(주)바이오스마트,038460,2018/12,6130346,20058266
(주)바이오스마트,038460,2019/12,6912368,25375213
(주)바이오톡스텍,086040,2011/12,22621054,22848653
(주)바이오톡스텍,086040,2012/12,22349148,23297685
(주)바이오톡스텍,086040,2013/12,21742081,22573691
(주)바이오톡스텍,086040,2014/12,20813345,21551507
(주)바이오톡스텍,086040,2015/12,20033270,20811564
(주)바이오톡스텍,086040,2016/12,19412167,20081521
(주)바이오톡스텍,086040,2017/12,21029225,22317220
(주)바이오톡스텍,086040,2018/12,21883551,23060781
(주)바이오톡스텍,086040,2019/12,21160644,21964571
(주)바텍,043150,2011/12,16406011,27806728
(주)바텍,043150,2012/12,17590795,42258521
(주)바텍,043150,2013/12,25125844,47965251
(주)바텍,043150,2014/12,31990479,56447534
(주)바텍,043150,2015/12,47710784,75874043
(주)바텍,043150,2016/12,51192415,90651889
(주)바텍,043150,2017/12,60683939,69233580
(주)바텍,043150,2018/12,56474156,66885725
(주)바텍,043150,2019/12,55547776,66741333
(주)방림,003610,2011/09,47256879,67400735
(주)방림,003610,2012/09,47979273,74016881
(주)방림,003610,2013/09,48543622,74777067
(주)방림,003610,2014/09,48670392,73750619
(주)방림,003610,2015/09,49409476,74454985
(주)방림,003610,2016/09,35405816,58673557
(주)방림,003610,2017/09,38058137,58811881
(주)방림,003610,2018/09,36953094,61176114
(주)방림,003610,2019/09,35247335,59421313
(주)배럴,267790,2018/12,4371309,4377843
(주)배럴,267790,2019/12,17065437,17412947
(주)백금티앤에이,046310,2011/12,390776,5895290
(주)백금티앤에이,046310,2012/12,441593,6006433
(주)백금티앤에이,046310,2013/12,238197,6695258
(주)백금티앤에이,046310,2014/12,345176,6383894
(주)백금티앤에이,046310,2015/12,346463,3065101
(주)백금티앤에이,046310,2016/12,320341,2962734
(주)백금티앤에이,046310,2017/12,219871,2528963
(주)백금티앤에이,046310,2018/12,434214,2623772
(주)백금티앤에이,046310,2019/12,317302,2394780
(주)백산,035150,2011/12,47898526,63282495
(주)백산,035150,2012/12,47250059,62476263
(주)백산,035150,2013/12,46697171,59170189
(주)백산,035150,2014/12,33599499,46453561
(주)백산,035150,2015/12,31687871,45623666
(주)백산,035150,2016/12,30861370,49302997
(주)백산,035150,2017/12,29988359,45803810
(주)백산,035150,2018/12,29052238,75696663
(주)백산,035150,2019/12,45666544,77888999
(주)버킷스튜디오,066410,2011/12,1855523,
(주)버킷스튜디오,066410,2012/12,694093,
(주)버킷스튜디오,066410,2013/12,770476,
(주)버킷스튜디오,066410,2014/12,4613527,
(주)버킷스튜디오,066410,2015/12,4127847,
(주)버킷스튜디오,066410,2016/12,3526629,
(주)버킷스튜디오,066410,2017/12,3340416,
(주)버킷스튜디오,066410,2018/12,3180348,
(주)버킷스튜디오,066410,2019/12,4156788,
(주)베노홀딩스,206400,2014/12,,
(주)베노홀딩스,206400,2015/12,113115,119681
(주)베노홀딩스,206400,2016/12,94479,123458
(주)베노홀딩스,206400,2017/12,114832,156674
(주)베노홀딩스,206400,2018/12,83871,97120
(주)베노홀딩스,206400,2019/12,192905,192905
(주)베셀,177350,2015/12,15075243,15075243
(주)베셀,177350,2016/12,11923897,11923897
(주)베셀,177350,2017/12,12263481,12263481
(주)베셀,177350,2018/12,11785859,11785859
(주)베셀,177350,2019/12,11377101,11776954
(주)베스파,299910,2018/12,1348304,1584814
(주)베스파,299910,2019/12,4435469,7468402
(주)벽산,007210,2011/12,66104504,91841835
(주)벽산,007210,2012/12,61897768,87405424
(주)벽산,007210,2013/12,62969661,141166268
(주)벽산,007210,2014/12,65200751,142871106
(주)벽산,007210,2015/12,64593782,142265804
(주)벽산,007210,2016/12,93344049,171970585
(주)벽산,007210,2017/12,104953837,186660041
(주)벽산,007210,2018/12,140588763,222522195
(주)벽산,007210,2019/12,154114337,235961285
(주)보광산업,225530,2015/12,46334144,
(주)보광산업,225530,2016/12,48893575,
(주)보광산업,225530,2017/12,47094222,
(주)보광산업,225530,2018/12,47810615,
(주)보광산업,225530,2019/12,50473305,
(주)보라티알,250000,2017/12,9763775,9764758
(주)보라티알,250000,2018/12,9592142,9606865
(주)보라티알,250000,2019/12,19813994,19838616
(주)보락,002760,2011/12,22543239,
(주)보락,002760,2012/12,24261631,
(주)보락,002760,2013/12,24191726,
(주)보락,002760,2014/12,25197195,
(주)보락,002760,2015/12,25823608,
(주)보락,002760,2016/12,30915202,
(주)보락,002760,2017/12,30353601,
(주)보락,002760,2018/12,31921534,
(주)보락,002760,2019/12,32636229,
(주)보령,003850,2011/12,67824636,
(주)보령,003850,2012/12,67805032,
(주)보령,003850,2013/12,64373018,
(주)보령,003850,2014/12,68111905,
(주)보령,003850,2015/12,80012130,
(주)보령,003850,2016/12,89304337,
(주)보령,003850,2017/12,144548925,144548925
(주)보령,003850,2018/12,196344391,196344391
(주)보령,003850,2019/12,248784922,248784922
(주)본느,226340,2015/12,,
(주)본느,226340,2016/12,,
(주)본느,226340,2017/12,,
(주)본느,226340,2018/12,4554883,7222872
(주)본느,226340,2019/12,4672270,7283637
(주)부-스타,008470,2011/12,13115001,
(주)부-스타,008470,2012/12,12517590,
(주)부-스타,008470,2013/12,11969365,
(주)부-스타,008470,2014/12,11907557,
(주)부-스타,008470,2015/12,12372752,
(주)부-스타,008470,2016/12,11937867,
(주)부-스타,008470,2017/12,11338991,
(주)부-스타,008470,2018/12,11791790,
(주)부-스타,008470,2019/12,11265158,
(주)부방,014470,2011/12,123529802,130660360
(주)부방,014470,2012/12,117702390,124155021
(주)부방,014470,2013/12,116766028,120395070
(주)부방,014470,2014/12,117435256,117435256
(주)부방,014470,2015/12,8249235,74229914
(주)부방,014470,2016/12,16894646,125184979
(주)부방,014470,2017/12,16973693,121801310
(주)부방,014470,2018/12,17010399,120749749
(주)부방,014470,2019/12,13663791,116765343
(주)뷰웍스,100120,2011/12,7502238,7540628
(주)뷰웍스,100120,2012/12,8859634,8928633
(주)뷰웍스,100120,2013/12,19354076,19457651
(주)뷰웍스,100120,2014/12,29695664,29805766
(주)뷰웍스,100120,2015/12,29342953,29482790
(주)뷰웍스,100120,2016/12,31354467,31538668
(주)뷰웍스,100120,2017/12,32055601,32213972
(주)뷰웍스,100120,2018/12,38887168,39142501
(주)뷰웍스,100120,2019/12,44782851,45549342
(주)브리지텍,064480,2011/12,384104,
(주)브리지텍,064480,2012/12,426879,
(주)브리지텍,064480,2013/12,347872,
(주)브리지텍,064480,2014/12,250383,
(주)브리지텍,064480,2015/12,458972,
(주)브리지텍,064480,2016/12,487573,
(주)브리지텍,064480,2017/12,304956,
(주)브리지텍,064480,2018/12,705567,
(주)브리지텍,064480,2019/12,2629232,
(주)브이원텍,251630,2017/12,1475814,1503864
(주)브이원텍,251630,2018/12,3061336,3099328
(주)브이원텍,251630,2019/12,12264589,12291551
(주)브이티지엠피,018290,2011/12,33533942,
(주)브이티지엠피,018290,2012/12,32212851,
(주)브이티지엠피,018290,2013/12,31160467,
(주)브이티지엠피,018290,2014/12,30086390,
(주)브이티지엠피,018290,2015/12,28487187,
(주)브이티지엠피,018290,2016/12,27261487,
(주)브이티지엠피,018290,2017/12,26637466,28929319
(주)브이티지엠피,018290,2018/12,26286366,28746934
(주)브이티지엠피,018290,2019/12,28159896,28357403
(주)블루베리엔에프티,044480,2011/12,5583159,9386330
(주)블루베리엔에프티,044480,2012/12,5042104,8101308
(주)블루베리엔에프티,044480,2013/12,4534760,7472469
(주)블루베리엔에프티,044480,2014/12,4175884,7227905
(주)블루베리엔에프티,044480,2015/12,3751830,6462061
(주)블루베리엔에프티,044480,2016/12,3928609,6252978
(주)블루베리엔에프티,044480,2017/12,3533819,5658510
(주)블루베리엔에프티,044480,2018/12,2233203,2903271
(주)블루베리엔에프티,044480,2019/12,2258599,16407701
(주)블루콤,033560,2011/12,12363784,30507856
(주)블루콤,033560,2012/12,11769055,28158871
(주)블루콤,033560,2013/12,11932924,26157530
(주)블루콤,033560,2014/12,31942689,50375207
(주)블루콤,033560,2015/12,26027194,57181064
(주)블루콤,033560,2016/12,26558726,55069209
(주)블루콤,033560,2017/12,31970515,56230009
(주)블루콤,033560,2018/12,31562269,53801745
(주)블루콤,033560,2019/12,17537289,33753826
(주)비덴트,121800,2012/06,15534673,
(주)비덴트,121800,2013/12,15485526,
(주)비덴트,121800,2014/12,15311551,15405828
(주)비덴트,121800,2015/12,15095380,15394109
(주)비덴트,121800,2016/12,8381537,9263705
(주)비덴트,121800,2017/12,7844796,7882672
(주)비덴트,121800,2018/12,8689256,8704260
(주)비덴트,121800,2019/12,7551451,7558564
(주)비보존헬스케어,082800,2011/12,17111393,
(주)비보존헬스케어,082800,2012/12,13904902,
(주)비보존헬스케어,082800,2013/12,15339342,
(주)비보존헬스케어,082800,2014/12,10010791,
(주)비보존헬스케어,082800,2015/12,6475580,
(주)비보존헬스케어,082800,2016/12,5573725,
(주)비보존헬스케어,082800,2017/12,3549287,
(주)비보존헬스케어,082800,2018/12,3148413,
(주)비보존헬스케어,082800,2019/12,829352,829352
(주)비비안,002070,2011/12,38277747,51506994
(주)비비안,002070,2012/12,55369636,67596067
(주)비비안,002070,2013/12,54839550,66537259
(주)비비안,002070,2014/12,52748653,63874552
(주)비비안,002070,2015/12,37372910,48247176
(주)비비안,002070,2016/12,36201190,46179969
(주)비비안,002070,2017/12,31990543,35802733
(주)비비안,002070,2018/12,31418096,34947682
(주)비비안,002070,2019/12,31015469,33670206
(주)비상교육,100220,2011/12,19297850,22974764
(주)비상교육,100220,2012/12,37715669,40895515
(주)비상교육,100220,2013/12,38859735,44262625
(주)비상교육,100220,2014/12,39109528,43564147
(주)비상교육,100220,2015/12,41198632,44417578
(주)비상교육,100220,2016/12,41721015,43143143
(주)비상교육,100220,2017/12,41522626,42987102
(주)비상교육,100220,2018/12,43833600,48405872
(주)비상교육,100220,2019/12,52589097,57382522
(주)비씨월드제약,200780,2014/12,21614188,
(주)비씨월드제약,200780,2015/12,45401649,
(주)비씨월드제약,200780,2016/12,56140092,
(주)비씨월드제약,200780,2017/12,70063854,72839752
(주)비씨월드제약,200780,2018/12,83270758,109727312
(주)비씨월드제약,200780,2019/12,90987614,121740090
(주)비아트론,141000,2012/12,9655542,
(주)비아트론,141000,2013/12,19952153,
(주)비아트론,141000,2014/12,19551854,
(주)비아트론,141000,2015/12,19036352,
(주)비아트론,141000,2016/12,18753699,18796469
(주)비아트론,141000,2017/12,18575573,18616499
(주)비아트론,141000,2018/12,18106645,18139786
(주)비아트론,141000,2019/12,17580593,17769199
(주)비에이치,090460,2011/12,36825468,66558762
