회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,노동장비율,기계장비율,자본집약도,노동소득분배율,설비투자효율,총자본투자효율,기계투자효율,부가가치율,종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원),통계청 한국표준산업분류 10차(소분류)
(주)ES큐브,50120,15-Dec,-11.86,-1.75,-14.4,-10.89,11.49,0.05,,27.8,-5.47,1.56,-7.24,-9.63,-4.11,765.67,639.55,492.89,12.01,3.47,0.93,0.13,2.88,89.27,0.85,4.73,4.59,19.76,35.54,0.85,6.51,0.96,50464.56,7844.69,1426161.03,0.0,135.68,0.05,8.73,0.06,44.44,0.0,,0.0,  생활용품 도매업
(주)ES큐브,50120,16-Dec,8.98,89.08,258.91,23.57,9.8,44.39,383.86,28.68,62.82,38.07,2.69,6.3,26.79,1493.9,1275.25,918.41,46.68,28.34,-2.3,-2.24,-2.58,68.18,0.57,3.44,5.74,7.59,31.4,0.57,1.74,0.74,235459.37,5580.1,3505487.53,0.0,380.46,0.26,160.54,0.78,-23.08,0.0,0.0,0.0,  생활용품 도매업
(주)ES큐브,50120,17-Dec,2.86,0.69,64.55,0.3,12.07,1.56,-91.93,27.1,4.86,2.41,2.13,6.29,1.65,1378.49,1153.05,654.97,45.42,27.01,5.37,4.97,6.21,68.77,0.49,3.3,8.9,3.83,31.59,0.49,1.07,0.7,332105.37,11744.74,3025489.46,0.0,64.47,0.07,18.23,0.21,16.67,0.0,,0.0,  생활용품 도매업
(주)ES큐브,50120,18-Dec,-0.82,6.17,30.79,-11.71,10.67,-2.84,-452.23,22.89,-18.13,-5.54,-1.11,-3.59,-5.61,119.8,95.25,71.07,58.92,31.99,1.16,1.43,1.34,62.93,0.47,2.96,7.91,2.52,31.55,0.47,0.9,0.7,506736.03,12074.7,3747696.53,0.0,7.67,0.01,3.22,0.03,-14.29,0.0,,0.0,  생활용품 도매업
(주)ES큐브,50120,19-Dec,-0.68,312.66,14.02,696.75,-17.2,4.65,,18.75,-31.5,-21.76,-0.91,-5.99,-4.78,156.01,152.69,48.38,526.65,14.85,9.52,84.97,53.92,15.96,0.6,4.21,0.4,2.69,45.77,0.6,0.2,0.22,577779.37,11237.7,15465289.33,-0.01,-3.22,0.0,-1.66,-0.01,0.0,0.0,,0.0,  생활용품 도매업
(주)HJ중공업,97230,11-Dec,0.55,1416.66,18040.46,566.11,4614.73,2421.46,,7.85,-3.35,-5.07,1.48,3.73,-1.33,96.33,81.81,34.4,276.93,48.42,-0.99,-1.77,-1.51,26.53,1.51,8.17,10.97,0.91,10.41,1.51,0.54,1.12,1121928.55,179602.51,2526635.55,0.0,15.81,0.07,0.99,0.17,-19.81,0.06,0.0,1475000.0,  토목 건설업
(주)HJ중공업,97230,12-Dec,0.27,-6.42,-7.72,-4.91,-37.93,-8.11,,7.49,-2.09,-2.95,0.78,2.08,-0.78,92.89,83.75,29.88,283.85,56.24,-4.99,-9.54,-6.56,26.05,1.42,8.07,9.23,0.84,11.03,1.42,0.51,1.09,1080502.28,182792.71,2500035.31,0.0,19.11,0.08,1.13,0.21,-5.42,0.12,0.0,2287000.0,  토목 건설업
(주)HJ중공업,97230,13-Dec,-0.4,1.49,-3.21,22.63,168.88,-4.46,-1726.02,2.57,-7.52,-11.28,-1.05,-2.75,-2.87,84.9,66.58,17.98,307.77,56.46,-4.02,-8.02,-5.38,24.52,1.51,5.97,9.83,0.89,10.62,1.51,0.51,1.0,1009398.48,179009.79,2423270.12,0.0,12.86,0.05,0.73,0.14,4.71,0.17,0.0,3371000.0,  토목 건설업
(주)HJ중공업,97230,14-Dec,-0.88,-3.19,-3.73,-5.07,8.98,-4.02,,-0.67,-11.9,-18.64,-2.2,-5.75,-4.56,93.12,70.06,12.33,311.31,52.96,-5.71,-11.1,-8.17,24.31,1.57,4.04,9.33,0.91,9.67,1.57,0.51,0.93,1041139.94,199171.78,2543350.63,0.0,11.0,0.05,0.58,0.12,-7.76,0.19,0.0,3455000.0,  토목 건설업
(주)HJ중공업,97230,15-Dec,-0.5,-8.59,1.18,-8.24,33.26,-13.0,,3.56,-8.38,-17.73,-1.28,-2.55,-4.21,70.83,45.35,4.75,332.17,51.58,0.21,0.31,0.31,23.14,2.12,3.93,12.51,1.15,9.65,2.12,0.66,1.23,1022800.53,211939.59,2247202.51,0.0,10.88,0.05,0.52,0.09,3.46,0.15,0.0,3055000.0,  토목 건설업
(주)HJ중공업,97230,16-Dec,-0.58,-11.13,-12.12,-2.36,-22.77,-34.59,,2.12,-11.89,-29.53,-1.42,-2.82,-5.99,89.96,64.36,5.26,487.19,59.62,2.53,3.92,3.52,17.03,2.49,3.56,16.63,1.09,8.73,2.49,0.63,1.17,950236.96,235401.54,2125541.45,0.0,9.42,0.04,0.38,0.08,-6.04,0.11,0.0,2144000.0,  토목 건설업
(주)HJ중공업,97230,17-Dec,-1.08,-19.97,-25.45,-20.15,5.11,-35.52,,0.87,-11.34,-37.73,-2.47,-4.76,-5.87,56.89,35.58,4.37,628.81,58.98,4.8,7.11,7.03,13.72,3.33,3.51,18.47,1.17,8.59,3.33,0.61,1.15,716305.25,203186.12,1687386.68,0.0,9.62,0.04,0.34,0.07,0.81,0.11,0.0,1854000.0,  토목 건설업
(주)HJ중공업,97230,18-Dec,0.62,-35.02,-64.36,-9.15,-26.83,-222.69,,8.29,-75.6,0.0,1.78,3.63,-36.99,80.41,56.15,10.7,0.0,61.15,11.7,23.73,24.1,-25.91,-25.92,2.53,14.13,1.4,7.12,-25.92,0.48,0.94,280289.74,29850.29,1203707.62,0.0,61.34,0.14,5.76,0.23,-8.9,0.13,0.0,2209000.0,  토목 건설업
(주)HJ중공업,97230,19-Dec,0.69,-9.64,-3.7,-24.43,-29.94,-134.59,,10.9,18.8,0.0,3.22,5.15,11.77,70.48,50.77,6.64,908.28,45.25,12.95,17.69,25.77,9.92,-7.03,3.29,10.99,2.6,8.93,-7.03,0.57,1.08,304224.7,34142.86,1225308.53,0.0,54.33,0.13,4.84,0.2,-11.23,0.11,0.0,1734000.0,  토목 건설업
(주)MH에탄올,23150,11-Dec,0.12,-94.57,-87.76,-96.49,-97.32,-82.58,-101.42,16.81,-9.73,-9.74,0.45,1.35,-3.24,58.36,45.92,5.22,214.54,8.89,2.62,5.35,20.09,31.79,1.0,4.15,4.83,0.6,148.03,1.0,0.5,0.98,1474660.69,273673.9,2631506.88,0.0,11.62,0.07,0.63,0.2,-3.77,0.0,0.0,0.0,  알코올음료 제조업
(주)MH에탄올,23150,12-Dec,1.08,0.13,-4.55,9.48,111.27,-7.01,-23.28,17.97,0.48,1.01,4.06,9.12,0.21,61.27,36.07,0.73,238.69,56.9,-2.5,-3.95,-3.09,29.53,1.45,3.24,6.33,0.81,4611.92,1.45,0.64,1.25,1381574.9,262106.29,2584342.56,0.0,21.39,0.11,1.13,0.26,1.96,0.0,,0.0,  알코올음료 제조업
(주)MH에탄올,23150,13-Dec,0.87,-3.49,-1.99,-13.66,-39.29,15.64,2345.72,12.67,11.3,16.85,2.28,4.84,5.32,57.37,40.78,0.14,182.66,57.67,0.72,0.97,0.81,35.38,1.45,3.29,5.98,0.87,6573.65,1.45,0.7,1.33,1379249.45,270169.25,2543096.78,0.0,18.55,0.1,0.95,0.21,-1.92,0.0,,0.0,  알코올음료 제조업
(주)MH에탄올,23150,14-Dec,5.62,-34.05,-48.75,-33.46,-44.05,15.04,-102.89,24.24,-0.41,-0.38,8.13,17.85,-0.19,90.87,68.77,0.02,62.03,34.38,17.21,11.51,19.17,61.72,0.99,3.81,4.65,0.92,26321.21,0.99,0.84,1.36,671643.28,216623.13,1613864.89,0.0,31.73,0.13,0.98,0.23,3.92,0.0,0.0,0.0,  알코올음료 제조업
(주)MH에탄올,23150,15-Dec,12.69,-7.64,2.12,-21.69,-48.43,9.65,67.7,27.71,15.44,14.06,13.48,22.01,9.46,109.55,92.01,15.38,36.47,23.57,43.92,18.4,49.79,73.27,0.91,6.88,4.7,1.38,,0.91,1.87,1.97,778266.17,263351.28,1680767.06,0.0,44.99,0.21,1.33,0.33,-11.32,0.0,0.0,0.0,  알코올음료 제조업
(주)MH에탄올,23150,16-Dec,29.41,-8.43,1.48,-12.41,53.72,9.84,4.71,30.54,16.66,13.41,15.69,24.28,10.76,257.95,185.46,17.87,13.77,7.58,146.33,26.21,233.68,87.89,0.81,7.43,4.65,1.32,,0.81,3.27,2.32,860181.65,290573.0,1682317.98,0.0,46.21,0.24,1.37,0.35,-8.51,0.0,0.0,0.0,  알코올음료 제조업
(주)MH에탄올,23150,17-Dec,3.46,591.43,941.08,330.09,1.27,68.03,-47.11,28.38,8.29,10.42,2.84,15.62,1.5,44.64,41.69,7.8,368.17,50.68,1.98,14.99,3.07,21.36,0.61,6.68,4.99,0.24,227.16,0.61,0.26,0.99,8102820.96,277834.56,10420418.46,0.0,3.65,0.03,1.06,0.27,11.63,0.0,0.0,0.0,  알코올음료 제조업
(주)MH에탄올,23150,18-Dec,0.1,-12.0,0.34,-65.11,16.57,-14.28,-379.32,26.47,-16.53,-0.93,0.26,1.69,-2.56,20.96,16.33,4.89,380.62,49.8,-1.14,-5.45,-1.81,20.81,0.73,8.81,6.8,0.19,134.23,0.73,0.2,1.27,7798778.9,271766.58,8803550.46,0.0,4.32,0.04,1.24,0.23,4.17,0.0,0.0,0.0,  알코올음료 제조업
(주)MH에탄올,23150,19-Dec,0.73,2.57,3.08,10.95,25.01,-13.32,-176.37,32.96,-9.34,-0.88,1.76,9.68,-1.69,11.62,8.73,3.21,468.69,53.23,0.01,0.06,0.02,17.58,0.95,7.37,8.08,0.2,139.98,0.95,0.22,2.59,8543371.34,301172.96,9605839.38,0.0,5.62,0.05,1.59,0.28,-6.0,0.0,0.0,0.0,  알코올음료 제조업
(주)SH에너지화학,2360,11-Dec,2.82,-76.81,-91.75,53.45,35.98,-17.82,,7.17,1.04,3.31,4.16,2.41,1.8,147.77,115.16,15.37,60.5,27.79,8.32,1.9,11.28,62.31,2.73,18.71,6.57,5.25,312.13,2.73,4.71,3.88,293992.84,233753.09,960648.99,0.0,44.34,0.14,0.56,0.08,-1.8,0.02,0.0,42624.0,  기초 화학물질 제조업
(주)SH에너지화학,2360,12-Dec,1.72,-0.97,-1.31,0.31,27.86,-0.55,-88.29,7.8,0.11,0.61,2.1,1.13,0.2,171.22,123.05,7.42,59.82,27.55,6.4,1.28,8.7,62.57,2.98,14.12,6.53,5.88,122.34,2.98,4.96,3.85,286365.59,241685.29,925804.2,0.0,45.27,0.14,0.54,0.07,2.75,0.03,0.0,57537.0,  기초 화학물질 제조업
(주)SH에너지화학,2360,13-Dec,5.3,6.56,-2.2,16.91,-15.95,7.27,2084.86,7.74,1.99,7.35,6.0,2.77,4.3,168.09,134.09,15.75,58.75,25.33,6.23,1.1,9.1,62.99,3.45,16.36,7.24,7.15,96.33,3.45,5.82,4.23,269280.64,240595.09,952490.96,0.0,66.7,0.19,0.75,0.09,3.57,0.03,0.0,64707.0,  기초 화학물질 제조업
(주)SH에너지화학,2360,14-Dec,26.68,0.23,-2.91,2.16,16.36,21.03,263.22,14.4,7.25,21.7,19.23,9.21,15.13,291.69,224.49,37.69,31.46,8.64,57.91,6.65,160.41,76.07,3.0,15.3,6.87,7.31,95.77,3.0,6.85,3.87,217265.87,202510.18,791010.05,0.0,122.0,0.34,1.31,0.16,20.69,0.05,0.0,117783.0,  기초 화학물질 제조업
(주)SH에너지화학,2360,15-Dec,84.87,4.32,4.91,13.08,-14.38,8.8,-24.76,17.24,5.82,14.62,20.29,10.6,11.13,399.36,329.69,115.03,26.05,5.96,103.42,11.41,358.77,79.33,2.46,13.89,6.56,6.79,130.11,2.46,8.59,3.37,221144.91,209500.64,791237.85,0.0,112.7,0.31,1.19,0.17,4.29,0.0,0.0,0.0,  기초 화학물질 제조업
(주)SH에너지화학,2360,16-Dec,210.93,7.76,-2.65,23.47,-2.75,13.58,43.19,17.69,8.26,18.66,20.08,11.04,15.02,673.11,580.63,211.38,19.6,2.86,89.01,8.31,510.0,83.61,2.23,15.32,5.68,6.78,167.45,2.23,9.87,2.87,211685.74,208566.74,841140.03,0.0,130.53,0.33,1.32,0.19,1.37,0.08,0.0,161234.0,  기초 화학물질 제조업
(주)SH에너지화학,2360,17-Dec,162.17,0.66,-2.2,4.01,72.7,3.46,-45.2,13.98,5.25,9.21,11.35,7.54,7.91,1057.37,816.13,399.76,16.36,2.84,73.48,6.88,364.34,85.94,1.78,10.26,4.92,5.98,114.68,1.78,9.9,2.19,207461.58,213831.66,846703.74,0.0,94.87,0.23,0.92,0.15,0.0,0.04,0.0,82098.0,  기초 화학물질 제조업
(주)SH에너지화학,2360,18-Dec,22.72,-2.3,-3.39,-2.1,11.35,-2.14,-79.42,6.68,1.11,2.21,1.7,1.14,1.64,1287.95,953.73,441.48,16.17,2.86,56.94,5.29,277.3,86.08,1.72,8.11,6.1,6.01,133.77,1.72,10.59,2.12,189426.6,204101.11,784837.72,0.0,67.41,0.16,0.63,0.11,5.41,0.05,0.0,96821.0,  기초 화학물질 제조업
(주)SH에너지화학,2360,19-Dec,-24.12,0.8,10.49,-2.57,-24.72,-6.06,-251.96,4.73,-2.19,-2.84,-2.55,-2.22,-2.51,1110.48,887.83,542.25,24.66,7.1,43.59,7.56,121.45,80.22,1.38,6.88,5.94,4.45,140.69,1.38,6.79,1.66,195735.7,214448.89,781112.86,0.0,44.32,0.11,0.4,0.1,1.28,0.07,0.0,100899.0,  기초 화학물질 제조업
(주)SNT에너지,100840,11-Dec,-9.21,-100.0,-100.0,-100.0,-100.0,-100.0,17.11,7.22,-2.13,-2.53,-2.49,-3.38,-1.57,151.52,135.46,21.28,72.18,7.23,-14.12,-8.38,-81.86,58.08,1.19,17.37,4.49,1.59,4.55,1.19,1.93,,666060.37,83774.27,1502781.74,0.0,-4.14,-0.02,-0.33,-0.03,2.22,0.45,0.0,871757.0,  일반 목적용 기계 제조업
(주)SNT에너지,100840,12-Dec,77.44,5.89,-0.24,11.0,12.87,14.14,0.0,16.85,3.94,5.29,5.32,6.56,3.19,182.56,162.88,51.29,59.73,1.66,4.27,2.03,96.23,62.6,1.34,11.69,3.91,1.88,5.49,1.34,2.05,,627125.65,82709.83,1501548.89,0.0,-3.2,-0.01,-0.24,-0.02,5.98,0.34,0.0,785053.0,  일반 목적용 기계 제조업
(주)SNT에너지,100840,13-Dec,50.81,6.45,-1.57,12.29,2.22,8.11,0.0,19.4,8.06,8.49,5.56,8.37,5.36,197.1,177.76,71.62,57.28,1.67,20.6,11.65,450.13,63.58,1.05,9.19,4.13,1.65,5.18,1.05,1.8,,575920.29,70308.74,1491269.28,0.0,30.03,0.12,2.46,0.18,7.18,0.4,0.0,793087.0,  일반 목적용 기계 제조업
(주)SNT에너지,100840,14-Dec,41.09,-2.3,-0.25,-5.96,-0.26,4.82,0.0,16.12,4.64,5.55,4.47,5.68,3.66,222.54,199.37,50.89,46.6,1.82,-2.4,-0.96,-42.0,68.21,1.2,11.46,5.37,2.02,7.05,1.2,2.31,,550413.68,71886.89,1396843.19,0.0,26.6,0.1,2.04,0.13,4.31,0.43,0.0,1049685.0,  일반 목적용 기계 제조업
(주)SNT에너지,100840,15-Dec,359.1,3.84,-1.13,7.96,-39.74,11.4,0.0,22.22,10.39,12.31,10.93,13.04,8.71,286.28,269.65,49.36,36.64,0.0,-13.31,-4.34,0.0,73.18,1.18,14.23,4.56,2.18,8.57,1.18,2.86,,511700.68,61967.59,1362914.21,0.0,45.23,0.17,3.74,0.21,6.42,0.35,0.0,908085.0,  일반 목적용 기계 제조업
(주)SNT에너지,100840,16-Dec,11111111.11,10.07,-0.48,15.05,-36.61,-0.69,0.0,19.33,0.65,0.72,0.36,0.47,0.5,207.24,200.61,57.56,51.45,0.0,15.74,7.32,0.0,66.03,1.1,23.46,4.47,2.15,9.48,1.1,2.5,,541963.51,67897.94,1596524.52,0.0,17.82,0.06,1.42,0.08,-6.03,0.34,0.0,859808.0,  일반 목적용 기계 제조업
(주)SNT에너지,100840,17-Dec,11111111.11,-13.73,-1.12,-18.34,-65.71,1.75,0.0,20.66,2.49,1.98,5.92,10.43,1.41,351.97,347.24,116.39,28.42,0.0,22.15,8.0,0.0,77.87,0.79,32.09,3.68,1.57,9.02,0.79,1.99,,599104.74,77328.97,1539829.2,0.0,19.42,0.08,1.5,0.12,-10.55,0.41,0.0,747653.0,  일반 목적용 기계 제조업
(주)SNT에너지,100840,18-Dec,11111111.11,-6.42,-0.94,-10.06,144.89,-1.09,0.0,14.88,1.31,0.78,-0.65,-1.36,0.63,492.86,474.82,188.8,21.5,0.0,8.91,3.17,0.0,82.31,0.6,29.63,3.46,1.2,9.3,0.6,2.4,,607848.52,79512.34,1478902.81,0.0,14.72,0.06,1.12,0.12,-2.56,0.49,0.0,683800.0,  일반 목적용 기계 제조업
(주)SNT에너지,100840,19-Dec,1771.27,17.94,0.47,30.03,77.87,6.17,39.07,16.73,7.24,6.31,5.23,8.19,4.63,303.82,288.69,31.18,36.31,0.02,-45.05,-18.78,-48067.02,73.36,0.85,21.53,3.18,1.75,11.8,0.85,2.99,,641455.03,12325.47,1748153.06,0.0,29.95,0.11,15.59,0.17,0.53,0.36,0.0,732767.0,  일반 목적용 기계 제조업
