회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율
(주)코아시아옵틱스,196450,14-Dec,77777777.77,77777777.77,11111111.11
(주)코오롱,2020,11-Dec,1.75,6.11,6.11
(주)코원플레이,56000,11-Dec,-20.49,-7.81,-7.81
(주)코이즈,121850,12-Dec,20.58,15.21,15.21
(주)큐로,15590,11-Dec,-2.71,-2.63,-2.63
(주)큐로컴,40350,11-Dec,0.2,-2.07,-2.07
(주)큐로홀딩스,51780,11-Dec,0.48,-0.57,-0.57
(주)키다리스튜디오,20120,11-Dec,-4,-4,-4.0
(주)태웅,44490,11-Dec,12.14,12.14,12.14
(주)테라젠이텍스,66700,11-Dec,-4.98,-2.78,-2.78
(주)텔콘알에프제약,200230,14-Dec,149.64,139.45,139.45
(주)토니모리,214420,15-Dec,74.82,71.94,71.94
(주)토탈소프트뱅크,45340,11-Dec,-47.57,-47.57,-47.57
(주)투비소프트,79970,11-Dec,238.35,238.35,238.35
(주)트루윈,105550,14-Dec,3.44,3.44,3.44
(주)특수건설,26150,11-Dec,-3.35,-3.35,-3.35
(주)티사이언티픽,57680,11-Dec,-3.97,-3.97,-3.97
(주)티에이치엔,19180,11-Dec,5.1,4.15,4.15
(주)티웨이홀딩스,4870,11-Dec,-1.95,-1.95,-1.95
(주)티케이케미칼,104480,11-Dec,4.8,3.8,3.8
(주)파나진,46210,11-Dec,0.41,-0.23,-0.23
(주)파루,43200,11-Dec,-9.32,-8.8,-8.8
(주)파인디앤씨,49120,11-Dec,-1.82,-1.96,-1.96
(주)파인디지털,38950,11-Dec,1730.07,23.72,23.72
(주)파인테크닉스,106240,11-Dec,-0.81,9.55,9.55
(주)판타지오,32800,11-Dec,77777777.77,77777777.77,11111111.11
(주)팬스타엔터프라이즈,54300,11-Dec,-2.1,-2.15,-2.15
(주)팬엔터테인먼트,68050,11-Dec,5.22,1.84,1.84
(주)팬젠,222110,16-Dec,-38.48,-38.48,-38.48
(주)퓨쳐켐,220100,16-Dec,-5.22,-5.22,-5.22
(주)프로스테믹스,203690,14-Dec,2.47,2.47,2.47
(주)플래스크,41590,11-Dec,1.54,1.54,1.54
(주)플레이그램,9810,11-Dec,-2.11,26.12,26.12
(주)플레이위드,23770,11-Dec,-5.11,-7.92,-7.92
(주)피델릭스,32580,11-Dec,5.32,5.32,5.32
(주)피에스엠씨,24850,11-Dec,-7.63,-5.98,-5.98
(주)피에이치씨,57880,11-Dec,1.82,0.62,0.62
(주)피엔풍년,24940,11-Dec,-1.39,-1.39,-1.39
(주)하림,136480,11-Dec,4.5,4.5,4.5
(주)하이소닉,106080,11-Dec,21.03,7.63,7.63
(주)하이스틸,71090,11-Dec,1.56,1.56,1.56
(주)하이트론씨스템즈,19490,11-Dec,-4.71,-6.23,-6.23
(주)한국전자홀딩스,6200,11-Dec,-0.02,-0.35,-0.35
(주)한국종합기술,23350,11-Dec,212.72,212.72,212.72
(주)한국코퍼레이션,50540,11-Dec,6.52,4.75,4.75
(주)한국테크놀로지,53590,11-Dec,-388,-403.01,-403.01
(주)한국특강,7280,11-Dec,1.29,1.29,1.29
(주)한국팩키지,37230,11-Dec,88.05,88.05,88.05
(주)한국화장품제조,3350,11-Dec,-21.97,-21.97,-21.97
(주)한라,14790,11-Dec,943.62,1.06,1.06
(주)한빛소프트,47080,11-Dec,-11.41,-9.71,-9.71
(주)한일진공,123840,11-Dec,-0.93,-0.93,-0.93
(주)한진,2320,11-Dec,0.97,1,1.0
(주)한진중공업홀딩스,3480,11-Dec,11.41,11.47,11.47
(주)한창,5110,11-Dec,0.13,-2.77,-2.77
(주)한창바이오텍,43090,11-Dec,0.03,-0.32,-0.32
(주)한컴위드,54920,11-Dec,8.11,7.9,7.9
(주)한탑,2680,11-Dec,0.14,0,0.0
(주)핸디소프트,220180,16-Dec,56.16,54.05,54.05
(주)헬릭스미스,84990,11-Dec,-3.14,-3.14,-3.14
(주)형지아이앤씨,11080,11-Dec,-10.34,-10.34,-10.34
(주)형지엘리트,93240,11-Jun,8.53,6.49,6.49
(주)혜인,3010,11-Dec,2.55,1.78,1.78
(주)홈센타홀딩스,60560,11-Dec,10.87,5.93,5.93
(주)홈캐스트,64240,11-Dec,10.27,11,11.0
(주)화신,10690,11-Dec,84.74035466,18.3602195,18.3602195
(주)후성,93370,11-Dec,4.992783141,4.857010016,4.857010016
(주)휴니드테크놀러지스,5870,11-Dec,0.15504898,77777777.77,0.15504898
(주)휴먼엔,32860,11-Dec,1.960892889,77777777.77,1.960892889
KD(주),44180,11-Dec,0.481552714,0.151290357,0.151290357
KG스틸(주),16380,11-Dec,0.046898187,0.104572817,0.104572817
OCI(주),10060,11-Dec,32.3429309,15.29665975,15.29665975
ST엔진(주),77970,11-Dec,3.566535723,2.492438285,2.492438285
ST중공업(주),71970,11-Dec,1.329690966,1.349278875,1.349278875
감성코퍼레이션(주),36620,11-Dec,-1.352309966,77777777.77,-1.352309966
갤럭시아머니트리(주),94480,11-Dec,-1.014970989,-4.520757016,-4.520757016
경창산업(주),24910,11-Dec,0.181820318,0.483766245,0.483766245
광전자(주),17900,11-Dec,-0.010304282,0.1981706,0.1981706
광진실업(주),26910,11-Dec,5.556186681,77777777.77,5.556186681
국일제지(주),78130,11-Dec,2.747631761,0.103509976,0.103509976
국제약품(주),2720,11-Mar,77777777.77,77777777.77,11111111.11
글로본(주),19660,11-Mar,77777777.77,77777777.77,11111111.11
금호전기(주),1210,11-Dec,1.843116631,1.318500285,1.318500285
금호타이어(주),73240,11-Dec,2.337079726,0.970059309,0.970059309
깨끗한나라(주),4540,11-Dec,1.322830356,1.319855988,1.319855988
나노캠텍(주),91970,11-Dec,5.430839054,3.985734939,3.985734939
남광토건(주),1260,11-Dec,-2.947367482,-2.967652215,-2.967652215
뉴지랩파마(주),214870,15-Dec,20.79250544,77777777.77,20.79250544
대동기어(주),8830,11-Dec,1.373909439,77777777.77,1.373909439
대동전자(주),8110,11-Mar,40.9308362,3.167589115,3.167589115
대림비앤코(주),5750,11-Dec,0.489040003,0.450978137,0.450978137
대림통상(주),6570,11-Dec,0.632622218,0.437597394,0.437597394
대성산업(주),128820,11-Dec,-0.410261109,-0.418904543,-0.418904543
대우전자부품(주),9320,11-Dec,-3.665498026,-3.26853341,-3.26853341
대우조선해양(주),42660,11-Dec,77777777.77,77777777.77,11111111.11
대주전자재료(주),78600,11-Dec,77777777.77,77777777.77,11111111.11
대한광통신(주),10170,11-Dec,0.62295848,77777777.77,0.62295848
대한그린파워(주),60900,11-Dec,2.540703793,2.402536898,2.402536898
대한방직(주),1070,11-Dec,-0.690604074,-1.257164503,-1.257164503
대한전선(주),1440,11-Dec,0.285360988,0.029614864,0.029614864
대한해운(주),5880,11-Dec,-1.133073622,-1.114066413,-1.114066413
대한화섬(주),3830,11-Dec,6.266808129,77777777.77,6.266808129
더이앤엠(주),89230,11-Dec,-2.044959083,77777777.77,-2.044959083
데브시스터즈(주),194480,14-Dec,333.2570887,77777777.77,333.2570887
도이치모터스(주),67990,11-Dec,1.550742198,1.629663999,1.629663999
동국제강(주),1230,11-Dec,1.460783724,1.320156014,1.320156014
동부건설(주),5960,11-Dec,0.274912026,0.49743972,0.49743972
동성제약(주),2210,11-Dec,1.732093171,1.621696525,1.621696525
동양철관(주),8970,11-Dec,2.739030902,1.429383963,1.429383963
동원수산(주),30720,11-Dec,2.444794616,3.123345091,3.123345091
동일철강(주),23790,11-Dec,0.965354395,77777777.77,0.965354395
디엑스앤브이엑스(주),180400,15-Dec,77777777.77,77777777.77,11111111.11
디젠스(주),113810,12-Dec,1.601124068,2.246943275,2.246943275
램테크놀러지(주),171010,13-Dec,3.373748316,2.745428259,2.745428259
롯데관광개발(주),32350,11-Dec,0.000986426,0.132193021,0.132193021
롯데정밀화학(주),4000,11-Dec,140.2998463,133.2167954,133.2167954
마이크로로봇(주),182690,14-Dec,42.67640389,77777777.77,42.67640389
메디앙스(주),14100,11-Dec,-3.891676744,77777777.77,-3.891676744
메디포스트(주),78160,11-Dec,56.02710113,40.403606,40.403606
명문제약(주),17180,11-Dec,3.057683814,2.064209008,2.064209008
미래나노텍(주),95500,11-Dec,3.470635902,2.165823912,2.165823912
미래산업(주),25560,11-Dec,-2.855634297,-2.855634297,-2.855634297
바이온(주),32980,11-Jun,-5.261471779,-11.33004021,-11.33004021
베뉴지(주),19010,11-Dec,0.475560295,0.553150694,0.553150694
보성파워텍(주),6910,11-Dec,-1.736537037,-1.856797816,-1.856797816
보해양조(주),890,11-Dec,0.773680053,0.579227128,0.579227128
비에이치아이(주),83650,11-Dec,77777777.77,2.390132824,2.390132824
비케이탑스(주),30790,11-Dec,77777777.77,77777777.77,11111111.11
사조동아원(주),8040,11-Dec,77777777.77,-0.016472621,-0.016472621
삼강엠앤티(주),100090,11-Dec,77777777.77,77777777.77,11111111.11
삼보산업(주),9620,11-Dec,77777777.77,77777777.77,11111111.11
삼부토건(주),1470,11-Dec,77777777.77,-1.778510783,-1.778510783
삼성제약(주),1360,11-Dec,77777777.77,77777777.77,11111111.11
삼성중공업(주),10140,11-Dec,77777777.77,53.646264,53.646264
삼영화학공업(주),3720,11-Dec,77777777.77,25.35790399,25.35790399
삼일제약(주),520,11-Dec,77777777.77,-4.492794161,-4.492794161
삼천리자전거(주),24950,11-Dec,77777777.77,77777777.77,11111111.11
삼화전기(주),9470,11-Dec,77777777.77,-0.119305077,-0.119305077
삼화전자공업(주),11230,11-Dec,77777777.77,-2.11628776,-2.11628776
서울전자통신(주),27040,11-Dec,77777777.77,-1.326607771,-1.326607771
성문전자(주),14910,11-Dec,77777777.77,11.73831704,11.73831704
성우테크론(주),45300,11-Dec,77777777.77,-0.651393955,-0.651393955
성창기업지주(주),180,11-Dec,77777777.77,1.649833338,1.649833338
성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715
세기상사(주),2420,11-Dec,77777777.77,-0.546718017,-0.546718017
세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901
세종텔레콤(주),36630,11-Dec,77777777.77,-0.967263256,-0.967263256
소니드(주),60230,11-Dec,77777777.77,-1.68352972,-1.68352972
신라젠(주),215600,16-Dec,77777777.77,-9.164250389,-9.164250389
신송홀딩스(주),6880,13-Dec,-520.8325183,21.88098631,21.88098631
신풍제지(주),2870,11-Dec,-4.383678833,-4.504348624,-4.504348624
쌍용자동차(주),3620,11-Dec,-13.95622636,-13.91220303,-13.91220303
쌍용정보통신(주),10280,11-Dec,17.16116104,17.33666086,17.33666086
써니전자(주),4770,11-Dec,-0.26461245,-5.084093903,-5.084093903
씨비아이(주),13720,11-Dec,3.886376926,77777777.77,3.886376926
씨앤티85(주),56730,11-Dec,6.123064512,6.245724093,6.245724093
아남전자(주),8700,11-Dec,19.29087553,-0.375113653,-0.375113653
아비코전자(주),36010,11-Dec,0.984908377,-2.989306782,-2.989306782
아시아나항공(주),20560,11-Dec,1.793738327,1.931713653,1.931713653
아이진(주),185490,15-Dec,-186.1368417,77777777.77,-186.1368417
아이텍(주),119830,11-Dec,1.532268446,77777777.77,1.532268446
에스디엔(주),99220,11-Dec,1.64,1.66,1.66
에스맥(주),97780,11-Dec,40.18,43.77,43.77
에스비더블유생명과학(주),151910,12-Dec,3.75,4.78,4.78
에스엔유프리시젼(주),80000,11-Dec,-6.45,-6.45,-6.45
에스지씨에너지(주),5090,11-Dec,1.65,1.65,1.65
에스지에이(주),49470,11-Dec,3.9,3.98,3.98
에쓰씨엔지니어링(주),23960,11-Dec,6.8,-4.54,-4.54
에이비엘바이오(주),298380,18-Dec,-35.29,-35.29,-35.29
에이치에스디엔진(주),82740,11-Dec,21.76,19.17,19.17
에이치엘비(주),28300,11-Dec,0.54,0.86,0.86
에이치엘비글로벌(주),3580,11-Dec,-9.56,-5.94,-5.94
에이치엘비생명과학(주),67630,11-Dec,77777777.77,-2.39,-2.39
에이치엘비제약(주),47920,15-Dec,-1.46,-1.46,-1.46
에이치엘비테라퓨틱스(주),115450,11-Dec,-91.43,-82.36,-82.36
에이치엠엠(주),11200,11-Dec,-1.26,-1.4,-1.4
에이테크솔루션(주),71670,11-Dec,10.83,8.96,8.96
에이프로젠제약(주),3060,11-Dec,-0.41,0.31,0.31
에이피에스홀딩스(주),54620,11-Dec,9.92,9.81,9.81
에코바이오홀딩스(주),38870,11-Dec,-1.38,0.6,0.6
엑스큐어(주),70300,11-Dec,188.86,188.86,188.86
엔시트론(주),101400,11-Dec,9.14,8.62,8.62
올릭스(주),226950,18-Dec,-242.01,-242.4,-242.4
옴니시스템(주),57540,11-Dec,-4.17,-4.11,-4.11
우리바이오(주),82850,11-Dec,20.82,2.25,2.25
우리엔터프라이즈(주),37400,11-Dec,0.72,1.59,1.59
우리이앤엘(주),153490,13-Dec,-0.53,-0.72,-0.72
우진비앤지(주),18620,11-Dec,3.88,3.88,3.88
웰바이오텍(주),10600,11-Dec,3.23,2.86,2.86
유니슨(주),18000,11-Dec,-0.76,-1.48,-1.48
