회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율
코스모신소재(주),5070,11-Dec,0.33,0.33,0.33
코스모화학(주),5420,11-Dec,2.31,2.31,2.31
코아스템(주),166480,15-Dec,-107.92,91.78,91.78
코오롱글로벌(주),3070,11-Dec,1.03,1.27,1.27
코오롱생명과학(주),102940,11-Dec,7.78,7.78,7.78
코오롱티슈진(주),950160,17-Dec,-53.75,-53.75,-53.75
코웰패션(주),33290,11-Dec,-0.18,3.99,3.99
큐렉소(주),60280,11-Dec,0.35,-4.24,-4.24
크로바하이텍(주),43590,11-Dec,4.55,1.77,1.77
크루셜텍(주),114120,11-Dec,17.02,10.18,10.18
크리스탈지노믹스(주),83790,11-Dec,-18.98,-20.73,-20.73
테라사이언스(주),73640,11-Dec,1.67,1.79,1.79
티와이엠(주),2900,11-Dec,1.52,0.64,0.64
티케이지애강(주),22220,11-Dec,0.39,0.43,0.43
파나케이아(주),58530,11-Dec,1.46,1.46,1.46
파미셀(주),5690,11-Dec,-8.31,-9.14,-9.14
팜젠사이언스(주),4720,11-Dec,-4.19,-2.72,-2.72
팬오션(주),28670,11-Dec,-0.24,-0.27,-0.27
퍼스텍(주),10820,11-Dec,5.44,5.02,5.02
페이퍼코리아(주),1020,11-Dec,-1.08,-0.9,-0.9
평화산업(주),90080,11-Dec,-0.14,-0.24,-0.24
평화홀딩스(주),10770,11-Dec,2.44,0.02,0.02
포스코스틸리온(주),58430,11-Dec,-5.73,-5.73,-5.73
피에스텍(주),2230,11-Dec,7.5,5.54,5.54
하나마이크론(주),67310,11-Dec,2.13,1.87,1.87
한국전력공사(주),15760,11-Dec,-2.12,-0.32,-0.32
한국정밀기계(주),101680,11-Dec,14.2,14.2,14.2
한국정보공학(주),39740,11-Dec,2.25,-1.85,-1.85
한국조선해양(주),9540,11-Dec,18.69,15.72,15.72
한국주강(주),25890,11-Dec,18.93,18.93,18.93
한국지역난방공사,71320,11-Dec,1.1,0.84,0.84
한국프랜지공업(주),10100,11-Dec,0.76,2.07,2.07
한국화장품(주),123690,11-Dec,-0.87,-12.9,-12.9
한라아이엠에스(주),92460,11-Dec,228.21,186.37,186.37
한성기업(주),3680,11-Dec,3.53,3.46,3.46
한솔제지(주),213500,15-Dec,77777777.77,-2.61,-2.61
한신공영(주),4960,11-Dec,0.74,0.73,0.73
한양디지텍(주),78350,11-Dec,-5.06,0.03,0.03
한올바이오파마(주),9420,11-Dec,-2.89,-2.88,-2.88
한일단조공업(주),24740,11-Dec,2.2,1.55,1.55
한일사료(주),5860,11-Dec,2.45,2.73,2.73
한일철강(주),2220,11-Dec,1.03,0.87,0.87
한일현대시멘트(주),6390,11-Dec,0.93,0.28,0.28
한화솔루션(주),9830,11-Dec,7.32,1.7,1.7
한화에어로스페이스(주),12450,11-Dec,6.46,6.85,6.85
해성옵틱스(주),76610,13-Dec,7.84,8.91,8.91
현대로템(주),64350,13-Dec,3.28,2.94,2.94
현대바이오사이언스(주),48410,11-Dec,-17.26,-18.41,-18.41
현대위아(주),11210,11-Dec,8.53,6.88,6.88
현대일렉트릭앤에너지시스템(주),267260,17-Dec,77777777.77,4.31,4.31
현우산업(주),92300,11-Dec,2.86,2.86,2.86
휴림로봇(주),90710,11-Dec,3.57,2.96,2.96
휴마시스(주),205470,14-Dec,77777777.77,-0.76,-0.76
흥아해운(주),3280,11-Dec,-0.37,-0.33,-0.33
