회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율
갤럭시아머니트리(주),94480,11-Dec,-1.014970989,-4.520757016,-4.520757016
광전자(주),17900,11-Dec,-0.010304282,0.1981706,0.1981706
국일제지(주),78130,11-Dec,2.747631761,0.103509976,0.103509976
금호전기(주),1210,11-Dec,1.843116631,1.318500285,1.318500285
남광토건(주),1260,11-Dec,-2.947367482,-2.967652215,-2.967652215
뉴지랩파마(주),214870,15-Dec,20.79250544,77777777.77,20.79250544
대동기어(주),8830,11-Dec,1.373909439,77777777.77,1.373909439
대림통상(주),6570,11-Dec,0.632622218,0.437597394,0.437597394
대성산업(주),128820,11-Dec,-0.410261109,-0.418904543,-0.418904543
대우전자부품(주),9320,11-Dec,-3.665498026,-3.26853341,-3.26853341
대한광통신(주),10170,11-Dec,0.62295848,77777777.77,0.62295848
대한그린파워(주),60900,11-Dec,2.540703793,2.402536898,2.402536898
대한방직(주),1070,11-Dec,-0.690604074,-1.257164503,-1.257164503
대한전선(주),1440,11-Dec,0.285360988,0.029614864,0.029614864
대한화섬(주),3830,11-Dec,6.266808129,77777777.77,6.266808129
더이앤엠(주),89230,11-Dec,-2.044959083,77777777.77,-2.044959083
동부건설(주),5960,11-Dec,0.274912026,0.49743972,0.49743972
동성제약(주),2210,11-Dec,1.732093171,1.621696525,1.621696525
동원수산(주),30720,11-Dec,2.444794616,3.123345091,3.123345091
동일철강(주),23790,11-Dec,0.965354395,77777777.77,0.965354395
롯데관광개발(주),32350,11-Dec,0.000986426,0.132193021,0.132193021
메디앙스(주),14100,11-Dec,-3.891676744,77777777.77,-3.891676744
메디포스트(주),78160,11-Dec,56.02710113,40.403606,40.403606
명문제약(주),17180,11-Dec,3.057683814,2.064209008,2.064209008
미래나노텍(주),95500,11-Dec,3.470635902,2.165823912,2.165823912
미래산업(주),25560,11-Dec,-2.855634297,-2.855634297,-2.855634297
바이온(주),32980,11-Jun,-5.261471779,-11.33004021,-11.33004021
범양건영(주),2410,11-Dec,-2.124803748,-2.070865593,-2.070865593
베뉴지(주),19010,11-Dec,0.475560295,0.553150694,0.553150694
보성파워텍(주),6910,11-Dec,-1.736537037,-1.856797816,-1.856797816
보해양조(주),890,11-Dec,0.773680053,0.579227128,0.579227128
비케이탑스(주),30790,11-Dec,77777777.77,77777777.77,11111111.11
사조동아원(주),8040,11-Dec,77777777.77,-0.016472621,-0.016472621
삼보산업(주),9620,11-Dec,77777777.77,77777777.77,11111111.11
삼부토건(주),1470,11-Dec,77777777.77,-1.778510783,-1.778510783
삼성제약(주),1360,11-Dec,77777777.77,77777777.77,11111111.11
삼성중공업(주),10140,11-Dec,77777777.77,53.646264,53.646264
삼영화학공업(주),3720,11-Dec,77777777.77,25.35790399,25.35790399
삼일제약(주),520,11-Dec,77777777.77,-4.492794161,-4.492794161
삼화전자공업(주),11230,11-Dec,77777777.77,-2.11628776,-2.11628776
서울전자통신(주),27040,11-Dec,77777777.77,-1.326607771,-1.326607771
성문전자(주),14910,11-Dec,77777777.77,11.73831704,11.73831704
성우테크론(주),45300,11-Dec,77777777.77,-0.651393955,-0.651393955
성창기업지주(주),180,11-Dec,77777777.77,1.649833338,1.649833338
성호전자(주),43260,11-Dec,77777777.77,2.868290715,2.868290715
세기상사(주),2420,11-Dec,77777777.77,-0.546718017,-0.546718017
세원이앤씨(주),91090,11-Dec,77777777.77,-3.817909901,-3.817909901
세종텔레콤(주),36630,11-Dec,77777777.77,-0.967263256,-0.967263256
소니드(주),60230,11-Dec,77777777.77,-1.68352972,-1.68352972
신라젠(주),215600,16-Dec,77777777.77,-9.164250389,-9.164250389
신송홀딩스(주),6880,13-Dec,-520.8325183,21.88098631,21.88098631
신풍제지(주),2870,11-Dec,-4.383678833,-4.504348624,-4.504348624
쌍용자동차(주),3620,11-Dec,-13.95622636,-13.91220303,-13.91220303
쌍용정보통신(주),10280,11-Dec,17.16116104,17.33666086,17.33666086
써니전자(주),4770,11-Dec,-0.26461245,-5.084093903,-5.084093903
씨앤티85(주),56730,11-Dec,6.123064512,6.245724093,6.245724093
아남전자(주),8700,11-Dec,19.29087553,-0.375113653,-0.375113653
아비코전자(주),36010,11-Dec,0.984908377,-2.989306782,-2.989306782
아시아나항공(주),20560,11-Dec,1.793738327,1.931713653,1.931713653
아이진(주),185490,15-Dec,-186.1368417,77777777.77,-186.1368417
애머릿지코퍼레이션,900100,11-Dec,-0.18,-8.8,-8.8
에스디엔(주),99220,11-Dec,1.64,1.66,1.66
에스비더블유생명과학(주),151910,12-Dec,3.75,4.78,4.78
에스지씨에너지(주),5090,11-Dec,1.65,1.65,1.65
에쓰씨엔지니어링(주),23960,11-Dec,6.8,-4.54,-4.54
에이치에스디엔진(주),82740,11-Dec,21.76,19.17,19.17
에이치엘비(주),28300,11-Dec,0.54,0.86,0.86
에이치엘비글로벌(주),3580,11-Dec,-9.56,-5.94,-5.94
에이치엘비생명과학(주),67630,11-Dec,77777777.77,-2.39,-2.39
에이치엘비제약(주),47920,15-Dec,-1.46,-1.46,-1.46
에이치엘비테라퓨틱스(주),115450,11-Dec,-91.43,-82.36,-82.36
에이치엠엠(주),11200,11-Dec,-1.26,-1.4,-1.4
에이프로젠제약(주),3060,11-Dec,-0.41,0.31,0.31
엑스큐어(주),70300,11-Dec,188.86,188.86,188.86
엔시트론(주),101400,11-Dec,9.14,8.62,8.62
오성첨단소재(주),52420,11-Dec,-1.02,0.3,0.3
우진비앤지(주),18620,11-Dec,3.88,3.88,3.88
웰바이오텍(주),10600,11-Dec,3.23,2.86,2.86
유니슨(주),18000,11-Dec,-0.76,-1.48,-1.48
이구산업(주),25820,11-Dec,0.92,0.92,0.92
이노시스(주),56090,15-Dec,-2.64,-2.64,-2.64
이엠코리아(주),95190,11-Dec,4.86,4.18,4.18
이원컴포텍(주),88290,11-Dec,3.01,3.01,3.01
이트론(주),96040,11-Dec,-25.02,-41.92,-41.92
이화산업(주),760,11-Mar,3.28,3.71,3.71
이화전기공업(주),24810,11-Dec,1.16,0.66,0.66
인선이엔티(주),60150,11-Dec,1.29,0.93,0.93
인화정공(주),101930,11-Dec,14.95,15.21,15.21
일동홀딩스(주),230,11-Dec,7.53,7.51,7.51
일양약품(주),7570,11-Mar,1.13,1.13,1.13
일진머티리얼즈(주),20150,11-Dec,9.86,9.73,9.73
재영솔루텍(주),49630,11-Dec,0.82,0.77,0.77
전방(주),950,11-Dec,-3.85,-3.75,-3.75
제이더블유신약(주),67290,11-Dec,5.01,1.25,1.25
제이더블유홀딩스(주),96760,11-Dec,10.45,0.13,0.13
제이스코홀딩스(주),23440,11-Dec,-2.13,-2.13,-2.13
제이엠아이(주),33050,11-Dec,-24.47,-10.74,-10.74
제이준코스메틱(주),25620,11-Dec,-4.92,-4.92,-4.92
조아제약(주),34940,11-Dec,3.43,3.43,3.43
조일알미늄(주),18470,11-Dec,3.87,3.87,3.87
주성엔지니어링(주),36930,11-Dec,0.32,0.23,0.23
지나인제약(주),78650,11-Dec,-0.97,-1.37,-1.37
지엘팜텍(주),204840,14-Dec,77777777.77,-0.86,-0.86
진양제약(주),7370,11-Dec,10.05,10.05,10.05
참존글로벌(주),158310,13-Dec,1080.04,1080.04,1080.04
커머스마이너 (주),223310,15-Dec,22.42,22.42,22.42
컨버즈(주),109070,11-Dec,-1.59,-1.59,-1.59
케이알모터스(주),40,11-Dec,2.04,2.21,2.21
케이엠제약(주),225430,15-Dec,77777777.77,-1.14,-1.14
코나아이(주),52400,11-Dec,6.71,6.06,6.06
코드네이처(주),78940,11-Dec,-0.33,-0.22,-0.22
코스모신소재(주),5070,11-Dec,0.33,0.33,0.33
코스모화학(주),5420,11-Dec,2.31,2.31,2.31
코아스템(주),166480,15-Dec,-107.92,91.78,91.78
큐렉소(주),60280,11-Dec,0.35,-4.24,-4.24
크로바하이텍(주),43590,11-Dec,4.55,1.77,1.77
크루셜텍(주),114120,11-Dec,17.02,10.18,10.18
크리스탈지노믹스(주),83790,11-Dec,-18.98,-20.73,-20.73
테라사이언스(주),73640,11-Dec,1.67,1.79,1.79
티케이지애강(주),22220,11-Dec,0.39,0.43,0.43
팜젠사이언스(주),4720,11-Dec,-4.19,-2.72,-2.72
퍼스텍(주),10820,11-Dec,5.44,5.02,5.02
페이퍼코리아(주),1020,11-Dec,-1.08,-0.9,-0.9
평화산업(주),90080,11-Dec,-0.14,-0.24,-0.24
평화홀딩스(주),10770,11-Dec,2.44,0.02,0.02
한국전력공사(주),15760,11-Dec,-2.12,-0.32,-0.32
한국정밀기계(주),101680,11-Dec,14.2,14.2,14.2
한국화장품(주),123690,11-Dec,-0.87,-12.9,-12.9
한솔테크닉스(주),4710,11-Dec,-3.56,-4.39,-4.39
한올바이오파마(주),9420,11-Dec,-2.89,-2.88,-2.88
한일철강(주),2220,11-Dec,1.03,0.87,0.87
현대바이오사이언스(주),48410,11-Dec,-17.26,-18.41,-18.41
휴림로봇(주),90710,11-Dec,3.57,2.96,2.96
휴마시스(주),205470,14-Dec,77777777.77,-0.76,-0.76
